,address1,city,state,zip,country,phone,fax,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,forwardEps,pegRatio,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,7665 Corporate Center Drive,Miami,FL,33126,United States,305 436 4000,305 436 4140,https://www.nclhltd.com,Travel Services,Consumer Cyclical,"Norwegian Cruise Line Holdings Ltd., together with its subsidiaries, operates as a cruise company in North America, Europe, the Asia-Pacific, and internationally. The company operates the Norwegian Cruise Line, Oceania Cruises, and Regent Seven Seas Cruises brands. It offers itineraries ranging from three days to a 180-days calling on various locations, including destinations in Scandinavia, Russia, the Mediterranean, the Greek Isles, Alaska, Canada and New England, Hawaii, Asia, Tahiti and the South Pacific, Australia and New Zealand, Africa, India, South America, the Panama Canal, and the Caribbean. It distributes its products through retail/travel advisor and onboard cruise sales channels, as well as meetings, incentives, and charters. The company was founded in 1966 and is based in Miami, Florida.",38900,"{'maxAge': 1, 'name': 'Mr. Harry J. Sommer', 'age': 54, 'title': 'Pres, CEO & Director', 'yearBorn': 1968, 'fiscalYear': 2022, 'totalPay': 2755310, 'exercisedValue': 0, 'unexercisedValue': 0}",10,5,10,3,8,1693526400,1672444800,86400,2,17.28,17.28,17.04,17.45,17.28,17.28,17.04,17.45,0.0,2.613762,11.261437,11214391,11214391,12893803,11007430,11007430,17.19,17.23,900,4000,7330055168,10.83,22.75,1.0234548,18.6364,16.0526,0.0,0.0,USD,20188428288,-0.11883,422288227,425424000,31604478,32734794,1690761600,1693440000,0.0743,0.0066000004,0.60036,2.61,0.0842,0.036,478.6111,1672444800,1703980800,1688083200,-851078976,-2.12,1.53,-0.16,2.819,30.553,NYQ,EQUITY,NCLH,NCLH,Norwegian Cruise Line Holdings ,Norwegian Cruise Line Holdings Ltd.,1358519400,America/New_York,EDT,-14400000,17.23,32.0,14.5,20.64,20.5,2.5,buy,14,899134976,2.114,660768000,13757513728,0.192,0.318,7162070016,90385.086,16.961,-0.00607,-1.85615,576674000,-1054371776,1855459968,0.858,0.28479,0.092259996,-0.02559,USD,
1,7665 Corporate Center Drive,Miami,FL,33126,United States,305 436 4000,305 436 4140,https://www.nclhltd.com,Travel Services,Consumer Cyclical,"Norwegian Cruise Line Holdings Ltd., together with its subsidiaries, operates as a cruise company in North America, Europe, the Asia-Pacific, and internationally. The company operates the Norwegian Cruise Line, Oceania Cruises, and Regent Seven Seas Cruises brands. It offers itineraries ranging from three days to a 180-days calling on various locations, including destinations in Scandinavia, Russia, the Mediterranean, the Greek Isles, Alaska, Canada and New England, Hawaii, Asia, Tahiti and the South Pacific, Australia and New Zealand, Africa, India, South America, the Panama Canal, and the Caribbean. It distributes its products through retail/travel advisor and onboard cruise sales channels, as well as meetings, incentives, and charters. The company was founded in 1966 and is based in Miami, Florida.",38900,"{'maxAge': 1, 'name': 'Mr. Mark A. Kempa', 'age': 50, 'title': 'Exec. VP & CFO', 'yearBorn': 1972, 'fiscalYear': 2022, 'totalPay': 2754257, 'exercisedValue': 0, 'unexercisedValue': 0}",10,5,10,3,8,1693526400,1672444800,86400,2,17.28,17.28,17.04,17.45,17.28,17.28,17.04,17.45,0.0,2.613762,11.261437,11214391,11214391,12893803,11007430,11007430,17.19,17.23,900,4000,7330055168,10.83,22.75,1.0234548,18.6364,16.0526,0.0,0.0,USD,20188428288,-0.11883,422288227,425424000,31604478,32734794,1690761600,1693440000,0.0743,0.0066000004,0.60036,2.61,0.0842,0.036,478.6111,1672444800,1703980800,1688083200,-851078976,-2.12,1.53,-0.16,2.819,30.553,NYQ,EQUITY,NCLH,NCLH,Norwegian Cruise Line Holdings ,Norwegian Cruise Line Holdings Ltd.,1358519400,America/New_York,EDT,-14400000,17.23,32.0,14.5,20.64,20.5,2.5,buy,14,899134976,2.114,660768000,13757513728,0.192,0.318,7162070016,90385.086,16.961,-0.00607,-1.85615,576674000,-1054371776,1855459968,0.858,0.28479,0.092259996,-0.02559,USD,
2,7665 Corporate Center Drive,Miami,FL,33126,United States,305 436 4000,305 436 4140,https://www.nclhltd.com,Travel Services,Consumer Cyclical,"Norwegian Cruise Line Holdings Ltd., together with its subsidiaries, operates as a cruise company in North America, Europe, the Asia-Pacific, and internationally. The company operates the Norwegian Cruise Line, Oceania Cruises, and Regent Seven Seas Cruises brands. It offers itineraries ranging from three days to a 180-days calling on various locations, including destinations in Scandinavia, Russia, the Mediterranean, the Greek Isles, Alaska, Canada and New England, Hawaii, Asia, Tahiti and the South Pacific, Australia and New Zealand, Africa, India, South America, the Panama Canal, and the Caribbean. It distributes its products through retail/travel advisor and onboard cruise sales channels, as well as meetings, incentives, and charters. The company was founded in 1966 and is based in Miami, Florida.",38900,"{'maxAge': 1, 'name': 'Mr. Frank J. Del Rio', 'age': 67, 'title': 'Sr. Advisor', 'yearBorn': 1955, 'fiscalYear': 2022, 'totalPay': 10209353, 'exercisedValue': 0, 'unexercisedValue': 0}",10,5,10,3,8,1693526400,1672444800,86400,2,17.28,17.28,17.04,17.45,17.28,17.28,17.04,17.45,0.0,2.613762,11.261437,11214391,11214391,12893803,11007430,11007430,17.19,17.23,900,4000,7330055168,10.83,22.75,1.0234548,18.6364,16.0526,0.0,0.0,USD,20188428288,-0.11883,422288227,425424000,31604478,32734794,1690761600,1693440000,0.0743,0.0066000004,0.60036,2.61,0.0842,0.036,478.6111,1672444800,1703980800,1688083200,-851078976,-2.12,1.53,-0.16,2.819,30.553,NYQ,EQUITY,NCLH,NCLH,Norwegian Cruise Line Holdings ,Norwegian Cruise Line Holdings Ltd.,1358519400,America/New_York,EDT,-14400000,17.23,32.0,14.5,20.64,20.5,2.5,buy,14,899134976,2.114,660768000,13757513728,0.192,0.318,7162070016,90385.086,16.961,-0.00607,-1.85615,576674000,-1054371776,1855459968,0.858,0.28479,0.092259996,-0.02559,USD,
3,7665 Corporate Center Drive,Miami,FL,33126,United States,305 436 4000,305 436 4140,https://www.nclhltd.com,Travel Services,Consumer Cyclical,"Norwegian Cruise Line Holdings Ltd., together with its subsidiaries, operates as a cruise company in North America, Europe, the Asia-Pacific, and internationally. The company operates the Norwegian Cruise Line, Oceania Cruises, and Regent Seven Seas Cruises brands. It offers itineraries ranging from three days to a 180-days calling on various locations, including destinations in Scandinavia, Russia, the Mediterranean, the Greek Isles, Alaska, Canada and New England, Hawaii, Asia, Tahiti and the South Pacific, Australia and New Zealand, Africa, India, South America, the Panama Canal, and the Caribbean. It distributes its products through retail/travel advisor and onboard cruise sales channels, as well as meetings, incentives, and charters. The company was founded in 1966 and is based in Miami, Florida.",38900,"{'maxAge': 1, 'name': 'Ms. Faye L. Ashby', 'age': 50, 'title': 'Sr. VP & Chief Accounting Officer', 'yearBorn': 1972, 'exercisedValue': 0, 'unexercisedValue': 0}",10,5,10,3,8,1693526400,1672444800,86400,2,17.28,17.28,17.04,17.45,17.28,17.28,17.04,17.45,0.0,2.613762,11.261437,11214391,11214391,12893803,11007430,11007430,17.19,17.23,900,4000,7330055168,10.83,22.75,1.0234548,18.6364,16.0526,0.0,0.0,USD,20188428288,-0.11883,422288227,425424000,31604478,32734794,1690761600,1693440000,0.0743,0.0066000004,0.60036,2.61,0.0842,0.036,478.6111,1672444800,1703980800,1688083200,-851078976,-2.12,1.53,-0.16,2.819,30.553,NYQ,EQUITY,NCLH,NCLH,Norwegian Cruise Line Holdings ,Norwegian Cruise Line Holdings Ltd.,1358519400,America/New_York,EDT,-14400000,17.23,32.0,14.5,20.64,20.5,2.5,buy,14,899134976,2.114,660768000,13757513728,0.192,0.318,7162070016,90385.086,16.961,-0.00607,-1.85615,576674000,-1054371776,1855459968,0.858,0.28479,0.092259996,-0.02559,USD,
4,7665 Corporate Center Drive,Miami,FL,33126,United States,305 436 4000,305 436 4140,https://www.nclhltd.com,Travel Services,Consumer Cyclical,"Norwegian Cruise Line Holdings Ltd., together with its subsidiaries, operates as a cruise company in North America, Europe, the Asia-Pacific, and internationally. The company operates the Norwegian Cruise Line, Oceania Cruises, and Regent Seven Seas Cruises brands. It offers itineraries ranging from three days to a 180-days calling on various locations, including destinations in Scandinavia, Russia, the Mediterranean, the Greek Isles, Alaska, Canada and New England, Hawaii, Asia, Tahiti and the South Pacific, Australia and New Zealand, Africa, India, South America, the Panama Canal, and the Caribbean. It distributes its products through retail/travel advisor and onboard cruise sales channels, as well as meetings, incentives, and charters. The company was founded in 1966 and is based in Miami, Florida.",38900,"{'maxAge': 1, 'name': 'Ms. Jessica  John', 'title': 'VP of Investor Relations, Corp. Communications & ESG', 'exercisedValue': 0, 'unexercisedValue': 0}",10,5,10,3,8,1693526400,1672444800,86400,2,17.28,17.28,17.04,17.45,17.28,17.28,17.04,17.45,0.0,2.613762,11.261437,11214391,11214391,12893803,11007430,11007430,17.19,17.23,900,4000,7330055168,10.83,22.75,1.0234548,18.6364,16.0526,0.0,0.0,USD,20188428288,-0.11883,422288227,425424000,31604478,32734794,1690761600,1693440000,0.0743,0.0066000004,0.60036,2.61,0.0842,0.036,478.6111,1672444800,1703980800,1688083200,-851078976,-2.12,1.53,-0.16,2.819,30.553,NYQ,EQUITY,NCLH,NCLH,Norwegian Cruise Line Holdings ,Norwegian Cruise Line Holdings Ltd.,1358519400,America/New_York,EDT,-14400000,17.23,32.0,14.5,20.64,20.5,2.5,buy,14,899134976,2.114,660768000,13757513728,0.192,0.318,7162070016,90385.086,16.961,-0.00607,-1.85615,576674000,-1054371776,1855459968,0.858,0.28479,0.092259996,-0.02559,USD,
5,7665 Corporate Center Drive,Miami,FL,33126,United States,305 436 4000,305 436 4140,https://www.nclhltd.com,Travel Services,Consumer Cyclical,"Norwegian Cruise Line Holdings Ltd., together with its subsidiaries, operates as a cruise company in North America, Europe, the Asia-Pacific, and internationally. The company operates the Norwegian Cruise Line, Oceania Cruises, and Regent Seven Seas Cruises brands. It offers itineraries ranging from three days to a 180-days calling on various locations, including destinations in Scandinavia, Russia, the Mediterranean, the Greek Isles, Alaska, Canada and New England, Hawaii, Asia, Tahiti and the South Pacific, Australia and New Zealand, Africa, India, South America, the Panama Canal, and the Caribbean. It distributes its products through retail/travel advisor and onboard cruise sales channels, as well as meetings, incentives, and charters. The company was founded in 1966 and is based in Miami, Florida.",38900,"{'maxAge': 1, 'name': 'Mr. Daniel S. Farkas', 'age': 53, 'title': 'Exec. VP, Gen. Counsel, Chief Devel. Officer & Assistant Sec.', 'yearBorn': 1969, 'exercisedValue': 0, 'unexercisedValue': 0}",10,5,10,3,8,1693526400,1672444800,86400,2,17.28,17.28,17.04,17.45,17.28,17.28,17.04,17.45,0.0,2.613762,11.261437,11214391,11214391,12893803,11007430,11007430,17.19,17.23,900,4000,7330055168,10.83,22.75,1.0234548,18.6364,16.0526,0.0,0.0,USD,20188428288,-0.11883,422288227,425424000,31604478,32734794,1690761600,1693440000,0.0743,0.0066000004,0.60036,2.61,0.0842,0.036,478.6111,1672444800,1703980800,1688083200,-851078976,-2.12,1.53,-0.16,2.819,30.553,NYQ,EQUITY,NCLH,NCLH,Norwegian Cruise Line Holdings ,Norwegian Cruise Line Holdings Ltd.,1358519400,America/New_York,EDT,-14400000,17.23,32.0,14.5,20.64,20.5,2.5,buy,14,899134976,2.114,660768000,13757513728,0.192,0.318,7162070016,90385.086,16.961,-0.00607,-1.85615,576674000,-1054371776,1855459968,0.858,0.28479,0.092259996,-0.02559,USD,
6,7665 Corporate Center Drive,Miami,FL,33126,United States,305 436 4000,305 436 4140,https://www.nclhltd.com,Travel Services,Consumer Cyclical,"Norwegian Cruise Line Holdings Ltd., together with its subsidiaries, operates as a cruise company in North America, Europe, the Asia-Pacific, and internationally. The company operates the Norwegian Cruise Line, Oceania Cruises, and Regent Seven Seas Cruises brands. It offers itineraries ranging from three days to a 180-days calling on various locations, including destinations in Scandinavia, Russia, the Mediterranean, the Greek Isles, Alaska, Canada and New England, Hawaii, Asia, Tahiti and the South Pacific, Australia and New Zealand, Africa, India, South America, the Panama Canal, and the Caribbean. It distributes its products through retail/travel advisor and onboard cruise sales channels, as well as meetings, incentives, and charters. The company was founded in 1966 and is based in Miami, Florida.",38900,"{'maxAge': 1, 'name': 'Todd  Hamilton', 'title': 'Sr. VP of Sales', 'exercisedValue': 0, 'unexercisedValue': 0}",10,5,10,3,8,1693526400,1672444800,86400,2,17.28,17.28,17.04,17.45,17.28,17.28,17.04,17.45,0.0,2.613762,11.261437,11214391,11214391,12893803,11007430,11007430,17.19,17.23,900,4000,7330055168,10.83,22.75,1.0234548,18.6364,16.0526,0.0,0.0,USD,20188428288,-0.11883,422288227,425424000,31604478,32734794,1690761600,1693440000,0.0743,0.0066000004,0.60036,2.61,0.0842,0.036,478.6111,1672444800,1703980800,1688083200,-851078976,-2.12,1.53,-0.16,2.819,30.553,NYQ,EQUITY,NCLH,NCLH,Norwegian Cruise Line Holdings ,Norwegian Cruise Line Holdings Ltd.,1358519400,America/New_York,EDT,-14400000,17.23,32.0,14.5,20.64,20.5,2.5,buy,14,899134976,2.114,660768000,13757513728,0.192,0.318,7162070016,90385.086,16.961,-0.00607,-1.85615,576674000,-1054371776,1855459968,0.858,0.28479,0.092259996,-0.02559,USD,
7,7665 Corporate Center Drive,Miami,FL,33126,United States,305 436 4000,305 436 4140,https://www.nclhltd.com,Travel Services,Consumer Cyclical,"Norwegian Cruise Line Holdings Ltd., together with its subsidiaries, operates as a cruise company in North America, Europe, the Asia-Pacific, and internationally. The company operates the Norwegian Cruise Line, Oceania Cruises, and Regent Seven Seas Cruises brands. It offers itineraries ranging from three days to a 180-days calling on various locations, including destinations in Scandinavia, Russia, the Mediterranean, the Greek Isles, Alaska, Canada and New England, Hawaii, Asia, Tahiti and the South Pacific, Australia and New Zealand, Africa, India, South America, the Panama Canal, and the Caribbean. It distributes its products through retail/travel advisor and onboard cruise sales channels, as well as meetings, incentives, and charters. The company was founded in 1966 and is based in Miami, Florida.",38900,"{'maxAge': 1, 'name': 'Mr. T. Robin Lindsay', 'age': 64, 'title': 'Exec. VP of Newbuild and Refurbishment', 'yearBorn': 1958, 'fiscalYear': 2021, 'exercisedValue': 0, 'unexercisedValue': 0}",10,5,10,3,8,1693526400,1672444800,86400,2,17.28,17.28,17.04,17.45,17.28,17.28,17.04,17.45,0.0,2.613762,11.261437,11214391,11214391,12893803,11007430,11007430,17.19,17.23,900,4000,7330055168,10.83,22.75,1.0234548,18.6364,16.0526,0.0,0.0,USD,20188428288,-0.11883,422288227,425424000,31604478,32734794,1690761600,1693440000,0.0743,0.0066000004,0.60036,2.61,0.0842,0.036,478.6111,1672444800,1703980800,1688083200,-851078976,-2.12,1.53,-0.16,2.819,30.553,NYQ,EQUITY,NCLH,NCLH,Norwegian Cruise Line Holdings ,Norwegian Cruise Line Holdings Ltd.,1358519400,America/New_York,EDT,-14400000,17.23,32.0,14.5,20.64,20.5,2.5,buy,14,899134976,2.114,660768000,13757513728,0.192,0.318,7162070016,90385.086,16.961,-0.00607,-1.85615,576674000,-1054371776,1855459968,0.858,0.28479,0.092259996,-0.02559,USD,
8,7665 Corporate Center Drive,Miami,FL,33126,United States,305 436 4000,305 436 4140,https://www.nclhltd.com,Travel Services,Consumer Cyclical,"Norwegian Cruise Line Holdings Ltd., together with its subsidiaries, operates as a cruise company in North America, Europe, the Asia-Pacific, and internationally. The company operates the Norwegian Cruise Line, Oceania Cruises, and Regent Seven Seas Cruises brands. It offers itineraries ranging from three days to a 180-days calling on various locations, including destinations in Scandinavia, Russia, the Mediterranean, the Greek Isles, Alaska, Canada and New England, Hawaii, Asia, Tahiti and the South Pacific, Australia and New Zealand, Africa, India, South America, the Panama Canal, and the Caribbean. It distributes its products through retail/travel advisor and onboard cruise sales channels, as well as meetings, incentives, and charters. The company was founded in 1966 and is based in Miami, Florida.",38900,"{'maxAge': 1, 'name': 'Mr. Alex  Xiang', 'title': 'Managing Director of China Operations', 'exercisedValue': 0, 'unexercisedValue': 0}",10,5,10,3,8,1693526400,1672444800,86400,2,17.28,17.28,17.04,17.45,17.28,17.28,17.04,17.45,0.0,2.613762,11.261437,11214391,11214391,12893803,11007430,11007430,17.19,17.23,900,4000,7330055168,10.83,22.75,1.0234548,18.6364,16.0526,0.0,0.0,USD,20188428288,-0.11883,422288227,425424000,31604478,32734794,1690761600,1693440000,0.0743,0.0066000004,0.60036,2.61,0.0842,0.036,478.6111,1672444800,1703980800,1688083200,-851078976,-2.12,1.53,-0.16,2.819,30.553,NYQ,EQUITY,NCLH,NCLH,Norwegian Cruise Line Holdings ,Norwegian Cruise Line Holdings Ltd.,1358519400,America/New_York,EDT,-14400000,17.23,32.0,14.5,20.64,20.5,2.5,buy,14,899134976,2.114,660768000,13757513728,0.192,0.318,7162070016,90385.086,16.961,-0.00607,-1.85615,576674000,-1054371776,1855459968,0.858,0.28479,0.092259996,-0.02559,USD,
9,7665 Corporate Center Drive,Miami,FL,33126,United States,305 436 4000,305 436 4140,https://www.nclhltd.com,Travel Services,Consumer Cyclical,"Norwegian Cruise Line Holdings Ltd., together with its subsidiaries, operates as a cruise company in North America, Europe, the Asia-Pacific, and internationally. The company operates the Norwegian Cruise Line, Oceania Cruises, and Regent Seven Seas Cruises brands. It offers itineraries ranging from three days to a 180-days calling on various locations, including destinations in Scandinavia, Russia, the Mediterranean, the Greek Isles, Alaska, Canada and New England, Hawaii, Asia, Tahiti and the South Pacific, Australia and New Zealand, Africa, India, South America, the Panama Canal, and the Caribbean. It distributes its products through retail/travel advisor and onboard cruise sales channels, as well as meetings, incentives, and charters. The company was founded in 1966 and is based in Miami, Florida.",38900,"{'maxAge': 1, 'name': 'Mr. Ben  Angell', 'title': 'VP & MD - NCL APAC', 'exercisedValue': 0, 'unexercisedValue': 0}",10,5,10,3,8,1693526400,1672444800,86400,2,17.28,17.28,17.04,17.45,17.28,17.28,17.04,17.45,0.0,2.613762,11.261437,11214391,11214391,12893803,11007430,11007430,17.19,17.23,900,4000,7330055168,10.83,22.75,1.0234548,18.6364,16.0526,0.0,0.0,USD,20188428288,-0.11883,422288227,425424000,31604478,32734794,1690761600,1693440000,0.0743,0.0066000004,0.60036,2.61,0.0842,0.036,478.6111,1672444800,1703980800,1688083200,-851078976,-2.12,1.53,-0.16,2.819,30.553,NYQ,EQUITY,NCLH,NCLH,Norwegian Cruise Line Holdings ,Norwegian Cruise Line Holdings Ltd.,1358519400,America/New_York,EDT,-14400000,17.23,32.0,14.5,20.64,20.5,2.5,buy,14,899134976,2.114,660768000,13757513728,0.192,0.318,7162070016,90385.086,16.961,-0.00607,-1.85615,576674000,-1054371776,1855459968,0.858,0.28479,0.092259996,-0.02559,USD,
