,address1,city,zip,country,phone,fax,website,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,beta,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,Am Europlatz 2,Vienna,1120,Austria,43 50 811 0,43 50 811 2109,https://www.kapsch.net,"Kapsch TrafficCom AG, together with its subsidiaries, provides intelligent transportation systems in Austria, Europe, the Middle East, Africa, Asia-Pacific, and the Americas. It operates through two segments, Tolling and Traffic Management. The company offers solutions, including tolling, tolling services, traffic management, and traffic demand management. It serves cities, freeways, tunnels, and bridges. The company was founded in 1892 and is headquartered in Vienna, Austria. Kapsch TrafficCom AG is a subsidiary of KAPSCH-Group Beteiligungs GmbH.",3940,"{'maxAge': 1, 'name': 'Magistrate Georg  Kapsch M.P.', 'age': 63, 'title': 'Chairman of Exec. Board & CEO', 'yearBorn': 1959, 'fiscalYear': 2023, 'totalPay': 864700, 'exercisedValue': 0, 'unexercisedValue': 0}",6,8,3,6,5,1693526400,1703980800,86400,2,9.98,10.2,10.0,10.2,9.98,10.2,10.0,10.2,0.751501,98,98,410,330,330,0.0,0.0,0,0,119402000,9.4,14.08,0.2151247,10.508104,11.724265,0.0,0.0,EUR,334201984,-0.05294,4800360,13000000,0.63291,0.108380005,3.64,2.7472527,1680220800,1711843200,1688083200,-29384258,-2.062,0.602,35.843,LSE,EQUITY,0GTO.L,0GTO.L,KAPSCH TRAFFICCOM AG KAPSCH TRA,Kapsch TrafficCom AG,1203667200,Europe/London,BST,3600000,10.0,none,33313000,2.547,9324014,241311008,1.158,1.355,555036224,569.667,42.67,0.0019699999,-0.50734,-94626592,-4493079,0.012,0.58393,0.0168,0.00278,EUR,
1,Am Europlatz 2,Vienna,1120,Austria,43 50 811 0,43 50 811 2109,https://www.kapsch.net,"Kapsch TrafficCom AG, together with its subsidiaries, provides intelligent transportation systems in Austria, Europe, the Middle East, Africa, Asia-Pacific, and the Americas. It operates through two segments, Tolling and Traffic Management. The company offers solutions, including tolling, tolling services, traffic management, and traffic demand management. It serves cities, freeways, tunnels, and bridges. The company was founded in 1892 and is headquartered in Vienna, Austria. Kapsch TrafficCom AG is a subsidiary of KAPSCH-Group Beteiligungs GmbH.",3940,"{'maxAge': 1, 'name': 'Mr. Andreas  Hammerle', 'age': 52, 'title': 'CFO & Member of Exec. Board', 'yearBorn': 1970, 'fiscalYear': 2023, 'totalPay': 512400, 'exercisedValue': 0, 'unexercisedValue': 0}",6,8,3,6,5,1693526400,1703980800,86400,2,9.98,10.2,10.0,10.2,9.98,10.2,10.0,10.2,0.751501,98,98,410,330,330,0.0,0.0,0,0,119402000,9.4,14.08,0.2151247,10.508104,11.724265,0.0,0.0,EUR,334201984,-0.05294,4800360,13000000,0.63291,0.108380005,3.64,2.7472527,1680220800,1711843200,1688083200,-29384258,-2.062,0.602,35.843,LSE,EQUITY,0GTO.L,0GTO.L,KAPSCH TRAFFICCOM AG KAPSCH TRA,Kapsch TrafficCom AG,1203667200,Europe/London,BST,3600000,10.0,none,33313000,2.547,9324014,241311008,1.158,1.355,555036224,569.667,42.67,0.0019699999,-0.50734,-94626592,-4493079,0.012,0.58393,0.0168,0.00278,EUR,
2,Am Europlatz 2,Vienna,1120,Austria,43 50 811 0,43 50 811 2109,https://www.kapsch.net,"Kapsch TrafficCom AG, together with its subsidiaries, provides intelligent transportation systems in Austria, Europe, the Middle East, Africa, Asia-Pacific, and the Americas. It operates through two segments, Tolling and Traffic Management. The company offers solutions, including tolling, tolling services, traffic management, and traffic demand management. It serves cities, freeways, tunnels, and bridges. The company was founded in 1892 and is headquartered in Vienna, Austria. Kapsch TrafficCom AG is a subsidiary of KAPSCH-Group Beteiligungs GmbH.",3940,"{'maxAge': 1, 'name': 'Mr. Alfredo  Escribá Gallego M.B.A., M.Sc.', 'age': 53, 'title': 'CTO & Member of Exec. Board', 'yearBorn': 1969, 'fiscalYear': 2023, 'totalPay': 597200, 'exercisedValue': 0, 'unexercisedValue': 0}",6,8,3,6,5,1693526400,1703980800,86400,2,9.98,10.2,10.0,10.2,9.98,10.2,10.0,10.2,0.751501,98,98,410,330,330,0.0,0.0,0,0,119402000,9.4,14.08,0.2151247,10.508104,11.724265,0.0,0.0,EUR,334201984,-0.05294,4800360,13000000,0.63291,0.108380005,3.64,2.7472527,1680220800,1711843200,1688083200,-29384258,-2.062,0.602,35.843,LSE,EQUITY,0GTO.L,0GTO.L,KAPSCH TRAFFICCOM AG KAPSCH TRA,Kapsch TrafficCom AG,1203667200,Europe/London,BST,3600000,10.0,none,33313000,2.547,9324014,241311008,1.158,1.355,555036224,569.667,42.67,0.0019699999,-0.50734,-94626592,-4493079,0.012,0.58393,0.0168,0.00278,EUR,
3,Am Europlatz 2,Vienna,1120,Austria,43 50 811 0,43 50 811 2109,https://www.kapsch.net,"Kapsch TrafficCom AG, together with its subsidiaries, provides intelligent transportation systems in Austria, Europe, the Middle East, Africa, Asia-Pacific, and the Americas. It operates through two segments, Tolling and Traffic Management. The company offers solutions, including tolling, tolling services, traffic management, and traffic demand management. It serves cities, freeways, tunnels, and bridges. The company was founded in 1892 and is headquartered in Vienna, Austria. Kapsch TrafficCom AG is a subsidiary of KAPSCH-Group Beteiligungs GmbH.",3940,"{'maxAge': 1, 'name': 'Mr. Hans  Lang', 'title': 'Investor Relations & Compliance Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",6,8,3,6,5,1693526400,1703980800,86400,2,9.98,10.2,10.0,10.2,9.98,10.2,10.0,10.2,0.751501,98,98,410,330,330,0.0,0.0,0,0,119402000,9.4,14.08,0.2151247,10.508104,11.724265,0.0,0.0,EUR,334201984,-0.05294,4800360,13000000,0.63291,0.108380005,3.64,2.7472527,1680220800,1711843200,1688083200,-29384258,-2.062,0.602,35.843,LSE,EQUITY,0GTO.L,0GTO.L,KAPSCH TRAFFICCOM AG KAPSCH TRA,Kapsch TrafficCom AG,1203667200,Europe/London,BST,3600000,10.0,none,33313000,2.547,9324014,241311008,1.158,1.355,555036224,569.667,42.67,0.0019699999,-0.50734,-94626592,-4493079,0.012,0.58393,0.0168,0.00278,EUR,
4,Am Europlatz 2,Vienna,1120,Austria,43 50 811 0,43 50 811 2109,https://www.kapsch.net,"Kapsch TrafficCom AG, together with its subsidiaries, provides intelligent transportation systems in Austria, Europe, the Middle East, Africa, Asia-Pacific, and the Americas. It operates through two segments, Tolling and Traffic Management. The company offers solutions, including tolling, tolling services, traffic management, and traffic demand management. It serves cities, freeways, tunnels, and bridges. The company was founded in 1892 and is headquartered in Vienna, Austria. Kapsch TrafficCom AG is a subsidiary of KAPSCH-Group Beteiligungs GmbH.",3940,"{'maxAge': 1, 'name': 'Carolin  Treichl', 'title': 'Exec. VP of Marketing & Communications', 'exercisedValue': 0, 'unexercisedValue': 0}",6,8,3,6,5,1693526400,1703980800,86400,2,9.98,10.2,10.0,10.2,9.98,10.2,10.0,10.2,0.751501,98,98,410,330,330,0.0,0.0,0,0,119402000,9.4,14.08,0.2151247,10.508104,11.724265,0.0,0.0,EUR,334201984,-0.05294,4800360,13000000,0.63291,0.108380005,3.64,2.7472527,1680220800,1711843200,1688083200,-29384258,-2.062,0.602,35.843,LSE,EQUITY,0GTO.L,0GTO.L,KAPSCH TRAFFICCOM AG KAPSCH TRA,Kapsch TrafficCom AG,1203667200,Europe/London,BST,3600000,10.0,none,33313000,2.547,9324014,241311008,1.158,1.355,555036224,569.667,42.67,0.0019699999,-0.50734,-94626592,-4493079,0.012,0.58393,0.0168,0.00278,EUR,
5,Am Europlatz 2,Vienna,1120,Austria,43 50 811 0,43 50 811 2109,https://www.kapsch.net,"Kapsch TrafficCom AG, together with its subsidiaries, provides intelligent transportation systems in Austria, Europe, the Middle East, Africa, Asia-Pacific, and the Americas. It operates through two segments, Tolling and Traffic Management. The company offers solutions, including tolling, tolling services, traffic management, and traffic demand management. It serves cities, freeways, tunnels, and bridges. The company was founded in 1892 and is headquartered in Vienna, Austria. Kapsch TrafficCom AG is a subsidiary of KAPSCH-Group Beteiligungs GmbH.",3940,"{'maxAge': 1, 'name': 'Mr. Japjeev  Kohli', 'title': 'Chief Technology Officer of North American Region', 'exercisedValue': 0, 'unexercisedValue': 0}",6,8,3,6,5,1693526400,1703980800,86400,2,9.98,10.2,10.0,10.2,9.98,10.2,10.0,10.2,0.751501,98,98,410,330,330,0.0,0.0,0,0,119402000,9.4,14.08,0.2151247,10.508104,11.724265,0.0,0.0,EUR,334201984,-0.05294,4800360,13000000,0.63291,0.108380005,3.64,2.7472527,1680220800,1711843200,1688083200,-29384258,-2.062,0.602,35.843,LSE,EQUITY,0GTO.L,0GTO.L,KAPSCH TRAFFICCOM AG KAPSCH TRA,Kapsch TrafficCom AG,1203667200,Europe/London,BST,3600000,10.0,none,33313000,2.547,9324014,241311008,1.158,1.355,555036224,569.667,42.67,0.0019699999,-0.50734,-94626592,-4493079,0.012,0.58393,0.0168,0.00278,EUR,
6,Am Europlatz 2,Vienna,1120,Austria,43 50 811 0,43 50 811 2109,https://www.kapsch.net,"Kapsch TrafficCom AG, together with its subsidiaries, provides intelligent transportation systems in Austria, Europe, the Middle East, Africa, Asia-Pacific, and the Americas. It operates through two segments, Tolling and Traffic Management. The company offers solutions, including tolling, tolling services, traffic management, and traffic demand management. It serves cities, freeways, tunnels, and bridges. The company was founded in 1892 and is headquartered in Vienna, Austria. Kapsch TrafficCom AG is a subsidiary of KAPSCH-Group Beteiligungs GmbH.",3940,"{'maxAge': 1, 'name': 'Ms. Nathalie  Leboucher', 'age': 56, 'title': 'Sr. VP of Western Europe, North Africa & Middle East', 'yearBorn': 1966, 'exercisedValue': 0, 'unexercisedValue': 0}",6,8,3,6,5,1693526400,1703980800,86400,2,9.98,10.2,10.0,10.2,9.98,10.2,10.0,10.2,0.751501,98,98,410,330,330,0.0,0.0,0,0,119402000,9.4,14.08,0.2151247,10.508104,11.724265,0.0,0.0,EUR,334201984,-0.05294,4800360,13000000,0.63291,0.108380005,3.64,2.7472527,1680220800,1711843200,1688083200,-29384258,-2.062,0.602,35.843,LSE,EQUITY,0GTO.L,0GTO.L,KAPSCH TRAFFICCOM AG KAPSCH TRA,Kapsch TrafficCom AG,1203667200,Europe/London,BST,3600000,10.0,none,33313000,2.547,9324014,241311008,1.158,1.355,555036224,569.667,42.67,0.0019699999,-0.50734,-94626592,-4493079,0.012,0.58393,0.0168,0.00278,EUR,
7,Am Europlatz 2,Vienna,1120,Austria,43 50 811 0,43 50 811 2109,https://www.kapsch.net,"Kapsch TrafficCom AG, together with its subsidiaries, provides intelligent transportation systems in Austria, Europe, the Middle East, Africa, Asia-Pacific, and the Americas. It operates through two segments, Tolling and Traffic Management. The company offers solutions, including tolling, tolling services, traffic management, and traffic demand management. It serves cities, freeways, tunnels, and bridges. The company was founded in 1892 and is headquartered in Vienna, Austria. Kapsch TrafficCom AG is a subsidiary of KAPSCH-Group Beteiligungs GmbH.",3940,"{'maxAge': 1, 'name': 'Mr. Steve  Parsons', 'title': 'Head of Sales for United Kingdom', 'exercisedValue': 0, 'unexercisedValue': 0}",6,8,3,6,5,1693526400,1703980800,86400,2,9.98,10.2,10.0,10.2,9.98,10.2,10.0,10.2,0.751501,98,98,410,330,330,0.0,0.0,0,0,119402000,9.4,14.08,0.2151247,10.508104,11.724265,0.0,0.0,EUR,334201984,-0.05294,4800360,13000000,0.63291,0.108380005,3.64,2.7472527,1680220800,1711843200,1688083200,-29384258,-2.062,0.602,35.843,LSE,EQUITY,0GTO.L,0GTO.L,KAPSCH TRAFFICCOM AG KAPSCH TRA,Kapsch TrafficCom AG,1203667200,Europe/London,BST,3600000,10.0,none,33313000,2.547,9324014,241311008,1.158,1.355,555036224,569.667,42.67,0.0019699999,-0.50734,-94626592,-4493079,0.012,0.58393,0.0168,0.00278,EUR,
8,Am Europlatz 2,Vienna,1120,Austria,43 50 811 0,43 50 811 2109,https://www.kapsch.net,"Kapsch TrafficCom AG, together with its subsidiaries, provides intelligent transportation systems in Austria, Europe, the Middle East, Africa, Asia-Pacific, and the Americas. It operates through two segments, Tolling and Traffic Management. The company offers solutions, including tolling, tolling services, traffic management, and traffic demand management. It serves cities, freeways, tunnels, and bridges. The company was founded in 1892 and is headquartered in Vienna, Austria. Kapsch TrafficCom AG is a subsidiary of KAPSCH-Group Beteiligungs GmbH.",3940,"{'maxAge': 1, 'name': 'Mr. Darby  Swank', 'title': 'Sr. VP of Sales & Bus. Devel. of North America', 'exercisedValue': 0, 'unexercisedValue': 0}",6,8,3,6,5,1693526400,1703980800,86400,2,9.98,10.2,10.0,10.2,9.98,10.2,10.0,10.2,0.751501,98,98,410,330,330,0.0,0.0,0,0,119402000,9.4,14.08,0.2151247,10.508104,11.724265,0.0,0.0,EUR,334201984,-0.05294,4800360,13000000,0.63291,0.108380005,3.64,2.7472527,1680220800,1711843200,1688083200,-29384258,-2.062,0.602,35.843,LSE,EQUITY,0GTO.L,0GTO.L,KAPSCH TRAFFICCOM AG KAPSCH TRA,Kapsch TrafficCom AG,1203667200,Europe/London,BST,3600000,10.0,none,33313000,2.547,9324014,241311008,1.158,1.355,555036224,569.667,42.67,0.0019699999,-0.50734,-94626592,-4493079,0.012,0.58393,0.0168,0.00278,EUR,
9,Am Europlatz 2,Vienna,1120,Austria,43 50 811 0,43 50 811 2109,https://www.kapsch.net,"Kapsch TrafficCom AG, together with its subsidiaries, provides intelligent transportation systems in Austria, Europe, the Middle East, Africa, Asia-Pacific, and the Americas. It operates through two segments, Tolling and Traffic Management. The company offers solutions, including tolling, tolling services, traffic management, and traffic demand management. It serves cities, freeways, tunnels, and bridges. The company was founded in 1892 and is headquartered in Vienna, Austria. Kapsch TrafficCom AG is a subsidiary of KAPSCH-Group Beteiligungs GmbH.",3940,"{'maxAge': 1, 'name': 'Mr. W. Daniel Toohey', 'title': 'Sr. VP of Sales & Bus. Devel. of  North America', 'exercisedValue': 0, 'unexercisedValue': 0}",6,8,3,6,5,1693526400,1703980800,86400,2,9.98,10.2,10.0,10.2,9.98,10.2,10.0,10.2,0.751501,98,98,410,330,330,0.0,0.0,0,0,119402000,9.4,14.08,0.2151247,10.508104,11.724265,0.0,0.0,EUR,334201984,-0.05294,4800360,13000000,0.63291,0.108380005,3.64,2.7472527,1680220800,1711843200,1688083200,-29384258,-2.062,0.602,35.843,LSE,EQUITY,0GTO.L,0GTO.L,KAPSCH TRAFFICCOM AG KAPSCH TRA,Kapsch TrafficCom AG,1203667200,Europe/London,BST,3600000,10.0,none,33313000,2.547,9324014,241311008,1.158,1.355,555036224,569.667,42.67,0.0019699999,-0.50734,-94626592,-4493079,0.012,0.58393,0.0168,0.00278,EUR,
