,address1,address2,city,country,phone,fax,website,industry,sector,longBusinessSummary,companyOfficers,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationMean,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,Building No. 316,"Offices No. From 25 to 28 Zone No. 55, St. No. 340, Salwa Road Post Box No. 1333",Doha,Qatar,974 4469 3800,974 4469 4517,https://www.qatarcement.com,Building Materials,Basic Materials,"Qatar National Cement Company (Q.P.S.C.) manufactures and sells cement, washed sand, and other by-products in Qatar. It offers ordinary Portland cement, sulphate resistant cement, hydrated and calcined lime, Portland pulverized fuel ash cement, and calcium carbonate. The company was founded in 1965 and is headquartered in Doha, Qatar.","{'maxAge': 1, 'name': 'Mr. Essa Mohammed Ali A M Kaldari', 'title': 'CEO & Director', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,4,3.6,3.602,3.551,3.602,3.6,3.602,3.551,3.602,0.3,0.0833,1676851200,0.8955,6.69,0.564162,10.444118,0.44949368,149576,149576,368972,899150,899150,3.551,3.568,0,0,2320681728,3.5,5.48,4.17364,3.85066,4.243025,0.3,0.083333336,QAR,1756011392,0.39058998,424172997,653529024,0.26453,0.26071,4.57,0.7770241,1672444800,1703980800,1688083200,0.098,217181232,0.34,7.9,10:1,1561420800,3.158,6.395,DOH,EQUITY,QNCD.QA,QNCD.QA,Qatar National Cement QPSC,Qatar National Cement Company (Q.P.S.C.),1266820200,Asia/Qatar,AST,10800000,3.551,1.0,strong_buy,596692992,0.913,274579936,0,3.865,6.148,556033088,0.851,0.03026,0.07278,221388338,29790662,59382196,0.101,-0.404,0.36375,0.49382,0.2912,QAR,
1,Building No. 316,"Offices No. From 25 to 28 Zone No. 55, St. No. 340, Salwa Road Post Box No. 1333",Doha,Qatar,974 4469 3800,974 4469 4517,https://www.qatarcement.com,Building Materials,Basic Materials,"Qatar National Cement Company (Q.P.S.C.) manufactures and sells cement, washed sand, and other by-products in Qatar. It offers ordinary Portland cement, sulphate resistant cement, hydrated and calcined lime, Portland pulverized fuel ash cement, and calcium carbonate. The company was founded in 1965 and is headquartered in Doha, Qatar.","{'maxAge': 1, 'name': 'Saqib  Parvez', 'title': 'Investor Relations Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,4,3.6,3.602,3.551,3.602,3.6,3.602,3.551,3.602,0.3,0.0833,1676851200,0.8955,6.69,0.564162,10.444118,0.44949368,149576,149576,368972,899150,899150,3.551,3.568,0,0,2320681728,3.5,5.48,4.17364,3.85066,4.243025,0.3,0.083333336,QAR,1756011392,0.39058998,424172997,653529024,0.26453,0.26071,4.57,0.7770241,1672444800,1703980800,1688083200,0.098,217181232,0.34,7.9,10:1,1561420800,3.158,6.395,DOH,EQUITY,QNCD.QA,QNCD.QA,Qatar National Cement QPSC,Qatar National Cement Company (Q.P.S.C.),1266820200,Asia/Qatar,AST,10800000,3.551,1.0,strong_buy,596692992,0.913,274579936,0,3.865,6.148,556033088,0.851,0.03026,0.07278,221388338,29790662,59382196,0.101,-0.404,0.36375,0.49382,0.2912,QAR,
2,Building No. 316,"Offices No. From 25 to 28 Zone No. 55, St. No. 340, Salwa Road Post Box No. 1333",Doha,Qatar,974 4469 3800,974 4469 4517,https://www.qatarcement.com,Building Materials,Basic Materials,"Qatar National Cement Company (Q.P.S.C.) manufactures and sells cement, washed sand, and other by-products in Qatar. It offers ordinary Portland cement, sulphate resistant cement, hydrated and calcined lime, Portland pulverized fuel ash cement, and calcium carbonate. The company was founded in 1965 and is headquartered in Doha, Qatar.","{'maxAge': 1, 'name': 'Mr. Khaled  Bin Sultan K Kh Al-Rabban', 'title': 'MD & Director', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,4,3.6,3.602,3.551,3.602,3.6,3.602,3.551,3.602,0.3,0.0833,1676851200,0.8955,6.69,0.564162,10.444118,0.44949368,149576,149576,368972,899150,899150,3.551,3.568,0,0,2320681728,3.5,5.48,4.17364,3.85066,4.243025,0.3,0.083333336,QAR,1756011392,0.39058998,424172997,653529024,0.26453,0.26071,4.57,0.7770241,1672444800,1703980800,1688083200,0.098,217181232,0.34,7.9,10:1,1561420800,3.158,6.395,DOH,EQUITY,QNCD.QA,QNCD.QA,Qatar National Cement QPSC,Qatar National Cement Company (Q.P.S.C.),1266820200,Asia/Qatar,AST,10800000,3.551,1.0,strong_buy,596692992,0.913,274579936,0,3.865,6.148,556033088,0.851,0.03026,0.07278,221388338,29790662,59382196,0.101,-0.404,0.36375,0.49382,0.2912,QAR,
