,address1,address2,city,state,zip,country,phone,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,trailingPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,333 – 7th Avenue SW,Suite 2400,Calgary,AB,T2P 2Z1,Canada,587 287 5400,https://southernenergycorp.com,Oil & Gas E&P,Energy,"Southern Energy Corp. operates as an oil and natural gas exploration and production company in Canada. Its principal properties are the Central Mississippi Assets containing oil and gas production at Gwinville, Mechanicsburg, Williamsburg, and Mount Olive, Mississippi. The company was formerly known as Standard Exploration Ltd. and changed its name to Southern Energy Corp. in January 2019. Southern Energy Corp. was incorporated in 2008 and is headquartered in Calgary, Canada.",19,"{'maxAge': 1, 'name': 'Mr. Ian Kenneth Atkinson MSc, P.Eng.', 'title': 'Pres, CEO & Director', 'fiscalYear': 2022, 'totalPay': 172464, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.2574,0.258,0.2569,0.2584,0.2574,0.258,0.2569,0.2584,0.0,0.96948,8.5633335,15000,15000,3723,1822,1822,36519624,0.2099,0.786,1.2090589,0.2785084,0.3584431,0.0,0.0,USD,53213708,0.113520004,125463904,139040992,0.16217,0.059270002,0.455,0.56461537,1672444800,1703980800,1688083200,3429000,0.03,1.762,3.242,PNK,EQUITY,SOUTF,SOUTF,SOUTHERN ENERGY CORP,Southern Energy Corp.,1535117400,America/New_York,EDT,-14400000,0.2569,none,2249000,0.016,16412000,19743000,0.199,0.277,30205000,31.223,0.22,0.055,0.074099995,28869000,-36449624,18388000,-0.619,0.75663,0.54335,0.23658001,USD,
1,333 – 7th Avenue SW,Suite 2400,Calgary,AB,T2P 2Z1,Canada,587 287 5400,https://southernenergycorp.com,Oil & Gas E&P,Energy,"Southern Energy Corp. operates as an oil and natural gas exploration and production company in Canada. Its principal properties are the Central Mississippi Assets containing oil and gas production at Gwinville, Mechanicsburg, Williamsburg, and Mount Olive, Mississippi. The company was formerly known as Standard Exploration Ltd. and changed its name to Southern Energy Corp. in January 2019. Southern Energy Corp. was incorporated in 2008 and is headquartered in Calgary, Canada.",19,"{'maxAge': 1, 'name': 'Mr. Wai-Kit  Yau C.A., CPA', 'title': 'Chief Financial Officer', 'fiscalYear': 2022, 'totalPay': 162862, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.2574,0.258,0.2569,0.2584,0.2574,0.258,0.2569,0.2584,0.0,0.96948,8.5633335,15000,15000,3723,1822,1822,36519624,0.2099,0.786,1.2090589,0.2785084,0.3584431,0.0,0.0,USD,53213708,0.113520004,125463904,139040992,0.16217,0.059270002,0.455,0.56461537,1672444800,1703980800,1688083200,3429000,0.03,1.762,3.242,PNK,EQUITY,SOUTF,SOUTF,SOUTHERN ENERGY CORP,Southern Energy Corp.,1535117400,America/New_York,EDT,-14400000,0.2569,none,2249000,0.016,16412000,19743000,0.199,0.277,30205000,31.223,0.22,0.055,0.074099995,28869000,-36449624,18388000,-0.619,0.75663,0.54335,0.23658001,USD,
2,333 – 7th Avenue SW,Suite 2400,Calgary,AB,T2P 2Z1,Canada,587 287 5400,https://southernenergycorp.com,Oil & Gas E&P,Energy,"Southern Energy Corp. operates as an oil and natural gas exploration and production company in Canada. Its principal properties are the Central Mississippi Assets containing oil and gas production at Gwinville, Mechanicsburg, Williamsburg, and Mount Olive, Mississippi. The company was formerly known as Standard Exploration Ltd. and changed its name to Southern Energy Corp. in January 2019. Southern Energy Corp. was incorporated in 2008 and is headquartered in Calgary, Canada.",19,"{'maxAge': 1, 'name': 'Mr. Gary Patrick McMurren P.Eng.', 'title': 'Chief Operating Officer', 'fiscalYear': 2022, 'totalPay': 162862, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.2574,0.258,0.2569,0.2584,0.2574,0.258,0.2569,0.2584,0.0,0.96948,8.5633335,15000,15000,3723,1822,1822,36519624,0.2099,0.786,1.2090589,0.2785084,0.3584431,0.0,0.0,USD,53213708,0.113520004,125463904,139040992,0.16217,0.059270002,0.455,0.56461537,1672444800,1703980800,1688083200,3429000,0.03,1.762,3.242,PNK,EQUITY,SOUTF,SOUTF,SOUTHERN ENERGY CORP,Southern Energy Corp.,1535117400,America/New_York,EDT,-14400000,0.2569,none,2249000,0.016,16412000,19743000,0.199,0.277,30205000,31.223,0.22,0.055,0.074099995,28869000,-36449624,18388000,-0.619,0.75663,0.54335,0.23658001,USD,
3,333 – 7th Avenue SW,Suite 2400,Calgary,AB,T2P 2Z1,Canada,587 287 5400,https://southernenergycorp.com,Oil & Gas E&P,Energy,"Southern Energy Corp. operates as an oil and natural gas exploration and production company in Canada. Its principal properties are the Central Mississippi Assets containing oil and gas production at Gwinville, Mechanicsburg, Williamsburg, and Mount Olive, Mississippi. The company was formerly known as Standard Exploration Ltd. and changed its name to Southern Energy Corp. in January 2019. Southern Energy Corp. was incorporated in 2008 and is headquartered in Calgary, Canada.",19,"{'maxAge': 1, 'name': 'Mr. Sanjib Singh Gill L.L.B.', 'age': 46, 'title': 'Corp. Sec.', 'yearBorn': 1976, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.2574,0.258,0.2569,0.2584,0.2574,0.258,0.2569,0.2584,0.0,0.96948,8.5633335,15000,15000,3723,1822,1822,36519624,0.2099,0.786,1.2090589,0.2785084,0.3584431,0.0,0.0,USD,53213708,0.113520004,125463904,139040992,0.16217,0.059270002,0.455,0.56461537,1672444800,1703980800,1688083200,3429000,0.03,1.762,3.242,PNK,EQUITY,SOUTF,SOUTF,SOUTHERN ENERGY CORP,Southern Energy Corp.,1535117400,America/New_York,EDT,-14400000,0.2569,none,2249000,0.016,16412000,19743000,0.199,0.277,30205000,31.223,0.22,0.055,0.074099995,28869000,-36449624,18388000,-0.619,0.75663,0.54335,0.23658001,USD,
