,address1,city,zip,country,phone,website,industry,industryDisp,sector,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,exDividendDate,payoutRatio,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,uuid,messageBoardId,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,1-5-2 Higashi-Shimbashi,Minato,105-7140,Japan,81 3 6735 1001,https://www.ana.co.jp,Airlines,Airlines,Industrials,Industrials,"ANA Holdings Inc., together with its subsidiaries, provides air transportation services in Japan and internationally. It operates through Air Transportation, Aviation-Related Business, Travel Business, and Trading Business segments. The Air Transportation segment offers regular and irregular air transport of passengers, cargo, etc. on domestic and international routes. The Aviation-Related Business segment provides services incidental to air transportation, such as airport handling and maintenance. The Travel Business develops and sells travel products, as well as plans and sells package travel products. The Trading Business imports and exports aviation-related materials, as well as sells through stores and mail-order channels. The company was formerly known as All Nippon Airways Co., Ltd. and changed its name to ANA Holdings Inc. in April 2013. ANA Holdings Inc. was incorporated in 1920 and is headquartered in Minato, Japan.",40507,"{'maxAge': 1, 'name': 'Mr. Koji  Shibata', 'age': 65, 'title': 'Pres, CEO & Director', 'yearBorn': 1957, 'exercisedValue': 0, 'unexercisedValue': 0}",1,8,5,7,9,1693526400,86400,4,4.6876,4.34,4.23,4.345,4.6876,4.34,4.23,4.345,1659398400,0.0,0.496214,15.107142,12.085714,18215,18215,2293,2510,2510,0.0,0.0,0,0,10440147968,3.69,4.93,0.005742368,4.6596,4.4056,0.0,0.0,USD,337355964416,0.06554,1346576021,2352310016,0.0,2.0000001e-05,2468120064,390.4568,0.0108334655,1680220800,1711843200,1688083200,29.625,119161004032,0.28,0.35,0.186,1.069,0.09585488,0.14113986,PNK,EQUITY,ALNPY,ALNPY,ANA HOLDINGS INC SPON ADR EACH ,ANA Holdings Inc.,1270474200,America/New_York,EDT,2efb1e9d-f0d7-3949-b6c5-ca6b50a06546,finmb_874001,-14400000,4.23,none,1253795037184,535.335,315473264640,1572989042688,1.525,1.739,1818091061248,170.783,773.8966,0.0304,0.13674,310763749376,470311010304,30.032,0.316,0.19590001,0.17352,0.09083,JPY,
1,1-5-2 Higashi-Shimbashi,Minato,105-7140,Japan,81 3 6735 1001,https://www.ana.co.jp,Airlines,Airlines,Industrials,Industrials,"ANA Holdings Inc., together with its subsidiaries, provides air transportation services in Japan and internationally. It operates through Air Transportation, Aviation-Related Business, Travel Business, and Trading Business segments. The Air Transportation segment offers regular and irregular air transport of passengers, cargo, etc. on domestic and international routes. The Aviation-Related Business segment provides services incidental to air transportation, such as airport handling and maintenance. The Travel Business develops and sells travel products, as well as plans and sells package travel products. The Trading Business imports and exports aviation-related materials, as well as sells through stores and mail-order channels. The company was formerly known as All Nippon Airways Co., Ltd. and changed its name to ANA Holdings Inc. in April 2013. ANA Holdings Inc. was incorporated in 1920 and is headquartered in Minato, Japan.",40507,"{'maxAge': 1, 'name': 'Mr. Kimihiro  Nakahori', 'title': 'Group CFO, EVP & Director of Fin., Accounting, Investor Relations and Bus. Management', 'exercisedValue': 0, 'unexercisedValue': 0}",1,8,5,7,9,1693526400,86400,4,4.6876,4.34,4.23,4.345,4.6876,4.34,4.23,4.345,1659398400,0.0,0.496214,15.107142,12.085714,18215,18215,2293,2510,2510,0.0,0.0,0,0,10440147968,3.69,4.93,0.005742368,4.6596,4.4056,0.0,0.0,USD,337355964416,0.06554,1346576021,2352310016,0.0,2.0000001e-05,2468120064,390.4568,0.0108334655,1680220800,1711843200,1688083200,29.625,119161004032,0.28,0.35,0.186,1.069,0.09585488,0.14113986,PNK,EQUITY,ALNPY,ALNPY,ANA HOLDINGS INC SPON ADR EACH ,ANA Holdings Inc.,1270474200,America/New_York,EDT,2efb1e9d-f0d7-3949-b6c5-ca6b50a06546,finmb_874001,-14400000,4.23,none,1253795037184,535.335,315473264640,1572989042688,1.525,1.739,1818091061248,170.783,773.8966,0.0304,0.13674,310763749376,470311010304,30.032,0.316,0.19590001,0.17352,0.09083,JPY,
2,1-5-2 Higashi-Shimbashi,Minato,105-7140,Japan,81 3 6735 1001,https://www.ana.co.jp,Airlines,Airlines,Industrials,Industrials,"ANA Holdings Inc., together with its subsidiaries, provides air transportation services in Japan and internationally. It operates through Air Transportation, Aviation-Related Business, Travel Business, and Trading Business segments. The Air Transportation segment offers regular and irregular air transport of passengers, cargo, etc. on domestic and international routes. The Aviation-Related Business segment provides services incidental to air transportation, such as airport handling and maintenance. The Travel Business develops and sells travel products, as well as plans and sells package travel products. The Trading Business imports and exports aviation-related materials, as well as sells through stores and mail-order channels. The company was formerly known as All Nippon Airways Co., Ltd. and changed its name to ANA Holdings Inc. in April 2013. ANA Holdings Inc. was incorporated in 1920 and is headquartered in Minato, Japan.",40507,"{'maxAge': 1, 'name': 'Yasuko  Kato', 'title': 'Exec. VP, Group Chief Information Officer, Digital Data & Director of Group IT Management', 'exercisedValue': 0, 'unexercisedValue': 0}",1,8,5,7,9,1693526400,86400,4,4.6876,4.34,4.23,4.345,4.6876,4.34,4.23,4.345,1659398400,0.0,0.496214,15.107142,12.085714,18215,18215,2293,2510,2510,0.0,0.0,0,0,10440147968,3.69,4.93,0.005742368,4.6596,4.4056,0.0,0.0,USD,337355964416,0.06554,1346576021,2352310016,0.0,2.0000001e-05,2468120064,390.4568,0.0108334655,1680220800,1711843200,1688083200,29.625,119161004032,0.28,0.35,0.186,1.069,0.09585488,0.14113986,PNK,EQUITY,ALNPY,ALNPY,ANA HOLDINGS INC SPON ADR EACH ,ANA Holdings Inc.,1270474200,America/New_York,EDT,2efb1e9d-f0d7-3949-b6c5-ca6b50a06546,finmb_874001,-14400000,4.23,none,1253795037184,535.335,315473264640,1572989042688,1.525,1.739,1818091061248,170.783,773.8966,0.0304,0.13674,310763749376,470311010304,30.032,0.316,0.19590001,0.17352,0.09083,JPY,
3,1-5-2 Higashi-Shimbashi,Minato,105-7140,Japan,81 3 6735 1001,https://www.ana.co.jp,Airlines,Airlines,Industrials,Industrials,"ANA Holdings Inc., together with its subsidiaries, provides air transportation services in Japan and internationally. It operates through Air Transportation, Aviation-Related Business, Travel Business, and Trading Business segments. The Air Transportation segment offers regular and irregular air transport of passengers, cargo, etc. on domestic and international routes. The Aviation-Related Business segment provides services incidental to air transportation, such as airport handling and maintenance. The Travel Business develops and sells travel products, as well as plans and sells package travel products. The Trading Business imports and exports aviation-related materials, as well as sells through stores and mail-order channels. The company was formerly known as All Nippon Airways Co., Ltd. and changed its name to ANA Holdings Inc. in April 2013. ANA Holdings Inc. was incorporated in 1920 and is headquartered in Minato, Japan.",40507,"{'maxAge': 1, 'name': 'Mr. Yoshiharu  Naoki', 'title': 'Exec. VP and Group CHO, Corp. Communications & Branding', 'exercisedValue': 0, 'unexercisedValue': 0}",1,8,5,7,9,1693526400,86400,4,4.6876,4.34,4.23,4.345,4.6876,4.34,4.23,4.345,1659398400,0.0,0.496214,15.107142,12.085714,18215,18215,2293,2510,2510,0.0,0.0,0,0,10440147968,3.69,4.93,0.005742368,4.6596,4.4056,0.0,0.0,USD,337355964416,0.06554,1346576021,2352310016,0.0,2.0000001e-05,2468120064,390.4568,0.0108334655,1680220800,1711843200,1688083200,29.625,119161004032,0.28,0.35,0.186,1.069,0.09585488,0.14113986,PNK,EQUITY,ALNPY,ALNPY,ANA HOLDINGS INC SPON ADR EACH ,ANA Holdings Inc.,1270474200,America/New_York,EDT,2efb1e9d-f0d7-3949-b6c5-ca6b50a06546,finmb_874001,-14400000,4.23,none,1253795037184,535.335,315473264640,1572989042688,1.525,1.739,1818091061248,170.783,773.8966,0.0304,0.13674,310763749376,470311010304,30.032,0.316,0.19590001,0.17352,0.09083,JPY,
4,1-5-2 Higashi-Shimbashi,Minato,105-7140,Japan,81 3 6735 1001,https://www.ana.co.jp,Airlines,Airlines,Industrials,Industrials,"ANA Holdings Inc., together with its subsidiaries, provides air transportation services in Japan and internationally. It operates through Air Transportation, Aviation-Related Business, Travel Business, and Trading Business segments. The Air Transportation segment offers regular and irregular air transport of passengers, cargo, etc. on domestic and international routes. The Aviation-Related Business segment provides services incidental to air transportation, such as airport handling and maintenance. The Travel Business develops and sells travel products, as well as plans and sells package travel products. The Trading Business imports and exports aviation-related materials, as well as sells through stores and mail-order channels. The company was formerly known as All Nippon Airways Co., Ltd. and changed its name to ANA Holdings Inc. in April 2013. ANA Holdings Inc. was incorporated in 1920 and is headquartered in Minato, Japan.",40507,"{'maxAge': 1, 'name': 'Mr. Ichiro  Fukuzawa', 'age': 61, 'title': 'Exec. VP & Representative Director', 'yearBorn': 1961, 'exercisedValue': 0, 'unexercisedValue': 0}",1,8,5,7,9,1693526400,86400,4,4.6876,4.34,4.23,4.345,4.6876,4.34,4.23,4.345,1659398400,0.0,0.496214,15.107142,12.085714,18215,18215,2293,2510,2510,0.0,0.0,0,0,10440147968,3.69,4.93,0.005742368,4.6596,4.4056,0.0,0.0,USD,337355964416,0.06554,1346576021,2352310016,0.0,2.0000001e-05,2468120064,390.4568,0.0108334655,1680220800,1711843200,1688083200,29.625,119161004032,0.28,0.35,0.186,1.069,0.09585488,0.14113986,PNK,EQUITY,ALNPY,ALNPY,ANA HOLDINGS INC SPON ADR EACH ,ANA Holdings Inc.,1270474200,America/New_York,EDT,2efb1e9d-f0d7-3949-b6c5-ca6b50a06546,finmb_874001,-14400000,4.23,none,1253795037184,535.335,315473264640,1572989042688,1.525,1.739,1818091061248,170.783,773.8966,0.0304,0.13674,310763749376,470311010304,30.032,0.316,0.19590001,0.17352,0.09083,JPY,
5,1-5-2 Higashi-Shimbashi,Minato,105-7140,Japan,81 3 6735 1001,https://www.ana.co.jp,Airlines,Airlines,Industrials,Industrials,"ANA Holdings Inc., together with its subsidiaries, provides air transportation services in Japan and internationally. It operates through Air Transportation, Aviation-Related Business, Travel Business, and Trading Business segments. The Air Transportation segment offers regular and irregular air transport of passengers, cargo, etc. on domestic and international routes. The Aviation-Related Business segment provides services incidental to air transportation, such as airport handling and maintenance. The Travel Business develops and sells travel products, as well as plans and sells package travel products. The Trading Business imports and exports aviation-related materials, as well as sells through stores and mail-order channels. The company was formerly known as All Nippon Airways Co., Ltd. and changed its name to ANA Holdings Inc. in April 2013. ANA Holdings Inc. was incorporated in 1920 and is headquartered in Minato, Japan.",40507,"{'maxAge': 1, 'name': 'Ms. Chikako  Miyata', 'title': 'Group CSO, EVP of Legal, Insurance and Gen. Admin. & Dir. of Corp. Sustainability', 'exercisedValue': 0, 'unexercisedValue': 0}",1,8,5,7,9,1693526400,86400,4,4.6876,4.34,4.23,4.345,4.6876,4.34,4.23,4.345,1659398400,0.0,0.496214,15.107142,12.085714,18215,18215,2293,2510,2510,0.0,0.0,0,0,10440147968,3.69,4.93,0.005742368,4.6596,4.4056,0.0,0.0,USD,337355964416,0.06554,1346576021,2352310016,0.0,2.0000001e-05,2468120064,390.4568,0.0108334655,1680220800,1711843200,1688083200,29.625,119161004032,0.28,0.35,0.186,1.069,0.09585488,0.14113986,PNK,EQUITY,ALNPY,ALNPY,ANA HOLDINGS INC SPON ADR EACH ,ANA Holdings Inc.,1270474200,America/New_York,EDT,2efb1e9d-f0d7-3949-b6c5-ca6b50a06546,finmb_874001,-14400000,4.23,none,1253795037184,535.335,315473264640,1572989042688,1.525,1.739,1818091061248,170.783,773.8966,0.0304,0.13674,310763749376,470311010304,30.032,0.316,0.19590001,0.17352,0.09083,JPY,
6,1-5-2 Higashi-Shimbashi,Minato,105-7140,Japan,81 3 6735 1001,https://www.ana.co.jp,Airlines,Airlines,Industrials,Industrials,"ANA Holdings Inc., together with its subsidiaries, provides air transportation services in Japan and internationally. It operates through Air Transportation, Aviation-Related Business, Travel Business, and Trading Business segments. The Air Transportation segment offers regular and irregular air transport of passengers, cargo, etc. on domestic and international routes. The Aviation-Related Business segment provides services incidental to air transportation, such as airport handling and maintenance. The Travel Business develops and sells travel products, as well as plans and sells package travel products. The Trading Business imports and exports aviation-related materials, as well as sells through stores and mail-order channels. The company was formerly known as All Nippon Airways Co., Ltd. and changed its name to ANA Holdings Inc. in April 2013. ANA Holdings Inc. was incorporated in 1920 and is headquartered in Minato, Japan.",40507,"{'maxAge': 1, 'name': 'Ms. Jun  Taneie', 'title': 'Exec. VP, Group Chief Diversity, Equity & Inclusion Officer and Director of DEI Promotion', 'exercisedValue': 0, 'unexercisedValue': 0}",1,8,5,7,9,1693526400,86400,4,4.6876,4.34,4.23,4.345,4.6876,4.34,4.23,4.345,1659398400,0.0,0.496214,15.107142,12.085714,18215,18215,2293,2510,2510,0.0,0.0,0,0,10440147968,3.69,4.93,0.005742368,4.6596,4.4056,0.0,0.0,USD,337355964416,0.06554,1346576021,2352310016,0.0,2.0000001e-05,2468120064,390.4568,0.0108334655,1680220800,1711843200,1688083200,29.625,119161004032,0.28,0.35,0.186,1.069,0.09585488,0.14113986,PNK,EQUITY,ALNPY,ALNPY,ANA HOLDINGS INC SPON ADR EACH ,ANA Holdings Inc.,1270474200,America/New_York,EDT,2efb1e9d-f0d7-3949-b6c5-ca6b50a06546,finmb_874001,-14400000,4.23,none,1253795037184,535.335,315473264640,1572989042688,1.525,1.739,1818091061248,170.783,773.8966,0.0304,0.13674,310763749376,470311010304,30.032,0.316,0.19590001,0.17352,0.09083,JPY,
7,1-5-2 Higashi-Shimbashi,Minato,105-7140,Japan,81 3 6735 1001,https://www.ana.co.jp,Airlines,Airlines,Industrials,Industrials,"ANA Holdings Inc., together with its subsidiaries, provides air transportation services in Japan and internationally. It operates through Air Transportation, Aviation-Related Business, Travel Business, and Trading Business segments. The Air Transportation segment offers regular and irregular air transport of passengers, cargo, etc. on domestic and international routes. The Aviation-Related Business segment provides services incidental to air transportation, such as airport handling and maintenance. The Travel Business develops and sells travel products, as well as plans and sells package travel products. The Trading Business imports and exports aviation-related materials, as well as sells through stores and mail-order channels. The company was formerly known as All Nippon Airways Co., Ltd. and changed its name to ANA Holdings Inc. in April 2013. ANA Holdings Inc. was incorporated in 1920 and is headquartered in Minato, Japan.",40507,"{'maxAge': 1, 'name': 'Ms. Atsuyo  Shiomi', 'title': 'Exec. VP & Director of Bus. Strategy', 'exercisedValue': 0, 'unexercisedValue': 0}",1,8,5,7,9,1693526400,86400,4,4.6876,4.34,4.23,4.345,4.6876,4.34,4.23,4.345,1659398400,0.0,0.496214,15.107142,12.085714,18215,18215,2293,2510,2510,0.0,0.0,0,0,10440147968,3.69,4.93,0.005742368,4.6596,4.4056,0.0,0.0,USD,337355964416,0.06554,1346576021,2352310016,0.0,2.0000001e-05,2468120064,390.4568,0.0108334655,1680220800,1711843200,1688083200,29.625,119161004032,0.28,0.35,0.186,1.069,0.09585488,0.14113986,PNK,EQUITY,ALNPY,ALNPY,ANA HOLDINGS INC SPON ADR EACH ,ANA Holdings Inc.,1270474200,America/New_York,EDT,2efb1e9d-f0d7-3949-b6c5-ca6b50a06546,finmb_874001,-14400000,4.23,none,1253795037184,535.335,315473264640,1572989042688,1.525,1.739,1818091061248,170.783,773.8966,0.0304,0.13674,310763749376,470311010304,30.032,0.316,0.19590001,0.17352,0.09083,JPY,
8,1-5-2 Higashi-Shimbashi,Minato,105-7140,Japan,81 3 6735 1001,https://www.ana.co.jp,Airlines,Airlines,Industrials,Industrials,"ANA Holdings Inc., together with its subsidiaries, provides air transportation services in Japan and internationally. It operates through Air Transportation, Aviation-Related Business, Travel Business, and Trading Business segments. The Air Transportation segment offers regular and irregular air transport of passengers, cargo, etc. on domestic and international routes. The Aviation-Related Business segment provides services incidental to air transportation, such as airport handling and maintenance. The Travel Business develops and sells travel products, as well as plans and sells package travel products. The Trading Business imports and exports aviation-related materials, as well as sells through stores and mail-order channels. The company was formerly known as All Nippon Airways Co., Ltd. and changed its name to ANA Holdings Inc. in April 2013. ANA Holdings Inc. was incorporated in 1920 and is headquartered in Minato, Japan.",40507,"{'maxAge': 1, 'name': 'Mr. Naoaki  Takayanagi', 'title': 'Exec. VP and Director of Corp. Communications & Branding', 'exercisedValue': 0, 'unexercisedValue': 0}",1,8,5,7,9,1693526400,86400,4,4.6876,4.34,4.23,4.345,4.6876,4.34,4.23,4.345,1659398400,0.0,0.496214,15.107142,12.085714,18215,18215,2293,2510,2510,0.0,0.0,0,0,10440147968,3.69,4.93,0.005742368,4.6596,4.4056,0.0,0.0,USD,337355964416,0.06554,1346576021,2352310016,0.0,2.0000001e-05,2468120064,390.4568,0.0108334655,1680220800,1711843200,1688083200,29.625,119161004032,0.28,0.35,0.186,1.069,0.09585488,0.14113986,PNK,EQUITY,ALNPY,ALNPY,ANA HOLDINGS INC SPON ADR EACH ,ANA Holdings Inc.,1270474200,America/New_York,EDT,2efb1e9d-f0d7-3949-b6c5-ca6b50a06546,finmb_874001,-14400000,4.23,none,1253795037184,535.335,315473264640,1572989042688,1.525,1.739,1818091061248,170.783,773.8966,0.0304,0.13674,310763749376,470311010304,30.032,0.316,0.19590001,0.17352,0.09083,JPY,
9,1-5-2 Higashi-Shimbashi,Minato,105-7140,Japan,81 3 6735 1001,https://www.ana.co.jp,Airlines,Airlines,Industrials,Industrials,"ANA Holdings Inc., together with its subsidiaries, provides air transportation services in Japan and internationally. It operates through Air Transportation, Aviation-Related Business, Travel Business, and Trading Business segments. The Air Transportation segment offers regular and irregular air transport of passengers, cargo, etc. on domestic and international routes. The Aviation-Related Business segment provides services incidental to air transportation, such as airport handling and maintenance. The Travel Business develops and sells travel products, as well as plans and sells package travel products. The Trading Business imports and exports aviation-related materials, as well as sells through stores and mail-order channels. The company was formerly known as All Nippon Airways Co., Ltd. and changed its name to ANA Holdings Inc. in April 2013. ANA Holdings Inc. was incorporated in 1920 and is headquartered in Minato, Japan.",40507,"{'maxAge': 1, 'name': 'Mr. Juichi  Hirasawa', 'age': 58, 'title': 'Managing Exec. Officer & Director', 'yearBorn': 1964, 'exercisedValue': 0, 'unexercisedValue': 0}",1,8,5,7,9,1693526400,86400,4,4.6876,4.34,4.23,4.345,4.6876,4.34,4.23,4.345,1659398400,0.0,0.496214,15.107142,12.085714,18215,18215,2293,2510,2510,0.0,0.0,0,0,10440147968,3.69,4.93,0.005742368,4.6596,4.4056,0.0,0.0,USD,337355964416,0.06554,1346576021,2352310016,0.0,2.0000001e-05,2468120064,390.4568,0.0108334655,1680220800,1711843200,1688083200,29.625,119161004032,0.28,0.35,0.186,1.069,0.09585488,0.14113986,PNK,EQUITY,ALNPY,ALNPY,ANA HOLDINGS INC SPON ADR EACH ,ANA Holdings Inc.,1270474200,America/New_York,EDT,2efb1e9d-f0d7-3949-b6c5-ca6b50a06546,finmb_874001,-14400000,4.23,none,1253795037184,535.335,315473264640,1572989042688,1.525,1.739,1818091061248,170.783,773.8966,0.0304,0.13674,310763749376,470311010304,30.032,0.316,0.19590001,0.17352,0.09083,JPY,
