,address1,city,state,zip,country,phone,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,beta,trailingPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,209 Redwood Shores Parkway,Redwood City,CA,94065,United States,650 628 1500,https://ea.com,Electronic Gaming & Multimedia,Communication Services,"Electronic Arts Inc. develops, markets, publishes, and distributes games, content, and services for game consoles, PCs, mobile phones, and tablets worldwide. It develops and publishes games and services across various genres, such as sports, racing, first-person shooter, action, role-playing, and simulation primarily under the Battlefield, The Sims, Apex Legends, Need for Speed, and license games from others, including FIFA, Madden NFL, UFC, and Star Wars brands. The company licenses its games to third parties to distribute and host its games. It markets and sells its games and services through digital distribution and retail channels, as well as directly to mass market retailers, specialty stores, and distribution arrangements. Electronic Arts Inc. was incorporated in 1982 and is headquartered in Redwood City, California.",13400,"{'maxAge': 1, 'name': 'Mr. Andrew  Wilson', 'age': 47, 'title': 'Chairman & CEO', 'yearBorn': 1975, 'fiscalYear': 2023, 'totalPay': 3934748, 'exercisedValue': 0, 'unexercisedValue': 0}",9,5,5,1,4,1693526400,1703980800,86400,2,113.8,115.5,113.48,115.5,113.8,115.5,113.48,115.5,0.7,0.0061000003,1693267200,0.2346,0.903181,37.700996,1,1,28,22,22,113.0,113.08,50000,50000,30743095296,102.7,132.16,4.0542126,115.8184,113.9767,0.76,0.006678383,EUR,30358054912,0.11776,245242777,270912000,0.00302,0.95671,26.988,4.2048316,1680220800,1711843200,1688083200,0.293,893000000,3.01,2:1,1069113600,4.003,15.286,FRA,EQUITY,ERT.F,ERT.F,"EL. ARTS INC.  DL-,01",Electronic Arts Inc.,946882800,Europe/Berlin,CEST,7200000,113.48,none,2601999872,9.605,1986000000,2216999936,1.114,1.276,7583000064,30.229,27.549,0.0754,0.11927,5754000000,1830749952,1987000064,0.324,0.089,0.75814,0.2619,0.20902,USD,0.9907
1,209 Redwood Shores Parkway,Redwood City,CA,94065,United States,650 628 1500,https://ea.com,Electronic Gaming & Multimedia,Communication Services,"Electronic Arts Inc. develops, markets, publishes, and distributes games, content, and services for game consoles, PCs, mobile phones, and tablets worldwide. It develops and publishes games and services across various genres, such as sports, racing, first-person shooter, action, role-playing, and simulation primarily under the Battlefield, The Sims, Apex Legends, Need for Speed, and license games from others, including FIFA, Madden NFL, UFC, and Star Wars brands. The company licenses its games to third parties to distribute and host its games. It markets and sells its games and services through digital distribution and retail channels, as well as directly to mass market retailers, specialty stores, and distribution arrangements. Electronic Arts Inc. was incorporated in 1982 and is headquartered in Redwood City, California.",13400,"{'maxAge': 1, 'name': 'Ms. Laura  Miele', 'age': 52, 'title': 'Pres of EA Entertainment, Technology & Central Devel.', 'yearBorn': 1970, 'fiscalYear': 2023, 'totalPay': 1712025, 'exercisedValue': 894233, 'unexercisedValue': 0}",9,5,5,1,4,1693526400,1703980800,86400,2,113.8,115.5,113.48,115.5,113.8,115.5,113.48,115.5,0.7,0.0061000003,1693267200,0.2346,0.903181,37.700996,1,1,28,22,22,113.0,113.08,50000,50000,30743095296,102.7,132.16,4.0542126,115.8184,113.9767,0.76,0.006678383,EUR,30358054912,0.11776,245242777,270912000,0.00302,0.95671,26.988,4.2048316,1680220800,1711843200,1688083200,0.293,893000000,3.01,2:1,1069113600,4.003,15.286,FRA,EQUITY,ERT.F,ERT.F,"EL. ARTS INC.  DL-,01",Electronic Arts Inc.,946882800,Europe/Berlin,CEST,7200000,113.48,none,2601999872,9.605,1986000000,2216999936,1.114,1.276,7583000064,30.229,27.549,0.0754,0.11927,5754000000,1830749952,1987000064,0.324,0.089,0.75814,0.2619,0.20902,USD,0.9907
2,209 Redwood Shores Parkway,Redwood City,CA,94065,United States,650 628 1500,https://ea.com,Electronic Gaming & Multimedia,Communication Services,"Electronic Arts Inc. develops, markets, publishes, and distributes games, content, and services for game consoles, PCs, mobile phones, and tablets worldwide. It develops and publishes games and services across various genres, such as sports, racing, first-person shooter, action, role-playing, and simulation primarily under the Battlefield, The Sims, Apex Legends, Need for Speed, and license games from others, including FIFA, Madden NFL, UFC, and Star Wars brands. The company licenses its games to third parties to distribute and host its games. It markets and sells its games and services through digital distribution and retail channels, as well as directly to mass market retailers, specialty stores, and distribution arrangements. Electronic Arts Inc. was incorporated in 1982 and is headquartered in Redwood City, California.",13400,"{'maxAge': 1, 'name': 'Ms. Vijayanthimala  Singh', 'age': 51, 'title': 'Chief People Officer', 'yearBorn': 1971, 'fiscalYear': 2023, 'totalPay': 1236927, 'exercisedValue': 0, 'unexercisedValue': 0}",9,5,5,1,4,1693526400,1703980800,86400,2,113.8,115.5,113.48,115.5,113.8,115.5,113.48,115.5,0.7,0.0061000003,1693267200,0.2346,0.903181,37.700996,1,1,28,22,22,113.0,113.08,50000,50000,30743095296,102.7,132.16,4.0542126,115.8184,113.9767,0.76,0.006678383,EUR,30358054912,0.11776,245242777,270912000,0.00302,0.95671,26.988,4.2048316,1680220800,1711843200,1688083200,0.293,893000000,3.01,2:1,1069113600,4.003,15.286,FRA,EQUITY,ERT.F,ERT.F,"EL. ARTS INC.  DL-,01",Electronic Arts Inc.,946882800,Europe/Berlin,CEST,7200000,113.48,none,2601999872,9.605,1986000000,2216999936,1.114,1.276,7583000064,30.229,27.549,0.0754,0.11927,5754000000,1830749952,1987000064,0.324,0.089,0.75814,0.2619,0.20902,USD,0.9907
3,209 Redwood Shores Parkway,Redwood City,CA,94065,United States,650 628 1500,https://ea.com,Electronic Gaming & Multimedia,Communication Services,"Electronic Arts Inc. develops, markets, publishes, and distributes games, content, and services for game consoles, PCs, mobile phones, and tablets worldwide. It develops and publishes games and services across various genres, such as sports, racing, first-person shooter, action, role-playing, and simulation primarily under the Battlefield, The Sims, Apex Legends, Need for Speed, and license games from others, including FIFA, Madden NFL, UFC, and Star Wars brands. The company licenses its games to third parties to distribute and host its games. It markets and sells its games and services through digital distribution and retail channels, as well as directly to mass market retailers, specialty stores, and distribution arrangements. Electronic Arts Inc. was incorporated in 1982 and is headquartered in Redwood City, California.",13400,"{'maxAge': 1, 'name': 'Mr. Stuart  Canfield', 'age': 43, 'title': 'Exec. VP & CFO', 'yearBorn': 1979, 'exercisedValue': 0, 'unexercisedValue': 0}",9,5,5,1,4,1693526400,1703980800,86400,2,113.8,115.5,113.48,115.5,113.8,115.5,113.48,115.5,0.7,0.0061000003,1693267200,0.2346,0.903181,37.700996,1,1,28,22,22,113.0,113.08,50000,50000,30743095296,102.7,132.16,4.0542126,115.8184,113.9767,0.76,0.006678383,EUR,30358054912,0.11776,245242777,270912000,0.00302,0.95671,26.988,4.2048316,1680220800,1711843200,1688083200,0.293,893000000,3.01,2:1,1069113600,4.003,15.286,FRA,EQUITY,ERT.F,ERT.F,"EL. ARTS INC.  DL-,01",Electronic Arts Inc.,946882800,Europe/Berlin,CEST,7200000,113.48,none,2601999872,9.605,1986000000,2216999936,1.114,1.276,7583000064,30.229,27.549,0.0754,0.11927,5754000000,1830749952,1987000064,0.324,0.089,0.75814,0.2619,0.20902,USD,0.9907
4,209 Redwood Shores Parkway,Redwood City,CA,94065,United States,650 628 1500,https://ea.com,Electronic Gaming & Multimedia,Communication Services,"Electronic Arts Inc. develops, markets, publishes, and distributes games, content, and services for game consoles, PCs, mobile phones, and tablets worldwide. It develops and publishes games and services across various genres, such as sports, racing, first-person shooter, action, role-playing, and simulation primarily under the Battlefield, The Sims, Apex Legends, Need for Speed, and license games from others, including FIFA, Madden NFL, UFC, and Star Wars brands. The company licenses its games to third parties to distribute and host its games. It markets and sells its games and services through digital distribution and retail channels, as well as directly to mass market retailers, specialty stores, and distribution arrangements. Electronic Arts Inc. was incorporated in 1982 and is headquartered in Redwood City, California.",13400,"{'maxAge': 1, 'name': 'Mr. Eric Charles Kelly', 'age': 49, 'title': 'Sr. VP & Chief Accounting Officer', 'yearBorn': 1973, 'exercisedValue': 0, 'unexercisedValue': 0}",9,5,5,1,4,1693526400,1703980800,86400,2,113.8,115.5,113.48,115.5,113.8,115.5,113.48,115.5,0.7,0.0061000003,1693267200,0.2346,0.903181,37.700996,1,1,28,22,22,113.0,113.08,50000,50000,30743095296,102.7,132.16,4.0542126,115.8184,113.9767,0.76,0.006678383,EUR,30358054912,0.11776,245242777,270912000,0.00302,0.95671,26.988,4.2048316,1680220800,1711843200,1688083200,0.293,893000000,3.01,2:1,1069113600,4.003,15.286,FRA,EQUITY,ERT.F,ERT.F,"EL. ARTS INC.  DL-,01",Electronic Arts Inc.,946882800,Europe/Berlin,CEST,7200000,113.48,none,2601999872,9.605,1986000000,2216999936,1.114,1.276,7583000064,30.229,27.549,0.0754,0.11927,5754000000,1830749952,1987000064,0.324,0.089,0.75814,0.2619,0.20902,USD,0.9907
5,209 Redwood Shores Parkway,Redwood City,CA,94065,United States,650 628 1500,https://ea.com,Electronic Gaming & Multimedia,Communication Services,"Electronic Arts Inc. develops, markets, publishes, and distributes games, content, and services for game consoles, PCs, mobile phones, and tablets worldwide. It develops and publishes games and services across various genres, such as sports, racing, first-person shooter, action, role-playing, and simulation primarily under the Battlefield, The Sims, Apex Legends, Need for Speed, and license games from others, including FIFA, Madden NFL, UFC, and Star Wars brands. The company licenses its games to third parties to distribute and host its games. It markets and sells its games and services through digital distribution and retail channels, as well as directly to mass market retailers, specialty stores, and distribution arrangements. Electronic Arts Inc. was incorporated in 1982 and is headquartered in Redwood City, California.",13400,"{'maxAge': 1, 'name': 'Ms. Katherine Eileen Burke', 'title': 'Director of Investor Relations', 'exercisedValue': 0, 'unexercisedValue': 0}",9,5,5,1,4,1693526400,1703980800,86400,2,113.8,115.5,113.48,115.5,113.8,115.5,113.48,115.5,0.7,0.0061000003,1693267200,0.2346,0.903181,37.700996,1,1,28,22,22,113.0,113.08,50000,50000,30743095296,102.7,132.16,4.0542126,115.8184,113.9767,0.76,0.006678383,EUR,30358054912,0.11776,245242777,270912000,0.00302,0.95671,26.988,4.2048316,1680220800,1711843200,1688083200,0.293,893000000,3.01,2:1,1069113600,4.003,15.286,FRA,EQUITY,ERT.F,ERT.F,"EL. ARTS INC.  DL-,01",Electronic Arts Inc.,946882800,Europe/Berlin,CEST,7200000,113.48,none,2601999872,9.605,1986000000,2216999936,1.114,1.276,7583000064,30.229,27.549,0.0754,0.11927,5754000000,1830749952,1987000064,0.324,0.089,0.75814,0.2619,0.20902,USD,0.9907
6,209 Redwood Shores Parkway,Redwood City,CA,94065,United States,650 628 1500,https://ea.com,Electronic Gaming & Multimedia,Communication Services,"Electronic Arts Inc. develops, markets, publishes, and distributes games, content, and services for game consoles, PCs, mobile phones, and tablets worldwide. It develops and publishes games and services across various genres, such as sports, racing, first-person shooter, action, role-playing, and simulation primarily under the Battlefield, The Sims, Apex Legends, Need for Speed, and license games from others, including FIFA, Madden NFL, UFC, and Star Wars brands. The company licenses its games to third parties to distribute and host its games. It markets and sells its games and services through digital distribution and retail channels, as well as directly to mass market retailers, specialty stores, and distribution arrangements. Electronic Arts Inc. was incorporated in 1982 and is headquartered in Redwood City, California.",13400,"{'maxAge': 1, 'name': 'Mr. Jacob J. Schatz', 'age': 53, 'title': 'Exec. VP, Chief Legal Officer, Gen. Counsel & Corp. Sec.', 'yearBorn': 1969, 'exercisedValue': 0, 'unexercisedValue': 0}",9,5,5,1,4,1693526400,1703980800,86400,2,113.8,115.5,113.48,115.5,113.8,115.5,113.48,115.5,0.7,0.0061000003,1693267200,0.2346,0.903181,37.700996,1,1,28,22,22,113.0,113.08,50000,50000,30743095296,102.7,132.16,4.0542126,115.8184,113.9767,0.76,0.006678383,EUR,30358054912,0.11776,245242777,270912000,0.00302,0.95671,26.988,4.2048316,1680220800,1711843200,1688083200,0.293,893000000,3.01,2:1,1069113600,4.003,15.286,FRA,EQUITY,ERT.F,ERT.F,"EL. ARTS INC.  DL-,01",Electronic Arts Inc.,946882800,Europe/Berlin,CEST,7200000,113.48,none,2601999872,9.605,1986000000,2216999936,1.114,1.276,7583000064,30.229,27.549,0.0754,0.11927,5754000000,1830749952,1987000064,0.324,0.089,0.75814,0.2619,0.20902,USD,0.9907
7,209 Redwood Shores Parkway,Redwood City,CA,94065,United States,650 628 1500,https://ea.com,Electronic Gaming & Multimedia,Communication Services,"Electronic Arts Inc. develops, markets, publishes, and distributes games, content, and services for game consoles, PCs, mobile phones, and tablets worldwide. It develops and publishes games and services across various genres, such as sports, racing, first-person shooter, action, role-playing, and simulation primarily under the Battlefield, The Sims, Apex Legends, Need for Speed, and license games from others, including FIFA, Madden NFL, UFC, and Star Wars brands. The company licenses its games to third parties to distribute and host its games. It markets and sells its games and services through digital distribution and retail channels, as well as directly to mass market retailers, specialty stores, and distribution arrangements. Electronic Arts Inc. was incorporated in 1982 and is headquartered in Redwood City, California.",13400,"{'maxAge': 1, 'name': 'John  Reseburg', 'title': 'VP of Corp. Communications', 'exercisedValue': 0, 'unexercisedValue': 0}",9,5,5,1,4,1693526400,1703980800,86400,2,113.8,115.5,113.48,115.5,113.8,115.5,113.48,115.5,0.7,0.0061000003,1693267200,0.2346,0.903181,37.700996,1,1,28,22,22,113.0,113.08,50000,50000,30743095296,102.7,132.16,4.0542126,115.8184,113.9767,0.76,0.006678383,EUR,30358054912,0.11776,245242777,270912000,0.00302,0.95671,26.988,4.2048316,1680220800,1711843200,1688083200,0.293,893000000,3.01,2:1,1069113600,4.003,15.286,FRA,EQUITY,ERT.F,ERT.F,"EL. ARTS INC.  DL-,01",Electronic Arts Inc.,946882800,Europe/Berlin,CEST,7200000,113.48,none,2601999872,9.605,1986000000,2216999936,1.114,1.276,7583000064,30.229,27.549,0.0754,0.11927,5754000000,1830749952,1987000064,0.324,0.089,0.75814,0.2619,0.20902,USD,0.9907
8,209 Redwood Shores Parkway,Redwood City,CA,94065,United States,650 628 1500,https://ea.com,Electronic Gaming & Multimedia,Communication Services,"Electronic Arts Inc. develops, markets, publishes, and distributes games, content, and services for game consoles, PCs, mobile phones, and tablets worldwide. It develops and publishes games and services across various genres, such as sports, racing, first-person shooter, action, role-playing, and simulation primarily under the Battlefield, The Sims, Apex Legends, Need for Speed, and license games from others, including FIFA, Madden NFL, UFC, and Star Wars brands. The company licenses its games to third parties to distribute and host its games. It markets and sells its games and services through digital distribution and retail channels, as well as directly to mass market retailers, specialty stores, and distribution arrangements. Electronic Arts Inc. was incorporated in 1982 and is headquartered in Redwood City, California.",13400,"{'maxAge': 1, 'name': 'Mr. Joel  Linzner', 'age': 70, 'title': 'Exec. VP of Worldwide Bus. Affairs', 'yearBorn': 1952, 'exercisedValue': 0, 'unexercisedValue': 0}",9,5,5,1,4,1693526400,1703980800,86400,2,113.8,115.5,113.48,115.5,113.8,115.5,113.48,115.5,0.7,0.0061000003,1693267200,0.2346,0.903181,37.700996,1,1,28,22,22,113.0,113.08,50000,50000,30743095296,102.7,132.16,4.0542126,115.8184,113.9767,0.76,0.006678383,EUR,30358054912,0.11776,245242777,270912000,0.00302,0.95671,26.988,4.2048316,1680220800,1711843200,1688083200,0.293,893000000,3.01,2:1,1069113600,4.003,15.286,FRA,EQUITY,ERT.F,ERT.F,"EL. ARTS INC.  DL-,01",Electronic Arts Inc.,946882800,Europe/Berlin,CEST,7200000,113.48,none,2601999872,9.605,1986000000,2216999936,1.114,1.276,7583000064,30.229,27.549,0.0754,0.11927,5754000000,1830749952,1987000064,0.324,0.089,0.75814,0.2619,0.20902,USD,0.9907
9,209 Redwood Shores Parkway,Redwood City,CA,94065,United States,650 628 1500,https://ea.com,Electronic Gaming & Multimedia,Communication Services,"Electronic Arts Inc. develops, markets, publishes, and distributes games, content, and services for game consoles, PCs, mobile phones, and tablets worldwide. It develops and publishes games and services across various genres, such as sports, racing, first-person shooter, action, role-playing, and simulation primarily under the Battlefield, The Sims, Apex Legends, Need for Speed, and license games from others, including FIFA, Madden NFL, UFC, and Star Wars brands. The company licenses its games to third parties to distribute and host its games. It markets and sells its games and services through digital distribution and retail channels, as well as directly to mass market retailers, specialty stores, and distribution arrangements. Electronic Arts Inc. was incorporated in 1982 and is headquartered in Redwood City, California.",13400,"{'maxAge': 1, 'name': 'Mr. David  Tinson', 'title': 'Exec. VP & Chief Experience Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",9,5,5,1,4,1693526400,1703980800,86400,2,113.8,115.5,113.48,115.5,113.8,115.5,113.48,115.5,0.7,0.0061000003,1693267200,0.2346,0.903181,37.700996,1,1,28,22,22,113.0,113.08,50000,50000,30743095296,102.7,132.16,4.0542126,115.8184,113.9767,0.76,0.006678383,EUR,30358054912,0.11776,245242777,270912000,0.00302,0.95671,26.988,4.2048316,1680220800,1711843200,1688083200,0.293,893000000,3.01,2:1,1069113600,4.003,15.286,FRA,EQUITY,ERT.F,ERT.F,"EL. ARTS INC.  DL-,01",Electronic Arts Inc.,946882800,Europe/Berlin,CEST,7200000,113.48,none,2601999872,9.605,1986000000,2216999936,1.114,1.276,7583000064,30.229,27.549,0.0754,0.11927,5754000000,1830749952,1987000064,0.324,0.089,0.75814,0.2619,0.20902,USD,0.9907
