,address1,address2,city,state,zip,country,phone,fax,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,pegRatio,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,3 Bethesda Metro Center,Suite 1000,Bethesda,MD,20814-6347,United States,301 280 7777,301 280 7750,https://www.rljlodgingtrust.com,REIT—Hotel & Motel,Real Estate,"RLJ Lodging Trust is a self-advised, publicly traded real estate investment trust that owns primarily premium-branded, high-margin, focused-service and compact full-service hotels. The Company's portfolio currently consists of 96 hotels with approximately 21,200 rooms, located in 23 states and the District of Columbia and an ownership interest in one unconsolidated hotel with 171 rooms.",76,"{'maxAge': 1, 'name': 'Mr. Robert Louis Johnson', 'age': 76, 'title': 'Co-Founder & Exec. Chairman', 'yearBorn': 1946, 'fiscalYear': 2022, 'totalPay': 1246000, 'exercisedValue': 0, 'unexercisedValue': 0}",4,4,7,4,5,1693526400,1672444800,86400,2,9.83,9.77,9.76,10.135,9.83,9.77,9.76,10.135,0.26,0.025799999,1687996800,0.8125,3.81,1.739972,31.5,29.647058,2975248,2975248,2024416,2120810,2120810,10.06,10.82,3100,900,1595170176,9.27,12.92,1.2343862,9.9902,10.64135,0.26,0.026449643,USD,3761893120,0.059,150838635,157480000,12644054,13692561,1690761600,1693440000,0.080299996,0.02787,0.97445,5.77,0.1121,12.999,0.77544427,1672444800,1703980800,1688083200,0.256,50307000,0.32,0.34,0.3,2.911,11.019,NYQ,EQUITY,RLJ,RLJ,RLJ Lodging Trust,RLJ Lodging Trust,1305120600,America/New_York,EDT,-14400000,10.08,18.0,11.0,13.75,14.0,2.5,buy,8,521836000,3.364,341403008,2339112960,1.026,1.146,1292278016,97.46,8.128,0.01978,0.03186,363060000,262010624,277329984,0.375,0.08,0.30507,0.26419002,0.120790005,USD,
1,3 Bethesda Metro Center,Suite 1000,Bethesda,MD,20814-6347,United States,301 280 7777,301 280 7750,https://www.rljlodgingtrust.com,REIT—Hotel & Motel,Real Estate,"RLJ Lodging Trust is a self-advised, publicly traded real estate investment trust that owns primarily premium-branded, high-margin, focused-service and compact full-service hotels. The Company's portfolio currently consists of 96 hotels with approximately 21,200 rooms, located in 23 states and the District of Columbia and an ownership interest in one unconsolidated hotel with 171 rooms.",76,"{'maxAge': 1, 'name': 'Ms. Leslie D. Hale', 'age': 50, 'title': 'Pres, CEO & Trustee', 'yearBorn': 1972, 'fiscalYear': 2022, 'totalPay': 2552654, 'exercisedValue': 0, 'unexercisedValue': 0}",4,4,7,4,5,1693526400,1672444800,86400,2,9.83,9.77,9.76,10.135,9.83,9.77,9.76,10.135,0.26,0.025799999,1687996800,0.8125,3.81,1.739972,31.5,29.647058,2975248,2975248,2024416,2120810,2120810,10.06,10.82,3100,900,1595170176,9.27,12.92,1.2343862,9.9902,10.64135,0.26,0.026449643,USD,3761893120,0.059,150838635,157480000,12644054,13692561,1690761600,1693440000,0.080299996,0.02787,0.97445,5.77,0.1121,12.999,0.77544427,1672444800,1703980800,1688083200,0.256,50307000,0.32,0.34,0.3,2.911,11.019,NYQ,EQUITY,RLJ,RLJ,RLJ Lodging Trust,RLJ Lodging Trust,1305120600,America/New_York,EDT,-14400000,10.08,18.0,11.0,13.75,14.0,2.5,buy,8,521836000,3.364,341403008,2339112960,1.026,1.146,1292278016,97.46,8.128,0.01978,0.03186,363060000,262010624,277329984,0.375,0.08,0.30507,0.26419002,0.120790005,USD,
2,3 Bethesda Metro Center,Suite 1000,Bethesda,MD,20814-6347,United States,301 280 7777,301 280 7750,https://www.rljlodgingtrust.com,REIT—Hotel & Motel,Real Estate,"RLJ Lodging Trust is a self-advised, publicly traded real estate investment trust that owns primarily premium-branded, high-margin, focused-service and compact full-service hotels. The Company's portfolio currently consists of 96 hotels with approximately 21,200 rooms, located in 23 states and the District of Columbia and an ownership interest in one unconsolidated hotel with 171 rooms.",76,"{'maxAge': 1, 'name': 'Mr. Sean M. Mahoney CPA', 'age': 50, 'title': 'Exec. VP & CFO', 'yearBorn': 1972, 'fiscalYear': 2022, 'totalPay': 1197404, 'exercisedValue': 0, 'unexercisedValue': 0}",4,4,7,4,5,1693526400,1672444800,86400,2,9.83,9.77,9.76,10.135,9.83,9.77,9.76,10.135,0.26,0.025799999,1687996800,0.8125,3.81,1.739972,31.5,29.647058,2975248,2975248,2024416,2120810,2120810,10.06,10.82,3100,900,1595170176,9.27,12.92,1.2343862,9.9902,10.64135,0.26,0.026449643,USD,3761893120,0.059,150838635,157480000,12644054,13692561,1690761600,1693440000,0.080299996,0.02787,0.97445,5.77,0.1121,12.999,0.77544427,1672444800,1703980800,1688083200,0.256,50307000,0.32,0.34,0.3,2.911,11.019,NYQ,EQUITY,RLJ,RLJ,RLJ Lodging Trust,RLJ Lodging Trust,1305120600,America/New_York,EDT,-14400000,10.08,18.0,11.0,13.75,14.0,2.5,buy,8,521836000,3.364,341403008,2339112960,1.026,1.146,1292278016,97.46,8.128,0.01978,0.03186,363060000,262010624,277329984,0.375,0.08,0.30507,0.26419002,0.120790005,USD,
3,3 Bethesda Metro Center,Suite 1000,Bethesda,MD,20814-6347,United States,301 280 7777,301 280 7750,https://www.rljlodgingtrust.com,REIT—Hotel & Motel,Real Estate,"RLJ Lodging Trust is a self-advised, publicly traded real estate investment trust that owns primarily premium-branded, high-margin, focused-service and compact full-service hotels. The Company's portfolio currently consists of 96 hotels with approximately 21,200 rooms, located in 23 states and the District of Columbia and an ownership interest in one unconsolidated hotel with 171 rooms.",76,"{'maxAge': 1, 'name': 'Mr. Thomas J. Bardenett', 'age': 58, 'title': 'COO & Exec. VP of Asset Management', 'yearBorn': 1964, 'fiscalYear': 2022, 'totalPay': 1193108, 'exercisedValue': 0, 'unexercisedValue': 0}",4,4,7,4,5,1693526400,1672444800,86400,2,9.83,9.77,9.76,10.135,9.83,9.77,9.76,10.135,0.26,0.025799999,1687996800,0.8125,3.81,1.739972,31.5,29.647058,2975248,2975248,2024416,2120810,2120810,10.06,10.82,3100,900,1595170176,9.27,12.92,1.2343862,9.9902,10.64135,0.26,0.026449643,USD,3761893120,0.059,150838635,157480000,12644054,13692561,1690761600,1693440000,0.080299996,0.02787,0.97445,5.77,0.1121,12.999,0.77544427,1672444800,1703980800,1688083200,0.256,50307000,0.32,0.34,0.3,2.911,11.019,NYQ,EQUITY,RLJ,RLJ,RLJ Lodging Trust,RLJ Lodging Trust,1305120600,America/New_York,EDT,-14400000,10.08,18.0,11.0,13.75,14.0,2.5,buy,8,521836000,3.364,341403008,2339112960,1.026,1.146,1292278016,97.46,8.128,0.01978,0.03186,363060000,262010624,277329984,0.375,0.08,0.30507,0.26419002,0.120790005,USD,
4,3 Bethesda Metro Center,Suite 1000,Bethesda,MD,20814-6347,United States,301 280 7777,301 280 7750,https://www.rljlodgingtrust.com,REIT—Hotel & Motel,Real Estate,"RLJ Lodging Trust is a self-advised, publicly traded real estate investment trust that owns primarily premium-branded, high-margin, focused-service and compact full-service hotels. The Company's portfolio currently consists of 96 hotels with approximately 21,200 rooms, located in 23 states and the District of Columbia and an ownership interest in one unconsolidated hotel with 171 rooms.",76,"{'maxAge': 1, 'name': 'Ms. Kate B. Henriksen', 'age': 47, 'title': 'Co-Chief Investment Officer', 'yearBorn': 1975, 'exercisedValue': 0, 'unexercisedValue': 0}",4,4,7,4,5,1693526400,1672444800,86400,2,9.83,9.77,9.76,10.135,9.83,9.77,9.76,10.135,0.26,0.025799999,1687996800,0.8125,3.81,1.739972,31.5,29.647058,2975248,2975248,2024416,2120810,2120810,10.06,10.82,3100,900,1595170176,9.27,12.92,1.2343862,9.9902,10.64135,0.26,0.026449643,USD,3761893120,0.059,150838635,157480000,12644054,13692561,1690761600,1693440000,0.080299996,0.02787,0.97445,5.77,0.1121,12.999,0.77544427,1672444800,1703980800,1688083200,0.256,50307000,0.32,0.34,0.3,2.911,11.019,NYQ,EQUITY,RLJ,RLJ,RLJ Lodging Trust,RLJ Lodging Trust,1305120600,America/New_York,EDT,-14400000,10.08,18.0,11.0,13.75,14.0,2.5,buy,8,521836000,3.364,341403008,2339112960,1.026,1.146,1292278016,97.46,8.128,0.01978,0.03186,363060000,262010624,277329984,0.375,0.08,0.30507,0.26419002,0.120790005,USD,
5,3 Bethesda Metro Center,Suite 1000,Bethesda,MD,20814-6347,United States,301 280 7777,301 280 7750,https://www.rljlodgingtrust.com,REIT—Hotel & Motel,Real Estate,"RLJ Lodging Trust is a self-advised, publicly traded real estate investment trust that owns primarily premium-branded, high-margin, focused-service and compact full-service hotels. The Company's portfolio currently consists of 96 hotels with approximately 21,200 rooms, located in 23 states and the District of Columbia and an ownership interest in one unconsolidated hotel with 171 rooms.",76,"{'maxAge': 1, 'name': 'Mr. Jeffrey  Dauray', 'title': 'Co-Chief Investment Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",4,4,7,4,5,1693526400,1672444800,86400,2,9.83,9.77,9.76,10.135,9.83,9.77,9.76,10.135,0.26,0.025799999,1687996800,0.8125,3.81,1.739972,31.5,29.647058,2975248,2975248,2024416,2120810,2120810,10.06,10.82,3100,900,1595170176,9.27,12.92,1.2343862,9.9902,10.64135,0.26,0.026449643,USD,3761893120,0.059,150838635,157480000,12644054,13692561,1690761600,1693440000,0.080299996,0.02787,0.97445,5.77,0.1121,12.999,0.77544427,1672444800,1703980800,1688083200,0.256,50307000,0.32,0.34,0.3,2.911,11.019,NYQ,EQUITY,RLJ,RLJ,RLJ Lodging Trust,RLJ Lodging Trust,1305120600,America/New_York,EDT,-14400000,10.08,18.0,11.0,13.75,14.0,2.5,buy,8,521836000,3.364,341403008,2339112960,1.026,1.146,1292278016,97.46,8.128,0.01978,0.03186,363060000,262010624,277329984,0.375,0.08,0.30507,0.26419002,0.120790005,USD,
6,3 Bethesda Metro Center,Suite 1000,Bethesda,MD,20814-6347,United States,301 280 7777,301 280 7750,https://www.rljlodgingtrust.com,REIT—Hotel & Motel,Real Estate,"RLJ Lodging Trust is a self-advised, publicly traded real estate investment trust that owns primarily premium-branded, high-margin, focused-service and compact full-service hotels. The Company's portfolio currently consists of 96 hotels with approximately 21,200 rooms, located in 23 states and the District of Columbia and an ownership interest in one unconsolidated hotel with 171 rooms.",76,"{'maxAge': 1, 'name': 'Mr. Christopher A. Gormsen CPA', 'age': 46, 'title': 'Sr. VP & Chief Accounting Officer', 'yearBorn': 1976, 'exercisedValue': 0, 'unexercisedValue': 0}",4,4,7,4,5,1693526400,1672444800,86400,2,9.83,9.77,9.76,10.135,9.83,9.77,9.76,10.135,0.26,0.025799999,1687996800,0.8125,3.81,1.739972,31.5,29.647058,2975248,2975248,2024416,2120810,2120810,10.06,10.82,3100,900,1595170176,9.27,12.92,1.2343862,9.9902,10.64135,0.26,0.026449643,USD,3761893120,0.059,150838635,157480000,12644054,13692561,1690761600,1693440000,0.080299996,0.02787,0.97445,5.77,0.1121,12.999,0.77544427,1672444800,1703980800,1688083200,0.256,50307000,0.32,0.34,0.3,2.911,11.019,NYQ,EQUITY,RLJ,RLJ,RLJ Lodging Trust,RLJ Lodging Trust,1305120600,America/New_York,EDT,-14400000,10.08,18.0,11.0,13.75,14.0,2.5,buy,8,521836000,3.364,341403008,2339112960,1.026,1.146,1292278016,97.46,8.128,0.01978,0.03186,363060000,262010624,277329984,0.375,0.08,0.30507,0.26419002,0.120790005,USD,
7,3 Bethesda Metro Center,Suite 1000,Bethesda,MD,20814-6347,United States,301 280 7777,301 280 7750,https://www.rljlodgingtrust.com,REIT—Hotel & Motel,Real Estate,"RLJ Lodging Trust is a self-advised, publicly traded real estate investment trust that owns primarily premium-branded, high-margin, focused-service and compact full-service hotels. The Company's portfolio currently consists of 96 hotels with approximately 21,200 rooms, located in 23 states and the District of Columbia and an ownership interest in one unconsolidated hotel with 171 rooms.",76,"{'maxAge': 1, 'name': 'Ms. Anita Cooke Wells', 'title': 'Sr. VP of Admin. & Corp. Sec.', 'exercisedValue': 0, 'unexercisedValue': 0}",4,4,7,4,5,1693526400,1672444800,86400,2,9.83,9.77,9.76,10.135,9.83,9.77,9.76,10.135,0.26,0.025799999,1687996800,0.8125,3.81,1.739972,31.5,29.647058,2975248,2975248,2024416,2120810,2120810,10.06,10.82,3100,900,1595170176,9.27,12.92,1.2343862,9.9902,10.64135,0.26,0.026449643,USD,3761893120,0.059,150838635,157480000,12644054,13692561,1690761600,1693440000,0.080299996,0.02787,0.97445,5.77,0.1121,12.999,0.77544427,1672444800,1703980800,1688083200,0.256,50307000,0.32,0.34,0.3,2.911,11.019,NYQ,EQUITY,RLJ,RLJ,RLJ Lodging Trust,RLJ Lodging Trust,1305120600,America/New_York,EDT,-14400000,10.08,18.0,11.0,13.75,14.0,2.5,buy,8,521836000,3.364,341403008,2339112960,1.026,1.146,1292278016,97.46,8.128,0.01978,0.03186,363060000,262010624,277329984,0.375,0.08,0.30507,0.26419002,0.120790005,USD,
8,3 Bethesda Metro Center,Suite 1000,Bethesda,MD,20814-6347,United States,301 280 7777,301 280 7750,https://www.rljlodgingtrust.com,REIT—Hotel & Motel,Real Estate,"RLJ Lodging Trust is a self-advised, publicly traded real estate investment trust that owns primarily premium-branded, high-margin, focused-service and compact full-service hotels. The Company's portfolio currently consists of 96 hotels with approximately 21,200 rooms, located in 23 states and the District of Columbia and an ownership interest in one unconsolidated hotel with 171 rooms.",76,"{'maxAge': 1, 'name': 'Mr. Craig  Amos', 'title': 'Exec. VP, Design & Construction', 'exercisedValue': 0, 'unexercisedValue': 0}",4,4,7,4,5,1693526400,1672444800,86400,2,9.83,9.77,9.76,10.135,9.83,9.77,9.76,10.135,0.26,0.025799999,1687996800,0.8125,3.81,1.739972,31.5,29.647058,2975248,2975248,2024416,2120810,2120810,10.06,10.82,3100,900,1595170176,9.27,12.92,1.2343862,9.9902,10.64135,0.26,0.026449643,USD,3761893120,0.059,150838635,157480000,12644054,13692561,1690761600,1693440000,0.080299996,0.02787,0.97445,5.77,0.1121,12.999,0.77544427,1672444800,1703980800,1688083200,0.256,50307000,0.32,0.34,0.3,2.911,11.019,NYQ,EQUITY,RLJ,RLJ,RLJ Lodging Trust,RLJ Lodging Trust,1305120600,America/New_York,EDT,-14400000,10.08,18.0,11.0,13.75,14.0,2.5,buy,8,521836000,3.364,341403008,2339112960,1.026,1.146,1292278016,97.46,8.128,0.01978,0.03186,363060000,262010624,277329984,0.375,0.08,0.30507,0.26419002,0.120790005,USD,
9,3 Bethesda Metro Center,Suite 1000,Bethesda,MD,20814-6347,United States,301 280 7777,301 280 7750,https://www.rljlodgingtrust.com,REIT—Hotel & Motel,Real Estate,"RLJ Lodging Trust is a self-advised, publicly traded real estate investment trust that owns primarily premium-branded, high-margin, focused-service and compact full-service hotels. The Company's portfolio currently consists of 96 hotels with approximately 21,200 rooms, located in 23 states and the District of Columbia and an ownership interest in one unconsolidated hotel with 171 rooms.",76,"{'maxAge': 1, 'name': 'Mr. Chad D. Perry J.D.', 'age': 50, 'title': 'Exec. VP', 'yearBorn': 1972, 'exercisedValue': 0, 'unexercisedValue': 0}",4,4,7,4,5,1693526400,1672444800,86400,2,9.83,9.77,9.76,10.135,9.83,9.77,9.76,10.135,0.26,0.025799999,1687996800,0.8125,3.81,1.739972,31.5,29.647058,2975248,2975248,2024416,2120810,2120810,10.06,10.82,3100,900,1595170176,9.27,12.92,1.2343862,9.9902,10.64135,0.26,0.026449643,USD,3761893120,0.059,150838635,157480000,12644054,13692561,1690761600,1693440000,0.080299996,0.02787,0.97445,5.77,0.1121,12.999,0.77544427,1672444800,1703980800,1688083200,0.256,50307000,0.32,0.34,0.3,2.911,11.019,NYQ,EQUITY,RLJ,RLJ,RLJ Lodging Trust,RLJ Lodging Trust,1305120600,America/New_York,EDT,-14400000,10.08,18.0,11.0,13.75,14.0,2.5,buy,8,521836000,3.364,341403008,2339112960,1.026,1.146,1292278016,97.46,8.128,0.01978,0.03186,363060000,262010624,277329984,0.375,0.08,0.30507,0.26419002,0.120790005,USD,
