,address1,address2,city,state,zip,country,phone,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,exDividendDate,payoutRatio,beta,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,forwardEps,pegRatio,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,6210 Ardrey Kell Road,Suite 600,Charlotte,NC,28277,United States,980 264 4300,https://www.nninc.com,Conglomerates,Industrials,"NN, Inc., a diversified industrial company, designs, manufactures, and sells high-precision metal and plastic components and assemblies. It operates through two segments, Mobile Solutions and Power Solutions. The Mobile Solutions segment manufactures and sells system critical components for automotive and general industrial end markets for use in power steering, braking, transmissions, gasoline fuel system, diesel injection, and diesel emissions treatment applications, as well as use in heating, ventilation, and air conditioning. The Power Solutions segment designs, manufactures, and sells a range of high-precision metal and plastic components, assemblies, and finished devices used in various applications, such as power control and transportation electrification. Its products include electrical contacts, connectors, contact assemblies, and precision stampings for the electrical, general industrial, automotive, aerospace, defense, and medical end markets. This segment also produces various tools and instruments for the orthopaedics and medical/surgical end markets. NN, Inc. was founded in 1980 and is headquartered in Charlotte, North Carolina.",3363,"{'maxAge': 1, 'name': 'Mr. Michael C. Felcher Jr.', 'age': 49, 'title': 'Sr. VP, CFO & Chief Accounting Officer', 'yearBorn': 1973, 'fiscalYear': 2022, 'totalPay': 382247, 'exercisedValue': 0, 'unexercisedValue': 0}",8,3,7,2,4,1693526400,1672444800,86400,4,2.02,1.99,1.9899,2.085,2.02,1.99,1.9899,2.085,1567728000,0.0,2.849585,-12.5625,82548,82548,94466,69380,69380,2.0,2.1,1400,1000,94507384,0.97,3.25,0.18992527,2.4296,1.85305,0.0,0.0,USD,370490400,-0.07793,31232581,47018600,1322026,1452560,1690761600,1693440000,0.028099999,0.09911,0.63155,15.76,0.0334,3.285,0.61187214,1672444800,1703980800,1688083200,-50726000,-1.11,-0.16,-0.4,3:2,818208000,0.745,14.674,NMS,EQUITY,NNBR,NNBR,"NN, Inc.","NN, Inc.",763741800,America/New_York,EDT,-14400000,2.01,5.0,4.0,4.5,4.5,2.0,buy,2,14337000,0.305,25248000,209956000,1.166,2.169,497603008,89.416,10.991,-0.025050001,-0.15355,77633000,15281125,18904000,-0.001,0.13838,0.05074,-0.044770002,USD,
1,6210 Ardrey Kell Road,Suite 600,Charlotte,NC,28277,United States,980 264 4300,https://www.nninc.com,Conglomerates,Industrials,"NN, Inc., a diversified industrial company, designs, manufactures, and sells high-precision metal and plastic components and assemblies. It operates through two segments, Mobile Solutions and Power Solutions. The Mobile Solutions segment manufactures and sells system critical components for automotive and general industrial end markets for use in power steering, braking, transmissions, gasoline fuel system, diesel injection, and diesel emissions treatment applications, as well as use in heating, ventilation, and air conditioning. The Power Solutions segment designs, manufactures, and sells a range of high-precision metal and plastic components, assemblies, and finished devices used in various applications, such as power control and transportation electrification. Its products include electrical contacts, connectors, contact assemblies, and precision stampings for the electrical, general industrial, automotive, aerospace, defense, and medical end markets. This segment also produces various tools and instruments for the orthopaedics and medical/surgical end markets. NN, Inc. was founded in 1980 and is headquartered in Charlotte, North Carolina.",3363,"{'maxAge': 1, 'name': 'Mr. Harold C. Bevis', 'age': 62, 'title': 'CEO, Pres & Director', 'yearBorn': 1960, 'exercisedValue': 0, 'unexercisedValue': 0}",8,3,7,2,4,1693526400,1672444800,86400,4,2.02,1.99,1.9899,2.085,2.02,1.99,1.9899,2.085,1567728000,0.0,2.849585,-12.5625,82548,82548,94466,69380,69380,2.0,2.1,1400,1000,94507384,0.97,3.25,0.18992527,2.4296,1.85305,0.0,0.0,USD,370490400,-0.07793,31232581,47018600,1322026,1452560,1690761600,1693440000,0.028099999,0.09911,0.63155,15.76,0.0334,3.285,0.61187214,1672444800,1703980800,1688083200,-50726000,-1.11,-0.16,-0.4,3:2,818208000,0.745,14.674,NMS,EQUITY,NNBR,NNBR,"NN, Inc.","NN, Inc.",763741800,America/New_York,EDT,-14400000,2.01,5.0,4.0,4.5,4.5,2.0,buy,2,14337000,0.305,25248000,209956000,1.166,2.169,497603008,89.416,10.991,-0.025050001,-0.15355,77633000,15281125,18904000,-0.001,0.13838,0.05074,-0.044770002,USD,
2,6210 Ardrey Kell Road,Suite 600,Charlotte,NC,28277,United States,980 264 4300,https://www.nninc.com,Conglomerates,Industrials,"NN, Inc., a diversified industrial company, designs, manufactures, and sells high-precision metal and plastic components and assemblies. It operates through two segments, Mobile Solutions and Power Solutions. The Mobile Solutions segment manufactures and sells system critical components for automotive and general industrial end markets for use in power steering, braking, transmissions, gasoline fuel system, diesel injection, and diesel emissions treatment applications, as well as use in heating, ventilation, and air conditioning. The Power Solutions segment designs, manufactures, and sells a range of high-precision metal and plastic components, assemblies, and finished devices used in various applications, such as power control and transportation electrification. Its products include electrical contacts, connectors, contact assemblies, and precision stampings for the electrical, general industrial, automotive, aerospace, defense, and medical end markets. This segment also produces various tools and instruments for the orthopaedics and medical/surgical end markets. NN, Inc. was founded in 1980 and is headquartered in Charlotte, North Carolina.",3363,"{'maxAge': 1, 'name': 'Mr. Tim  French', 'title': 'COO & Sr. VP', 'exercisedValue': 0, 'unexercisedValue': 0}",8,3,7,2,4,1693526400,1672444800,86400,4,2.02,1.99,1.9899,2.085,2.02,1.99,1.9899,2.085,1567728000,0.0,2.849585,-12.5625,82548,82548,94466,69380,69380,2.0,2.1,1400,1000,94507384,0.97,3.25,0.18992527,2.4296,1.85305,0.0,0.0,USD,370490400,-0.07793,31232581,47018600,1322026,1452560,1690761600,1693440000,0.028099999,0.09911,0.63155,15.76,0.0334,3.285,0.61187214,1672444800,1703980800,1688083200,-50726000,-1.11,-0.16,-0.4,3:2,818208000,0.745,14.674,NMS,EQUITY,NNBR,NNBR,"NN, Inc.","NN, Inc.",763741800,America/New_York,EDT,-14400000,2.01,5.0,4.0,4.5,4.5,2.0,buy,2,14337000,0.305,25248000,209956000,1.166,2.169,497603008,89.416,10.991,-0.025050001,-0.15355,77633000,15281125,18904000,-0.001,0.13838,0.05074,-0.044770002,USD,
3,6210 Ardrey Kell Road,Suite 600,Charlotte,NC,28277,United States,980 264 4300,https://www.nninc.com,Conglomerates,Industrials,"NN, Inc., a diversified industrial company, designs, manufactures, and sells high-precision metal and plastic components and assemblies. It operates through two segments, Mobile Solutions and Power Solutions. The Mobile Solutions segment manufactures and sells system critical components for automotive and general industrial end markets for use in power steering, braking, transmissions, gasoline fuel system, diesel injection, and diesel emissions treatment applications, as well as use in heating, ventilation, and air conditioning. The Power Solutions segment designs, manufactures, and sells a range of high-precision metal and plastic components, assemblies, and finished devices used in various applications, such as power control and transportation electrification. Its products include electrical contacts, connectors, contact assemblies, and precision stampings for the electrical, general industrial, automotive, aerospace, defense, and medical end markets. This segment also produces various tools and instruments for the orthopaedics and medical/surgical end markets. NN, Inc. was founded in 1980 and is headquartered in Charlotte, North Carolina.",3363,"{'maxAge': 1, 'name': 'Ms. D. Gail Nixon', 'age': 51, 'title': 'Sr. VP & Chief HR Officer', 'yearBorn': 1971, 'fiscalYear': 2021, 'exercisedValue': 0, 'unexercisedValue': 0}",8,3,7,2,4,1693526400,1672444800,86400,4,2.02,1.99,1.9899,2.085,2.02,1.99,1.9899,2.085,1567728000,0.0,2.849585,-12.5625,82548,82548,94466,69380,69380,2.0,2.1,1400,1000,94507384,0.97,3.25,0.18992527,2.4296,1.85305,0.0,0.0,USD,370490400,-0.07793,31232581,47018600,1322026,1452560,1690761600,1693440000,0.028099999,0.09911,0.63155,15.76,0.0334,3.285,0.61187214,1672444800,1703980800,1688083200,-50726000,-1.11,-0.16,-0.4,3:2,818208000,0.745,14.674,NMS,EQUITY,NNBR,NNBR,"NN, Inc.","NN, Inc.",763741800,America/New_York,EDT,-14400000,2.01,5.0,4.0,4.5,4.5,2.0,buy,2,14337000,0.305,25248000,209956000,1.166,2.169,497603008,89.416,10.991,-0.025050001,-0.15355,77633000,15281125,18904000,-0.001,0.13838,0.05074,-0.044770002,USD,
4,6210 Ardrey Kell Road,Suite 600,Charlotte,NC,28277,United States,980 264 4300,https://www.nninc.com,Conglomerates,Industrials,"NN, Inc., a diversified industrial company, designs, manufactures, and sells high-precision metal and plastic components and assemblies. It operates through two segments, Mobile Solutions and Power Solutions. The Mobile Solutions segment manufactures and sells system critical components for automotive and general industrial end markets for use in power steering, braking, transmissions, gasoline fuel system, diesel injection, and diesel emissions treatment applications, as well as use in heating, ventilation, and air conditioning. The Power Solutions segment designs, manufactures, and sells a range of high-precision metal and plastic components, assemblies, and finished devices used in various applications, such as power control and transportation electrification. Its products include electrical contacts, connectors, contact assemblies, and precision stampings for the electrical, general industrial, automotive, aerospace, defense, and medical end markets. This segment also produces various tools and instruments for the orthopaedics and medical/surgical end markets. NN, Inc. was founded in 1980 and is headquartered in Charlotte, North Carolina.",3363,"{'maxAge': 1, 'name': 'Mr. Verlin  Bush', 'title': 'VP & Chief Commercial Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",8,3,7,2,4,1693526400,1672444800,86400,4,2.02,1.99,1.9899,2.085,2.02,1.99,1.9899,2.085,1567728000,0.0,2.849585,-12.5625,82548,82548,94466,69380,69380,2.0,2.1,1400,1000,94507384,0.97,3.25,0.18992527,2.4296,1.85305,0.0,0.0,USD,370490400,-0.07793,31232581,47018600,1322026,1452560,1690761600,1693440000,0.028099999,0.09911,0.63155,15.76,0.0334,3.285,0.61187214,1672444800,1703980800,1688083200,-50726000,-1.11,-0.16,-0.4,3:2,818208000,0.745,14.674,NMS,EQUITY,NNBR,NNBR,"NN, Inc.","NN, Inc.",763741800,America/New_York,EDT,-14400000,2.01,5.0,4.0,4.5,4.5,2.0,buy,2,14337000,0.305,25248000,209956000,1.166,2.169,497603008,89.416,10.991,-0.025050001,-0.15355,77633000,15281125,18904000,-0.001,0.13838,0.05074,-0.044770002,USD,
5,6210 Ardrey Kell Road,Suite 600,Charlotte,NC,28277,United States,980 264 4300,https://www.nninc.com,Conglomerates,Industrials,"NN, Inc., a diversified industrial company, designs, manufactures, and sells high-precision metal and plastic components and assemblies. It operates through two segments, Mobile Solutions and Power Solutions. The Mobile Solutions segment manufactures and sells system critical components for automotive and general industrial end markets for use in power steering, braking, transmissions, gasoline fuel system, diesel injection, and diesel emissions treatment applications, as well as use in heating, ventilation, and air conditioning. The Power Solutions segment designs, manufactures, and sells a range of high-precision metal and plastic components, assemblies, and finished devices used in various applications, such as power control and transportation electrification. Its products include electrical contacts, connectors, contact assemblies, and precision stampings for the electrical, general industrial, automotive, aerospace, defense, and medical end markets. This segment also produces various tools and instruments for the orthopaedics and medical/surgical end markets. NN, Inc. was founded in 1980 and is headquartered in Charlotte, North Carolina.",3363,"{'maxAge': 1, 'name': 'Mr. David  Harrison', 'title': 'Chief Procurement Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",8,3,7,2,4,1693526400,1672444800,86400,4,2.02,1.99,1.9899,2.085,2.02,1.99,1.9899,2.085,1567728000,0.0,2.849585,-12.5625,82548,82548,94466,69380,69380,2.0,2.1,1400,1000,94507384,0.97,3.25,0.18992527,2.4296,1.85305,0.0,0.0,USD,370490400,-0.07793,31232581,47018600,1322026,1452560,1690761600,1693440000,0.028099999,0.09911,0.63155,15.76,0.0334,3.285,0.61187214,1672444800,1703980800,1688083200,-50726000,-1.11,-0.16,-0.4,3:2,818208000,0.745,14.674,NMS,EQUITY,NNBR,NNBR,"NN, Inc.","NN, Inc.",763741800,America/New_York,EDT,-14400000,2.01,5.0,4.0,4.5,4.5,2.0,buy,2,14337000,0.305,25248000,209956000,1.166,2.169,497603008,89.416,10.991,-0.025050001,-0.15355,77633000,15281125,18904000,-0.001,0.13838,0.05074,-0.044770002,USD,
