,address1,city,zip,country,phone,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,exDividendDate,payoutRatio,beta,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,forwardEps,pegRatio,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,Korsegata 4B,Ålesund,6002,Norway,47 70 30 44 50,https://www.hexagongroup.com,Packaging & Containers,Consumer Cyclical,"Hexagon Composites ASA, together with its subsidiaries, engages in the production and sale of composite pressure cylinders and fuel systems in Norway, Europe, North America, South-East Asia, the Middle East, and internationally. The company operates through four segments: Hexagon Agility, Hexagon Ragasco, Hexagon Digital Wave, and Hexagon Purus. The Hexagon Agility segment provides clean fuel solutions for commercial vehicles, passenger vehicles, and gaseous energy transportation. The Hexagon Ragasco segment manufacturers composite liquefied petroleum gas (LPG) cylinders for leisure, household, and industrial applications. The Hexagon Digital Wave segment offers cylinder testing and monitoring technology solutions that reduce down-time and inspection costs while improving inspection accuracy. Hexagon Purus segment provides high pressure cylinders, vehicle systems, and battery backs for fuel cell and battery electric vehicles that enable the safe and effective use of hydrogen and electricity as transportation fuel in various applications, including buses, distribution, refueling, rail, maritime, aerospace, and ground storage, as well as light, medium, and heavy-duty vehicles. Hexagon Composites ASA was incorporated in 1995 and is headquartered in Ålesund, Norway.",1698,"{'maxAge': 1, 'name': 'Mr. Jon Erik Engeset', 'title': 'Group Pres & CEO', 'fiscalYear': 2022, 'totalPay': 5639000, 'exercisedValue': 0, 'unexercisedValue': 0}",9,5,10,1,7,1693526400,1672444800,86400,2,37.36,37.2,34.3,37.2,37.36,37.2,34.3,37.2,1524182400,0.0,1.228228,72.56,1019004,1019004,237978,361982,361982,36.38,37.8,175400,301800,7282012160,19.672832,40.66,1.3316768,30.784,31.125793,0.0,0.0,NOK,9441095680,0.37078997,116451352,200716992,0.41662,0.22262,21.044,1.7240068,1672444800,1703980800,1688083200,-264842000,-1.54,0.5,-0.4,1.727,-72.192,OSL,EQUITY,HEX.OL,HEX.OL,HEXAGON COMPOSITES,Hexagon Composites ASA,946886400,Europe/Oslo,CEST,7200000,36.28,42.0,31.0,37.0,37.5,2.0,buy,4,228806000,1.115,-130778000,2223910912,0.838,1.916,5468302848,51.49,23.33,-0.02891,-0.10411,2275791000,-455818752,136583008,0.323,0.45536,-0.02392,-0.06604,NOK,
1,Korsegata 4B,Ålesund,6002,Norway,47 70 30 44 50,https://www.hexagongroup.com,Packaging & Containers,Consumer Cyclical,"Hexagon Composites ASA, together with its subsidiaries, engages in the production and sale of composite pressure cylinders and fuel systems in Norway, Europe, North America, South-East Asia, the Middle East, and internationally. The company operates through four segments: Hexagon Agility, Hexagon Ragasco, Hexagon Digital Wave, and Hexagon Purus. The Hexagon Agility segment provides clean fuel solutions for commercial vehicles, passenger vehicles, and gaseous energy transportation. The Hexagon Ragasco segment manufacturers composite liquefied petroleum gas (LPG) cylinders for leisure, household, and industrial applications. The Hexagon Digital Wave segment offers cylinder testing and monitoring technology solutions that reduce down-time and inspection costs while improving inspection accuracy. Hexagon Purus segment provides high pressure cylinders, vehicle systems, and battery backs for fuel cell and battery electric vehicles that enable the safe and effective use of hydrogen and electricity as transportation fuel in various applications, including buses, distribution, refueling, rail, maritime, aerospace, and ground storage, as well as light, medium, and heavy-duty vehicles. Hexagon Composites ASA was incorporated in 1995 and is headquartered in Ålesund, Norway.",1698,"{'maxAge': 1, 'name': 'Mr. David  Bandele', 'age': 51, 'title': 'Chief Financial Officer', 'yearBorn': 1971, 'fiscalYear': 2022, 'totalPay': 3577000, 'exercisedValue': 0, 'unexercisedValue': 0}",9,5,10,1,7,1693526400,1672444800,86400,2,37.36,37.2,34.3,37.2,37.36,37.2,34.3,37.2,1524182400,0.0,1.228228,72.56,1019004,1019004,237978,361982,361982,36.38,37.8,175400,301800,7282012160,19.672832,40.66,1.3316768,30.784,31.125793,0.0,0.0,NOK,9441095680,0.37078997,116451352,200716992,0.41662,0.22262,21.044,1.7240068,1672444800,1703980800,1688083200,-264842000,-1.54,0.5,-0.4,1.727,-72.192,OSL,EQUITY,HEX.OL,HEX.OL,HEXAGON COMPOSITES,Hexagon Composites ASA,946886400,Europe/Oslo,CEST,7200000,36.28,42.0,31.0,37.0,37.5,2.0,buy,4,228806000,1.115,-130778000,2223910912,0.838,1.916,5468302848,51.49,23.33,-0.02891,-0.10411,2275791000,-455818752,136583008,0.323,0.45536,-0.02392,-0.06604,NOK,
2,Korsegata 4B,Ålesund,6002,Norway,47 70 30 44 50,https://www.hexagongroup.com,Packaging & Containers,Consumer Cyclical,"Hexagon Composites ASA, together with its subsidiaries, engages in the production and sale of composite pressure cylinders and fuel systems in Norway, Europe, North America, South-East Asia, the Middle East, and internationally. The company operates through four segments: Hexagon Agility, Hexagon Ragasco, Hexagon Digital Wave, and Hexagon Purus. The Hexagon Agility segment provides clean fuel solutions for commercial vehicles, passenger vehicles, and gaseous energy transportation. The Hexagon Ragasco segment manufacturers composite liquefied petroleum gas (LPG) cylinders for leisure, household, and industrial applications. The Hexagon Digital Wave segment offers cylinder testing and monitoring technology solutions that reduce down-time and inspection costs while improving inspection accuracy. Hexagon Purus segment provides high pressure cylinders, vehicle systems, and battery backs for fuel cell and battery electric vehicles that enable the safe and effective use of hydrogen and electricity as transportation fuel in various applications, including buses, distribution, refueling, rail, maritime, aerospace, and ground storage, as well as light, medium, and heavy-duty vehicles. Hexagon Composites ASA was incorporated in 1995 and is headquartered in Ålesund, Norway.",1698,"{'maxAge': 1, 'name': 'Mr. Hans Peter Havdal M.Sc.', 'title': 'Chief Operating Officer', 'fiscalYear': 2022, 'totalPay': 311000, 'exercisedValue': 0, 'unexercisedValue': 0}",9,5,10,1,7,1693526400,1672444800,86400,2,37.36,37.2,34.3,37.2,37.36,37.2,34.3,37.2,1524182400,0.0,1.228228,72.56,1019004,1019004,237978,361982,361982,36.38,37.8,175400,301800,7282012160,19.672832,40.66,1.3316768,30.784,31.125793,0.0,0.0,NOK,9441095680,0.37078997,116451352,200716992,0.41662,0.22262,21.044,1.7240068,1672444800,1703980800,1688083200,-264842000,-1.54,0.5,-0.4,1.727,-72.192,OSL,EQUITY,HEX.OL,HEX.OL,HEXAGON COMPOSITES,Hexagon Composites ASA,946886400,Europe/Oslo,CEST,7200000,36.28,42.0,31.0,37.0,37.5,2.0,buy,4,228806000,1.115,-130778000,2223910912,0.838,1.916,5468302848,51.49,23.33,-0.02891,-0.10411,2275791000,-455818752,136583008,0.323,0.45536,-0.02392,-0.06604,NOK,
3,Korsegata 4B,Ålesund,6002,Norway,47 70 30 44 50,https://www.hexagongroup.com,Packaging & Containers,Consumer Cyclical,"Hexagon Composites ASA, together with its subsidiaries, engages in the production and sale of composite pressure cylinders and fuel systems in Norway, Europe, North America, South-East Asia, the Middle East, and internationally. The company operates through four segments: Hexagon Agility, Hexagon Ragasco, Hexagon Digital Wave, and Hexagon Purus. The Hexagon Agility segment provides clean fuel solutions for commercial vehicles, passenger vehicles, and gaseous energy transportation. The Hexagon Ragasco segment manufacturers composite liquefied petroleum gas (LPG) cylinders for leisure, household, and industrial applications. The Hexagon Digital Wave segment offers cylinder testing and monitoring technology solutions that reduce down-time and inspection costs while improving inspection accuracy. Hexagon Purus segment provides high pressure cylinders, vehicle systems, and battery backs for fuel cell and battery electric vehicles that enable the safe and effective use of hydrogen and electricity as transportation fuel in various applications, including buses, distribution, refueling, rail, maritime, aerospace, and ground storage, as well as light, medium, and heavy-duty vehicles. Hexagon Composites ASA was incorporated in 1995 and is headquartered in Ålesund, Norway.",1698,"{'maxAge': 1, 'name': 'Ms. Karen  Romer', 'age': 59, 'title': 'Sr. VP of Communications', 'yearBorn': 1963, 'fiscalYear': 2022, 'totalPay': 2523000, 'exercisedValue': 0, 'unexercisedValue': 0}",9,5,10,1,7,1693526400,1672444800,86400,2,37.36,37.2,34.3,37.2,37.36,37.2,34.3,37.2,1524182400,0.0,1.228228,72.56,1019004,1019004,237978,361982,361982,36.38,37.8,175400,301800,7282012160,19.672832,40.66,1.3316768,30.784,31.125793,0.0,0.0,NOK,9441095680,0.37078997,116451352,200716992,0.41662,0.22262,21.044,1.7240068,1672444800,1703980800,1688083200,-264842000,-1.54,0.5,-0.4,1.727,-72.192,OSL,EQUITY,HEX.OL,HEX.OL,HEXAGON COMPOSITES,Hexagon Composites ASA,946886400,Europe/Oslo,CEST,7200000,36.28,42.0,31.0,37.0,37.5,2.0,buy,4,228806000,1.115,-130778000,2223910912,0.838,1.916,5468302848,51.49,23.33,-0.02891,-0.10411,2275791000,-455818752,136583008,0.323,0.45536,-0.02392,-0.06604,NOK,
4,Korsegata 4B,Ålesund,6002,Norway,47 70 30 44 50,https://www.hexagongroup.com,Packaging & Containers,Consumer Cyclical,"Hexagon Composites ASA, together with its subsidiaries, engages in the production and sale of composite pressure cylinders and fuel systems in Norway, Europe, North America, South-East Asia, the Middle East, and internationally. The company operates through four segments: Hexagon Agility, Hexagon Ragasco, Hexagon Digital Wave, and Hexagon Purus. The Hexagon Agility segment provides clean fuel solutions for commercial vehicles, passenger vehicles, and gaseous energy transportation. The Hexagon Ragasco segment manufacturers composite liquefied petroleum gas (LPG) cylinders for leisure, household, and industrial applications. The Hexagon Digital Wave segment offers cylinder testing and monitoring technology solutions that reduce down-time and inspection costs while improving inspection accuracy. Hexagon Purus segment provides high pressure cylinders, vehicle systems, and battery backs for fuel cell and battery electric vehicles that enable the safe and effective use of hydrogen and electricity as transportation fuel in various applications, including buses, distribution, refueling, rail, maritime, aerospace, and ground storage, as well as light, medium, and heavy-duty vehicles. Hexagon Composites ASA was incorporated in 1995 and is headquartered in Ålesund, Norway.",1698,"{'maxAge': 1, 'name': 'Mr. Skjalg Sylte Stavheim', 'title': 'Pres of Hexagon Ragasco', 'fiscalYear': 2022, 'totalPay': 3706000, 'exercisedValue': 0, 'unexercisedValue': 0}",9,5,10,1,7,1693526400,1672444800,86400,2,37.36,37.2,34.3,37.2,37.36,37.2,34.3,37.2,1524182400,0.0,1.228228,72.56,1019004,1019004,237978,361982,361982,36.38,37.8,175400,301800,7282012160,19.672832,40.66,1.3316768,30.784,31.125793,0.0,0.0,NOK,9441095680,0.37078997,116451352,200716992,0.41662,0.22262,21.044,1.7240068,1672444800,1703980800,1688083200,-264842000,-1.54,0.5,-0.4,1.727,-72.192,OSL,EQUITY,HEX.OL,HEX.OL,HEXAGON COMPOSITES,Hexagon Composites ASA,946886400,Europe/Oslo,CEST,7200000,36.28,42.0,31.0,37.0,37.5,2.0,buy,4,228806000,1.115,-130778000,2223910912,0.838,1.916,5468302848,51.49,23.33,-0.02891,-0.10411,2275791000,-455818752,136583008,0.323,0.45536,-0.02392,-0.06604,NOK,
5,Korsegata 4B,Ålesund,6002,Norway,47 70 30 44 50,https://www.hexagongroup.com,Packaging & Containers,Consumer Cyclical,"Hexagon Composites ASA, together with its subsidiaries, engages in the production and sale of composite pressure cylinders and fuel systems in Norway, Europe, North America, South-East Asia, the Middle East, and internationally. The company operates through four segments: Hexagon Agility, Hexagon Ragasco, Hexagon Digital Wave, and Hexagon Purus. The Hexagon Agility segment provides clean fuel solutions for commercial vehicles, passenger vehicles, and gaseous energy transportation. The Hexagon Ragasco segment manufacturers composite liquefied petroleum gas (LPG) cylinders for leisure, household, and industrial applications. The Hexagon Digital Wave segment offers cylinder testing and monitoring technology solutions that reduce down-time and inspection costs while improving inspection accuracy. Hexagon Purus segment provides high pressure cylinders, vehicle systems, and battery backs for fuel cell and battery electric vehicles that enable the safe and effective use of hydrogen and electricity as transportation fuel in various applications, including buses, distribution, refueling, rail, maritime, aerospace, and ground storage, as well as light, medium, and heavy-duty vehicles. Hexagon Composites ASA was incorporated in 1995 and is headquartered in Ålesund, Norway.",1698,"{'maxAge': 1, 'name': 'Mr. Rick  Rashilla', 'title': 'SVP of Sustainability', 'fiscalYear': 2022, 'totalPay': 3724000, 'exercisedValue': 0, 'unexercisedValue': 0}",9,5,10,1,7,1693526400,1672444800,86400,2,37.36,37.2,34.3,37.2,37.36,37.2,34.3,37.2,1524182400,0.0,1.228228,72.56,1019004,1019004,237978,361982,361982,36.38,37.8,175400,301800,7282012160,19.672832,40.66,1.3316768,30.784,31.125793,0.0,0.0,NOK,9441095680,0.37078997,116451352,200716992,0.41662,0.22262,21.044,1.7240068,1672444800,1703980800,1688083200,-264842000,-1.54,0.5,-0.4,1.727,-72.192,OSL,EQUITY,HEX.OL,HEX.OL,HEXAGON COMPOSITES,Hexagon Composites ASA,946886400,Europe/Oslo,CEST,7200000,36.28,42.0,31.0,37.0,37.5,2.0,buy,4,228806000,1.115,-130778000,2223910912,0.838,1.916,5468302848,51.49,23.33,-0.02891,-0.10411,2275791000,-455818752,136583008,0.323,0.45536,-0.02392,-0.06604,NOK,
6,Korsegata 4B,Ålesund,6002,Norway,47 70 30 44 50,https://www.hexagongroup.com,Packaging & Containers,Consumer Cyclical,"Hexagon Composites ASA, together with its subsidiaries, engages in the production and sale of composite pressure cylinders and fuel systems in Norway, Europe, North America, South-East Asia, the Middle East, and internationally. The company operates through four segments: Hexagon Agility, Hexagon Ragasco, Hexagon Digital Wave, and Hexagon Purus. The Hexagon Agility segment provides clean fuel solutions for commercial vehicles, passenger vehicles, and gaseous energy transportation. The Hexagon Ragasco segment manufacturers composite liquefied petroleum gas (LPG) cylinders for leisure, household, and industrial applications. The Hexagon Digital Wave segment offers cylinder testing and monitoring technology solutions that reduce down-time and inspection costs while improving inspection accuracy. Hexagon Purus segment provides high pressure cylinders, vehicle systems, and battery backs for fuel cell and battery electric vehicles that enable the safe and effective use of hydrogen and electricity as transportation fuel in various applications, including buses, distribution, refueling, rail, maritime, aerospace, and ground storage, as well as light, medium, and heavy-duty vehicles. Hexagon Composites ASA was incorporated in 1995 and is headquartered in Ålesund, Norway.",1698,"{'maxAge': 1, 'name': 'Mr. Seung W. Baik', 'title': 'Pres of Hexagon Agility', 'fiscalYear': 2022, 'totalPay': 5711000, 'exercisedValue': 0, 'unexercisedValue': 0}",9,5,10,1,7,1693526400,1672444800,86400,2,37.36,37.2,34.3,37.2,37.36,37.2,34.3,37.2,1524182400,0.0,1.228228,72.56,1019004,1019004,237978,361982,361982,36.38,37.8,175400,301800,7282012160,19.672832,40.66,1.3316768,30.784,31.125793,0.0,0.0,NOK,9441095680,0.37078997,116451352,200716992,0.41662,0.22262,21.044,1.7240068,1672444800,1703980800,1688083200,-264842000,-1.54,0.5,-0.4,1.727,-72.192,OSL,EQUITY,HEX.OL,HEX.OL,HEXAGON COMPOSITES,Hexagon Composites ASA,946886400,Europe/Oslo,CEST,7200000,36.28,42.0,31.0,37.0,37.5,2.0,buy,4,228806000,1.115,-130778000,2223910912,0.838,1.916,5468302848,51.49,23.33,-0.02891,-0.10411,2275791000,-455818752,136583008,0.323,0.45536,-0.02392,-0.06604,NOK,
7,Korsegata 4B,Ålesund,6002,Norway,47 70 30 44 50,https://www.hexagongroup.com,Packaging & Containers,Consumer Cyclical,"Hexagon Composites ASA, together with its subsidiaries, engages in the production and sale of composite pressure cylinders and fuel systems in Norway, Europe, North America, South-East Asia, the Middle East, and internationally. The company operates through four segments: Hexagon Agility, Hexagon Ragasco, Hexagon Digital Wave, and Hexagon Purus. The Hexagon Agility segment provides clean fuel solutions for commercial vehicles, passenger vehicles, and gaseous energy transportation. The Hexagon Ragasco segment manufacturers composite liquefied petroleum gas (LPG) cylinders for leisure, household, and industrial applications. The Hexagon Digital Wave segment offers cylinder testing and monitoring technology solutions that reduce down-time and inspection costs while improving inspection accuracy. Hexagon Purus segment provides high pressure cylinders, vehicle systems, and battery backs for fuel cell and battery electric vehicles that enable the safe and effective use of hydrogen and electricity as transportation fuel in various applications, including buses, distribution, refueling, rail, maritime, aerospace, and ground storage, as well as light, medium, and heavy-duty vehicles. Hexagon Composites ASA was incorporated in 1995 and is headquartered in Ålesund, Norway.",1698,"{'maxAge': 1, 'name': 'Mr. Morten  Holum', 'title': 'CEO & Pres of Hexagon Purus', 'fiscalYear': 2022, 'totalPay': 4854000, 'exercisedValue': 0, 'unexercisedValue': 0}",9,5,10,1,7,1693526400,1672444800,86400,2,37.36,37.2,34.3,37.2,37.36,37.2,34.3,37.2,1524182400,0.0,1.228228,72.56,1019004,1019004,237978,361982,361982,36.38,37.8,175400,301800,7282012160,19.672832,40.66,1.3316768,30.784,31.125793,0.0,0.0,NOK,9441095680,0.37078997,116451352,200716992,0.41662,0.22262,21.044,1.7240068,1672444800,1703980800,1688083200,-264842000,-1.54,0.5,-0.4,1.727,-72.192,OSL,EQUITY,HEX.OL,HEX.OL,HEXAGON COMPOSITES,Hexagon Composites ASA,946886400,Europe/Oslo,CEST,7200000,36.28,42.0,31.0,37.0,37.5,2.0,buy,4,228806000,1.115,-130778000,2223910912,0.838,1.916,5468302848,51.49,23.33,-0.02891,-0.10411,2275791000,-455818752,136583008,0.323,0.45536,-0.02392,-0.06604,NOK,
8,Korsegata 4B,Ålesund,6002,Norway,47 70 30 44 50,https://www.hexagongroup.com,Packaging & Containers,Consumer Cyclical,"Hexagon Composites ASA, together with its subsidiaries, engages in the production and sale of composite pressure cylinders and fuel systems in Norway, Europe, North America, South-East Asia, the Middle East, and internationally. The company operates through four segments: Hexagon Agility, Hexagon Ragasco, Hexagon Digital Wave, and Hexagon Purus. The Hexagon Agility segment provides clean fuel solutions for commercial vehicles, passenger vehicles, and gaseous energy transportation. The Hexagon Ragasco segment manufacturers composite liquefied petroleum gas (LPG) cylinders for leisure, household, and industrial applications. The Hexagon Digital Wave segment offers cylinder testing and monitoring technology solutions that reduce down-time and inspection costs while improving inspection accuracy. Hexagon Purus segment provides high pressure cylinders, vehicle systems, and battery backs for fuel cell and battery electric vehicles that enable the safe and effective use of hydrogen and electricity as transportation fuel in various applications, including buses, distribution, refueling, rail, maritime, aerospace, and ground storage, as well as light, medium, and heavy-duty vehicles. Hexagon Composites ASA was incorporated in 1995 and is headquartered in Ålesund, Norway.",1698,"{'maxAge': 1, 'name': 'Mr. George  Siedlecki', 'title': 'SVP of Strategy & M&A', 'fiscalYear': 2022, 'totalPay': 4536000, 'exercisedValue': 0, 'unexercisedValue': 0}",9,5,10,1,7,1693526400,1672444800,86400,2,37.36,37.2,34.3,37.2,37.36,37.2,34.3,37.2,1524182400,0.0,1.228228,72.56,1019004,1019004,237978,361982,361982,36.38,37.8,175400,301800,7282012160,19.672832,40.66,1.3316768,30.784,31.125793,0.0,0.0,NOK,9441095680,0.37078997,116451352,200716992,0.41662,0.22262,21.044,1.7240068,1672444800,1703980800,1688083200,-264842000,-1.54,0.5,-0.4,1.727,-72.192,OSL,EQUITY,HEX.OL,HEX.OL,HEXAGON COMPOSITES,Hexagon Composites ASA,946886400,Europe/Oslo,CEST,7200000,36.28,42.0,31.0,37.0,37.5,2.0,buy,4,228806000,1.115,-130778000,2223910912,0.838,1.916,5468302848,51.49,23.33,-0.02891,-0.10411,2275791000,-455818752,136583008,0.323,0.45536,-0.02392,-0.06604,NOK,
9,Korsegata 4B,Ålesund,6002,Norway,47 70 30 44 50,https://www.hexagongroup.com,Packaging & Containers,Consumer Cyclical,"Hexagon Composites ASA, together with its subsidiaries, engages in the production and sale of composite pressure cylinders and fuel systems in Norway, Europe, North America, South-East Asia, the Middle East, and internationally. The company operates through four segments: Hexagon Agility, Hexagon Ragasco, Hexagon Digital Wave, and Hexagon Purus. The Hexagon Agility segment provides clean fuel solutions for commercial vehicles, passenger vehicles, and gaseous energy transportation. The Hexagon Ragasco segment manufacturers composite liquefied petroleum gas (LPG) cylinders for leisure, household, and industrial applications. The Hexagon Digital Wave segment offers cylinder testing and monitoring technology solutions that reduce down-time and inspection costs while improving inspection accuracy. Hexagon Purus segment provides high pressure cylinders, vehicle systems, and battery backs for fuel cell and battery electric vehicles that enable the safe and effective use of hydrogen and electricity as transportation fuel in various applications, including buses, distribution, refueling, rail, maritime, aerospace, and ground storage, as well as light, medium, and heavy-duty vehicles. Hexagon Composites ASA was incorporated in 1995 and is headquartered in Ålesund, Norway.",1698,"{'maxAge': 1, 'name': 'Ms. Melissa  Holler', 'title': 'Pres of Digital Wave', 'fiscalYear': 2022, 'totalPay': 5236500, 'exercisedValue': 0, 'unexercisedValue': 0}",9,5,10,1,7,1693526400,1672444800,86400,2,37.36,37.2,34.3,37.2,37.36,37.2,34.3,37.2,1524182400,0.0,1.228228,72.56,1019004,1019004,237978,361982,361982,36.38,37.8,175400,301800,7282012160,19.672832,40.66,1.3316768,30.784,31.125793,0.0,0.0,NOK,9441095680,0.37078997,116451352,200716992,0.41662,0.22262,21.044,1.7240068,1672444800,1703980800,1688083200,-264842000,-1.54,0.5,-0.4,1.727,-72.192,OSL,EQUITY,HEX.OL,HEX.OL,HEXAGON COMPOSITES,Hexagon Composites ASA,946886400,Europe/Oslo,CEST,7200000,36.28,42.0,31.0,37.0,37.5,2.0,buy,4,228806000,1.115,-130778000,2223910912,0.838,1.916,5468302848,51.49,23.33,-0.02891,-0.10411,2275791000,-455818752,136583008,0.323,0.45536,-0.02392,-0.06604,NOK,
