,address1,address2,city,country,phone,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,lastSplitFactor,lastSplitDate,enterpriseToRevenue,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,Kwan Chart Tower,Rooms 2302–2303 No. 6 Tonnochy Road,Wan Chai,Hong Kong,852 6699 2228,https://www.pawnshop.com.hk,Mortgage Finance,Financial Services,"Oi Wah Pawnshop Credit Holdings Limited, an investment holding company, engages in the provision of secured financing services in Hong Kong. It offers pawn, mortgage loans, and money lending services, as well as consulting services. The company was founded in 1975 and is headquartered in Wan Chai, Hong Kong. Oi Wah Pawnshop Credit Holdings Limited is a subsidiary of Kwan Lik Holding Limited.",50,"{'maxAge': 1, 'name': 'Mr. Kai Ho  Chan', 'age': 50, 'title': 'Chairman & CEO', 'yearBorn': 1972, 'fiscalYear': 2023, 'totalPay': 5341000, 'exercisedValue': 0, 'unexercisedValue': 0}",1703980800,86400,3,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.02,0.0746,1690934400,0.36220002,5.51,0.311936,4.8199997,48000,48000,125079,3200,3200,0.241,0.255,0,0,464464832,0.226,0.28,2.9477668,0.25774,0.25026,0.018,0.074999996,HKD,413082976,0.54648,335801671,1927239936,0.82575995,0.0,0.534,0.45131087,1677542400,1709078400,1677542400,0.233,86107000,0.05,4:1,1438646400,2.622,HKG,EQUITY,1319.HK,1319.HK,OIWAHPAWN,Oi Wah Pawnshop Credit Holdings Limited,1363051800,Asia/Hong_Kong,HKT,28800000,0.241,none,162447008,0.084,111066000,12.423,12.618,157564992,10.783,0.082,0.07457,0.08555,73096000,0.234,0.141,1.0,0.0,0.64141,HKD,
1,Kwan Chart Tower,Rooms 2302–2303 No. 6 Tonnochy Road,Wan Chai,Hong Kong,852 6699 2228,https://www.pawnshop.com.hk,Mortgage Finance,Financial Services,"Oi Wah Pawnshop Credit Holdings Limited, an investment holding company, engages in the provision of secured financing services in Hong Kong. It offers pawn, mortgage loans, and money lending services, as well as consulting services. The company was founded in 1975 and is headquartered in Wan Chai, Hong Kong. Oi Wah Pawnshop Credit Holdings Limited is a subsidiary of Kwan Lik Holding Limited.",50,"{'maxAge': 1, 'name': 'Mr. Chart Man  Chan', 'age': 90, 'title': 'Founder & Exec. Director', 'yearBorn': 1932, 'fiscalYear': 2023, 'totalPay': 492000, 'exercisedValue': 0, 'unexercisedValue': 0}",1703980800,86400,3,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.02,0.0746,1690934400,0.36220002,5.51,0.311936,4.8199997,48000,48000,125079,3200,3200,0.241,0.255,0,0,464464832,0.226,0.28,2.9477668,0.25774,0.25026,0.018,0.074999996,HKD,413082976,0.54648,335801671,1927239936,0.82575995,0.0,0.534,0.45131087,1677542400,1709078400,1677542400,0.233,86107000,0.05,4:1,1438646400,2.622,HKG,EQUITY,1319.HK,1319.HK,OIWAHPAWN,Oi Wah Pawnshop Credit Holdings Limited,1363051800,Asia/Hong_Kong,HKT,28800000,0.241,none,162447008,0.084,111066000,12.423,12.618,157564992,10.783,0.082,0.07457,0.08555,73096000,0.234,0.141,1.0,0.0,0.64141,HKD,
2,Kwan Chart Tower,Rooms 2302–2303 No. 6 Tonnochy Road,Wan Chai,Hong Kong,852 6699 2228,https://www.pawnshop.com.hk,Mortgage Finance,Financial Services,"Oi Wah Pawnshop Credit Holdings Limited, an investment holding company, engages in the provision of secured financing services in Hong Kong. It offers pawn, mortgage loans, and money lending services, as well as consulting services. The company was founded in 1975 and is headquartered in Wan Chai, Hong Kong. Oi Wah Pawnshop Credit Holdings Limited is a subsidiary of Kwan Lik Holding Limited.",50,"{'maxAge': 1, 'name': 'Ms. Mei Fong  Chan', 'age': 51, 'title': 'COO & Exec. Director', 'yearBorn': 1971, 'fiscalYear': 2023, 'totalPay': 1009000, 'exercisedValue': 0, 'unexercisedValue': 0}",1703980800,86400,3,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.02,0.0746,1690934400,0.36220002,5.51,0.311936,4.8199997,48000,48000,125079,3200,3200,0.241,0.255,0,0,464464832,0.226,0.28,2.9477668,0.25774,0.25026,0.018,0.074999996,HKD,413082976,0.54648,335801671,1927239936,0.82575995,0.0,0.534,0.45131087,1677542400,1709078400,1677542400,0.233,86107000,0.05,4:1,1438646400,2.622,HKG,EQUITY,1319.HK,1319.HK,OIWAHPAWN,Oi Wah Pawnshop Credit Holdings Limited,1363051800,Asia/Hong_Kong,HKT,28800000,0.241,none,162447008,0.084,111066000,12.423,12.618,157564992,10.783,0.082,0.07457,0.08555,73096000,0.234,0.141,1.0,0.0,0.64141,HKD,
3,Kwan Chart Tower,Rooms 2302–2303 No. 6 Tonnochy Road,Wan Chai,Hong Kong,852 6699 2228,https://www.pawnshop.com.hk,Mortgage Finance,Financial Services,"Oi Wah Pawnshop Credit Holdings Limited, an investment holding company, engages in the provision of secured financing services in Hong Kong. It offers pawn, mortgage loans, and money lending services, as well as consulting services. The company was founded in 1975 and is headquartered in Wan Chai, Hong Kong. Oi Wah Pawnshop Credit Holdings Limited is a subsidiary of Kwan Lik Holding Limited.",50,"{'maxAge': 1, 'name': 'Ms. Ying Yu  Chan', 'age': 56, 'title': 'Exec. Director', 'yearBorn': 1966, 'fiscalYear': 2023, 'totalPay': 627000, 'exercisedValue': 0, 'unexercisedValue': 0}",1703980800,86400,3,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.02,0.0746,1690934400,0.36220002,5.51,0.311936,4.8199997,48000,48000,125079,3200,3200,0.241,0.255,0,0,464464832,0.226,0.28,2.9477668,0.25774,0.25026,0.018,0.074999996,HKD,413082976,0.54648,335801671,1927239936,0.82575995,0.0,0.534,0.45131087,1677542400,1709078400,1677542400,0.233,86107000,0.05,4:1,1438646400,2.622,HKG,EQUITY,1319.HK,1319.HK,OIWAHPAWN,Oi Wah Pawnshop Credit Holdings Limited,1363051800,Asia/Hong_Kong,HKT,28800000,0.241,none,162447008,0.084,111066000,12.423,12.618,157564992,10.783,0.082,0.07457,0.08555,73096000,0.234,0.141,1.0,0.0,0.64141,HKD,
4,Kwan Chart Tower,Rooms 2302–2303 No. 6 Tonnochy Road,Wan Chai,Hong Kong,852 6699 2228,https://www.pawnshop.com.hk,Mortgage Finance,Financial Services,"Oi Wah Pawnshop Credit Holdings Limited, an investment holding company, engages in the provision of secured financing services in Hong Kong. It offers pawn, mortgage loans, and money lending services, as well as consulting services. The company was founded in 1975 and is headquartered in Wan Chai, Hong Kong. Oi Wah Pawnshop Credit Holdings Limited is a subsidiary of Kwan Lik Holding Limited.",50,"{'maxAge': 1, 'name': 'Mr. Yiu Hang  Cheng HKICPA', 'age': 39, 'title': 'CFO & Company Sec.', 'yearBorn': 1983, 'exercisedValue': 0, 'unexercisedValue': 0}",1703980800,86400,3,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.02,0.0746,1690934400,0.36220002,5.51,0.311936,4.8199997,48000,48000,125079,3200,3200,0.241,0.255,0,0,464464832,0.226,0.28,2.9477668,0.25774,0.25026,0.018,0.074999996,HKD,413082976,0.54648,335801671,1927239936,0.82575995,0.0,0.534,0.45131087,1677542400,1709078400,1677542400,0.233,86107000,0.05,4:1,1438646400,2.622,HKG,EQUITY,1319.HK,1319.HK,OIWAHPAWN,Oi Wah Pawnshop Credit Holdings Limited,1363051800,Asia/Hong_Kong,HKT,28800000,0.241,none,162447008,0.084,111066000,12.423,12.618,157564992,10.783,0.082,0.07457,0.08555,73096000,0.234,0.141,1.0,0.0,0.64141,HKD,
5,Kwan Chart Tower,Rooms 2302–2303 No. 6 Tonnochy Road,Wan Chai,Hong Kong,852 6699 2228,https://www.pawnshop.com.hk,Mortgage Finance,Financial Services,"Oi Wah Pawnshop Credit Holdings Limited, an investment holding company, engages in the provision of secured financing services in Hong Kong. It offers pawn, mortgage loans, and money lending services, as well as consulting services. The company was founded in 1975 and is headquartered in Wan Chai, Hong Kong. Oi Wah Pawnshop Credit Holdings Limited is a subsidiary of Kwan Lik Holding Limited.",50,"{'maxAge': 1, 'name': 'Mr. Kai Man  Ng', 'age': 61, 'title': 'Marketing Director', 'yearBorn': 1961, 'exercisedValue': 0, 'unexercisedValue': 0}",1703980800,86400,3,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.02,0.0746,1690934400,0.36220002,5.51,0.311936,4.8199997,48000,48000,125079,3200,3200,0.241,0.255,0,0,464464832,0.226,0.28,2.9477668,0.25774,0.25026,0.018,0.074999996,HKD,413082976,0.54648,335801671,1927239936,0.82575995,0.0,0.534,0.45131087,1677542400,1709078400,1677542400,0.233,86107000,0.05,4:1,1438646400,2.622,HKG,EQUITY,1319.HK,1319.HK,OIWAHPAWN,Oi Wah Pawnshop Credit Holdings Limited,1363051800,Asia/Hong_Kong,HKT,28800000,0.241,none,162447008,0.084,111066000,12.423,12.618,157564992,10.783,0.082,0.07457,0.08555,73096000,0.234,0.141,1.0,0.0,0.64141,HKD,
