,address1,address2,city,state,zip,country,phone,fax,website,longBusinessSummary,companyOfficers,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,beta,trailingPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,enterpriseToRevenue,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,totalDebt,quickRatio,currentRatio,totalRevenue,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,150 York Street,Suite 1710,Toronto,ON,M5H 3S5,Canada,416 861 9941,416 861 9943,https://www.bromptongroup.com/funds/fund/rbn/overview,"Blue Ribbon Income Fund is a closed-ended equity mutual fund launched and managed by Bloom Investment Counsel, Inc. The fund invests in public equity markets of Canada. It benchmarks the performance of its portfolio against the S&P/TSX Income Trust Index. The fund was formerly known as the Citadel Diversified Investment Trust. Blue Ribbon Income Fund was formed on September 16, 1997 and is domiciled in Canada.","{'maxAge': 1, 'name': 'Mr. Mark A. Caranci B.Com., C.A., C.P.A., BComm, CPA, CA', 'title': 'CEO, Pres & Director of Blue Ribbon Fund Mgmt Ltd', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,1.028612,4.9601417,300,300,20,0,0,79319520,5.4,6.0,-15.888423,5.6,5.57855,0.48,0.08571429,USD,52327068,0.0,16579500,0.0,0.0,7.626,0.73432994,1672444800,1703980800,1672444800,-0.596,-6068924,1.129,-10.482,PNK,EQUITY,BLUBF,BLUBF,BLUE RIBBON INCOME FUND,Blue Ribbon Income Fund,1132065000,America/New_York,EDT,-14400000,5.6,none,1232252,0.129,0,3.459,3.563,-4992284,-0.49,-0.046469998,-0.07484,-4992284,-4043026,10371103,-0.561,-0.482,0.0,0.0,1.2156501,CAD,
1,150 York Street,Suite 1710,Toronto,ON,M5H 3S5,Canada,416 861 9941,416 861 9943,https://www.bromptongroup.com/funds/fund/rbn/overview,"Blue Ribbon Income Fund is a closed-ended equity mutual fund launched and managed by Bloom Investment Counsel, Inc. The fund invests in public equity markets of Canada. It benchmarks the performance of its portfolio against the S&P/TSX Income Trust Index. The fund was formerly known as the Citadel Diversified Investment Trust. Blue Ribbon Income Fund was formed on September 16, 1997 and is domiciled in Canada.","{'maxAge': 1, 'name': 'Mr. Craig T. Kikuchi B.A., BA, C.A., C.F.A., CPA, CA, CFA, CPA', 'title': 'CFO - Blue Ribbon Fund Management Ltd and Corp. Sec. of Blue Ribbon Fund Management Ltd', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,1.028612,4.9601417,300,300,20,0,0,79319520,5.4,6.0,-15.888423,5.6,5.57855,0.48,0.08571429,USD,52327068,0.0,16579500,0.0,0.0,7.626,0.73432994,1672444800,1703980800,1672444800,-0.596,-6068924,1.129,-10.482,PNK,EQUITY,BLUBF,BLUBF,BLUE RIBBON INCOME FUND,Blue Ribbon Income Fund,1132065000,America/New_York,EDT,-14400000,5.6,none,1232252,0.129,0,3.459,3.563,-4992284,-0.49,-0.046469998,-0.07484,-4992284,-4043026,10371103,-0.561,-0.482,0.0,0.0,1.2156501,CAD,
2,150 York Street,Suite 1710,Toronto,ON,M5H 3S5,Canada,416 861 9941,416 861 9943,https://www.bromptongroup.com/funds/fund/rbn/overview,"Blue Ribbon Income Fund is a closed-ended equity mutual fund launched and managed by Bloom Investment Counsel, Inc. The fund invests in public equity markets of Canada. It benchmarks the performance of its portfolio against the S&P/TSX Income Trust Index. The fund was formerly known as the Citadel Diversified Investment Trust. Blue Ribbon Income Fund was formed on September 16, 1997 and is domiciled in Canada.","{'maxAge': 1, 'name': 'Mr. Kaan S. Oran', 'title': 'Portfolio Mang.', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,1.028612,4.9601417,300,300,20,0,0,79319520,5.4,6.0,-15.888423,5.6,5.57855,0.48,0.08571429,USD,52327068,0.0,16579500,0.0,0.0,7.626,0.73432994,1672444800,1703980800,1672444800,-0.596,-6068924,1.129,-10.482,PNK,EQUITY,BLUBF,BLUBF,BLUE RIBBON INCOME FUND,Blue Ribbon Income Fund,1132065000,America/New_York,EDT,-14400000,5.6,none,1232252,0.129,0,3.459,3.563,-4992284,-0.49,-0.046469998,-0.07484,-4992284,-4043026,10371103,-0.561,-0.482,0.0,0.0,1.2156501,CAD,
3,150 York Street,Suite 1710,Toronto,ON,M5H 3S5,Canada,416 861 9941,416 861 9943,https://www.bromptongroup.com/funds/fund/rbn/overview,"Blue Ribbon Income Fund is a closed-ended equity mutual fund launched and managed by Bloom Investment Counsel, Inc. The fund invests in public equity markets of Canada. It benchmarks the performance of its portfolio against the S&P/TSX Income Trust Index. The fund was formerly known as the Citadel Diversified Investment Trust. Blue Ribbon Income Fund was formed on September 16, 1997 and is domiciled in Canada.","{'maxAge': 1, 'name': 'Ms. C. Barbara Smith', 'title': 'Portfolio Mang.', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,1.028612,4.9601417,300,300,20,0,0,79319520,5.4,6.0,-15.888423,5.6,5.57855,0.48,0.08571429,USD,52327068,0.0,16579500,0.0,0.0,7.626,0.73432994,1672444800,1703980800,1672444800,-0.596,-6068924,1.129,-10.482,PNK,EQUITY,BLUBF,BLUBF,BLUE RIBBON INCOME FUND,Blue Ribbon Income Fund,1132065000,America/New_York,EDT,-14400000,5.6,none,1232252,0.129,0,3.459,3.563,-4992284,-0.49,-0.046469998,-0.07484,-4992284,-4043026,10371103,-0.561,-0.482,0.0,0.0,1.2156501,CAD,
4,150 York Street,Suite 1710,Toronto,ON,M5H 3S5,Canada,416 861 9941,416 861 9943,https://www.bromptongroup.com/funds/fund/rbn/overview,"Blue Ribbon Income Fund is a closed-ended equity mutual fund launched and managed by Bloom Investment Counsel, Inc. The fund invests in public equity markets of Canada. It benchmarks the performance of its portfolio against the S&P/TSX Income Trust Index. The fund was formerly known as the Citadel Diversified Investment Trust. Blue Ribbon Income Fund was formed on September 16, 1997 and is domiciled in Canada.","{'maxAge': 1, 'name': 'Mr. Bruce K. Atchison', 'title': 'Portfolio Mang.', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,1.028612,4.9601417,300,300,20,0,0,79319520,5.4,6.0,-15.888423,5.6,5.57855,0.48,0.08571429,USD,52327068,0.0,16579500,0.0,0.0,7.626,0.73432994,1672444800,1703980800,1672444800,-0.596,-6068924,1.129,-10.482,PNK,EQUITY,BLUBF,BLUBF,BLUE RIBBON INCOME FUND,Blue Ribbon Income Fund,1132065000,America/New_York,EDT,-14400000,5.6,none,1232252,0.129,0,3.459,3.563,-4992284,-0.49,-0.046469998,-0.07484,-4992284,-4043026,10371103,-0.561,-0.482,0.0,0.0,1.2156501,CAD,
