,address1,address2,city,state,zip,country,phone,fax,website,industry,sector,longBusinessSummary,companyOfficers,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,1 Chifley Square,Level 11,Sydney,NSW,2000,Australia,61 2 8226 8200,61 2 8226 8201,https://ybr.com.au,Mortgage Finance,Financial Services,"Yellow Brick Road Holdings Limited provides various financial services in Australia. It offers mortgage broking, aggregation, and management services. The company was formerly known as ITS Capital Investments Limited and changed its name to Yellow Brick Road Holdings Limited in May 2011. Yellow Brick Road Holdings Limited was incorporated in 2006 and is based in Sydney, Australia.","{'maxAge': 1, 'name': 'Mr. Mark Leigh Bouris BCom (UNSW), Hon DLitt, HonDBus(UNSW), MCom(UNSW)', 'title': 'Exec. Chairman & MD', 'fiscalYear': 2023, 'totalPay': 723150, 'exercisedValue': 0, 'unexercisedValue': 0}",1703980800,86400,4,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.0,0.515015,7000,7000,112,0,0,0.0,0.0,0,0,24478576,0.016,0.085,0.12865044,0.0596,0.04122,0.0,0.0,USD,19722608,-0.018550001,144329141,326380992,0.43945998,0.33495998,0.116,0.6465518,1688083200,1719705600,1688083200,-3530000,-0.01,0.104,1.212,PNK,EQUITY,YBRHF,YBRHF,YELLOW BRICK ROAD HOLDINGS LIMI,Yellow Brick Road Holdings Limited,1412602200,America/New_York,EDT,-14400000,0.075,none,8484000,0.026,16272000,3728000,1.058,1.075,190272000,9.886,0.584,0.023510002,-0.08961,41781000,7806125,-1323000,-0.624,0.21959,0.08552,0.08513,AUD,
1,1 Chifley Square,Level 11,Sydney,NSW,2000,Australia,61 2 8226 8200,61 2 8226 8201,https://ybr.com.au,Mortgage Finance,Financial Services,"Yellow Brick Road Holdings Limited provides various financial services in Australia. It offers mortgage broking, aggregation, and management services. The company was formerly known as ITS Capital Investments Limited and changed its name to Yellow Brick Road Holdings Limited in May 2011. Yellow Brick Road Holdings Limited was incorporated in 2006 and is based in Sydney, Australia.","{'maxAge': 1, 'name': 'Mr. Stephen  McKenzie', 'title': 'Group Exec., Chief Financial Officer & Company Sec.', 'fiscalYear': 2023, 'totalPay': 299663, 'exercisedValue': 0, 'unexercisedValue': 0}",1703980800,86400,4,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.0,0.515015,7000,7000,112,0,0,0.0,0.0,0,0,24478576,0.016,0.085,0.12865044,0.0596,0.04122,0.0,0.0,USD,19722608,-0.018550001,144329141,326380992,0.43945998,0.33495998,0.116,0.6465518,1688083200,1719705600,1688083200,-3530000,-0.01,0.104,1.212,PNK,EQUITY,YBRHF,YBRHF,YELLOW BRICK ROAD HOLDINGS LIMI,Yellow Brick Road Holdings Limited,1412602200,America/New_York,EDT,-14400000,0.075,none,8484000,0.026,16272000,3728000,1.058,1.075,190272000,9.886,0.584,0.023510002,-0.08961,41781000,7806125,-1323000,-0.624,0.21959,0.08552,0.08513,AUD,
2,1 Chifley Square,Level 11,Sydney,NSW,2000,Australia,61 2 8226 8200,61 2 8226 8201,https://ybr.com.au,Mortgage Finance,Financial Services,"Yellow Brick Road Holdings Limited provides various financial services in Australia. It offers mortgage broking, aggregation, and management services. The company was formerly known as ITS Capital Investments Limited and changed its name to Yellow Brick Road Holdings Limited in May 2011. Yellow Brick Road Holdings Limited was incorporated in 2006 and is based in Sydney, Australia.","{'maxAge': 1, 'name': 'Kevin  Mangano', 'title': 'Chief Digital Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",1703980800,86400,4,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.0,0.515015,7000,7000,112,0,0,0.0,0.0,0,0,24478576,0.016,0.085,0.12865044,0.0596,0.04122,0.0,0.0,USD,19722608,-0.018550001,144329141,326380992,0.43945998,0.33495998,0.116,0.6465518,1688083200,1719705600,1688083200,-3530000,-0.01,0.104,1.212,PNK,EQUITY,YBRHF,YBRHF,YELLOW BRICK ROAD HOLDINGS LIMI,Yellow Brick Road Holdings Limited,1412602200,America/New_York,EDT,-14400000,0.075,none,8484000,0.026,16272000,3728000,1.058,1.075,190272000,9.886,0.584,0.023510002,-0.08961,41781000,7806125,-1323000,-0.624,0.21959,0.08552,0.08513,AUD,
