,address1,address2,city,zip,country,phone,fax,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,"11-1, Haneda Asahi-cho",Ota-ku,Tokyo,144-8510,Japan,81 3 3743 6111,81 3 3743 2134,https://www.ebara.co.jp,Specialty Industrial Machinery,Industrials,"Ebara Corporation manufactures and sells industrial machinery. It operates through Fluid Machinery & Systems, Environmental Plants, and Precision Machinery segments. The company offers pumps, fans, blowers, chillers, and heating and cooling equipment, compressors, steam turbines, steam turbine generator sets, cryogenic pumps, expanders, dry vacuum pumps, chemical mechanical polishing systems, gas abatement systems, precision machinery network, semiconductor manufacturing equipment, plating systems, and ozonized water generators. It also engages in the design, construction, maintenance, and operation management of environmental plants, such as municipal solid waste incineration power plants, waste treatment facilities and equipment, waste recycling facilities, and biomass power generation facilities. Ebara Corporation was founded in 1912 and is headquartered in Tokyo, Japan.",19095,"{'maxAge': 1, 'name': 'Mr. Masao  Asami', 'age': 62, 'title': 'CEO, COO, Pres, Representative Exec. Officer & Director', 'yearBorn': 1960, 'fiscalYear': 2021, 'totalPay': 676700, 'exercisedValue': 0, 'unexercisedValue': 0}",1,1,5,6,1,1693526400,1640908800,86400,2,25.02,24.974,24.85,25.0399,25.02,24.974,24.85,25.0399,0.74,0.0295,1687996800,0.35209998,2.4,1.327702,12.794872,4781,4781,13772,3790,3790,0.0,0.0,0,0,4644293120,15.59,26.66,0.0063421936,24.1654,22.0605,205.5,8.213429,USD,-7548463616,0.07238,164670284,184632992,0.0,0.00045000002,2070.7986,0.012048492,1672444800,1703980800,1688083200,0.598,53006000128,1.95,400:100,1475712000,-0.01,-0.071,PNK,EQUITY,EBCOY,EBCOY,EBARA CORP ADR-EACH CNV INTO 0.,Ebara Corporation,1272288600,America/New_York,EDT,-14400000,24.95,none,148311998464,803.29,105774997504,125768998912,0.798,1.604,732284977152,32.025,3975.532,0.0614,0.15020001,211176000000,17888749568,60737998848,0.596,0.126,0.31250998,0.14444,0.10918,JPY,
1,"11-1, Haneda Asahi-cho",Ota-ku,Tokyo,144-8510,Japan,81 3 3743 6111,81 3 3743 2134,https://www.ebara.co.jp,Specialty Industrial Machinery,Industrials,"Ebara Corporation manufactures and sells industrial machinery. It operates through Fluid Machinery & Systems, Environmental Plants, and Precision Machinery segments. The company offers pumps, fans, blowers, chillers, and heating and cooling equipment, compressors, steam turbines, steam turbine generator sets, cryogenic pumps, expanders, dry vacuum pumps, chemical mechanical polishing systems, gas abatement systems, precision machinery network, semiconductor manufacturing equipment, plating systems, and ozonized water generators. It also engages in the design, construction, maintenance, and operation management of environmental plants, such as municipal solid waste incineration power plants, waste treatment facilities and equipment, waste recycling facilities, and biomass power generation facilities. Ebara Corporation was founded in 1912 and is headquartered in Tokyo, Japan.",19095,"{'maxAge': 1, 'name': 'Mr. Nobuharu  Noji', 'age': 65, 'title': 'Exec. Officer and Pres of Fluid Machinery & Systems', 'yearBorn': 1957, 'fiscalYear': 2021, 'totalPay': 351884, 'exercisedValue': 0, 'unexercisedValue': 0}",1,1,5,6,1,1693526400,1640908800,86400,2,25.02,24.974,24.85,25.0399,25.02,24.974,24.85,25.0399,0.74,0.0295,1687996800,0.35209998,2.4,1.327702,12.794872,4781,4781,13772,3790,3790,0.0,0.0,0,0,4644293120,15.59,26.66,0.0063421936,24.1654,22.0605,205.5,8.213429,USD,-7548463616,0.07238,164670284,184632992,0.0,0.00045000002,2070.7986,0.012048492,1672444800,1703980800,1688083200,0.598,53006000128,1.95,400:100,1475712000,-0.01,-0.071,PNK,EQUITY,EBCOY,EBCOY,EBARA CORP ADR-EACH CNV INTO 0.,Ebara Corporation,1272288600,America/New_York,EDT,-14400000,24.95,none,148311998464,803.29,105774997504,125768998912,0.798,1.604,732284977152,32.025,3975.532,0.0614,0.15020001,211176000000,17888749568,60737998848,0.596,0.126,0.31250998,0.14444,0.10918,JPY,
2,"11-1, Haneda Asahi-cho",Ota-ku,Tokyo,144-8510,Japan,81 3 3743 6111,81 3 3743 2134,https://www.ebara.co.jp,Specialty Industrial Machinery,Industrials,"Ebara Corporation manufactures and sells industrial machinery. It operates through Fluid Machinery & Systems, Environmental Plants, and Precision Machinery segments. The company offers pumps, fans, blowers, chillers, and heating and cooling equipment, compressors, steam turbines, steam turbine generator sets, cryogenic pumps, expanders, dry vacuum pumps, chemical mechanical polishing systems, gas abatement systems, precision machinery network, semiconductor manufacturing equipment, plating systems, and ozonized water generators. It also engages in the design, construction, maintenance, and operation management of environmental plants, such as municipal solid waste incineration power plants, waste treatment facilities and equipment, waste recycling facilities, and biomass power generation facilities. Ebara Corporation was founded in 1912 and is headquartered in Tokyo, Japan.",19095,"{'maxAge': 1, 'name': 'Mr. Tetsuji  Togawa', 'age': 59, 'title': 'Exec. Officer & Pres of Precision Machinery Company', 'yearBorn': 1963, 'fiscalYear': 2021, 'totalPay': 392486, 'exercisedValue': 0, 'unexercisedValue': 0}",1,1,5,6,1,1693526400,1640908800,86400,2,25.02,24.974,24.85,25.0399,25.02,24.974,24.85,25.0399,0.74,0.0295,1687996800,0.35209998,2.4,1.327702,12.794872,4781,4781,13772,3790,3790,0.0,0.0,0,0,4644293120,15.59,26.66,0.0063421936,24.1654,22.0605,205.5,8.213429,USD,-7548463616,0.07238,164670284,184632992,0.0,0.00045000002,2070.7986,0.012048492,1672444800,1703980800,1688083200,0.598,53006000128,1.95,400:100,1475712000,-0.01,-0.071,PNK,EQUITY,EBCOY,EBCOY,EBARA CORP ADR-EACH CNV INTO 0.,Ebara Corporation,1272288600,America/New_York,EDT,-14400000,24.95,none,148311998464,803.29,105774997504,125768998912,0.798,1.604,732284977152,32.025,3975.532,0.0614,0.15020001,211176000000,17888749568,60737998848,0.596,0.126,0.31250998,0.14444,0.10918,JPY,
3,"11-1, Haneda Asahi-cho",Ota-ku,Tokyo,144-8510,Japan,81 3 3743 6111,81 3 3743 2134,https://www.ebara.co.jp,Specialty Industrial Machinery,Industrials,"Ebara Corporation manufactures and sells industrial machinery. It operates through Fluid Machinery & Systems, Environmental Plants, and Precision Machinery segments. The company offers pumps, fans, blowers, chillers, and heating and cooling equipment, compressors, steam turbines, steam turbine generator sets, cryogenic pumps, expanders, dry vacuum pumps, chemical mechanical polishing systems, gas abatement systems, precision machinery network, semiconductor manufacturing equipment, plating systems, and ozonized water generators. It also engages in the design, construction, maintenance, and operation management of environmental plants, such as municipal solid waste incineration power plants, waste treatment facilities and equipment, waste recycling facilities, and biomass power generation facilities. Ebara Corporation was founded in 1912 and is headquartered in Tokyo, Japan.",19095,"{'maxAge': 1, 'name': 'Mr. Michael T. Lordi', 'title': 'Exec. Officer', 'fiscalYear': 2021, 'totalPay': 142107, 'exercisedValue': 0, 'unexercisedValue': 0}",1,1,5,6,1,1693526400,1640908800,86400,2,25.02,24.974,24.85,25.0399,25.02,24.974,24.85,25.0399,0.74,0.0295,1687996800,0.35209998,2.4,1.327702,12.794872,4781,4781,13772,3790,3790,0.0,0.0,0,0,4644293120,15.59,26.66,0.0063421936,24.1654,22.0605,205.5,8.213429,USD,-7548463616,0.07238,164670284,184632992,0.0,0.00045000002,2070.7986,0.012048492,1672444800,1703980800,1688083200,0.598,53006000128,1.95,400:100,1475712000,-0.01,-0.071,PNK,EQUITY,EBCOY,EBCOY,EBARA CORP ADR-EACH CNV INTO 0.,Ebara Corporation,1272288600,America/New_York,EDT,-14400000,24.95,none,148311998464,803.29,105774997504,125768998912,0.798,1.604,732284977152,32.025,3975.532,0.0614,0.15020001,211176000000,17888749568,60737998848,0.596,0.126,0.31250998,0.14444,0.10918,JPY,
4,"11-1, Haneda Asahi-cho",Ota-ku,Tokyo,144-8510,Japan,81 3 3743 6111,81 3 3743 2134,https://www.ebara.co.jp,Specialty Industrial Machinery,Industrials,"Ebara Corporation manufactures and sells industrial machinery. It operates through Fluid Machinery & Systems, Environmental Plants, and Precision Machinery segments. The company offers pumps, fans, blowers, chillers, and heating and cooling equipment, compressors, steam turbines, steam turbine generator sets, cryogenic pumps, expanders, dry vacuum pumps, chemical mechanical polishing systems, gas abatement systems, precision machinery network, semiconductor manufacturing equipment, plating systems, and ozonized water generators. It also engages in the design, construction, maintenance, and operation management of environmental plants, such as municipal solid waste incineration power plants, waste treatment facilities and equipment, waste recycling facilities, and biomass power generation facilities. Ebara Corporation was founded in 1912 and is headquartered in Tokyo, Japan.",19095,"{'maxAge': 1, 'name': 'Shugo  Hosoda', 'age': 56, 'title': 'Exec. Officer, CFO and GM of Corp. Planning, Accounting & Fin. Division', 'yearBorn': 1966, 'exercisedValue': 0, 'unexercisedValue': 0}",1,1,5,6,1,1693526400,1640908800,86400,2,25.02,24.974,24.85,25.0399,25.02,24.974,24.85,25.0399,0.74,0.0295,1687996800,0.35209998,2.4,1.327702,12.794872,4781,4781,13772,3790,3790,0.0,0.0,0,0,4644293120,15.59,26.66,0.0063421936,24.1654,22.0605,205.5,8.213429,USD,-7548463616,0.07238,164670284,184632992,0.0,0.00045000002,2070.7986,0.012048492,1672444800,1703980800,1688083200,0.598,53006000128,1.95,400:100,1475712000,-0.01,-0.071,PNK,EQUITY,EBCOY,EBCOY,EBARA CORP ADR-EACH CNV INTO 0.,Ebara Corporation,1272288600,America/New_York,EDT,-14400000,24.95,none,148311998464,803.29,105774997504,125768998912,0.798,1.604,732284977152,32.025,3975.532,0.0614,0.15020001,211176000000,17888749568,60737998848,0.596,0.126,0.31250998,0.14444,0.10918,JPY,
5,"11-1, Haneda Asahi-cho",Ota-ku,Tokyo,144-8510,Japan,81 3 3743 6111,81 3 3743 2134,https://www.ebara.co.jp,Specialty Industrial Machinery,Industrials,"Ebara Corporation manufactures and sells industrial machinery. It operates through Fluid Machinery & Systems, Environmental Plants, and Precision Machinery segments. The company offers pumps, fans, blowers, chillers, and heating and cooling equipment, compressors, steam turbines, steam turbine generator sets, cryogenic pumps, expanders, dry vacuum pumps, chemical mechanical polishing systems, gas abatement systems, precision machinery network, semiconductor manufacturing equipment, plating systems, and ozonized water generators. It also engages in the design, construction, maintenance, and operation management of environmental plants, such as municipal solid waste incineration power plants, waste treatment facilities and equipment, waste recycling facilities, and biomass power generation facilities. Ebara Corporation was founded in 1912 and is headquartered in Tokyo, Japan.",19095,"{'maxAge': 1, 'name': 'Mr. Hiroyuki  Kowase', 'age': 59, 'title': 'Exec. Officer, CIO & GM of Information Communication', 'yearBorn': 1963, 'exercisedValue': 0, 'unexercisedValue': 0}",1,1,5,6,1,1693526400,1640908800,86400,2,25.02,24.974,24.85,25.0399,25.02,24.974,24.85,25.0399,0.74,0.0295,1687996800,0.35209998,2.4,1.327702,12.794872,4781,4781,13772,3790,3790,0.0,0.0,0,0,4644293120,15.59,26.66,0.0063421936,24.1654,22.0605,205.5,8.213429,USD,-7548463616,0.07238,164670284,184632992,0.0,0.00045000002,2070.7986,0.012048492,1672444800,1703980800,1688083200,0.598,53006000128,1.95,400:100,1475712000,-0.01,-0.071,PNK,EQUITY,EBCOY,EBCOY,EBARA CORP ADR-EACH CNV INTO 0.,Ebara Corporation,1272288600,America/New_York,EDT,-14400000,24.95,none,148311998464,803.29,105774997504,125768998912,0.798,1.604,732284977152,32.025,3975.532,0.0614,0.15020001,211176000000,17888749568,60737998848,0.596,0.126,0.31250998,0.14444,0.10918,JPY,
6,"11-1, Haneda Asahi-cho",Ota-ku,Tokyo,144-8510,Japan,81 3 3743 6111,81 3 3743 2134,https://www.ebara.co.jp,Specialty Industrial Machinery,Industrials,"Ebara Corporation manufactures and sells industrial machinery. It operates through Fluid Machinery & Systems, Environmental Plants, and Precision Machinery segments. The company offers pumps, fans, blowers, chillers, and heating and cooling equipment, compressors, steam turbines, steam turbine generator sets, cryogenic pumps, expanders, dry vacuum pumps, chemical mechanical polishing systems, gas abatement systems, precision machinery network, semiconductor manufacturing equipment, plating systems, and ozonized water generators. It also engages in the design, construction, maintenance, and operation management of environmental plants, such as municipal solid waste incineration power plants, waste treatment facilities and equipment, waste recycling facilities, and biomass power generation facilities. Ebara Corporation was founded in 1912 and is headquartered in Tokyo, Japan.",19095,"{'maxAge': 1, 'name': 'Mr. Toru  Nakayama', 'age': 63, 'title': 'Exec. Officer, GM of Legal, Gen. Affairs, Internal Control & Risk Management Division and CRO', 'yearBorn': 1959, 'exercisedValue': 0, 'unexercisedValue': 0}",1,1,5,6,1,1693526400,1640908800,86400,2,25.02,24.974,24.85,25.0399,25.02,24.974,24.85,25.0399,0.74,0.0295,1687996800,0.35209998,2.4,1.327702,12.794872,4781,4781,13772,3790,3790,0.0,0.0,0,0,4644293120,15.59,26.66,0.0063421936,24.1654,22.0605,205.5,8.213429,USD,-7548463616,0.07238,164670284,184632992,0.0,0.00045000002,2070.7986,0.012048492,1672444800,1703980800,1688083200,0.598,53006000128,1.95,400:100,1475712000,-0.01,-0.071,PNK,EQUITY,EBCOY,EBCOY,EBARA CORP ADR-EACH CNV INTO 0.,Ebara Corporation,1272288600,America/New_York,EDT,-14400000,24.95,none,148311998464,803.29,105774997504,125768998912,0.798,1.604,732284977152,32.025,3975.532,0.0614,0.15020001,211176000000,17888749568,60737998848,0.596,0.126,0.31250998,0.14444,0.10918,JPY,
7,"11-1, Haneda Asahi-cho",Ota-ku,Tokyo,144-8510,Japan,81 3 3743 6111,81 3 3743 2134,https://www.ebara.co.jp,Specialty Industrial Machinery,Industrials,"Ebara Corporation manufactures and sells industrial machinery. It operates through Fluid Machinery & Systems, Environmental Plants, and Precision Machinery segments. The company offers pumps, fans, blowers, chillers, and heating and cooling equipment, compressors, steam turbines, steam turbine generator sets, cryogenic pumps, expanders, dry vacuum pumps, chemical mechanical polishing systems, gas abatement systems, precision machinery network, semiconductor manufacturing equipment, plating systems, and ozonized water generators. It also engages in the design, construction, maintenance, and operation management of environmental plants, such as municipal solid waste incineration power plants, waste treatment facilities and equipment, waste recycling facilities, and biomass power generation facilities. Ebara Corporation was founded in 1912 and is headquartered in Tokyo, Japan.",19095,"{'maxAge': 1, 'name': 'Yoji  Sato', 'age': 58, 'title': 'Exec. Officer, GM of HR Division & CHRO', 'yearBorn': 1964, 'exercisedValue': 0, 'unexercisedValue': 0}",1,1,5,6,1,1693526400,1640908800,86400,2,25.02,24.974,24.85,25.0399,25.02,24.974,24.85,25.0399,0.74,0.0295,1687996800,0.35209998,2.4,1.327702,12.794872,4781,4781,13772,3790,3790,0.0,0.0,0,0,4644293120,15.59,26.66,0.0063421936,24.1654,22.0605,205.5,8.213429,USD,-7548463616,0.07238,164670284,184632992,0.0,0.00045000002,2070.7986,0.012048492,1672444800,1703980800,1688083200,0.598,53006000128,1.95,400:100,1475712000,-0.01,-0.071,PNK,EQUITY,EBCOY,EBCOY,EBARA CORP ADR-EACH CNV INTO 0.,Ebara Corporation,1272288600,America/New_York,EDT,-14400000,24.95,none,148311998464,803.29,105774997504,125768998912,0.798,1.604,732284977152,32.025,3975.532,0.0614,0.15020001,211176000000,17888749568,60737998848,0.596,0.126,0.31250998,0.14444,0.10918,JPY,
8,"11-1, Haneda Asahi-cho",Ota-ku,Tokyo,144-8510,Japan,81 3 3743 6111,81 3 3743 2134,https://www.ebara.co.jp,Specialty Industrial Machinery,Industrials,"Ebara Corporation manufactures and sells industrial machinery. It operates through Fluid Machinery & Systems, Environmental Plants, and Precision Machinery segments. The company offers pumps, fans, blowers, chillers, and heating and cooling equipment, compressors, steam turbines, steam turbine generator sets, cryogenic pumps, expanders, dry vacuum pumps, chemical mechanical polishing systems, gas abatement systems, precision machinery network, semiconductor manufacturing equipment, plating systems, and ozonized water generators. It also engages in the design, construction, maintenance, and operation management of environmental plants, such as municipal solid waste incineration power plants, waste treatment facilities and equipment, waste recycling facilities, and biomass power generation facilities. Ebara Corporation was founded in 1912 and is headquartered in Tokyo, Japan.",19095,"{'maxAge': 1, 'name': 'Mr. Hideki  Yamada', 'age': 61, 'title': 'Exec. Officer and Pres of Environmental Company', 'yearBorn': 1961, 'exercisedValue': 0, 'unexercisedValue': 0}",1,1,5,6,1,1693526400,1640908800,86400,2,25.02,24.974,24.85,25.0399,25.02,24.974,24.85,25.0399,0.74,0.0295,1687996800,0.35209998,2.4,1.327702,12.794872,4781,4781,13772,3790,3790,0.0,0.0,0,0,4644293120,15.59,26.66,0.0063421936,24.1654,22.0605,205.5,8.213429,USD,-7548463616,0.07238,164670284,184632992,0.0,0.00045000002,2070.7986,0.012048492,1672444800,1703980800,1688083200,0.598,53006000128,1.95,400:100,1475712000,-0.01,-0.071,PNK,EQUITY,EBCOY,EBCOY,EBARA CORP ADR-EACH CNV INTO 0.,Ebara Corporation,1272288600,America/New_York,EDT,-14400000,24.95,none,148311998464,803.29,105774997504,125768998912,0.798,1.604,732284977152,32.025,3975.532,0.0614,0.15020001,211176000000,17888749568,60737998848,0.596,0.126,0.31250998,0.14444,0.10918,JPY,
9,"11-1, Haneda Asahi-cho",Ota-ku,Tokyo,144-8510,Japan,81 3 3743 6111,81 3 3743 2134,https://www.ebara.co.jp,Specialty Industrial Machinery,Industrials,"Ebara Corporation manufactures and sells industrial machinery. It operates through Fluid Machinery & Systems, Environmental Plants, and Precision Machinery segments. The company offers pumps, fans, blowers, chillers, and heating and cooling equipment, compressors, steam turbines, steam turbine generator sets, cryogenic pumps, expanders, dry vacuum pumps, chemical mechanical polishing systems, gas abatement systems, precision machinery network, semiconductor manufacturing equipment, plating systems, and ozonized water generators. It also engages in the design, construction, maintenance, and operation management of environmental plants, such as municipal solid waste incineration power plants, waste treatment facilities and equipment, waste recycling facilities, and biomass power generation facilities. Ebara Corporation was founded in 1912 and is headquartered in Tokyo, Japan.",19095,"{'maxAge': 1, 'name': 'Mr. Akihiko  Nagamine', 'age': 64, 'title': 'Non-Exec. Director', 'yearBorn': 1958, 'exercisedValue': 0, 'unexercisedValue': 0}",1,1,5,6,1,1693526400,1640908800,86400,2,25.02,24.974,24.85,25.0399,25.02,24.974,24.85,25.0399,0.74,0.0295,1687996800,0.35209998,2.4,1.327702,12.794872,4781,4781,13772,3790,3790,0.0,0.0,0,0,4644293120,15.59,26.66,0.0063421936,24.1654,22.0605,205.5,8.213429,USD,-7548463616,0.07238,164670284,184632992,0.0,0.00045000002,2070.7986,0.012048492,1672444800,1703980800,1688083200,0.598,53006000128,1.95,400:100,1475712000,-0.01,-0.071,PNK,EQUITY,EBCOY,EBCOY,EBARA CORP ADR-EACH CNV INTO 0.,Ebara Corporation,1272288600,America/New_York,EDT,-14400000,24.95,none,148311998464,803.29,105774997504,125768998912,0.798,1.604,732284977152,32.025,3975.532,0.0614,0.15020001,211176000000,17888749568,60737998848,0.596,0.126,0.31250998,0.14444,0.10918,JPY,
