,address1,city,zip,country,phone,website,industry,sector,longBusinessSummary,companyOfficers,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,59 K. Karamanli Street,Marousi,15125,Greece,30 210 63 80 200,https://www.pyxistankers.com,Oil & Gas Midstream,Energy,"Pyxis Tankers Inc. operates as a maritime transportation company with a focus on the tanker sector in the United States. Its fleet transports refined petroleum products, such as naphtha, gasoline, jet fuel, kerosene, diesel, and fuel oil, as well as other liquid bulk items, including vegetable oils and organic chemicals. As of March 31, 2023, the company operated a fleet of four tankers. Pyxis Tankers Inc. was incorporated in 2015 and is based in Maroussi, Greece. Pyxis Tankers Inc. is a subsidiary of Maritime Investors Corp.","{'maxAge': 1, 'name': 'Mr. Valentios  Valentis', 'age': 55, 'title': 'Chairman & CEO', 'yearBorn': 1967, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,4,3.48,3.5,3.4763,3.6,3.48,3.5,3.4763,3.6,0.0,-0.617911,1.8367347,2.7272725,49692,49692,43266,38790,38790,3.5,3.6,900,800,39059280,3.25,6.26,0.6913514,3.5626,4.592125,0.0,0.0,USD,65758324,0.42310002,5002748,10849800,50365,93945,1690761600,1693440000,0.0046,0.53902,0.044260003,1.08,0.01,6.743,0.53388697,1672444800,1703980800,1688083200,-0.383,23050000,1.96,1.32,1.164,2.461,NCM,EQUITY,PXS,PXS,Pyxis Tankers Inc.,Pyxis Tankers Inc.,1446647400,America/New_York,EDT,-14400000,3.6,9.0,7.14,8.07,8.07,2.0,buy,2,32048000,2.969,26715000,58945000,3.432,3.603,56497000,80.976,5.288,0.09636,0.39006,28122000,14328000,19769000,-0.382,-0.408,0.55467,0.47285998,0.37179002,USD,
1,59 K. Karamanli Street,Marousi,15125,Greece,30 210 63 80 200,https://www.pyxistankers.com,Oil & Gas Midstream,Energy,"Pyxis Tankers Inc. operates as a maritime transportation company with a focus on the tanker sector in the United States. Its fleet transports refined petroleum products, such as naphtha, gasoline, jet fuel, kerosene, diesel, and fuel oil, as well as other liquid bulk items, including vegetable oils and organic chemicals. As of March 31, 2023, the company operated a fleet of four tankers. Pyxis Tankers Inc. was incorporated in 2015 and is based in Maroussi, Greece. Pyxis Tankers Inc. is a subsidiary of Maritime Investors Corp.","{'maxAge': 1, 'name': 'Mr. Henry P. Williams', 'age': 66, 'title': 'CFO & Treasurer', 'yearBorn': 1956, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,4,3.48,3.5,3.4763,3.6,3.48,3.5,3.4763,3.6,0.0,-0.617911,1.8367347,2.7272725,49692,49692,43266,38790,38790,3.5,3.6,900,800,39059280,3.25,6.26,0.6913514,3.5626,4.592125,0.0,0.0,USD,65758324,0.42310002,5002748,10849800,50365,93945,1690761600,1693440000,0.0046,0.53902,0.044260003,1.08,0.01,6.743,0.53388697,1672444800,1703980800,1688083200,-0.383,23050000,1.96,1.32,1.164,2.461,NCM,EQUITY,PXS,PXS,Pyxis Tankers Inc.,Pyxis Tankers Inc.,1446647400,America/New_York,EDT,-14400000,3.6,9.0,7.14,8.07,8.07,2.0,buy,2,32048000,2.969,26715000,58945000,3.432,3.603,56497000,80.976,5.288,0.09636,0.39006,28122000,14328000,19769000,-0.382,-0.408,0.55467,0.47285998,0.37179002,USD,
2,59 K. Karamanli Street,Marousi,15125,Greece,30 210 63 80 200,https://www.pyxistankers.com,Oil & Gas Midstream,Energy,"Pyxis Tankers Inc. operates as a maritime transportation company with a focus on the tanker sector in the United States. Its fleet transports refined petroleum products, such as naphtha, gasoline, jet fuel, kerosene, diesel, and fuel oil, as well as other liquid bulk items, including vegetable oils and organic chemicals. As of March 31, 2023, the company operated a fleet of four tankers. Pyxis Tankers Inc. was incorporated in 2015 and is based in Maroussi, Greece. Pyxis Tankers Inc. is a subsidiary of Maritime Investors Corp.","{'maxAge': 1, 'name': 'Mr. Konstantinos  Lytras', 'age': 56, 'title': 'COO & Company Sec.', 'yearBorn': 1966, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,4,3.48,3.5,3.4763,3.6,3.48,3.5,3.4763,3.6,0.0,-0.617911,1.8367347,2.7272725,49692,49692,43266,38790,38790,3.5,3.6,900,800,39059280,3.25,6.26,0.6913514,3.5626,4.592125,0.0,0.0,USD,65758324,0.42310002,5002748,10849800,50365,93945,1690761600,1693440000,0.0046,0.53902,0.044260003,1.08,0.01,6.743,0.53388697,1672444800,1703980800,1688083200,-0.383,23050000,1.96,1.32,1.164,2.461,NCM,EQUITY,PXS,PXS,Pyxis Tankers Inc.,Pyxis Tankers Inc.,1446647400,America/New_York,EDT,-14400000,3.6,9.0,7.14,8.07,8.07,2.0,buy,2,32048000,2.969,26715000,58945000,3.432,3.603,56497000,80.976,5.288,0.09636,0.39006,28122000,14328000,19769000,-0.382,-0.408,0.55467,0.47285998,0.37179002,USD,
