,address1,address2,city,state,zip,country,phone,website,industry,sector,longBusinessSummary,companyOfficers,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,totalDebt,quickRatio,currentRatio,operatingCashflow,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,"#100, 111 – 5th AVE SW",Suite 204,Calgary,AB,T2P 3Y6,Canada,587-585-5421,https://resoluteresourcesltd.com,Oil & Gas E&P,Energy,"Resolute Resources Ltd., an energy company, engages in the exploration and development of crude oil from shallow sandstone reservoirs utilizing multi-lateral drilling technology in Northeast British Columbia and Northwest Alberta. The company is based in Calgary, Canada.","{'maxAge': 1, 'name': 'Mr. Bradley  Parkes', 'age': 42, 'title': 'CEO & Director', 'yearBorn': 1980, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,4,0.3,0.3,0.295,0.305,0.3,0.3,0.295,0.305,41416,41416,266111,254389,254389,0.295,0.3,20507700,0.23,0.35,0.27916667,0.27916667,0.0,0.0,CAD,11235062,0.0,37312811,68359000,0.053,5.6603775,1656547200,1688083200,1680220800,-576288,VAN,EQUITY,RRL.V,RRL.V,RESOLUTE RESOURCES LTD,Resolute Resources Ltd.,1693402200,America/Toronto,EDT,-14400000,0.3,none,1385398,0.033,0,8.968,9.065,-332883,0.0,0.0,0.0,CAD,
1,"#100, 111 – 5th AVE SW",Suite 204,Calgary,AB,T2P 3Y6,Canada,587-585-5421,https://resoluteresourcesltd.com,Oil & Gas E&P,Energy,"Resolute Resources Ltd., an energy company, engages in the exploration and development of crude oil from shallow sandstone reservoirs utilizing multi-lateral drilling technology in Northeast British Columbia and Northwest Alberta. The company is based in Calgary, Canada.","{'maxAge': 1, 'name': 'Mr. Kiernan  Lynch', 'age': 33, 'title': 'Pres & Director', 'yearBorn': 1989, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,4,0.3,0.3,0.295,0.305,0.3,0.3,0.295,0.305,41416,41416,266111,254389,254389,0.295,0.3,20507700,0.23,0.35,0.27916667,0.27916667,0.0,0.0,CAD,11235062,0.0,37312811,68359000,0.053,5.6603775,1656547200,1688083200,1680220800,-576288,VAN,EQUITY,RRL.V,RRL.V,RESOLUTE RESOURCES LTD,Resolute Resources Ltd.,1693402200,America/Toronto,EDT,-14400000,0.3,none,1385398,0.033,0,8.968,9.065,-332883,0.0,0.0,0.0,CAD,
2,"#100, 111 – 5th AVE SW",Suite 204,Calgary,AB,T2P 3Y6,Canada,587-585-5421,https://resoluteresourcesltd.com,Oil & Gas E&P,Energy,"Resolute Resources Ltd., an energy company, engages in the exploration and development of crude oil from shallow sandstone reservoirs utilizing multi-lateral drilling technology in Northeast British Columbia and Northwest Alberta. The company is based in Calgary, Canada.","{'maxAge': 1, 'name': 'Mr. Neil T. Bothwell', 'age': 48, 'title': 'CFO & Director', 'yearBorn': 1974, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,4,0.3,0.3,0.295,0.305,0.3,0.3,0.295,0.305,41416,41416,266111,254389,254389,0.295,0.3,20507700,0.23,0.35,0.27916667,0.27916667,0.0,0.0,CAD,11235062,0.0,37312811,68359000,0.053,5.6603775,1656547200,1688083200,1680220800,-576288,VAN,EQUITY,RRL.V,RRL.V,RESOLUTE RESOURCES LTD,Resolute Resources Ltd.,1693402200,America/Toronto,EDT,-14400000,0.3,none,1385398,0.033,0,8.968,9.065,-332883,0.0,0.0,0.0,CAD,
3,"#100, 111 – 5th AVE SW",Suite 204,Calgary,AB,T2P 3Y6,Canada,587-585-5421,https://resoluteresourcesltd.com,Oil & Gas E&P,Energy,"Resolute Resources Ltd., an energy company, engages in the exploration and development of crude oil from shallow sandstone reservoirs utilizing multi-lateral drilling technology in Northeast British Columbia and Northwest Alberta. The company is based in Calgary, Canada.","{'maxAge': 1, 'name': 'Mr. Alexander  Lindsay', 'age': 35, 'title': 'COO & Director', 'yearBorn': 1987, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,4,0.3,0.3,0.295,0.305,0.3,0.3,0.295,0.305,41416,41416,266111,254389,254389,0.295,0.3,20507700,0.23,0.35,0.27916667,0.27916667,0.0,0.0,CAD,11235062,0.0,37312811,68359000,0.053,5.6603775,1656547200,1688083200,1680220800,-576288,VAN,EQUITY,RRL.V,RRL.V,RESOLUTE RESOURCES LTD,Resolute Resources Ltd.,1693402200,America/Toronto,EDT,-14400000,0.3,none,1385398,0.033,0,8.968,9.065,-332883,0.0,0.0,0.0,CAD,
4,"#100, 111 – 5th AVE SW",Suite 204,Calgary,AB,T2P 3Y6,Canada,587-585-5421,https://resoluteresourcesltd.com,Oil & Gas E&P,Energy,"Resolute Resources Ltd., an energy company, engages in the exploration and development of crude oil from shallow sandstone reservoirs utilizing multi-lateral drilling technology in Northeast British Columbia and Northwest Alberta. The company is based in Calgary, Canada.","{'maxAge': 1, 'name': 'Paul  Collens', 'title': 'VP of Exploration', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,4,0.3,0.3,0.295,0.305,0.3,0.3,0.295,0.305,41416,41416,266111,254389,254389,0.295,0.3,20507700,0.23,0.35,0.27916667,0.27916667,0.0,0.0,CAD,11235062,0.0,37312811,68359000,0.053,5.6603775,1656547200,1688083200,1680220800,-576288,VAN,EQUITY,RRL.V,RRL.V,RESOLUTE RESOURCES LTD,Resolute Resources Ltd.,1693402200,America/Toronto,EDT,-14400000,0.3,none,1385398,0.033,0,8.968,9.065,-332883,0.0,0.0,0.0,CAD,
