,address1,city,state,zip,country,phone,fax,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,7900 Callaghan Road,San Antonio,TX,78229,United States,210-308-1234,210-308-1261,https://www.usfunds.com,Asset Management,Financial Services,"U.S. Global Investors, Inc. is a publicly owned investment manager. The firm primarily provides its services to investment companies. It also provides its services to pooled investment vehicles. The firm manages equity and fixed income mutual funds for its clients. It also manages hedge funds. The firm also manages exchange traded funds. It invests in the public equity and fixed income markets across the globe. It invests in G.A.R.P. and value stocks to make its equity investments. The firm employs a fundamental and quantitative analysis with top-down and bottom-up stock picking approach to make its investments. The firm conducts external research to make its investments. U.S. Global Investors, Inc. was founded in 1968 and is based in San Antonio, Texas.",20,"{'maxAge': 1, 'name': 'Mr. Frank Edward Holmes', 'age': 67, 'title': 'CEO, Chief Investment Officer & Director', 'yearBorn': 1955, 'fiscalYear': 2022, 'totalPay': 2023000, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,2.96,2.97,2.96,3.04,2.96,2.97,2.96,3.04,0.09,0.0301,1694131200,0.4286,1.88,2.009681,14.238095,21573,21573,25390,14770,14770,2.97,3.03,4000,1300,49774232,2.41,3.3,2.8925054,3.0602,2.89025,0.09,0.030405406,USD,7014189,0.17322999,11870546,12509800,10133,8225,1690761600,1693440000,0.0007,0.05092,0.29833,0.43,0.00090000004,3.612,0.8277962,1656547200,1688083200,1680220800,2981000,0.21,2:1,1175212800,0.408,1.115,NCM,EQUITY,GROW,GROW,"U.S. Global Investors, Inc.","U.S. Global Investors, Inc.",483201000,America/New_York,EDT,-14400000,2.99,none,36648000,2.514,6292500,73000,13.706,14.269,17208000,0.138,1.156,0.063590005,0.05414,18655000,2119125,4016000,-0.413,0.72949,0.36567003,0.3496,USD,
1,7900 Callaghan Road,San Antonio,TX,78229,United States,210-308-1234,210-308-1261,https://www.usfunds.com,Asset Management,Financial Services,"U.S. Global Investors, Inc. is a publicly owned investment manager. The firm primarily provides its services to investment companies. It also provides its services to pooled investment vehicles. The firm manages equity and fixed income mutual funds for its clients. It also manages hedge funds. The firm also manages exchange traded funds. It invests in the public equity and fixed income markets across the globe. It invests in G.A.R.P. and value stocks to make its equity investments. The firm employs a fundamental and quantitative analysis with top-down and bottom-up stock picking approach to make its investments. The firm conducts external research to make its investments. U.S. Global Investors, Inc. was founded in 1968 and is based in San Antonio, Texas.",20,"{'maxAge': 1, 'name': 'Ms. Lisa Christine Callicotte CPA', 'age': 49, 'title': 'Chief Financial Officer', 'yearBorn': 1973, 'fiscalYear': 2022, 'totalPay': 278000, 'exercisedValue': 0, 'unexercisedValue': 3360}",1672444800,86400,4,2.96,2.97,2.96,3.04,2.96,2.97,2.96,3.04,0.09,0.0301,1694131200,0.4286,1.88,2.009681,14.238095,21573,21573,25390,14770,14770,2.97,3.03,4000,1300,49774232,2.41,3.3,2.8925054,3.0602,2.89025,0.09,0.030405406,USD,7014189,0.17322999,11870546,12509800,10133,8225,1690761600,1693440000,0.0007,0.05092,0.29833,0.43,0.00090000004,3.612,0.8277962,1656547200,1688083200,1680220800,2981000,0.21,2:1,1175212800,0.408,1.115,NCM,EQUITY,GROW,GROW,"U.S. Global Investors, Inc.","U.S. Global Investors, Inc.",483201000,America/New_York,EDT,-14400000,2.99,none,36648000,2.514,6292500,73000,13.706,14.269,17208000,0.138,1.156,0.063590005,0.05414,18655000,2119125,4016000,-0.413,0.72949,0.36567003,0.3496,USD,
2,7900 Callaghan Road,San Antonio,TX,78229,United States,210-308-1234,210-308-1261,https://www.usfunds.com,Asset Management,Financial Services,"U.S. Global Investors, Inc. is a publicly owned investment manager. The firm primarily provides its services to investment companies. It also provides its services to pooled investment vehicles. The firm manages equity and fixed income mutual funds for its clients. It also manages hedge funds. The firm also manages exchange traded funds. It invests in the public equity and fixed income markets across the globe. It invests in G.A.R.P. and value stocks to make its equity investments. The firm employs a fundamental and quantitative analysis with top-down and bottom-up stock picking approach to make its investments. The firm conducts external research to make its investments. U.S. Global Investors, Inc. was founded in 1968 and is based in San Antonio, Texas.",20,"{'maxAge': 1, 'name': 'Ms. Holly  Schoenfeldt', 'title': 'PR Leader', 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,2.96,2.97,2.96,3.04,2.96,2.97,2.96,3.04,0.09,0.0301,1694131200,0.4286,1.88,2.009681,14.238095,21573,21573,25390,14770,14770,2.97,3.03,4000,1300,49774232,2.41,3.3,2.8925054,3.0602,2.89025,0.09,0.030405406,USD,7014189,0.17322999,11870546,12509800,10133,8225,1690761600,1693440000,0.0007,0.05092,0.29833,0.43,0.00090000004,3.612,0.8277962,1656547200,1688083200,1680220800,2981000,0.21,2:1,1175212800,0.408,1.115,NCM,EQUITY,GROW,GROW,"U.S. Global Investors, Inc.","U.S. Global Investors, Inc.",483201000,America/New_York,EDT,-14400000,2.99,none,36648000,2.514,6292500,73000,13.706,14.269,17208000,0.138,1.156,0.063590005,0.05414,18655000,2119125,4016000,-0.413,0.72949,0.36567003,0.3496,USD,
3,7900 Callaghan Road,San Antonio,TX,78229,United States,210-308-1234,210-308-1261,https://www.usfunds.com,Asset Management,Financial Services,"U.S. Global Investors, Inc. is a publicly owned investment manager. The firm primarily provides its services to investment companies. It also provides its services to pooled investment vehicles. The firm manages equity and fixed income mutual funds for its clients. It also manages hedge funds. The firm also manages exchange traded funds. It invests in the public equity and fixed income markets across the globe. It invests in G.A.R.P. and value stocks to make its equity investments. The firm employs a fundamental and quantitative analysis with top-down and bottom-up stock picking approach to make its investments. The firm conducts external research to make its investments. U.S. Global Investors, Inc. was founded in 1968 and is based in San Antonio, Texas.",20,"{'maxAge': 1, 'name': 'Ms. Monica  Blanco', 'title': 'Chief Compliance Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,2.96,2.97,2.96,3.04,2.96,2.97,2.96,3.04,0.09,0.0301,1694131200,0.4286,1.88,2.009681,14.238095,21573,21573,25390,14770,14770,2.97,3.03,4000,1300,49774232,2.41,3.3,2.8925054,3.0602,2.89025,0.09,0.030405406,USD,7014189,0.17322999,11870546,12509800,10133,8225,1690761600,1693440000,0.0007,0.05092,0.29833,0.43,0.00090000004,3.612,0.8277962,1656547200,1688083200,1680220800,2981000,0.21,2:1,1175212800,0.408,1.115,NCM,EQUITY,GROW,GROW,"U.S. Global Investors, Inc.","U.S. Global Investors, Inc.",483201000,America/New_York,EDT,-14400000,2.99,none,36648000,2.514,6292500,73000,13.706,14.269,17208000,0.138,1.156,0.063590005,0.05414,18655000,2119125,4016000,-0.413,0.72949,0.36567003,0.3496,USD,
4,7900 Callaghan Road,San Antonio,TX,78229,United States,210-308-1234,210-308-1261,https://www.usfunds.com,Asset Management,Financial Services,"U.S. Global Investors, Inc. is a publicly owned investment manager. The firm primarily provides its services to investment companies. It also provides its services to pooled investment vehicles. The firm manages equity and fixed income mutual funds for its clients. It also manages hedge funds. The firm also manages exchange traded funds. It invests in the public equity and fixed income markets across the globe. It invests in G.A.R.P. and value stocks to make its equity investments. The firm employs a fundamental and quantitative analysis with top-down and bottom-up stock picking approach to make its investments. The firm conducts external research to make its investments. U.S. Global Investors, Inc. was founded in 1968 and is based in San Antonio, Texas.",20,"{'maxAge': 1, 'name': 'Mr. Michael  Matousek', 'title': 'Head Trader', 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,2.96,2.97,2.96,3.04,2.96,2.97,2.96,3.04,0.09,0.0301,1694131200,0.4286,1.88,2.009681,14.238095,21573,21573,25390,14770,14770,2.97,3.03,4000,1300,49774232,2.41,3.3,2.8925054,3.0602,2.89025,0.09,0.030405406,USD,7014189,0.17322999,11870546,12509800,10133,8225,1690761600,1693440000,0.0007,0.05092,0.29833,0.43,0.00090000004,3.612,0.8277962,1656547200,1688083200,1680220800,2981000,0.21,2:1,1175212800,0.408,1.115,NCM,EQUITY,GROW,GROW,"U.S. Global Investors, Inc.","U.S. Global Investors, Inc.",483201000,America/New_York,EDT,-14400000,2.99,none,36648000,2.514,6292500,73000,13.706,14.269,17208000,0.138,1.156,0.063590005,0.05414,18655000,2119125,4016000,-0.413,0.72949,0.36567003,0.3496,USD,
5,7900 Callaghan Road,San Antonio,TX,78229,United States,210-308-1234,210-308-1261,https://www.usfunds.com,Asset Management,Financial Services,"U.S. Global Investors, Inc. is a publicly owned investment manager. The firm primarily provides its services to investment companies. It also provides its services to pooled investment vehicles. The firm manages equity and fixed income mutual funds for its clients. It also manages hedge funds. The firm also manages exchange traded funds. It invests in the public equity and fixed income markets across the globe. It invests in G.A.R.P. and value stocks to make its equity investments. The firm employs a fundamental and quantitative analysis with top-down and bottom-up stock picking approach to make its investments. The firm conducts external research to make its investments. U.S. Global Investors, Inc. was founded in 1968 and is based in San Antonio, Texas.",20,"{'maxAge': 1, 'name': 'Mr. Ralph P. Aldis C.F.A., CFA', 'title': 'Sr. Mining Analyst & Portfolio Mang.', 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,2.96,2.97,2.96,3.04,2.96,2.97,2.96,3.04,0.09,0.0301,1694131200,0.4286,1.88,2.009681,14.238095,21573,21573,25390,14770,14770,2.97,3.03,4000,1300,49774232,2.41,3.3,2.8925054,3.0602,2.89025,0.09,0.030405406,USD,7014189,0.17322999,11870546,12509800,10133,8225,1690761600,1693440000,0.0007,0.05092,0.29833,0.43,0.00090000004,3.612,0.8277962,1656547200,1688083200,1680220800,2981000,0.21,2:1,1175212800,0.408,1.115,NCM,EQUITY,GROW,GROW,"U.S. Global Investors, Inc.","U.S. Global Investors, Inc.",483201000,America/New_York,EDT,-14400000,2.99,none,36648000,2.514,6292500,73000,13.706,14.269,17208000,0.138,1.156,0.063590005,0.05414,18655000,2119125,4016000,-0.413,0.72949,0.36567003,0.3496,USD,
6,7900 Callaghan Road,San Antonio,TX,78229,United States,210-308-1234,210-308-1261,https://www.usfunds.com,Asset Management,Financial Services,"U.S. Global Investors, Inc. is a publicly owned investment manager. The firm primarily provides its services to investment companies. It also provides its services to pooled investment vehicles. The firm manages equity and fixed income mutual funds for its clients. It also manages hedge funds. The firm also manages exchange traded funds. It invests in the public equity and fixed income markets across the globe. It invests in G.A.R.P. and value stocks to make its equity investments. The firm employs a fundamental and quantitative analysis with top-down and bottom-up stock picking approach to make its investments. The firm conducts external research to make its investments. U.S. Global Investors, Inc. was founded in 1968 and is based in San Antonio, Texas.",20,"{'maxAge': 1, 'name': 'Ms. Joanna  Sawicka', 'title': 'Portfolio Mang.', 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,2.96,2.97,2.96,3.04,2.96,2.97,2.96,3.04,0.09,0.0301,1694131200,0.4286,1.88,2.009681,14.238095,21573,21573,25390,14770,14770,2.97,3.03,4000,1300,49774232,2.41,3.3,2.8925054,3.0602,2.89025,0.09,0.030405406,USD,7014189,0.17322999,11870546,12509800,10133,8225,1690761600,1693440000,0.0007,0.05092,0.29833,0.43,0.00090000004,3.612,0.8277962,1656547200,1688083200,1680220800,2981000,0.21,2:1,1175212800,0.408,1.115,NCM,EQUITY,GROW,GROW,"U.S. Global Investors, Inc.","U.S. Global Investors, Inc.",483201000,America/New_York,EDT,-14400000,2.99,none,36648000,2.514,6292500,73000,13.706,14.269,17208000,0.138,1.156,0.063590005,0.05414,18655000,2119125,4016000,-0.413,0.72949,0.36567003,0.3496,USD,
