,address1,city,zip,country,phone,fax,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,exDividendDate,payoutRatio,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,Marienplatz 11,Munich,80331,Germany,49 89 23691 0,49 89 23691 600,https://www.ludwigbeck.de,Department Stores,Consumer Cyclical,"LUDWIG BECK am Rathauseck - Textilhaus Feldmeier AG engages in the textile retail business in Germany. It operates through Textile and Non-Textile segments. The company is involved in the wholesale and retail of textiles, clothing, hardware, and other merchandise. It also provides non-textile goods, such as cosmetics, paper products, and sound recording products. In addition, the company offers various cosmetics, textiles, and accessories through ludwigbeck.de, an online portal. Further, it is involved in the acquisition, holding, and management of investments in real estate companies. The company operates its flagship store at Marienplatz in Munich. It operates its business under the LUDWIG BECK brand name. LUDWIG BECK am Rathauseck - Textilhaus Feldmeier AG was founded in 1861 and is based in Munich, Germany.",431,"{'maxAge': 1, 'name': 'Mr. Christian  Greiner', 'age': 43, 'title': 'Chairman the Exec. Board and Board Member of Purchasing, Sales & Marketing', 'yearBorn': 1979, 'fiscalYear': 2020, 'totalPay': 299000, 'exercisedValue': 0, 'unexercisedValue': 0}",1609372800,86400,2,23.0,23.8,23.6,23.8,23.0,23.8,23.6,23.8,1526428800,0.0,0.214714,40.000004,23.6,5,5,155,186,186,23.4,23.8,50700,40000,87320000,20.0,29.2,1.1806542,25.456,26.985,0.0,0.0,EUR,182000000,0.03022,1476300,3700000,0.84344,0.0,17.405,1.3559321,1672444800,1703980800,1688083200,0.0,2235000,0.59,1.0,2.461,20.204,GER,EQUITY,ECK.DE,ECK.DE,LUDW.BECK A.RATHAUSECK,LUDWIG BECK am Rathauseck - Textilhaus Feldmeier AG,911462400,Europe/Berlin,CEST,7200000,23.6,none,300000,0.081,9008000,97200000,0.235,0.762,73959000,150.932,20.016,0.01864,0.03534,2589000,6284000,0.0,0.012,0.50289,0.121800005,0.06831,EUR,
1,Marienplatz 11,Munich,80331,Germany,49 89 23691 0,49 89 23691 600,https://www.ludwigbeck.de,Department Stores,Consumer Cyclical,"LUDWIG BECK am Rathauseck - Textilhaus Feldmeier AG engages in the textile retail business in Germany. It operates through Textile and Non-Textile segments. The company is involved in the wholesale and retail of textiles, clothing, hardware, and other merchandise. It also provides non-textile goods, such as cosmetics, paper products, and sound recording products. In addition, the company offers various cosmetics, textiles, and accessories through ludwigbeck.de, an online portal. Further, it is involved in the acquisition, holding, and management of investments in real estate companies. The company operates its flagship store at Marienplatz in Munich. It operates its business under the LUDWIG BECK brand name. LUDWIG BECK am Rathauseck - Textilhaus Feldmeier AG was founded in 1861 and is based in Munich, Germany.",431,"{'maxAge': 1, 'name': 'Mr. Jens  Schott', 'age': 50, 'title': 'Chief Financial, IT & Logistics Officer and Member of Exec. Board', 'yearBorn': 1972, 'fiscalYear': 2020, 'totalPay': 177000, 'exercisedValue': 0, 'unexercisedValue': 0}",1609372800,86400,2,23.0,23.8,23.6,23.8,23.0,23.8,23.6,23.8,1526428800,0.0,0.214714,40.000004,23.6,5,5,155,186,186,23.4,23.8,50700,40000,87320000,20.0,29.2,1.1806542,25.456,26.985,0.0,0.0,EUR,182000000,0.03022,1476300,3700000,0.84344,0.0,17.405,1.3559321,1672444800,1703980800,1688083200,0.0,2235000,0.59,1.0,2.461,20.204,GER,EQUITY,ECK.DE,ECK.DE,LUDW.BECK A.RATHAUSECK,LUDWIG BECK am Rathauseck - Textilhaus Feldmeier AG,911462400,Europe/Berlin,CEST,7200000,23.6,none,300000,0.081,9008000,97200000,0.235,0.762,73959000,150.932,20.016,0.01864,0.03534,2589000,6284000,0.0,0.012,0.50289,0.121800005,0.06831,EUR,
