,address1,address2,city,country,phone,fax,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,trailingPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,Ceyhun Atif Kansu Caddesi,Oguzlar Mahallesi 46 Sokak No: 66 Balgat,Ankara,Turkey,90 312 201 88 00,90 312 286 96 58,https://www.euroyatirimortakligi.com,Asset Management,Financial Services,"Euro Menkul Kiymet Yatirim Ortakligi Anonim Sirketi manages a portfolio of funds arising from capital market instruments in Turkey. The company was formerly known as Euro B Tipi Menkul Kiymetler Yatirim Ortakligi Anonim Sirketi and changed its name to Euro Menkul Kiymet Yatirim Ortakligi Anonim Sirketi in May 2014. Euro Menkul Kiymet Yatirim Ortakligi Anonim Sirketi was founded in 2006 and is headquartered in Ankara, Turkey.",7,"{'maxAge': 1, 'name': 'Mr. Savas  Özdemir', 'title': 'Gen. Mang. and Portfolio Mang.', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,14.6,14.8,14.05,14.8,14.6,14.8,14.05,14.8,0.07,0.0045,1691452800,0.19440001,1.75,80.33333,213295,213295,552541,323868,323868,14.24,14.24,0,0,289200000,2.9,18.23,4.5635934,13.6728,7.2315,0.0,0.0,TRY,245591408,0.105790004,19932800,20000000,0.00336,0.0,2.505,5.7724547,1672444800,1703980800,1688083200,3.062,6704312,0.18,1:1,1419465600,3.875,33.223,IST,EQUITY,EUYO.IS,EUYO.IS,EURO YAT. ORT.,Euro Menkul Kiymet Yatirim Ortakligi Anonim Sirketi,1149661800,Europe/Istanbul,TRT,10800000,14.46,none,47879176,2.394,7392127,1870590,53.584,53.697,63371116,3.733,3.169,0.091450006,0.14264,9357108,2189633,-21140244,3.062,4.326,0.17188999,0.11665,0.11156999,TRY,
1,Ceyhun Atif Kansu Caddesi,Oguzlar Mahallesi 46 Sokak No: 66 Balgat,Ankara,Turkey,90 312 201 88 00,90 312 286 96 58,https://www.euroyatirimortakligi.com,Asset Management,Financial Services,"Euro Menkul Kiymet Yatirim Ortakligi Anonim Sirketi manages a portfolio of funds arising from capital market instruments in Turkey. The company was formerly known as Euro B Tipi Menkul Kiymetler Yatirim Ortakligi Anonim Sirketi and changed its name to Euro Menkul Kiymet Yatirim Ortakligi Anonim Sirketi in May 2014. Euro Menkul Kiymet Yatirim Ortakligi Anonim Sirketi was founded in 2006 and is headquartered in Ankara, Turkey.",7,"{'maxAge': 1, 'name': 'Selina Ozlem Sahin', 'title': 'Exec. Vice Chairman', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,14.6,14.8,14.05,14.8,14.6,14.8,14.05,14.8,0.07,0.0045,1691452800,0.19440001,1.75,80.33333,213295,213295,552541,323868,323868,14.24,14.24,0,0,289200000,2.9,18.23,4.5635934,13.6728,7.2315,0.0,0.0,TRY,245591408,0.105790004,19932800,20000000,0.00336,0.0,2.505,5.7724547,1672444800,1703980800,1688083200,3.062,6704312,0.18,1:1,1419465600,3.875,33.223,IST,EQUITY,EUYO.IS,EUYO.IS,EURO YAT. ORT.,Euro Menkul Kiymet Yatirim Ortakligi Anonim Sirketi,1149661800,Europe/Istanbul,TRT,10800000,14.46,none,47879176,2.394,7392127,1870590,53.584,53.697,63371116,3.733,3.169,0.091450006,0.14264,9357108,2189633,-21140244,3.062,4.326,0.17188999,0.11665,0.11156999,TRY,
2,Ceyhun Atif Kansu Caddesi,Oguzlar Mahallesi 46 Sokak No: 66 Balgat,Ankara,Turkey,90 312 201 88 00,90 312 286 96 58,https://www.euroyatirimortakligi.com,Asset Management,Financial Services,"Euro Menkul Kiymet Yatirim Ortakligi Anonim Sirketi manages a portfolio of funds arising from capital market instruments in Turkey. The company was formerly known as Euro B Tipi Menkul Kiymetler Yatirim Ortakligi Anonim Sirketi and changed its name to Euro Menkul Kiymet Yatirim Ortakligi Anonim Sirketi in May 2014. Euro Menkul Kiymet Yatirim Ortakligi Anonim Sirketi was founded in 2006 and is headquartered in Ankara, Turkey.",7,"{'maxAge': 1, 'name': 'Mr. Ali Gökhan Kargi', 'title': 'Investor Relations Mang.', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,14.6,14.8,14.05,14.8,14.6,14.8,14.05,14.8,0.07,0.0045,1691452800,0.19440001,1.75,80.33333,213295,213295,552541,323868,323868,14.24,14.24,0,0,289200000,2.9,18.23,4.5635934,13.6728,7.2315,0.0,0.0,TRY,245591408,0.105790004,19932800,20000000,0.00336,0.0,2.505,5.7724547,1672444800,1703980800,1688083200,3.062,6704312,0.18,1:1,1419465600,3.875,33.223,IST,EQUITY,EUYO.IS,EUYO.IS,EURO YAT. ORT.,Euro Menkul Kiymet Yatirim Ortakligi Anonim Sirketi,1149661800,Europe/Istanbul,TRT,10800000,14.46,none,47879176,2.394,7392127,1870590,53.584,53.697,63371116,3.733,3.169,0.091450006,0.14264,9357108,2189633,-21140244,3.062,4.326,0.17188999,0.11665,0.11156999,TRY,
3,Ceyhun Atif Kansu Caddesi,Oguzlar Mahallesi 46 Sokak No: 66 Balgat,Ankara,Turkey,90 312 201 88 00,90 312 286 96 58,https://www.euroyatirimortakligi.com,Asset Management,Financial Services,"Euro Menkul Kiymet Yatirim Ortakligi Anonim Sirketi manages a portfolio of funds arising from capital market instruments in Turkey. The company was formerly known as Euro B Tipi Menkul Kiymetler Yatirim Ortakligi Anonim Sirketi and changed its name to Euro Menkul Kiymet Yatirim Ortakligi Anonim Sirketi in May 2014. Euro Menkul Kiymet Yatirim Ortakligi Anonim Sirketi was founded in 2006 and is headquartered in Ankara, Turkey.",7,"{'maxAge': 1, 'name': 'Mr. Ali  Arslan', 'age': 48, 'title': 'Exec. Director', 'yearBorn': 1974, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,14.6,14.8,14.05,14.8,14.6,14.8,14.05,14.8,0.07,0.0045,1691452800,0.19440001,1.75,80.33333,213295,213295,552541,323868,323868,14.24,14.24,0,0,289200000,2.9,18.23,4.5635934,13.6728,7.2315,0.0,0.0,TRY,245591408,0.105790004,19932800,20000000,0.00336,0.0,2.505,5.7724547,1672444800,1703980800,1688083200,3.062,6704312,0.18,1:1,1419465600,3.875,33.223,IST,EQUITY,EUYO.IS,EUYO.IS,EURO YAT. ORT.,Euro Menkul Kiymet Yatirim Ortakligi Anonim Sirketi,1149661800,Europe/Istanbul,TRT,10800000,14.46,none,47879176,2.394,7392127,1870590,53.584,53.697,63371116,3.733,3.169,0.091450006,0.14264,9357108,2189633,-21140244,3.062,4.326,0.17188999,0.11665,0.11156999,TRY,
