,address1,city,state,zip,country,phone,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,pegRatio,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,6465 South Rainbow Boulevard,Las Vegas,NV,89118,United States,702 792 7200,https://www.boydgaming.com,Resorts & Casinos,Consumer Cyclical,"Boyd Gaming Corporation, together with its subsidiaries, operates as a multi-jurisdictional gaming company in Nevada, Illinois, Indiana, Iowa, Kansas, Louisiana, Mississippi, Missouri, Ohio, and Pennsylvania. It operates through three segments: Las Vegas Locals, Downtown Las Vegas, and Midwest & South. The company also engages in owning and operating a travel agency. The company was founded in 1975 and is headquartered in Las Vegas, Nevada.",15771,"{'maxAge': 1, 'name': 'Mr. Keith E. Smith', 'age': 61, 'title': 'Pres, CEO & Director', 'yearBorn': 1961, 'fiscalYear': 2022, 'totalPay': 3939209, 'exercisedValue': 9879303, 'unexercisedValue': 0}",5,5,3,5,4,1693526400,1672444800,86400,2,64.95,64.83,64.29,65.42,64.95,64.83,64.29,65.42,0.64,0.0099,1694649600,0.09,1.768672,9.430029,9.555392,1994778,1994778,771138,1064400,1064400,63.5,64.65,800,800,6469776384,46.1,73.0,1.757566,67.5516,64.5186,0.62,0.009545805,USD,9980531712,0.19610001,71833649,100012000,3263506,3253308,1690761600,1693440000,0.0326,0.28606,0.72317004,4.8,0.045700002,17.486,3.699531,1672444800,1703980800,1688083200,0.311,721870976,6.86,6.77,0.85,2.711,7.659,NYQ,EQUITY,BYD,BYD,Boyd Gaming Corporation,Boyd Gaming Corporation,750691800,America/New_York,EDT,-14400000,64.69,87.0,75.0,80.45,80.0,2.1,buy,11,261487008,2.615,1303139968,3772239872,0.685,0.84,3681100032,215.703,35.152,0.10634,0.44044,2565446000,478073760,983174016,0.418,0.025,0.70548,0.35401002,0.28552,USD,
1,6465 South Rainbow Boulevard,Las Vegas,NV,89118,United States,702 792 7200,https://www.boydgaming.com,Resorts & Casinos,Consumer Cyclical,"Boyd Gaming Corporation, together with its subsidiaries, operates as a multi-jurisdictional gaming company in Nevada, Illinois, Indiana, Iowa, Kansas, Louisiana, Mississippi, Missouri, Ohio, and Pennsylvania. It operates through three segments: Las Vegas Locals, Downtown Las Vegas, and Midwest & South. The company also engages in owning and operating a travel agency. The company was founded in 1975 and is headquartered in Las Vegas, Nevada.",15771,"{'maxAge': 1, 'name': 'Mr. Josh  Hirsberg', 'age': 60, 'title': 'Exec. VP, CFO & Treasurer', 'yearBorn': 1962, 'fiscalYear': 2022, 'totalPay': 1625804, 'exercisedValue': 0, 'unexercisedValue': 4060478}",5,5,3,5,4,1693526400,1672444800,86400,2,64.95,64.83,64.29,65.42,64.95,64.83,64.29,65.42,0.64,0.0099,1694649600,0.09,1.768672,9.430029,9.555392,1994778,1994778,771138,1064400,1064400,63.5,64.65,800,800,6469776384,46.1,73.0,1.757566,67.5516,64.5186,0.62,0.009545805,USD,9980531712,0.19610001,71833649,100012000,3263506,3253308,1690761600,1693440000,0.0326,0.28606,0.72317004,4.8,0.045700002,17.486,3.699531,1672444800,1703980800,1688083200,0.311,721870976,6.86,6.77,0.85,2.711,7.659,NYQ,EQUITY,BYD,BYD,Boyd Gaming Corporation,Boyd Gaming Corporation,750691800,America/New_York,EDT,-14400000,64.69,87.0,75.0,80.45,80.0,2.1,buy,11,261487008,2.615,1303139968,3772239872,0.685,0.84,3681100032,215.703,35.152,0.10634,0.44044,2565446000,478073760,983174016,0.418,0.025,0.70548,0.35401002,0.28552,USD,
2,6465 South Rainbow Boulevard,Las Vegas,NV,89118,United States,702 792 7200,https://www.boydgaming.com,Resorts & Casinos,Consumer Cyclical,"Boyd Gaming Corporation, together with its subsidiaries, operates as a multi-jurisdictional gaming company in Nevada, Illinois, Indiana, Iowa, Kansas, Louisiana, Mississippi, Missouri, Ohio, and Pennsylvania. It operates through three segments: Las Vegas Locals, Downtown Las Vegas, and Midwest & South. The company also engages in owning and operating a travel agency. The company was founded in 1975 and is headquartered in Las Vegas, Nevada.",15771,"{'maxAge': 1, 'name': 'Mr. Stephen S. Thompson', 'age': 62, 'title': 'Exec. VP of Operations', 'yearBorn': 1960, 'fiscalYear': 2022, 'totalPay': 1335033, 'exercisedValue': 0, 'unexercisedValue': 0}",5,5,3,5,4,1693526400,1672444800,86400,2,64.95,64.83,64.29,65.42,64.95,64.83,64.29,65.42,0.64,0.0099,1694649600,0.09,1.768672,9.430029,9.555392,1994778,1994778,771138,1064400,1064400,63.5,64.65,800,800,6469776384,46.1,73.0,1.757566,67.5516,64.5186,0.62,0.009545805,USD,9980531712,0.19610001,71833649,100012000,3263506,3253308,1690761600,1693440000,0.0326,0.28606,0.72317004,4.8,0.045700002,17.486,3.699531,1672444800,1703980800,1688083200,0.311,721870976,6.86,6.77,0.85,2.711,7.659,NYQ,EQUITY,BYD,BYD,Boyd Gaming Corporation,Boyd Gaming Corporation,750691800,America/New_York,EDT,-14400000,64.69,87.0,75.0,80.45,80.0,2.1,buy,11,261487008,2.615,1303139968,3772239872,0.685,0.84,3681100032,215.703,35.152,0.10634,0.44044,2565446000,478073760,983174016,0.418,0.025,0.70548,0.35401002,0.28552,USD,
3,6465 South Rainbow Boulevard,Las Vegas,NV,89118,United States,702 792 7200,https://www.boydgaming.com,Resorts & Casinos,Consumer Cyclical,"Boyd Gaming Corporation, together with its subsidiaries, operates as a multi-jurisdictional gaming company in Nevada, Illinois, Indiana, Iowa, Kansas, Louisiana, Mississippi, Missouri, Ohio, and Pennsylvania. It operates through three segments: Las Vegas Locals, Downtown Las Vegas, and Midwest & South. The company also engages in owning and operating a travel agency. The company was founded in 1975 and is headquartered in Las Vegas, Nevada.",15771,"{'maxAge': 1, 'name': 'Mr. Theodore A. Bogich', 'age': 66, 'title': 'Exec. VP of Operations', 'yearBorn': 1956, 'fiscalYear': 2022, 'totalPay': 1335033, 'exercisedValue': 0, 'unexercisedValue': 0}",5,5,3,5,4,1693526400,1672444800,86400,2,64.95,64.83,64.29,65.42,64.95,64.83,64.29,65.42,0.64,0.0099,1694649600,0.09,1.768672,9.430029,9.555392,1994778,1994778,771138,1064400,1064400,63.5,64.65,800,800,6469776384,46.1,73.0,1.757566,67.5516,64.5186,0.62,0.009545805,USD,9980531712,0.19610001,71833649,100012000,3263506,3253308,1690761600,1693440000,0.0326,0.28606,0.72317004,4.8,0.045700002,17.486,3.699531,1672444800,1703980800,1688083200,0.311,721870976,6.86,6.77,0.85,2.711,7.659,NYQ,EQUITY,BYD,BYD,Boyd Gaming Corporation,Boyd Gaming Corporation,750691800,America/New_York,EDT,-14400000,64.69,87.0,75.0,80.45,80.0,2.1,buy,11,261487008,2.615,1303139968,3772239872,0.685,0.84,3681100032,215.703,35.152,0.10634,0.44044,2565446000,478073760,983174016,0.418,0.025,0.70548,0.35401002,0.28552,USD,
4,6465 South Rainbow Boulevard,Las Vegas,NV,89118,United States,702 792 7200,https://www.boydgaming.com,Resorts & Casinos,Consumer Cyclical,"Boyd Gaming Corporation, together with its subsidiaries, operates as a multi-jurisdictional gaming company in Nevada, Illinois, Indiana, Iowa, Kansas, Louisiana, Mississippi, Missouri, Ohio, and Pennsylvania. It operates through three segments: Las Vegas Locals, Downtown Las Vegas, and Midwest & South. The company also engages in owning and operating a travel agency. The company was founded in 1975 and is headquartered in Las Vegas, Nevada.",15771,"{'maxAge': 1, 'name': 'Ms. Marianne Boyd Johnson', 'age': 64, 'title': 'Exec. Chairman', 'yearBorn': 1958, 'fiscalYear': 2016, 'exercisedValue': 0, 'unexercisedValue': 0}",5,5,3,5,4,1693526400,1672444800,86400,2,64.95,64.83,64.29,65.42,64.95,64.83,64.29,65.42,0.64,0.0099,1694649600,0.09,1.768672,9.430029,9.555392,1994778,1994778,771138,1064400,1064400,63.5,64.65,800,800,6469776384,46.1,73.0,1.757566,67.5516,64.5186,0.62,0.009545805,USD,9980531712,0.19610001,71833649,100012000,3263506,3253308,1690761600,1693440000,0.0326,0.28606,0.72317004,4.8,0.045700002,17.486,3.699531,1672444800,1703980800,1688083200,0.311,721870976,6.86,6.77,0.85,2.711,7.659,NYQ,EQUITY,BYD,BYD,Boyd Gaming Corporation,Boyd Gaming Corporation,750691800,America/New_York,EDT,-14400000,64.69,87.0,75.0,80.45,80.0,2.1,buy,11,261487008,2.615,1303139968,3772239872,0.685,0.84,3681100032,215.703,35.152,0.10634,0.44044,2565446000,478073760,983174016,0.418,0.025,0.70548,0.35401002,0.28552,USD,
5,6465 South Rainbow Boulevard,Las Vegas,NV,89118,United States,702 792 7200,https://www.boydgaming.com,Resorts & Casinos,Consumer Cyclical,"Boyd Gaming Corporation, together with its subsidiaries, operates as a multi-jurisdictional gaming company in Nevada, Illinois, Indiana, Iowa, Kansas, Louisiana, Mississippi, Missouri, Ohio, and Pennsylvania. It operates through three segments: Las Vegas Locals, Downtown Las Vegas, and Midwest & South. The company also engages in owning and operating a travel agency. The company was founded in 1975 and is headquartered in Las Vegas, Nevada.",15771,"{'maxAge': 1, 'name': 'Ms. Lori M. Nelson', 'age': 41, 'title': 'Sr. VP of Financial Operations & Reporting and Chief Accounting Officer', 'yearBorn': 1981, 'exercisedValue': 0, 'unexercisedValue': 0}",5,5,3,5,4,1693526400,1672444800,86400,2,64.95,64.83,64.29,65.42,64.95,64.83,64.29,65.42,0.64,0.0099,1694649600,0.09,1.768672,9.430029,9.555392,1994778,1994778,771138,1064400,1064400,63.5,64.65,800,800,6469776384,46.1,73.0,1.757566,67.5516,64.5186,0.62,0.009545805,USD,9980531712,0.19610001,71833649,100012000,3263506,3253308,1690761600,1693440000,0.0326,0.28606,0.72317004,4.8,0.045700002,17.486,3.699531,1672444800,1703980800,1688083200,0.311,721870976,6.86,6.77,0.85,2.711,7.659,NYQ,EQUITY,BYD,BYD,Boyd Gaming Corporation,Boyd Gaming Corporation,750691800,America/New_York,EDT,-14400000,64.69,87.0,75.0,80.45,80.0,2.1,buy,11,261487008,2.615,1303139968,3772239872,0.685,0.84,3681100032,215.703,35.152,0.10634,0.44044,2565446000,478073760,983174016,0.418,0.025,0.70548,0.35401002,0.28552,USD,
6,6465 South Rainbow Boulevard,Las Vegas,NV,89118,United States,702 792 7200,https://www.boydgaming.com,Resorts & Casinos,Consumer Cyclical,"Boyd Gaming Corporation, together with its subsidiaries, operates as a multi-jurisdictional gaming company in Nevada, Illinois, Indiana, Iowa, Kansas, Louisiana, Mississippi, Missouri, Ohio, and Pennsylvania. It operates through three segments: Las Vegas Locals, Downtown Las Vegas, and Midwest & South. The company also engages in owning and operating a travel agency. The company was founded in 1975 and is headquartered in Las Vegas, Nevada.",15771,"{'maxAge': 1, 'name': 'Mr. Uri  Clinton', 'age': 49, 'title': 'Exec. VP, Gen. Counsel & Corp. Sec.', 'yearBorn': 1973, 'exercisedValue': 0, 'unexercisedValue': 0}",5,5,3,5,4,1693526400,1672444800,86400,2,64.95,64.83,64.29,65.42,64.95,64.83,64.29,65.42,0.64,0.0099,1694649600,0.09,1.768672,9.430029,9.555392,1994778,1994778,771138,1064400,1064400,63.5,64.65,800,800,6469776384,46.1,73.0,1.757566,67.5516,64.5186,0.62,0.009545805,USD,9980531712,0.19610001,71833649,100012000,3263506,3253308,1690761600,1693440000,0.0326,0.28606,0.72317004,4.8,0.045700002,17.486,3.699531,1672444800,1703980800,1688083200,0.311,721870976,6.86,6.77,0.85,2.711,7.659,NYQ,EQUITY,BYD,BYD,Boyd Gaming Corporation,Boyd Gaming Corporation,750691800,America/New_York,EDT,-14400000,64.69,87.0,75.0,80.45,80.0,2.1,buy,11,261487008,2.615,1303139968,3772239872,0.685,0.84,3681100032,215.703,35.152,0.10634,0.44044,2565446000,478073760,983174016,0.418,0.025,0.70548,0.35401002,0.28552,USD,
7,6465 South Rainbow Boulevard,Las Vegas,NV,89118,United States,702 792 7200,https://www.boydgaming.com,Resorts & Casinos,Consumer Cyclical,"Boyd Gaming Corporation, together with its subsidiaries, operates as a multi-jurisdictional gaming company in Nevada, Illinois, Indiana, Iowa, Kansas, Louisiana, Mississippi, Missouri, Ohio, and Pennsylvania. It operates through three segments: Las Vegas Locals, Downtown Las Vegas, and Midwest & South. The company also engages in owning and operating a travel agency. The company was founded in 1975 and is headquartered in Las Vegas, Nevada.",15771,"{'maxAge': 1, 'name': 'Mr. David  Strow', 'title': 'VP of Corp. Communications', 'exercisedValue': 0, 'unexercisedValue': 0}",5,5,3,5,4,1693526400,1672444800,86400,2,64.95,64.83,64.29,65.42,64.95,64.83,64.29,65.42,0.64,0.0099,1694649600,0.09,1.768672,9.430029,9.555392,1994778,1994778,771138,1064400,1064400,63.5,64.65,800,800,6469776384,46.1,73.0,1.757566,67.5516,64.5186,0.62,0.009545805,USD,9980531712,0.19610001,71833649,100012000,3263506,3253308,1690761600,1693440000,0.0326,0.28606,0.72317004,4.8,0.045700002,17.486,3.699531,1672444800,1703980800,1688083200,0.311,721870976,6.86,6.77,0.85,2.711,7.659,NYQ,EQUITY,BYD,BYD,Boyd Gaming Corporation,Boyd Gaming Corporation,750691800,America/New_York,EDT,-14400000,64.69,87.0,75.0,80.45,80.0,2.1,buy,11,261487008,2.615,1303139968,3772239872,0.685,0.84,3681100032,215.703,35.152,0.10634,0.44044,2565446000,478073760,983174016,0.418,0.025,0.70548,0.35401002,0.28552,USD,
8,6465 South Rainbow Boulevard,Las Vegas,NV,89118,United States,702 792 7200,https://www.boydgaming.com,Resorts & Casinos,Consumer Cyclical,"Boyd Gaming Corporation, together with its subsidiaries, operates as a multi-jurisdictional gaming company in Nevada, Illinois, Indiana, Iowa, Kansas, Louisiana, Mississippi, Missouri, Ohio, and Pennsylvania. It operates through three segments: Las Vegas Locals, Downtown Las Vegas, and Midwest & South. The company also engages in owning and operating a travel agency. The company was founded in 1975 and is headquartered in Las Vegas, Nevada.",15771,"{'maxAge': 1, 'name': 'Mr. Christopher R. Gibase', 'title': 'Chief Marketing Officer & Sr. VP', 'exercisedValue': 0, 'unexercisedValue': 0}",5,5,3,5,4,1693526400,1672444800,86400,2,64.95,64.83,64.29,65.42,64.95,64.83,64.29,65.42,0.64,0.0099,1694649600,0.09,1.768672,9.430029,9.555392,1994778,1994778,771138,1064400,1064400,63.5,64.65,800,800,6469776384,46.1,73.0,1.757566,67.5516,64.5186,0.62,0.009545805,USD,9980531712,0.19610001,71833649,100012000,3263506,3253308,1690761600,1693440000,0.0326,0.28606,0.72317004,4.8,0.045700002,17.486,3.699531,1672444800,1703980800,1688083200,0.311,721870976,6.86,6.77,0.85,2.711,7.659,NYQ,EQUITY,BYD,BYD,Boyd Gaming Corporation,Boyd Gaming Corporation,750691800,America/New_York,EDT,-14400000,64.69,87.0,75.0,80.45,80.0,2.1,buy,11,261487008,2.615,1303139968,3772239872,0.685,0.84,3681100032,215.703,35.152,0.10634,0.44044,2565446000,478073760,983174016,0.418,0.025,0.70548,0.35401002,0.28552,USD,
9,6465 South Rainbow Boulevard,Las Vegas,NV,89118,United States,702 792 7200,https://www.boydgaming.com,Resorts & Casinos,Consumer Cyclical,"Boyd Gaming Corporation, together with its subsidiaries, operates as a multi-jurisdictional gaming company in Nevada, Illinois, Indiana, Iowa, Kansas, Louisiana, Mississippi, Missouri, Ohio, and Pennsylvania. It operates through three segments: Las Vegas Locals, Downtown Las Vegas, and Midwest & South. The company also engages in owning and operating a travel agency. The company was founded in 1975 and is headquartered in Las Vegas, Nevada.",15771,"{'maxAge': 1, 'name': 'Mr. William R. Boyd', 'age': 62, 'title': 'VP & Director', 'yearBorn': 1960, 'fiscalYear': 2016, 'exercisedValue': 0, 'unexercisedValue': 0}",5,5,3,5,4,1693526400,1672444800,86400,2,64.95,64.83,64.29,65.42,64.95,64.83,64.29,65.42,0.64,0.0099,1694649600,0.09,1.768672,9.430029,9.555392,1994778,1994778,771138,1064400,1064400,63.5,64.65,800,800,6469776384,46.1,73.0,1.757566,67.5516,64.5186,0.62,0.009545805,USD,9980531712,0.19610001,71833649,100012000,3263506,3253308,1690761600,1693440000,0.0326,0.28606,0.72317004,4.8,0.045700002,17.486,3.699531,1672444800,1703980800,1688083200,0.311,721870976,6.86,6.77,0.85,2.711,7.659,NYQ,EQUITY,BYD,BYD,Boyd Gaming Corporation,Boyd Gaming Corporation,750691800,America/New_York,EDT,-14400000,64.69,87.0,75.0,80.45,80.0,2.1,buy,11,261487008,2.615,1303139968,3772239872,0.685,0.84,3681100032,215.703,35.152,0.10634,0.44044,2565446000,478073760,983174016,0.418,0.025,0.70548,0.35401002,0.28552,USD,
