,address1,address2,city,zip,country,phone,website,longBusinessSummary,fullTimeEmployees,companyOfficers,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,beta,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,currency,enterpriseValue,forwardPE,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,Bundang First Tower,10th Floor 55 Bundang-ro Bundang-gu,Seongnam-si,13591,South Korea,82 3 1789 6500,https://corp.joycity.com,"JOYCITY Corporation operates as a gaming company worldwide. It designs, develops, and services games for multiple platforms, including PC online, mobile, VR, and console. The company was formerly known as JC Entertainment Corp and changed its name to JOYCITY Corporation in June 2013. JOYCITY Corporation was founded in 1994 and is based in Seongnam-si, South Korea.",323,"{'maxAge': 1, 'name': 'Mr. Seong-Won  Cho', 'age': 53, 'title': 'Chief Exec. Officer', 'yearBorn': 1969, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,3075.0,3075.0,3040.0,3110.0,3075.0,3075.0,3040.0,3110.0,0.950575,193677,193677,266307,200062,200062,3055.0,3060.0,0,0,34395766784,2825.0,5440.0,0.21596465,3160.8,4084.675,KRW,288119357440,18.299635,0.01594,39417326,11277300,0.4255,0.0202,1672444800,1703980800,1680220800,-0.247,2538895616,1.809,23.54,KOE,EQUITY,067000.KQ,067000.KQ,JoyCity,JOYCITY Corporation,1212105600,Asia/Seoul,KST,32400000,3050.0,5300.0,5000.0,5127.0,5080.0,1.0,strong_buy,3,25016535040,364.611,12239758336,109702684672,0.729,0.842,159265734656,108.418,2324.139,0.021440001,0.02523,1827530624,2895794432,-0.243,-0.11,0.99957,0.07685,0.05209,KRW,
1,Bundang First Tower,10th Floor 55 Bundang-ro Bundang-gu,Seongnam-si,13591,South Korea,82 3 1789 6500,https://corp.joycity.com,"JOYCITY Corporation operates as a gaming company worldwide. It designs, develops, and services games for multiple platforms, including PC online, mobile, VR, and console. The company was formerly known as JC Entertainment Corp and changed its name to JOYCITY Corporation in June 2013. JOYCITY Corporation was founded in 1994 and is based in Seongnam-si, South Korea.",323,"{'maxAge': 1, 'name': 'Seung-Il  Baek', 'age': 67, 'title': 'Pres', 'yearBorn': 1955, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,3075.0,3075.0,3040.0,3110.0,3075.0,3075.0,3040.0,3110.0,0.950575,193677,193677,266307,200062,200062,3055.0,3060.0,0,0,34395766784,2825.0,5440.0,0.21596465,3160.8,4084.675,KRW,288119357440,18.299635,0.01594,39417326,11277300,0.4255,0.0202,1672444800,1703980800,1680220800,-0.247,2538895616,1.809,23.54,KOE,EQUITY,067000.KQ,067000.KQ,JoyCity,JOYCITY Corporation,1212105600,Asia/Seoul,KST,32400000,3050.0,5300.0,5000.0,5127.0,5080.0,1.0,strong_buy,3,25016535040,364.611,12239758336,109702684672,0.729,0.842,159265734656,108.418,2324.139,0.021440001,0.02523,1827530624,2895794432,-0.243,-0.11,0.99957,0.07685,0.05209,KRW,
