,address1,address2,city,state,zip,country,phone,fax,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,pegRatio,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,1011 Warrenville Road,Suite 600,Lisle,IL,60532,United States,630 824 1000,630 824 1001,https://www.suncoke.com,Coking Coal,Basic Materials,"SunCoke Energy, Inc. operates as an independent producer of coke in the Americas and Brazil. The company operates through three segments: Domestic Coke, Brazil Coke, and Logistics. It offers metallurgical and thermal coal. The company also provides handling and/or mixing services to steel, coke, electric utility, coal producing, and other manufacturing based customers. In addition, it owns and operates cokemaking facilities in the United States and Brazil. The company was founded in 1960 and is headquartered in Lisle, Illinois.",1172,"{'maxAge': 1, 'name': 'Mr. Michael G. Rippey', 'age': 65, 'title': 'CEO & Director', 'yearBorn': 1957, 'fiscalYear': 2022, 'totalPay': 4977585, 'exercisedValue': 0, 'unexercisedValue': 0}",4,2,1,5,2,1693526400,1672444800,86400,2,9.6,9.58,9.5,9.715,9.6,9.58,9.5,9.715,0.4,0.0417,1692144000,0.3019,1.282849,9.047171,14.313433,1703258,1703258,556848,782920,782920,9.62,9.63,1100,800,803221952,5.72,10.43,0.39124304,8.9528,8.5978,0.32,0.03333333,USD,1254822144,0.04379,82658173,83756200,1276710,1682172,1690761600,1693440000,0.0152,0.013250001,0.88742995,2.32,0.019,7.271,1.3189383,1672444800,1703980800,1688083200,0.133,89900000,1.06,0.67,1.52,0.611,4.442,NYQ,EQUITY,SXC,SXC,"SunCoke Energy, Inc.","SunCoke Energy, Inc.",1311255000,America/New_York,EDT,-14400000,9.59,11.0,11.0,11.0,11.0,2.5,buy,2,78200000,0.934,282500000,496400000,0.787,1.72,2052999936,77.273,24.368,0.05243,0.15619001,375400000,142762496,241600000,0.143,0.065,0.17563999,0.1376,0.06785,USD,
1,1011 Warrenville Road,Suite 600,Lisle,IL,60532,United States,630 824 1000,630 824 1001,https://www.suncoke.com,Coking Coal,Basic Materials,"SunCoke Energy, Inc. operates as an independent producer of coke in the Americas and Brazil. The company operates through three segments: Domestic Coke, Brazil Coke, and Logistics. It offers metallurgical and thermal coal. The company also provides handling and/or mixing services to steel, coke, electric utility, coal producing, and other manufacturing based customers. In addition, it owns and operates cokemaking facilities in the United States and Brazil. The company was founded in 1960 and is headquartered in Lisle, Illinois.",1172,"{'maxAge': 1, 'name': 'Ms. Katherine T. Gates', 'age': 45, 'title': 'Pres, Chief Legal Officer, Chief HR Officer & Director', 'yearBorn': 1977, 'fiscalYear': 2022, 'totalPay': 1526323, 'exercisedValue': 0, 'unexercisedValue': 0}",4,2,1,5,2,1693526400,1672444800,86400,2,9.6,9.58,9.5,9.715,9.6,9.58,9.5,9.715,0.4,0.0417,1692144000,0.3019,1.282849,9.047171,14.313433,1703258,1703258,556848,782920,782920,9.62,9.63,1100,800,803221952,5.72,10.43,0.39124304,8.9528,8.5978,0.32,0.03333333,USD,1254822144,0.04379,82658173,83756200,1276710,1682172,1690761600,1693440000,0.0152,0.013250001,0.88742995,2.32,0.019,7.271,1.3189383,1672444800,1703980800,1688083200,0.133,89900000,1.06,0.67,1.52,0.611,4.442,NYQ,EQUITY,SXC,SXC,"SunCoke Energy, Inc.","SunCoke Energy, Inc.",1311255000,America/New_York,EDT,-14400000,9.59,11.0,11.0,11.0,11.0,2.5,buy,2,78200000,0.934,282500000,496400000,0.787,1.72,2052999936,77.273,24.368,0.05243,0.15619001,375400000,142762496,241600000,0.143,0.065,0.17563999,0.1376,0.06785,USD,
2,1011 Warrenville Road,Suite 600,Lisle,IL,60532,United States,630 824 1000,630 824 1001,https://www.suncoke.com,Coking Coal,Basic Materials,"SunCoke Energy, Inc. operates as an independent producer of coke in the Americas and Brazil. The company operates through three segments: Domestic Coke, Brazil Coke, and Logistics. It offers metallurgical and thermal coal. The company also provides handling and/or mixing services to steel, coke, electric utility, coal producing, and other manufacturing based customers. In addition, it owns and operates cokemaking facilities in the United States and Brazil. The company was founded in 1960 and is headquartered in Lisle, Illinois.",1172,"{'maxAge': 1, 'name': 'Mr. Mark W. Marinko', 'age': 60, 'title': 'Sr. VP & CFO', 'yearBorn': 1962, 'fiscalYear': 2022, 'totalPay': 894181, 'exercisedValue': 0, 'unexercisedValue': 0}",4,2,1,5,2,1693526400,1672444800,86400,2,9.6,9.58,9.5,9.715,9.6,9.58,9.5,9.715,0.4,0.0417,1692144000,0.3019,1.282849,9.047171,14.313433,1703258,1703258,556848,782920,782920,9.62,9.63,1100,800,803221952,5.72,10.43,0.39124304,8.9528,8.5978,0.32,0.03333333,USD,1254822144,0.04379,82658173,83756200,1276710,1682172,1690761600,1693440000,0.0152,0.013250001,0.88742995,2.32,0.019,7.271,1.3189383,1672444800,1703980800,1688083200,0.133,89900000,1.06,0.67,1.52,0.611,4.442,NYQ,EQUITY,SXC,SXC,"SunCoke Energy, Inc.","SunCoke Energy, Inc.",1311255000,America/New_York,EDT,-14400000,9.59,11.0,11.0,11.0,11.0,2.5,buy,2,78200000,0.934,282500000,496400000,0.787,1.72,2052999936,77.273,24.368,0.05243,0.15619001,375400000,142762496,241600000,0.143,0.065,0.17563999,0.1376,0.06785,USD,
3,1011 Warrenville Road,Suite 600,Lisle,IL,60532,United States,630 824 1000,630 824 1001,https://www.suncoke.com,Coking Coal,Basic Materials,"SunCoke Energy, Inc. operates as an independent producer of coke in the Americas and Brazil. The company operates through three segments: Domestic Coke, Brazil Coke, and Logistics. It offers metallurgical and thermal coal. The company also provides handling and/or mixing services to steel, coke, electric utility, coal producing, and other manufacturing based customers. In addition, it owns and operates cokemaking facilities in the United States and Brazil. The company was founded in 1960 and is headquartered in Lisle, Illinois.",1172,"{'maxAge': 1, 'name': 'Mr. Phillip Michael Hardesty', 'age': 59, 'title': 'Sr. VP of Commercial Operations, Bus. Devel., Terminals & International Coke', 'yearBorn': 1963, 'fiscalYear': 2022, 'totalPay': 1479079, 'exercisedValue': 0, 'unexercisedValue': 85868}",4,2,1,5,2,1693526400,1672444800,86400,2,9.6,9.58,9.5,9.715,9.6,9.58,9.5,9.715,0.4,0.0417,1692144000,0.3019,1.282849,9.047171,14.313433,1703258,1703258,556848,782920,782920,9.62,9.63,1100,800,803221952,5.72,10.43,0.39124304,8.9528,8.5978,0.32,0.03333333,USD,1254822144,0.04379,82658173,83756200,1276710,1682172,1690761600,1693440000,0.0152,0.013250001,0.88742995,2.32,0.019,7.271,1.3189383,1672444800,1703980800,1688083200,0.133,89900000,1.06,0.67,1.52,0.611,4.442,NYQ,EQUITY,SXC,SXC,"SunCoke Energy, Inc.","SunCoke Energy, Inc.",1311255000,America/New_York,EDT,-14400000,9.59,11.0,11.0,11.0,11.0,2.5,buy,2,78200000,0.934,282500000,496400000,0.787,1.72,2052999936,77.273,24.368,0.05243,0.15619001,375400000,142762496,241600000,0.143,0.065,0.17563999,0.1376,0.06785,USD,
4,1011 Warrenville Road,Suite 600,Lisle,IL,60532,United States,630 824 1000,630 824 1001,https://www.suncoke.com,Coking Coal,Basic Materials,"SunCoke Energy, Inc. operates as an independent producer of coke in the Americas and Brazil. The company operates through three segments: Domestic Coke, Brazil Coke, and Logistics. It offers metallurgical and thermal coal. The company also provides handling and/or mixing services to steel, coke, electric utility, coal producing, and other manufacturing based customers. In addition, it owns and operates cokemaking facilities in the United States and Brazil. The company was founded in 1960 and is headquartered in Lisle, Illinois.",1172,"{'maxAge': 1, 'name': 'Dr. John F. Quanci', 'age': 60, 'title': 'VP & CTO', 'yearBorn': 1962, 'fiscalYear': 2022, 'totalPay': 1176044, 'exercisedValue': 0, 'unexercisedValue': 21890}",4,2,1,5,2,1693526400,1672444800,86400,2,9.6,9.58,9.5,9.715,9.6,9.58,9.5,9.715,0.4,0.0417,1692144000,0.3019,1.282849,9.047171,14.313433,1703258,1703258,556848,782920,782920,9.62,9.63,1100,800,803221952,5.72,10.43,0.39124304,8.9528,8.5978,0.32,0.03333333,USD,1254822144,0.04379,82658173,83756200,1276710,1682172,1690761600,1693440000,0.0152,0.013250001,0.88742995,2.32,0.019,7.271,1.3189383,1672444800,1703980800,1688083200,0.133,89900000,1.06,0.67,1.52,0.611,4.442,NYQ,EQUITY,SXC,SXC,"SunCoke Energy, Inc.","SunCoke Energy, Inc.",1311255000,America/New_York,EDT,-14400000,9.59,11.0,11.0,11.0,11.0,2.5,buy,2,78200000,0.934,282500000,496400000,0.787,1.72,2052999936,77.273,24.368,0.05243,0.15619001,375400000,142762496,241600000,0.143,0.065,0.17563999,0.1376,0.06785,USD,
5,1011 Warrenville Road,Suite 600,Lisle,IL,60532,United States,630 824 1000,630 824 1001,https://www.suncoke.com,Coking Coal,Basic Materials,"SunCoke Energy, Inc. operates as an independent producer of coke in the Americas and Brazil. The company operates through three segments: Domestic Coke, Brazil Coke, and Logistics. It offers metallurgical and thermal coal. The company also provides handling and/or mixing services to steel, coke, electric utility, coal producing, and other manufacturing based customers. In addition, it owns and operates cokemaking facilities in the United States and Brazil. The company was founded in 1960 and is headquartered in Lisle, Illinois.",1172,"{'maxAge': 1, 'name': 'Mr. John J. DiRocco Jr.', 'title': 'VP, Corp. Sec. & Assistant Gen. Counsel', 'exercisedValue': 0, 'unexercisedValue': 0}",4,2,1,5,2,1693526400,1672444800,86400,2,9.6,9.58,9.5,9.715,9.6,9.58,9.5,9.715,0.4,0.0417,1692144000,0.3019,1.282849,9.047171,14.313433,1703258,1703258,556848,782920,782920,9.62,9.63,1100,800,803221952,5.72,10.43,0.39124304,8.9528,8.5978,0.32,0.03333333,USD,1254822144,0.04379,82658173,83756200,1276710,1682172,1690761600,1693440000,0.0152,0.013250001,0.88742995,2.32,0.019,7.271,1.3189383,1672444800,1703980800,1688083200,0.133,89900000,1.06,0.67,1.52,0.611,4.442,NYQ,EQUITY,SXC,SXC,"SunCoke Energy, Inc.","SunCoke Energy, Inc.",1311255000,America/New_York,EDT,-14400000,9.59,11.0,11.0,11.0,11.0,2.5,buy,2,78200000,0.934,282500000,496400000,0.787,1.72,2052999936,77.273,24.368,0.05243,0.15619001,375400000,142762496,241600000,0.143,0.065,0.17563999,0.1376,0.06785,USD,
6,1011 Warrenville Road,Suite 600,Lisle,IL,60532,United States,630 824 1000,630 824 1001,https://www.suncoke.com,Coking Coal,Basic Materials,"SunCoke Energy, Inc. operates as an independent producer of coke in the Americas and Brazil. The company operates through three segments: Domestic Coke, Brazil Coke, and Logistics. It offers metallurgical and thermal coal. The company also provides handling and/or mixing services to steel, coke, electric utility, coal producing, and other manufacturing based customers. In addition, it owns and operates cokemaking facilities in the United States and Brazil. The company was founded in 1960 and is headquartered in Lisle, Illinois.",1172,"{'maxAge': 1, 'name': 'Mr. Shantanu  Agrawal', 'age': 35, 'title': 'VP of Fin. & Treasurer', 'yearBorn': 1987, 'exercisedValue': 0, 'unexercisedValue': 0}",4,2,1,5,2,1693526400,1672444800,86400,2,9.6,9.58,9.5,9.715,9.6,9.58,9.5,9.715,0.4,0.0417,1692144000,0.3019,1.282849,9.047171,14.313433,1703258,1703258,556848,782920,782920,9.62,9.63,1100,800,803221952,5.72,10.43,0.39124304,8.9528,8.5978,0.32,0.03333333,USD,1254822144,0.04379,82658173,83756200,1276710,1682172,1690761600,1693440000,0.0152,0.013250001,0.88742995,2.32,0.019,7.271,1.3189383,1672444800,1703980800,1688083200,0.133,89900000,1.06,0.67,1.52,0.611,4.442,NYQ,EQUITY,SXC,SXC,"SunCoke Energy, Inc.","SunCoke Energy, Inc.",1311255000,America/New_York,EDT,-14400000,9.59,11.0,11.0,11.0,11.0,2.5,buy,2,78200000,0.934,282500000,496400000,0.787,1.72,2052999936,77.273,24.368,0.05243,0.15619001,375400000,142762496,241600000,0.143,0.065,0.17563999,0.1376,0.06785,USD,
