,address1,address2,city,state,zip,country,phone,website,industry,industryDisp,sector,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,pegRatio,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,uuid,messageBoardId,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,1345 Avenue of the Americas,45th Floor,New York,NY,10105,United States,212 798 6100,https://www.ftaiaviation.com,Rental & Leasing Services,Rental & Leasing Services,Industrials,Industrials,"FTAI Aviation Ltd. owns and acquires infrastructure and related equipment for the transportation of goods and people worldwide. It operates through two segments, Aviation Leasing and Aerospace Products. The Aviation Leasing segment owns and manages aviation assets, including aircraft and aircraft engines, which it leases and sells to customers. As of December 31, 2022, this segment owned and managed 330 aviation assets consisting of 106 commercial aircraft and 224 engines, including four aircraft and one engine that were located in Ukraine, and eight aircraft and seventeen engines that were located in Russia. The Aerospace Products segment develops, manufactures, repairs, and sells aircraft engines and aftermarket components for aircraft engines. The company was founded in 2011 and is headquartered in New York, New York.",40,"{'maxAge': 1, 'name': 'Mr. Joseph P. Adams Jr.', 'age': 64, 'title': 'Chairman & CEO', 'yearBorn': 1958, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,36.3,36.3,35.855,36.43,36.3,36.3,35.855,36.43,1.2,0.033299997,1691712000,1.5769,6.91,1.896957,46.269234,16.786045,952410,952410,1094275,701010,701010,36.16,36.18,800,800,3599508224,14.29,37.98,3.3586307,34.4564,27.163675,1.2,0.033057854,USD,5752177152,0.1183,98703770,99737000,6550842,7556639,1690761600,1693440000,0.0657,0.011829999,0.88125,7.13,0.075500004,99737000,0.909,39.702972,1672444800,1703980800,1688083200,41.776,78096000,0.78,2.15,0.23,1171:1000,1659398400,5.367,11.644,1.1675675,0.14113986,0.3,1691712000,NMS,EQUITY,FTAI,FTAI,FTAI Aviation Ltd.,FTAI Aviation Ltd.,1431610200,America/New_York,EDT,f1d63ba0-e06f-3619-b49f-085b83fc13ce,finmb_253706543,-14400000,36.09,46.0,28.0,37.87,38.5,1.5,strong_buy,10,21134000,0.212,494022016,2173107968,0.893,2.317,1071718976,2379.715,10.76,0.054279998,0.27365,327762000,178757744,95153000,1.448,0.46517,0.46096,0.30018,USD,
1,1345 Avenue of the Americas,45th Floor,New York,NY,10105,United States,212 798 6100,https://www.ftaiaviation.com,Rental & Leasing Services,Rental & Leasing Services,Industrials,Industrials,"FTAI Aviation Ltd. owns and acquires infrastructure and related equipment for the transportation of goods and people worldwide. It operates through two segments, Aviation Leasing and Aerospace Products. The Aviation Leasing segment owns and manages aviation assets, including aircraft and aircraft engines, which it leases and sells to customers. As of December 31, 2022, this segment owned and managed 330 aviation assets consisting of 106 commercial aircraft and 224 engines, including four aircraft and one engine that were located in Ukraine, and eight aircraft and seventeen engines that were located in Russia. The Aerospace Products segment develops, manufactures, repairs, and sells aircraft engines and aftermarket components for aircraft engines. The company was founded in 2011 and is headquartered in New York, New York.",40,"{'maxAge': 1, 'name': 'Ms. Eun  Nam', 'age': 40, 'title': 'CFO & Chief Accounting Officer', 'yearBorn': 1982, 'fiscalYear': 2022, 'totalPay': 1109560, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,36.3,36.3,35.855,36.43,36.3,36.3,35.855,36.43,1.2,0.033299997,1691712000,1.5769,6.91,1.896957,46.269234,16.786045,952410,952410,1094275,701010,701010,36.16,36.18,800,800,3599508224,14.29,37.98,3.3586307,34.4564,27.163675,1.2,0.033057854,USD,5752177152,0.1183,98703770,99737000,6550842,7556639,1690761600,1693440000,0.0657,0.011829999,0.88125,7.13,0.075500004,99737000,0.909,39.702972,1672444800,1703980800,1688083200,41.776,78096000,0.78,2.15,0.23,1171:1000,1659398400,5.367,11.644,1.1675675,0.14113986,0.3,1691712000,NMS,EQUITY,FTAI,FTAI,FTAI Aviation Ltd.,FTAI Aviation Ltd.,1431610200,America/New_York,EDT,f1d63ba0-e06f-3619-b49f-085b83fc13ce,finmb_253706543,-14400000,36.09,46.0,28.0,37.87,38.5,1.5,strong_buy,10,21134000,0.212,494022016,2173107968,0.893,2.317,1071718976,2379.715,10.76,0.054279998,0.27365,327762000,178757744,95153000,1.448,0.46517,0.46096,0.30018,USD,
2,1345 Avenue of the Americas,45th Floor,New York,NY,10105,United States,212 798 6100,https://www.ftaiaviation.com,Rental & Leasing Services,Rental & Leasing Services,Industrials,Industrials,"FTAI Aviation Ltd. owns and acquires infrastructure and related equipment for the transportation of goods and people worldwide. It operates through two segments, Aviation Leasing and Aerospace Products. The Aviation Leasing segment owns and manages aviation assets, including aircraft and aircraft engines, which it leases and sells to customers. As of December 31, 2022, this segment owned and managed 330 aviation assets consisting of 106 commercial aircraft and 224 engines, including four aircraft and one engine that were located in Ukraine, and eight aircraft and seventeen engines that were located in Russia. The Aerospace Products segment develops, manufactures, repairs, and sells aircraft engines and aftermarket components for aircraft engines. The company was founded in 2011 and is headquartered in New York, New York.",40,"{'maxAge': 1, 'name': 'Mr. Alan John Andreini J.D.', 'age': 75, 'title': 'Investor Relations', 'yearBorn': 1947, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,36.3,36.3,35.855,36.43,36.3,36.3,35.855,36.43,1.2,0.033299997,1691712000,1.5769,6.91,1.896957,46.269234,16.786045,952410,952410,1094275,701010,701010,36.16,36.18,800,800,3599508224,14.29,37.98,3.3586307,34.4564,27.163675,1.2,0.033057854,USD,5752177152,0.1183,98703770,99737000,6550842,7556639,1690761600,1693440000,0.0657,0.011829999,0.88125,7.13,0.075500004,99737000,0.909,39.702972,1672444800,1703980800,1688083200,41.776,78096000,0.78,2.15,0.23,1171:1000,1659398400,5.367,11.644,1.1675675,0.14113986,0.3,1691712000,NMS,EQUITY,FTAI,FTAI,FTAI Aviation Ltd.,FTAI Aviation Ltd.,1431610200,America/New_York,EDT,f1d63ba0-e06f-3619-b49f-085b83fc13ce,finmb_253706543,-14400000,36.09,46.0,28.0,37.87,38.5,1.5,strong_buy,10,21134000,0.212,494022016,2173107968,0.893,2.317,1071718976,2379.715,10.76,0.054279998,0.27365,327762000,178757744,95153000,1.448,0.46517,0.46096,0.30018,USD,
3,1345 Avenue of the Americas,45th Floor,New York,NY,10105,United States,212 798 6100,https://www.ftaiaviation.com,Rental & Leasing Services,Rental & Leasing Services,Industrials,Industrials,"FTAI Aviation Ltd. owns and acquires infrastructure and related equipment for the transportation of goods and people worldwide. It operates through two segments, Aviation Leasing and Aerospace Products. The Aviation Leasing segment owns and manages aviation assets, including aircraft and aircraft engines, which it leases and sells to customers. As of December 31, 2022, this segment owned and managed 330 aviation assets consisting of 106 commercial aircraft and 224 engines, including four aircraft and one engine that were located in Ukraine, and eight aircraft and seventeen engines that were located in Russia. The Aerospace Products segment develops, manufactures, repairs, and sells aircraft engines and aftermarket components for aircraft engines. The company was founded in 2011 and is headquartered in New York, New York.",40,"{'maxAge': 1, 'name': 'Mr. Kevin P. Krieger', 'title': 'Sec.', 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,36.3,36.3,35.855,36.43,36.3,36.3,35.855,36.43,1.2,0.033299997,1691712000,1.5769,6.91,1.896957,46.269234,16.786045,952410,952410,1094275,701010,701010,36.16,36.18,800,800,3599508224,14.29,37.98,3.3586307,34.4564,27.163675,1.2,0.033057854,USD,5752177152,0.1183,98703770,99737000,6550842,7556639,1690761600,1693440000,0.0657,0.011829999,0.88125,7.13,0.075500004,99737000,0.909,39.702972,1672444800,1703980800,1688083200,41.776,78096000,0.78,2.15,0.23,1171:1000,1659398400,5.367,11.644,1.1675675,0.14113986,0.3,1691712000,NMS,EQUITY,FTAI,FTAI,FTAI Aviation Ltd.,FTAI Aviation Ltd.,1431610200,America/New_York,EDT,f1d63ba0-e06f-3619-b49f-085b83fc13ce,finmb_253706543,-14400000,36.09,46.0,28.0,37.87,38.5,1.5,strong_buy,10,21134000,0.212,494022016,2173107968,0.893,2.317,1071718976,2379.715,10.76,0.054279998,0.27365,327762000,178757744,95153000,1.448,0.46517,0.46096,0.30018,USD,
