,address1,city,state,zip,country,phone,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,beta,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,fiftyTwoWeekLow,fiftyTwoWeekHigh,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,profitMargins,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,lastSplitFactor,lastSplitDate,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,grossProfits,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,11 Buttermill Ave,Concord,ON,L4K 3X1,Canada,800-893-9506,https://ultrack.ca,Scientific & Technical Instruments,Technology,"Ultrack Systems, Inc. operates in the fleet tracking industry. Its products include battery-powered asset tracking devices, solar powered asset tracking devices, hard wired GPS trackers, GPS padlocks, plug and play trackers, iridium satellite trackers, and GPS dash camera tracker, as well as yard camera HD 720P solar and battery power IP yard cameras. The company is based in Concord, Canada.",18,"{'maxAge': 1, 'name': 'Mr. Alexander Madison Scheltema', 'age': 32, 'title': 'Chief Operating Officer, VP and Director', 'yearBorn': 1990, 'fiscalYear': 2013, 'totalPay': 0, 'exercisedValue': 0, 'unexercisedValue': 0}",1388448000,86400,4,0.00034,0.0003,0.0003,0.00035,0.00034,0.0003,0.0003,0.00035,3.815698,315525,315525,19400996,1721883,1721883,0.0,0.0,0,0,0.0002,0.0079,0.0003084,0.00116265,0.0,0.0,USD,0.0,1230681600,1262217600,1246320000,-61750,1:100,1460332800,PNK,EQUITY,MJLB,MJLB,ULTRACK SYSTEMS INC,"Ultrack Systems, Inc.",875280600,America/New_York,EDT,-14400000,0.0003,none,284234,314633,15.336,15.336,600,35.813,600,1.0,0.0,-14.62333,CAD,
1,11 Buttermill Ave,Concord,ON,L4K 3X1,Canada,800-893-9506,https://ultrack.ca,Scientific & Technical Instruments,Technology,"Ultrack Systems, Inc. operates in the fleet tracking industry. Its products include battery-powered asset tracking devices, solar powered asset tracking devices, hard wired GPS trackers, GPS padlocks, plug and play trackers, iridium satellite trackers, and GPS dash camera tracker, as well as yard camera HD 720P solar and battery power IP yard cameras. The company is based in Concord, Canada.",18,"{'maxAge': 1, 'name': 'Ms. Loretta  Moss', 'age': 48, 'title': 'Corp. Sec. and Director', 'yearBorn': 1974, 'fiscalYear': 2013, 'totalPay': 0, 'exercisedValue': 0, 'unexercisedValue': 0}",1388448000,86400,4,0.00034,0.0003,0.0003,0.00035,0.00034,0.0003,0.0003,0.00035,3.815698,315525,315525,19400996,1721883,1721883,0.0,0.0,0,0,0.0002,0.0079,0.0003084,0.00116265,0.0,0.0,USD,0.0,1230681600,1262217600,1246320000,-61750,1:100,1460332800,PNK,EQUITY,MJLB,MJLB,ULTRACK SYSTEMS INC,"Ultrack Systems, Inc.",875280600,America/New_York,EDT,-14400000,0.0003,none,284234,314633,15.336,15.336,600,35.813,600,1.0,0.0,-14.62333,CAD,
