,address1,address2,city,state,zip,country,phone,fax,website,industry,sector,longBusinessSummary,companyOfficers,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,forwardEps,lastSplitFactor,lastSplitDate,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,returnOnAssets,returnOnEquity,freeCashflow,operatingCashflow,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,333 Bay Street,Suite 2400,Toronto,ON,M5H 2T6,Canada,416 364 5569,416 364 5400,https://www.cgxenergy.com,Oil & Gas E&P,Energy,"CGX Energy Inc., an oil and gas exploration company, explores for and evaluates petroleum and natural gas properties in Guyana, South America. It holds interests in three petroleum prospecting licenses and related petroleum agreements, including Corentyne, Berbice, and Demerara blocks located in offshore and onshore Guyana. The company also constructs and develops the Berbice Deep Water Port project in Guyana. CGX Energy Inc. was incorporated in 1998 and is headquartered in Toronto, Canada.","{'maxAge': 1, 'name': 'Dr. Suresh  Narine M.Sc., Ph.D.', 'title': 'Exec. Co-Chairman', 'fiscalYear': 2022, 'totalPay': 708000, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,1.12,1.11,1.07,1.12,1.12,1.11,1.07,1.12,0.0,1.075345,-27.250002,20085,20085,94504,71610,71610,1.08,1.12,0,0,369018400,0.86,1.9,1.1624,1.36275,0.0,0.0,CAD,356116992,0.0,79748602,338548992,33376,46105,1690761600,1693440000,0.0001,0.90129,0.0,0.39,0.192,5.6770835,1672444800,1703980800,1688083200,-5079314,-0.03,-0.04,1:10,1373500800,-60.14,VAN,EQUITY,OYL.V,OYL.V,CGX ENERGY INC,CGX Energy Inc.,1129901400,America/Toronto,EDT,-14400000,1.09,none,12901406,0.038,-5921496,0,0.64,0.748,-0.02585,-0.07548,-12423069,-8670540,0.0,0.0,0.0,USD,
1,333 Bay Street,Suite 2400,Toronto,ON,M5H 2T6,Canada,416 364 5569,416 364 5400,https://www.cgxenergy.com,Oil & Gas E&P,Energy,"CGX Energy Inc., an oil and gas exploration company, explores for and evaluates petroleum and natural gas properties in Guyana, South America. It holds interests in three petroleum prospecting licenses and related petroleum agreements, including Corentyne, Berbice, and Demerara blocks located in offshore and onshore Guyana. The company also constructs and develops the Berbice Deep Water Port project in Guyana. CGX Energy Inc. was incorporated in 1998 and is headquartered in Toronto, Canada.","{'maxAge': 1, 'name': 'Mr. Daniel  Sanchez', 'title': 'Chief Financial Officer', 'fiscalYear': 2022, 'totalPay': 233306, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,1.12,1.11,1.07,1.12,1.12,1.11,1.07,1.12,0.0,1.075345,-27.250002,20085,20085,94504,71610,71610,1.08,1.12,0,0,369018400,0.86,1.9,1.1624,1.36275,0.0,0.0,CAD,356116992,0.0,79748602,338548992,33376,46105,1690761600,1693440000,0.0001,0.90129,0.0,0.39,0.192,5.6770835,1672444800,1703980800,1688083200,-5079314,-0.03,-0.04,1:10,1373500800,-60.14,VAN,EQUITY,OYL.V,OYL.V,CGX ENERGY INC,CGX Energy Inc.,1129901400,America/Toronto,EDT,-14400000,1.09,none,12901406,0.038,-5921496,0,0.64,0.748,-0.02585,-0.07548,-12423069,-8670540,0.0,0.0,0.0,USD,
2,333 Bay Street,Suite 2400,Toronto,ON,M5H 2T6,Canada,416 364 5569,416 364 5400,https://www.cgxenergy.com,Oil & Gas E&P,Energy,"CGX Energy Inc., an oil and gas exploration company, explores for and evaluates petroleum and natural gas properties in Guyana, South America. It holds interests in three petroleum prospecting licenses and related petroleum agreements, including Corentyne, Berbice, and Demerara blocks located in offshore and onshore Guyana. The company also constructs and develops the Berbice Deep Water Port project in Guyana. CGX Energy Inc. was incorporated in 1998 and is headquartered in Toronto, Canada.","{'maxAge': 1, 'name': 'Mr. Michael P. Stockinger', 'title': 'VP of Operations', 'fiscalYear': 2022, 'totalPay': 347000, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,1.12,1.11,1.07,1.12,1.12,1.11,1.07,1.12,0.0,1.075345,-27.250002,20085,20085,94504,71610,71610,1.08,1.12,0,0,369018400,0.86,1.9,1.1624,1.36275,0.0,0.0,CAD,356116992,0.0,79748602,338548992,33376,46105,1690761600,1693440000,0.0001,0.90129,0.0,0.39,0.192,5.6770835,1672444800,1703980800,1688083200,-5079314,-0.03,-0.04,1:10,1373500800,-60.14,VAN,EQUITY,OYL.V,OYL.V,CGX ENERGY INC,CGX Energy Inc.,1129901400,America/Toronto,EDT,-14400000,1.09,none,12901406,0.038,-5921496,0,0.64,0.748,-0.02585,-0.07548,-12423069,-8670540,0.0,0.0,0.0,USD,
3,333 Bay Street,Suite 2400,Toronto,ON,M5H 2T6,Canada,416 364 5569,416 364 5400,https://www.cgxenergy.com,Oil & Gas E&P,Energy,"CGX Energy Inc., an oil and gas exploration company, explores for and evaluates petroleum and natural gas properties in Guyana, South America. It holds interests in three petroleum prospecting licenses and related petroleum agreements, including Corentyne, Berbice, and Demerara blocks located in offshore and onshore Guyana. The company also constructs and develops the Berbice Deep Water Port project in Guyana. CGX Energy Inc. was incorporated in 1998 and is headquartered in Toronto, Canada.","{'maxAge': 1, 'name': 'Mr. Todd G. Durkee', 'title': 'VP of Devel.', 'fiscalYear': 2022, 'totalPay': 433000, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,1.12,1.11,1.07,1.12,1.12,1.11,1.07,1.12,0.0,1.075345,-27.250002,20085,20085,94504,71610,71610,1.08,1.12,0,0,369018400,0.86,1.9,1.1624,1.36275,0.0,0.0,CAD,356116992,0.0,79748602,338548992,33376,46105,1690761600,1693440000,0.0001,0.90129,0.0,0.39,0.192,5.6770835,1672444800,1703980800,1688083200,-5079314,-0.03,-0.04,1:10,1373500800,-60.14,VAN,EQUITY,OYL.V,OYL.V,CGX ENERGY INC,CGX Energy Inc.,1129901400,America/Toronto,EDT,-14400000,1.09,none,12901406,0.038,-5921496,0,0.64,0.748,-0.02585,-0.07548,-12423069,-8670540,0.0,0.0,0.0,USD,
4,333 Bay Street,Suite 2400,Toronto,ON,M5H 2T6,Canada,416 364 5569,416 364 5400,https://www.cgxenergy.com,Oil & Gas E&P,Energy,"CGX Energy Inc., an oil and gas exploration company, explores for and evaluates petroleum and natural gas properties in Guyana, South America. It holds interests in three petroleum prospecting licenses and related petroleum agreements, including Corentyne, Berbice, and Demerara blocks located in offshore and onshore Guyana. The company also constructs and develops the Berbice Deep Water Port project in Guyana. CGX Energy Inc. was incorporated in 1998 and is headquartered in Toronto, Canada.","{'maxAge': 1, 'name': 'Mr. Kevin  Lacy', 'title': 'Drilling Director', 'fiscalYear': 2022, 'totalPay': 618000, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,1.12,1.11,1.07,1.12,1.12,1.11,1.07,1.12,0.0,1.075345,-27.250002,20085,20085,94504,71610,71610,1.08,1.12,0,0,369018400,0.86,1.9,1.1624,1.36275,0.0,0.0,CAD,356116992,0.0,79748602,338548992,33376,46105,1690761600,1693440000,0.0001,0.90129,0.0,0.39,0.192,5.6770835,1672444800,1703980800,1688083200,-5079314,-0.03,-0.04,1:10,1373500800,-60.14,VAN,EQUITY,OYL.V,OYL.V,CGX ENERGY INC,CGX Energy Inc.,1129901400,America/Toronto,EDT,-14400000,1.09,none,12901406,0.038,-5921496,0,0.64,0.748,-0.02585,-0.07548,-12423069,-8670540,0.0,0.0,0.0,USD,
