,address1,city,state,zip,country,phone,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,pegRatio,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,2700 Milan Court,Birmingham,AL,35211,United States,205 942 4292,https://www.hibbett.com,Apparel Retail,Consumer Cyclical,"Hibbett, Inc. together with its subsidiaries, engages in the retail of athletic-inspired fashion products in the United States. Its stores offer a range of merchandise, including athletic footwear, athletic and fashion apparel, team sports equipment, and related accessories. The company operates Hibbett stores, City Gear stores, and Sports Additions athletic shoe stores. It also sells its products through online channels. Hibbett, Inc. was founded in 1945 and is headquartered in Birmingham, Alabama.",3800,"{'maxAge': 1, 'name': 'Mr. Michael E. Longo', 'age': 61, 'title': 'Pres, CEO & Non-Independent Director', 'yearBorn': 1961, 'fiscalYear': 2023, 'totalPay': 864415, 'exercisedValue': 0, 'unexercisedValue': 0}",4,1,2,4,2,1693526400,1703980800,86400,2,45.19,45.19,44.12,45.365,45.19,45.19,44.12,45.365,1.0,0.0222,1693958400,0.1182,1.62621,5.328605,5.4444447,453740,453740,339283,298550,298550,44.93,45.02,900,800,558739584,34.86,75.38,0.3245028,42.657,54.38295,1.0,0.02212879,USD,938054976,0.064330004,12032762,12394400,1902727,1945851,1690761600,1693440000,0.1535,0.025829999,0.99786,4.93,0.19,31.878,1.4141414,1674864000,1706400000,1690588800,-0.559,110774000,8.46,8.28,0.79,3:2,1127865600,0.545,4.86,NMS,EQUITY,HIBB,HIBB,"Hibbett, Inc.","Hibbett, Inc.",845040600,America/New_York,EDT,-14400000,45.08,80.0,40.0,57.63,58.0,2.1,buy,8,33067000,2.668,193026000,412380992,0.141,1.463,1721832960,103.793,134.871,0.09837,0.30777,601901000,15277375,87525000,-0.543,-0.046,0.3406,0.1121,0.08527,USD,
1,2700 Milan Court,Birmingham,AL,35211,United States,205 942 4292,https://www.hibbett.com,Apparel Retail,Consumer Cyclical,"Hibbett, Inc. together with its subsidiaries, engages in the retail of athletic-inspired fashion products in the United States. Its stores offer a range of merchandise, including athletic footwear, athletic and fashion apparel, team sports equipment, and related accessories. The company operates Hibbett stores, City Gear stores, and Sports Additions athletic shoe stores. It also sells its products through online channels. Hibbett, Inc. was founded in 1945 and is headquartered in Birmingham, Alabama.",3800,"{'maxAge': 1, 'name': 'Mr. Robert J. Volke', 'age': 58, 'title': 'Sr. VP of Accounting & Fin. and CFO', 'yearBorn': 1964, 'fiscalYear': 2023, 'totalPay': 398725, 'exercisedValue': 0, 'unexercisedValue': 0}",4,1,2,4,2,1693526400,1703980800,86400,2,45.19,45.19,44.12,45.365,45.19,45.19,44.12,45.365,1.0,0.0222,1693958400,0.1182,1.62621,5.328605,5.4444447,453740,453740,339283,298550,298550,44.93,45.02,900,800,558739584,34.86,75.38,0.3245028,42.657,54.38295,1.0,0.02212879,USD,938054976,0.064330004,12032762,12394400,1902727,1945851,1690761600,1693440000,0.1535,0.025829999,0.99786,4.93,0.19,31.878,1.4141414,1674864000,1706400000,1690588800,-0.559,110774000,8.46,8.28,0.79,3:2,1127865600,0.545,4.86,NMS,EQUITY,HIBB,HIBB,"Hibbett, Inc.","Hibbett, Inc.",845040600,America/New_York,EDT,-14400000,45.08,80.0,40.0,57.63,58.0,2.1,buy,8,33067000,2.668,193026000,412380992,0.141,1.463,1721832960,103.793,134.871,0.09837,0.30777,601901000,15277375,87525000,-0.543,-0.046,0.3406,0.1121,0.08527,USD,
2,2700 Milan Court,Birmingham,AL,35211,United States,205 942 4292,https://www.hibbett.com,Apparel Retail,Consumer Cyclical,"Hibbett, Inc. together with its subsidiaries, engages in the retail of athletic-inspired fashion products in the United States. Its stores offer a range of merchandise, including athletic footwear, athletic and fashion apparel, team sports equipment, and related accessories. The company operates Hibbett stores, City Gear stores, and Sports Additions athletic shoe stores. It also sells its products through online channels. Hibbett, Inc. was founded in 1945 and is headquartered in Birmingham, Alabama.",3800,"{'maxAge': 1, 'name': 'Mr. Benjamin Ashley Knighten', 'age': 51, 'title': 'Sr. VP of Store Operations', 'yearBorn': 1971, 'fiscalYear': 2023, 'totalPay': 414415, 'exercisedValue': 0, 'unexercisedValue': 0}",4,1,2,4,2,1693526400,1703980800,86400,2,45.19,45.19,44.12,45.365,45.19,45.19,44.12,45.365,1.0,0.0222,1693958400,0.1182,1.62621,5.328605,5.4444447,453740,453740,339283,298550,298550,44.93,45.02,900,800,558739584,34.86,75.38,0.3245028,42.657,54.38295,1.0,0.02212879,USD,938054976,0.064330004,12032762,12394400,1902727,1945851,1690761600,1693440000,0.1535,0.025829999,0.99786,4.93,0.19,31.878,1.4141414,1674864000,1706400000,1690588800,-0.559,110774000,8.46,8.28,0.79,3:2,1127865600,0.545,4.86,NMS,EQUITY,HIBB,HIBB,"Hibbett, Inc.","Hibbett, Inc.",845040600,America/New_York,EDT,-14400000,45.08,80.0,40.0,57.63,58.0,2.1,buy,8,33067000,2.668,193026000,412380992,0.141,1.463,1721832960,103.793,134.871,0.09837,0.30777,601901000,15277375,87525000,-0.543,-0.046,0.3406,0.1121,0.08527,USD,
3,2700 Milan Court,Birmingham,AL,35211,United States,205 942 4292,https://www.hibbett.com,Apparel Retail,Consumer Cyclical,"Hibbett, Inc. together with its subsidiaries, engages in the retail of athletic-inspired fashion products in the United States. Its stores offer a range of merchandise, including athletic footwear, athletic and fashion apparel, team sports equipment, and related accessories. The company operates Hibbett stores, City Gear stores, and Sports Additions athletic shoe stores. It also sells its products through online channels. Hibbett, Inc. was founded in 1945 and is headquartered in Birmingham, Alabama.",3800,"{'maxAge': 1, 'name': 'Mr. William G. Quinn', 'age': 45, 'title': 'Sr. VP of Marketing & Digital', 'yearBorn': 1977, 'fiscalYear': 2023, 'totalPay': 414415, 'exercisedValue': 0, 'unexercisedValue': 0}",4,1,2,4,2,1693526400,1703980800,86400,2,45.19,45.19,44.12,45.365,45.19,45.19,44.12,45.365,1.0,0.0222,1693958400,0.1182,1.62621,5.328605,5.4444447,453740,453740,339283,298550,298550,44.93,45.02,900,800,558739584,34.86,75.38,0.3245028,42.657,54.38295,1.0,0.02212879,USD,938054976,0.064330004,12032762,12394400,1902727,1945851,1690761600,1693440000,0.1535,0.025829999,0.99786,4.93,0.19,31.878,1.4141414,1674864000,1706400000,1690588800,-0.559,110774000,8.46,8.28,0.79,3:2,1127865600,0.545,4.86,NMS,EQUITY,HIBB,HIBB,"Hibbett, Inc.","Hibbett, Inc.",845040600,America/New_York,EDT,-14400000,45.08,80.0,40.0,57.63,58.0,2.1,buy,8,33067000,2.668,193026000,412380992,0.141,1.463,1721832960,103.793,134.871,0.09837,0.30777,601901000,15277375,87525000,-0.543,-0.046,0.3406,0.1121,0.08527,USD,
4,2700 Milan Court,Birmingham,AL,35211,United States,205 942 4292,https://www.hibbett.com,Apparel Retail,Consumer Cyclical,"Hibbett, Inc. together with its subsidiaries, engages in the retail of athletic-inspired fashion products in the United States. Its stores offer a range of merchandise, including athletic footwear, athletic and fashion apparel, team sports equipment, and related accessories. The company operates Hibbett stores, City Gear stores, and Sports Additions athletic shoe stores. It also sells its products through online channels. Hibbett, Inc. was founded in 1945 and is headquartered in Birmingham, Alabama.",3800,"{'maxAge': 1, 'name': 'Mr. Jared S. Briskin', 'age': 49, 'title': 'Exec. VP of Merchandising', 'yearBorn': 1973, 'fiscalYear': 2023, 'totalPay': 499415, 'exercisedValue': 0, 'unexercisedValue': 0}",4,1,2,4,2,1693526400,1703980800,86400,2,45.19,45.19,44.12,45.365,45.19,45.19,44.12,45.365,1.0,0.0222,1693958400,0.1182,1.62621,5.328605,5.4444447,453740,453740,339283,298550,298550,44.93,45.02,900,800,558739584,34.86,75.38,0.3245028,42.657,54.38295,1.0,0.02212879,USD,938054976,0.064330004,12032762,12394400,1902727,1945851,1690761600,1693440000,0.1535,0.025829999,0.99786,4.93,0.19,31.878,1.4141414,1674864000,1706400000,1690588800,-0.559,110774000,8.46,8.28,0.79,3:2,1127865600,0.545,4.86,NMS,EQUITY,HIBB,HIBB,"Hibbett, Inc.","Hibbett, Inc.",845040600,America/New_York,EDT,-14400000,45.08,80.0,40.0,57.63,58.0,2.1,buy,8,33067000,2.668,193026000,412380992,0.141,1.463,1721832960,103.793,134.871,0.09837,0.30777,601901000,15277375,87525000,-0.543,-0.046,0.3406,0.1121,0.08527,USD,
5,2700 Milan Court,Birmingham,AL,35211,United States,205 942 4292,https://www.hibbett.com,Apparel Retail,Consumer Cyclical,"Hibbett, Inc. together with its subsidiaries, engages in the retail of athletic-inspired fashion products in the United States. Its stores offer a range of merchandise, including athletic footwear, athletic and fashion apparel, team sports equipment, and related accessories. The company operates Hibbett stores, City Gear stores, and Sports Additions athletic shoe stores. It also sells its products through online channels. Hibbett, Inc. was founded in 1945 and is headquartered in Birmingham, Alabama.",3800,"{'maxAge': 1, 'name': 'Mr. Ronald P. Blahnik', 'age': 63, 'title': 'Sr. VP & Chief Information Officer', 'yearBorn': 1959, 'fiscalYear': 2022, 'exercisedValue': 0, 'unexercisedValue': 0}",4,1,2,4,2,1693526400,1703980800,86400,2,45.19,45.19,44.12,45.365,45.19,45.19,44.12,45.365,1.0,0.0222,1693958400,0.1182,1.62621,5.328605,5.4444447,453740,453740,339283,298550,298550,44.93,45.02,900,800,558739584,34.86,75.38,0.3245028,42.657,54.38295,1.0,0.02212879,USD,938054976,0.064330004,12032762,12394400,1902727,1945851,1690761600,1693440000,0.1535,0.025829999,0.99786,4.93,0.19,31.878,1.4141414,1674864000,1706400000,1690588800,-0.559,110774000,8.46,8.28,0.79,3:2,1127865600,0.545,4.86,NMS,EQUITY,HIBB,HIBB,"Hibbett, Inc.","Hibbett, Inc.",845040600,America/New_York,EDT,-14400000,45.08,80.0,40.0,57.63,58.0,2.1,buy,8,33067000,2.668,193026000,412380992,0.141,1.463,1721832960,103.793,134.871,0.09837,0.30777,601901000,15277375,87525000,-0.543,-0.046,0.3406,0.1121,0.08527,USD,
6,2700 Milan Court,Birmingham,AL,35211,United States,205 942 4292,https://www.hibbett.com,Apparel Retail,Consumer Cyclical,"Hibbett, Inc. together with its subsidiaries, engages in the retail of athletic-inspired fashion products in the United States. Its stores offer a range of merchandise, including athletic footwear, athletic and fashion apparel, team sports equipment, and related accessories. The company operates Hibbett stores, City Gear stores, and Sports Additions athletic shoe stores. It also sells its products through online channels. Hibbett, Inc. was founded in 1945 and is headquartered in Birmingham, Alabama.",3800,"{'maxAge': 1, 'name': 'Mr. Jason Alexander Freuchtel', 'title': 'Director of Fin. & Investor Relations', 'exercisedValue': 0, 'unexercisedValue': 0}",4,1,2,4,2,1693526400,1703980800,86400,2,45.19,45.19,44.12,45.365,45.19,45.19,44.12,45.365,1.0,0.0222,1693958400,0.1182,1.62621,5.328605,5.4444447,453740,453740,339283,298550,298550,44.93,45.02,900,800,558739584,34.86,75.38,0.3245028,42.657,54.38295,1.0,0.02212879,USD,938054976,0.064330004,12032762,12394400,1902727,1945851,1690761600,1693440000,0.1535,0.025829999,0.99786,4.93,0.19,31.878,1.4141414,1674864000,1706400000,1690588800,-0.559,110774000,8.46,8.28,0.79,3:2,1127865600,0.545,4.86,NMS,EQUITY,HIBB,HIBB,"Hibbett, Inc.","Hibbett, Inc.",845040600,America/New_York,EDT,-14400000,45.08,80.0,40.0,57.63,58.0,2.1,buy,8,33067000,2.668,193026000,412380992,0.141,1.463,1721832960,103.793,134.871,0.09837,0.30777,601901000,15277375,87525000,-0.543,-0.046,0.3406,0.1121,0.08527,USD,
7,2700 Milan Court,Birmingham,AL,35211,United States,205 942 4292,https://www.hibbett.com,Apparel Retail,Consumer Cyclical,"Hibbett, Inc. together with its subsidiaries, engages in the retail of athletic-inspired fashion products in the United States. Its stores offer a range of merchandise, including athletic footwear, athletic and fashion apparel, team sports equipment, and related accessories. The company operates Hibbett stores, City Gear stores, and Sports Additions athletic shoe stores. It also sells its products through online channels. Hibbett, Inc. was founded in 1945 and is headquartered in Birmingham, Alabama.",3800,"{'maxAge': 1, 'name': 'Mr. David M. Benck', 'age': 54, 'title': 'Sr. VP, Gen. Counsel, Chief Privacy Officer, Assistant Sec. & Chief Risk Assessor', 'yearBorn': 1968, 'exercisedValue': 0, 'unexercisedValue': 0}",4,1,2,4,2,1693526400,1703980800,86400,2,45.19,45.19,44.12,45.365,45.19,45.19,44.12,45.365,1.0,0.0222,1693958400,0.1182,1.62621,5.328605,5.4444447,453740,453740,339283,298550,298550,44.93,45.02,900,800,558739584,34.86,75.38,0.3245028,42.657,54.38295,1.0,0.02212879,USD,938054976,0.064330004,12032762,12394400,1902727,1945851,1690761600,1693440000,0.1535,0.025829999,0.99786,4.93,0.19,31.878,1.4141414,1674864000,1706400000,1690588800,-0.559,110774000,8.46,8.28,0.79,3:2,1127865600,0.545,4.86,NMS,EQUITY,HIBB,HIBB,"Hibbett, Inc.","Hibbett, Inc.",845040600,America/New_York,EDT,-14400000,45.08,80.0,40.0,57.63,58.0,2.1,buy,8,33067000,2.668,193026000,412380992,0.141,1.463,1721832960,103.793,134.871,0.09837,0.30777,601901000,15277375,87525000,-0.543,-0.046,0.3406,0.1121,0.08527,USD,
8,2700 Milan Court,Birmingham,AL,35211,United States,205 942 4292,https://www.hibbett.com,Apparel Retail,Consumer Cyclical,"Hibbett, Inc. together with its subsidiaries, engages in the retail of athletic-inspired fashion products in the United States. Its stores offer a range of merchandise, including athletic footwear, athletic and fashion apparel, team sports equipment, and related accessories. The company operates Hibbett stores, City Gear stores, and Sports Additions athletic shoe stores. It also sells its products through online channels. Hibbett, Inc. was founded in 1945 and is headquartered in Birmingham, Alabama.",3800,"{'maxAge': 1, 'name': 'Mr. Mark Anthony Gunn', 'title': 'Sr. VP & Chief HR Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",4,1,2,4,2,1693526400,1703980800,86400,2,45.19,45.19,44.12,45.365,45.19,45.19,44.12,45.365,1.0,0.0222,1693958400,0.1182,1.62621,5.328605,5.4444447,453740,453740,339283,298550,298550,44.93,45.02,900,800,558739584,34.86,75.38,0.3245028,42.657,54.38295,1.0,0.02212879,USD,938054976,0.064330004,12032762,12394400,1902727,1945851,1690761600,1693440000,0.1535,0.025829999,0.99786,4.93,0.19,31.878,1.4141414,1674864000,1706400000,1690588800,-0.559,110774000,8.46,8.28,0.79,3:2,1127865600,0.545,4.86,NMS,EQUITY,HIBB,HIBB,"Hibbett, Inc.","Hibbett, Inc.",845040600,America/New_York,EDT,-14400000,45.08,80.0,40.0,57.63,58.0,2.1,buy,8,33067000,2.668,193026000,412380992,0.141,1.463,1721832960,103.793,134.871,0.09837,0.30777,601901000,15277375,87525000,-0.543,-0.046,0.3406,0.1121,0.08527,USD,
9,2700 Milan Court,Birmingham,AL,35211,United States,205 942 4292,https://www.hibbett.com,Apparel Retail,Consumer Cyclical,"Hibbett, Inc. together with its subsidiaries, engages in the retail of athletic-inspired fashion products in the United States. Its stores offer a range of merchandise, including athletic footwear, athletic and fashion apparel, team sports equipment, and related accessories. The company operates Hibbett stores, City Gear stores, and Sports Additions athletic shoe stores. It also sells its products through online channels. Hibbett, Inc. was founded in 1945 and is headquartered in Birmingham, Alabama.",3800,"{'maxAge': 1, 'name': 'Mr. Michael C. McAbee', 'age': 51, 'title': 'Sr. VP of Supply Chain & Store Devel.', 'yearBorn': 1971, 'exercisedValue': 0, 'unexercisedValue': 0}",4,1,2,4,2,1693526400,1703980800,86400,2,45.19,45.19,44.12,45.365,45.19,45.19,44.12,45.365,1.0,0.0222,1693958400,0.1182,1.62621,5.328605,5.4444447,453740,453740,339283,298550,298550,44.93,45.02,900,800,558739584,34.86,75.38,0.3245028,42.657,54.38295,1.0,0.02212879,USD,938054976,0.064330004,12032762,12394400,1902727,1945851,1690761600,1693440000,0.1535,0.025829999,0.99786,4.93,0.19,31.878,1.4141414,1674864000,1706400000,1690588800,-0.559,110774000,8.46,8.28,0.79,3:2,1127865600,0.545,4.86,NMS,EQUITY,HIBB,HIBB,"Hibbett, Inc.","Hibbett, Inc.",845040600,America/New_York,EDT,-14400000,45.08,80.0,40.0,57.63,58.0,2.1,buy,8,33067000,2.668,193026000,412380992,0.141,1.463,1721832960,103.793,134.871,0.09837,0.30777,601901000,15277375,87525000,-0.543,-0.046,0.3406,0.1121,0.08527,USD,
