,address1,address2,city,country,phone,fax,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,trailingPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,Kazim Oezalp Mah.,Ugur Mumcu Cad. Kizkule Sok No: 20/2 Cankaya,Ankara,Turkey,90 312 491 74 75,90 312 491 70 00,https://www.yayla.tc,Engineering & Construction,Industrials,"Yayla Enerji Üretim Turizm ve Insaat Ticaret A.S. operates in the building construction industry in Turkey. It undertakes energy and tourism construction projects. The company was founded in 1950 and is headquartered in Ankara, Turkey.",10,"{'maxAge': 1, 'name': 'Mr. Saadet  Iren', 'title': 'Fin. Mang.', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,7.7,7.75,7.51,7.87,7.7,7.75,7.51,7.87,0.0,0.573138,7.5841584,3765277,3765277,5598942,5529848,5529848,7.65,7.65,0,0,382042496,3.75,9.0,25.859686,7.494,5.91755,0.0,0.0,TRY,397847936,3.4147,36506006,49875000,0.26077998,0.0,4.134,1.852927,1672444800,1703980800,1688083200,50447636,1.01,26.93,-278.735,IST,EQUITY,YAYLA.IS,YAYLA.IS,YAYLA EN. UR. TUR. VE INS,Yayla Enerji Üretim Turizm ve Insaat Ticaret A.S.,1385105400,Europe/Istanbul,TRT,10800000,7.66,none,8825903,0.177,-1427334,24631334,0.359,0.475,14773671,11.947,0.296,-0.01756,0.31987,-2836954,3830345,2863397,-0.048049998,-0.09661,-0.39565,TRY,
1,Kazim Oezalp Mah.,Ugur Mumcu Cad. Kizkule Sok No: 20/2 Cankaya,Ankara,Turkey,90 312 491 74 75,90 312 491 70 00,https://www.yayla.tc,Engineering & Construction,Industrials,"Yayla Enerji Üretim Turizm ve Insaat Ticaret A.S. operates in the building construction industry in Turkey. It undertakes energy and tourism construction projects. The company was founded in 1950 and is headquartered in Ankara, Turkey.",10,"{'maxAge': 1, 'name': 'Mr. Murat  Dikis', 'title': 'Accounting Mang.', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,7.7,7.75,7.51,7.87,7.7,7.75,7.51,7.87,0.0,0.573138,7.5841584,3765277,3765277,5598942,5529848,5529848,7.65,7.65,0,0,382042496,3.75,9.0,25.859686,7.494,5.91755,0.0,0.0,TRY,397847936,3.4147,36506006,49875000,0.26077998,0.0,4.134,1.852927,1672444800,1703980800,1688083200,50447636,1.01,26.93,-278.735,IST,EQUITY,YAYLA.IS,YAYLA.IS,YAYLA EN. UR. TUR. VE INS,Yayla Enerji Üretim Turizm ve Insaat Ticaret A.S.,1385105400,Europe/Istanbul,TRT,10800000,7.66,none,8825903,0.177,-1427334,24631334,0.359,0.475,14773671,11.947,0.296,-0.01756,0.31987,-2836954,3830345,2863397,-0.048049998,-0.09661,-0.39565,TRY,
