,address1,address2,city,state,zip,country,phone,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,trailingPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,Avenida Paseo de las Palmas No. 781,1st floor Col. Lomas de Chapultepac III Seccion Miguel Hidalgo,Mexico City,DF,11000,Mexico,52 2 122 2600,https://www.minerafrisco.com.mx,Other Industrial Metals & Mining,Basic Materials,"Minera Frisco, S.A.B. de C.V. engages in the exploration and exploitation of mining lots for the production and sale of gold and silver doré bars. It also produces copper cathode, as well as copper, lead-silver, and zinc concentrates. The company has 9 operating mining units in El Coronel, Asientos, El Porvenir, Tayahua, San Felipe, María, San Francisco del Oro, Ocampo, and Concheño, Mexico. Minera Frisco, S.A.B. de C.V. was founded in 2011 and is based in Mexico City, Mexico.",3258,"{'maxAge': 1, 'name': 'Engineer Gerardo  Kuri Kaufmann', 'age': 39, 'title': 'MD, CEO & Non-Independent Director', 'yearBorn': 1983, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,4,0.145,0.145,0.145,0.145,0.145,0.145,0.145,0.145,0.0,1.218085,14.5,450,450,504,0,0,0.0,0.0,0,0,908068224,0.13,0.15,0.085478455,0.1436,0.1334,0.0,0.0,USD,18669670400,0.061929997,6045770240,0.85,0.07492,1.128,0.12854609,1672444800,1703980800,1688083200,-0.669,657891968,0.01,1.757,7.009,PNK,EQUITY,MFRVF,MFRVF,MINERA FRISCO SAB DE CV,"Minera Frisco, S.A.B. de C.V.",1302183000,America/New_York,EDT,-14400000,0.145,none,1941410944,0.321,2663838976,18896519168,0.66,1.24,10623357952,246.699,1.669,0.01116,0.07931,3858890000,2049731968,2428372992,-0.75,-0.36,0.23436001,0.25075,0.05987,MXN,
1,Avenida Paseo de las Palmas No. 781,1st floor Col. Lomas de Chapultepac III Seccion Miguel Hidalgo,Mexico City,DF,11000,Mexico,52 2 122 2600,https://www.minerafrisco.com.mx,Other Industrial Metals & Mining,Basic Materials,"Minera Frisco, S.A.B. de C.V. engages in the exploration and exploitation of mining lots for the production and sale of gold and silver doré bars. It also produces copper cathode, as well as copper, lead-silver, and zinc concentrates. The company has 9 operating mining units in El Coronel, Asientos, El Porvenir, Tayahua, San Felipe, María, San Francisco del Oro, Ocampo, and Concheño, Mexico. Minera Frisco, S.A.B. de C.V. was founded in 2011 and is based in Mexico City, Mexico.",3258,"{'maxAge': 1, 'name': 'Sergio Javier Galicia Sanchez', 'title': 'Director of Fin.', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,4,0.145,0.145,0.145,0.145,0.145,0.145,0.145,0.145,0.0,1.218085,14.5,450,450,504,0,0,0.0,0.0,0,0,908068224,0.13,0.15,0.085478455,0.1436,0.1334,0.0,0.0,USD,18669670400,0.061929997,6045770240,0.85,0.07492,1.128,0.12854609,1672444800,1703980800,1688083200,-0.669,657891968,0.01,1.757,7.009,PNK,EQUITY,MFRVF,MFRVF,MINERA FRISCO SAB DE CV,"Minera Frisco, S.A.B. de C.V.",1302183000,America/New_York,EDT,-14400000,0.145,none,1941410944,0.321,2663838976,18896519168,0.66,1.24,10623357952,246.699,1.669,0.01116,0.07931,3858890000,2049731968,2428372992,-0.75,-0.36,0.23436001,0.25075,0.05987,MXN,
2,Avenida Paseo de las Palmas No. 781,1st floor Col. Lomas de Chapultepac III Seccion Miguel Hidalgo,Mexico City,DF,11000,Mexico,52 2 122 2600,https://www.minerafrisco.com.mx,Other Industrial Metals & Mining,Basic Materials,"Minera Frisco, S.A.B. de C.V. engages in the exploration and exploitation of mining lots for the production and sale of gold and silver doré bars. It also produces copper cathode, as well as copper, lead-silver, and zinc concentrates. The company has 9 operating mining units in El Coronel, Asientos, El Porvenir, Tayahua, San Felipe, María, San Francisco del Oro, Ocampo, and Concheño, Mexico. Minera Frisco, S.A.B. de C.V. was founded in 2011 and is based in Mexico City, Mexico.",3258,"{'maxAge': 1, 'name': 'Lic. Carlos Alberto Facha Lara', 'title': 'Legal Director & Sec.', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,4,0.145,0.145,0.145,0.145,0.145,0.145,0.145,0.145,0.0,1.218085,14.5,450,450,504,0,0,0.0,0.0,0,0,908068224,0.13,0.15,0.085478455,0.1436,0.1334,0.0,0.0,USD,18669670400,0.061929997,6045770240,0.85,0.07492,1.128,0.12854609,1672444800,1703980800,1688083200,-0.669,657891968,0.01,1.757,7.009,PNK,EQUITY,MFRVF,MFRVF,MINERA FRISCO SAB DE CV,"Minera Frisco, S.A.B. de C.V.",1302183000,America/New_York,EDT,-14400000,0.145,none,1941410944,0.321,2663838976,18896519168,0.66,1.24,10623357952,246.699,1.669,0.01116,0.07931,3858890000,2049731968,2428372992,-0.75,-0.36,0.23436001,0.25075,0.05987,MXN,
