,address1,address2,city,state,zip,country,phone,fax,website,industry,sector,longBusinessSummary,companyOfficers,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,bookValue,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,lastSplitFactor,lastSplitDate,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,returnOnAssets,returnOnEquity,freeCashflow,operatingCashflow,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,595 Howe Street,10th Floor,Vancouver,BC,V6C 2T5,Canada,416-849-9203,416-981-7286,https://www.greatquest.com,Other Industrial Metals & Mining,Basic Materials,"Great Quest Fertilizer Ltd., a resource development company, engages in the evaluation, acquisition, exploration, and development of mineral properties in West Africa. The company primarily explores for phosphate and gold deposits. Its flagship property is the Sanoukou Gold project, which covers an area of 24 square kilometers located in the Kayes region in western Mali. The company also holds interest in the Tilemsi Phosphate project that comprises three contiguous properties, which covers an area of 1,206 square kilometers located in eastern Mali. The company was formerly known as Great Quest Metals Ltd. and changed its name to Great Quest Fertilizer Ltd. in June 2014. Great Quest Fertilizer Ltd. was incorporated in 1989 and is headquartered in Vancouver, Canada.","{'maxAge': 1, 'name': 'Mr. Jeddiah Kurt Richardson', 'age': 46, 'title': 'Pres, CEO & Director', 'yearBorn': 1976, 'fiscalYear': 2021, 'totalPay': 120000, 'exercisedValue': 0, 'unexercisedValue': 0}",1640908800,86400,4,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.205054,40000,40000,89772,9810,9810,0.01,0.015,848460,0.01,0.05,0.0122,0.02055,0.0,0.0,CAD,841195,0.0,69173314,84846096,537,1270,1690761600,1693440000,0.0,0.15945,0.0,0.01,-0.009,1672444800,1703980800,1688083200,-5176234,-0.06,1:4,899856000,0.62,VAN,EQUITY,GQ.V,GQ.V,GREAT QUEST FERTILIZER LTD,Great Quest Fertilizer Ltd.,839511000,America/Toronto,EDT,-14400000,0.01,none,7265,0.0,1356944,0,0.032,0.035,-1.35889,-2.8293798,1985848,9126,0.0,0.0,0.0,CAD,
1,595 Howe Street,10th Floor,Vancouver,BC,V6C 2T5,Canada,416-849-9203,416-981-7286,https://www.greatquest.com,Other Industrial Metals & Mining,Basic Materials,"Great Quest Fertilizer Ltd., a resource development company, engages in the evaluation, acquisition, exploration, and development of mineral properties in West Africa. The company primarily explores for phosphate and gold deposits. Its flagship property is the Sanoukou Gold project, which covers an area of 24 square kilometers located in the Kayes region in western Mali. The company also holds interest in the Tilemsi Phosphate project that comprises three contiguous properties, which covers an area of 1,206 square kilometers located in eastern Mali. The company was formerly known as Great Quest Metals Ltd. and changed its name to Great Quest Fertilizer Ltd. in June 2014. Great Quest Fertilizer Ltd. was incorporated in 1989 and is headquartered in Vancouver, Canada.","{'maxAge': 1, 'name': 'Mr. Paul  Bozoki C.A., CPA, M.B.A.', 'title': 'Chief Financial Officer', 'fiscalYear': 2021, 'totalPay': 54000, 'exercisedValue': 0, 'unexercisedValue': 0}",1640908800,86400,4,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.205054,40000,40000,89772,9810,9810,0.01,0.015,848460,0.01,0.05,0.0122,0.02055,0.0,0.0,CAD,841195,0.0,69173314,84846096,537,1270,1690761600,1693440000,0.0,0.15945,0.0,0.01,-0.009,1672444800,1703980800,1688083200,-5176234,-0.06,1:4,899856000,0.62,VAN,EQUITY,GQ.V,GQ.V,GREAT QUEST FERTILIZER LTD,Great Quest Fertilizer Ltd.,839511000,America/Toronto,EDT,-14400000,0.01,none,7265,0.0,1356944,0,0.032,0.035,-1.35889,-2.8293798,1985848,9126,0.0,0.0,0.0,CAD,
2,595 Howe Street,10th Floor,Vancouver,BC,V6C 2T5,Canada,416-849-9203,416-981-7286,https://www.greatquest.com,Other Industrial Metals & Mining,Basic Materials,"Great Quest Fertilizer Ltd., a resource development company, engages in the evaluation, acquisition, exploration, and development of mineral properties in West Africa. The company primarily explores for phosphate and gold deposits. Its flagship property is the Sanoukou Gold project, which covers an area of 24 square kilometers located in the Kayes region in western Mali. The company also holds interest in the Tilemsi Phosphate project that comprises three contiguous properties, which covers an area of 1,206 square kilometers located in eastern Mali. The company was formerly known as Great Quest Metals Ltd. and changed its name to Great Quest Fertilizer Ltd. in June 2014. Great Quest Fertilizer Ltd. was incorporated in 1989 and is headquartered in Vancouver, Canada.","{'maxAge': 1, 'name': 'Mr. Mohammed  Bouhsane', 'title': 'Chief Operating Officer', 'fiscalYear': 2021, 'totalPay': 100000, 'exercisedValue': 0, 'unexercisedValue': 0}",1640908800,86400,4,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.205054,40000,40000,89772,9810,9810,0.01,0.015,848460,0.01,0.05,0.0122,0.02055,0.0,0.0,CAD,841195,0.0,69173314,84846096,537,1270,1690761600,1693440000,0.0,0.15945,0.0,0.01,-0.009,1672444800,1703980800,1688083200,-5176234,-0.06,1:4,899856000,0.62,VAN,EQUITY,GQ.V,GQ.V,GREAT QUEST FERTILIZER LTD,Great Quest Fertilizer Ltd.,839511000,America/Toronto,EDT,-14400000,0.01,none,7265,0.0,1356944,0,0.032,0.035,-1.35889,-2.8293798,1985848,9126,0.0,0.0,0.0,CAD,
3,595 Howe Street,10th Floor,Vancouver,BC,V6C 2T5,Canada,416-849-9203,416-981-7286,https://www.greatquest.com,Other Industrial Metals & Mining,Basic Materials,"Great Quest Fertilizer Ltd., a resource development company, engages in the evaluation, acquisition, exploration, and development of mineral properties in West Africa. The company primarily explores for phosphate and gold deposits. Its flagship property is the Sanoukou Gold project, which covers an area of 24 square kilometers located in the Kayes region in western Mali. The company also holds interest in the Tilemsi Phosphate project that comprises three contiguous properties, which covers an area of 1,206 square kilometers located in eastern Mali. The company was formerly known as Great Quest Metals Ltd. and changed its name to Great Quest Fertilizer Ltd. in June 2014. Great Quest Fertilizer Ltd. was incorporated in 1989 and is headquartered in Vancouver, Canada.","{'maxAge': 1, 'name': 'Mr. Albert C. Yuen CFA', 'title': 'Head of Precious Metals Strategy & Director', 'exercisedValue': 0, 'unexercisedValue': 0}",1640908800,86400,4,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.205054,40000,40000,89772,9810,9810,0.01,0.015,848460,0.01,0.05,0.0122,0.02055,0.0,0.0,CAD,841195,0.0,69173314,84846096,537,1270,1690761600,1693440000,0.0,0.15945,0.0,0.01,-0.009,1672444800,1703980800,1688083200,-5176234,-0.06,1:4,899856000,0.62,VAN,EQUITY,GQ.V,GQ.V,GREAT QUEST FERTILIZER LTD,Great Quest Fertilizer Ltd.,839511000,America/Toronto,EDT,-14400000,0.01,none,7265,0.0,1356944,0,0.032,0.035,-1.35889,-2.8293798,1985848,9126,0.0,0.0,0.0,CAD,
