,address1,address2,city,state,zip,country,phone,fax,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,13 Hickson Road,Suite 13 Level 3 Dawes Point,Sydney,NSW,2000,Australia,61 2 8244 3099,61 2 8244 3099,https://www.xref.com,Software—Application,Technology,"Xref Limited engages in the development of human resources technology that automates the candidate reference process for employers in Australia, Canada, the United Kingdom, New Zealand, and the United States. It operates through three segments: Candidate Referencing, ID Verification, Engagement Surveys. The company offers Xref, an automated reference checking software for talent acquisition, recruitment process outsourcing, staffing and recruitment firms, and people and culture. It serves not-for-profit, health and aged care, hospitality, construction, and retail industries, as well as government sector. The company is headquartered in Sydney, Australia.",114,"{'maxAge': 1, 'name': 'Mr. Lee-Martin John Seymour', 'title': 'Founder, MD, CEO & Exec. Director', 'fiscalYear': 2023, 'totalPay': 408000, 'exercisedValue': 0, 'unexercisedValue': 0}",1703980800,86400,4,0.18,0.17,0.16,0.165,0.18,0.17,0.16,0.165,0.0,1.760885,51630,51630,58391,44309,44309,0.16,0.18,0,0,33511666,0.145,0.395,1.6428163,0.1912,0.2124375,0.0,0.0,AUD,29215950,-0.16468,115738352,186176000,0.38951,0.27902,-0.001,1688083200,1719705600,1688083200,-3359340,-0.02,1:50,1448841600,1.432,-11.073,ASX,EQUITY,XF1.AX,XF1.AX,XREF FPO NZ,Xref Limited,1176854400,Australia/Sydney,AEST,36000000,0.165,none,6835478,0.037,-2638578,5332340,0.619,0.671,20398912,0.11,-0.082779996,-5.29172,5312312,184227,454402,0.11,0.26042,-0.12935,-0.13983,AUD,
1,13 Hickson Road,Suite 13 Level 3 Dawes Point,Sydney,NSW,2000,Australia,61 2 8244 3099,61 2 8244 3099,https://www.xref.com,Software—Application,Technology,"Xref Limited engages in the development of human resources technology that automates the candidate reference process for employers in Australia, Canada, the United Kingdom, New Zealand, and the United States. It operates through three segments: Candidate Referencing, ID Verification, Engagement Surveys. The company offers Xref, an automated reference checking software for talent acquisition, recruitment process outsourcing, staffing and recruitment firms, and people and culture. It serves not-for-profit, health and aged care, hospitality, construction, and retail industries, as well as government sector. The company is headquartered in Sydney, Australia.",114,"{'maxAge': 1, 'name': 'Mr. James  Solomons B.Com., CTA, F.C.A.', 'title': 'CFO & COO', 'fiscalYear': 2023, 'totalPay': 381073, 'exercisedValue': 0, 'unexercisedValue': 0}",1703980800,86400,4,0.18,0.17,0.16,0.165,0.18,0.17,0.16,0.165,0.0,1.760885,51630,51630,58391,44309,44309,0.16,0.18,0,0,33511666,0.145,0.395,1.6428163,0.1912,0.2124375,0.0,0.0,AUD,29215950,-0.16468,115738352,186176000,0.38951,0.27902,-0.001,1688083200,1719705600,1688083200,-3359340,-0.02,1:50,1448841600,1.432,-11.073,ASX,EQUITY,XF1.AX,XF1.AX,XREF FPO NZ,Xref Limited,1176854400,Australia/Sydney,AEST,36000000,0.165,none,6835478,0.037,-2638578,5332340,0.619,0.671,20398912,0.11,-0.082779996,-5.29172,5312312,184227,454402,0.11,0.26042,-0.12935,-0.13983,AUD,
2,13 Hickson Road,Suite 13 Level 3 Dawes Point,Sydney,NSW,2000,Australia,61 2 8244 3099,61 2 8244 3099,https://www.xref.com,Software—Application,Technology,"Xref Limited engages in the development of human resources technology that automates the candidate reference process for employers in Australia, Canada, the United Kingdom, New Zealand, and the United States. It operates through three segments: Candidate Referencing, ID Verification, Engagement Surveys. The company offers Xref, an automated reference checking software for talent acquisition, recruitment process outsourcing, staffing and recruitment firms, and people and culture. It serves not-for-profit, health and aged care, hospitality, construction, and retail industries, as well as government sector. The company is headquartered in Sydney, Australia.",114,"{'maxAge': 1, 'name': 'Ms. Sharon  Blesson', 'title': 'CTO and Director of Delivery & Operations', 'fiscalYear': 2023, 'totalPay': 382427, 'exercisedValue': 0, 'unexercisedValue': 0}",1703980800,86400,4,0.18,0.17,0.16,0.165,0.18,0.17,0.16,0.165,0.0,1.760885,51630,51630,58391,44309,44309,0.16,0.18,0,0,33511666,0.145,0.395,1.6428163,0.1912,0.2124375,0.0,0.0,AUD,29215950,-0.16468,115738352,186176000,0.38951,0.27902,-0.001,1688083200,1719705600,1688083200,-3359340,-0.02,1:50,1448841600,1.432,-11.073,ASX,EQUITY,XF1.AX,XF1.AX,XREF FPO NZ,Xref Limited,1176854400,Australia/Sydney,AEST,36000000,0.165,none,6835478,0.037,-2638578,5332340,0.619,0.671,20398912,0.11,-0.082779996,-5.29172,5312312,184227,454402,0.11,0.26042,-0.12935,-0.13983,AUD,
3,13 Hickson Road,Suite 13 Level 3 Dawes Point,Sydney,NSW,2000,Australia,61 2 8244 3099,61 2 8244 3099,https://www.xref.com,Software—Application,Technology,"Xref Limited engages in the development of human resources technology that automates the candidate reference process for employers in Australia, Canada, the United Kingdom, New Zealand, and the United States. It operates through three segments: Candidate Referencing, ID Verification, Engagement Surveys. The company offers Xref, an automated reference checking software for talent acquisition, recruitment process outsourcing, staffing and recruitment firms, and people and culture. It serves not-for-profit, health and aged care, hospitality, construction, and retail industries, as well as government sector. The company is headquartered in Sydney, Australia.",114,"{'maxAge': 1, 'name': 'Mr. Robert John Waring BEc, CA, FAICD, FCIS, FFin', 'title': 'Company Sec.', 'fiscalYear': 2023, 'totalPay': 84203, 'exercisedValue': 0, 'unexercisedValue': 0}",1703980800,86400,4,0.18,0.17,0.16,0.165,0.18,0.17,0.16,0.165,0.0,1.760885,51630,51630,58391,44309,44309,0.16,0.18,0,0,33511666,0.145,0.395,1.6428163,0.1912,0.2124375,0.0,0.0,AUD,29215950,-0.16468,115738352,186176000,0.38951,0.27902,-0.001,1688083200,1719705600,1688083200,-3359340,-0.02,1:50,1448841600,1.432,-11.073,ASX,EQUITY,XF1.AX,XF1.AX,XREF FPO NZ,Xref Limited,1176854400,Australia/Sydney,AEST,36000000,0.165,none,6835478,0.037,-2638578,5332340,0.619,0.671,20398912,0.11,-0.082779996,-5.29172,5312312,184227,454402,0.11,0.26042,-0.12935,-0.13983,AUD,
4,13 Hickson Road,Suite 13 Level 3 Dawes Point,Sydney,NSW,2000,Australia,61 2 8244 3099,61 2 8244 3099,https://www.xref.com,Software—Application,Technology,"Xref Limited engages in the development of human resources technology that automates the candidate reference process for employers in Australia, Canada, the United Kingdom, New Zealand, and the United States. It operates through three segments: Candidate Referencing, ID Verification, Engagement Surveys. The company offers Xref, an automated reference checking software for talent acquisition, recruitment process outsourcing, staffing and recruitment firms, and people and culture. It serves not-for-profit, health and aged care, hospitality, construction, and retail industries, as well as government sector. The company is headquartered in Sydney, Australia.",114,"{'maxAge': 1, 'name': 'Ms. Melanie  Seymour', 'title': 'Compliance Mang.', 'exercisedValue': 0, 'unexercisedValue': 0}",1703980800,86400,4,0.18,0.17,0.16,0.165,0.18,0.17,0.16,0.165,0.0,1.760885,51630,51630,58391,44309,44309,0.16,0.18,0,0,33511666,0.145,0.395,1.6428163,0.1912,0.2124375,0.0,0.0,AUD,29215950,-0.16468,115738352,186176000,0.38951,0.27902,-0.001,1688083200,1719705600,1688083200,-3359340,-0.02,1:50,1448841600,1.432,-11.073,ASX,EQUITY,XF1.AX,XF1.AX,XREF FPO NZ,Xref Limited,1176854400,Australia/Sydney,AEST,36000000,0.165,none,6835478,0.037,-2638578,5332340,0.619,0.671,20398912,0.11,-0.082779996,-5.29172,5312312,184227,454402,0.11,0.26042,-0.12935,-0.13983,AUD,
5,13 Hickson Road,Suite 13 Level 3 Dawes Point,Sydney,NSW,2000,Australia,61 2 8244 3099,61 2 8244 3099,https://www.xref.com,Software—Application,Technology,"Xref Limited engages in the development of human resources technology that automates the candidate reference process for employers in Australia, Canada, the United Kingdom, New Zealand, and the United States. It operates through three segments: Candidate Referencing, ID Verification, Engagement Surveys. The company offers Xref, an automated reference checking software for talent acquisition, recruitment process outsourcing, staffing and recruitment firms, and people and culture. It serves not-for-profit, health and aged care, hospitality, construction, and retail industries, as well as government sector. The company is headquartered in Sydney, Australia.",114,"{'maxAge': 1, 'name': 'Tracy  Murdoch', 'title': 'Gen. Counsel', 'exercisedValue': 0, 'unexercisedValue': 0}",1703980800,86400,4,0.18,0.17,0.16,0.165,0.18,0.17,0.16,0.165,0.0,1.760885,51630,51630,58391,44309,44309,0.16,0.18,0,0,33511666,0.145,0.395,1.6428163,0.1912,0.2124375,0.0,0.0,AUD,29215950,-0.16468,115738352,186176000,0.38951,0.27902,-0.001,1688083200,1719705600,1688083200,-3359340,-0.02,1:50,1448841600,1.432,-11.073,ASX,EQUITY,XF1.AX,XF1.AX,XREF FPO NZ,Xref Limited,1176854400,Australia/Sydney,AEST,36000000,0.165,none,6835478,0.037,-2638578,5332340,0.619,0.671,20398912,0.11,-0.082779996,-5.29172,5312312,184227,454402,0.11,0.26042,-0.12935,-0.13983,AUD,
6,13 Hickson Road,Suite 13 Level 3 Dawes Point,Sydney,NSW,2000,Australia,61 2 8244 3099,61 2 8244 3099,https://www.xref.com,Software—Application,Technology,"Xref Limited engages in the development of human resources technology that automates the candidate reference process for employers in Australia, Canada, the United Kingdom, New Zealand, and the United States. It operates through three segments: Candidate Referencing, ID Verification, Engagement Surveys. The company offers Xref, an automated reference checking software for talent acquisition, recruitment process outsourcing, staffing and recruitment firms, and people and culture. It serves not-for-profit, health and aged care, hospitality, construction, and retail industries, as well as government sector. The company is headquartered in Sydney, Australia.",114,"{'maxAge': 1, 'name': 'Ms. Sarah  Mulvenna', 'title': 'Group GM of Revenue', 'exercisedValue': 0, 'unexercisedValue': 0}",1703980800,86400,4,0.18,0.17,0.16,0.165,0.18,0.17,0.16,0.165,0.0,1.760885,51630,51630,58391,44309,44309,0.16,0.18,0,0,33511666,0.145,0.395,1.6428163,0.1912,0.2124375,0.0,0.0,AUD,29215950,-0.16468,115738352,186176000,0.38951,0.27902,-0.001,1688083200,1719705600,1688083200,-3359340,-0.02,1:50,1448841600,1.432,-11.073,ASX,EQUITY,XF1.AX,XF1.AX,XREF FPO NZ,Xref Limited,1176854400,Australia/Sydney,AEST,36000000,0.165,none,6835478,0.037,-2638578,5332340,0.619,0.671,20398912,0.11,-0.082779996,-5.29172,5312312,184227,454402,0.11,0.26042,-0.12935,-0.13983,AUD,
