,address1,city,state,zip,country,phone,fax,website,industry,sector,longBusinessSummary,companyOfficers,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,debtToEquity,returnOnAssets,returnOnEquity,freeCashflow,operatingCashflow,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,1056-409 Granville Street,Vancouver,BC,V6C 1T2,Canada,604-681-5528,604-681-5528,https://www.westhavengold.com,Gold,Basic Materials,"Westhaven Gold Corp., a junior exploration company, engages in the acquisition, exploration, and development of resource properties in Canada. The company primarily explores for gold and silver deposits. The company was formerly known as Westhaven Ventures Inc. and changed its name to Westhaven Gold Corp. in June 2020. Westhaven Gold Corp. was incorporated in 1998 and is headquartered in Vancouver, Canada.","{'maxAge': 1, 'name': 'Mr. Gareth  Thomas B.A.', 'age': 43, 'title': 'Co-Founder, Pres, CEO & Director', 'yearBorn': 1979, 'fiscalYear': 2022, 'totalPay': 169879, 'exercisedValue': 48009, 'unexercisedValue': 0}",1672444800,86400,4,0.1702,0.17,0.17,0.174,0.1702,0.17,0.17,0.174,0.0,-1.62041,79000,79000,26484,19025,19025,0.0,0.0,0,0,23923592,0.1553,0.34,0.1838094,0.2290351,0.0,0.0,USD,19741286,0.0,107187247,140586000,0.32628,0.079380006,0.233,0.7296138,1672444800,1703980800,1688083200,-1688290,-0.01,-8.306,PNK,EQUITY,WTHVF,WTHVF,WESTHAVEN GOLD CORP,Westhaven Gold Corp.,1404912600,America/New_York,EDT,-14400000,0.17,none,4489717,0.032,-2376693,331325,6.244,6.282,1.011,-0.04612,-0.05483,-11865578,-1693880,0.0,0.0,0.0,CAD,
1,1056-409 Granville Street,Vancouver,BC,V6C 1T2,Canada,604-681-5528,604-681-5528,https://www.westhavengold.com,Gold,Basic Materials,"Westhaven Gold Corp., a junior exploration company, engages in the acquisition, exploration, and development of resource properties in Canada. The company primarily explores for gold and silver deposits. The company was formerly known as Westhaven Ventures Inc. and changed its name to Westhaven Gold Corp. in June 2020. Westhaven Gold Corp. was incorporated in 1998 and is headquartered in Vancouver, Canada.","{'maxAge': 1, 'name': 'Mr. Shaun  Pollard B. COM, CMT, MBA', 'age': 44, 'title': 'Chief Financial Officer', 'yearBorn': 1978, 'fiscalYear': 2016, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.1702,0.17,0.17,0.174,0.1702,0.17,0.17,0.174,0.0,-1.62041,79000,79000,26484,19025,19025,0.0,0.0,0,0,23923592,0.1553,0.34,0.1838094,0.2290351,0.0,0.0,USD,19741286,0.0,107187247,140586000,0.32628,0.079380006,0.233,0.7296138,1672444800,1703980800,1688083200,-1688290,-0.01,-8.306,PNK,EQUITY,WTHVF,WTHVF,WESTHAVEN GOLD CORP,Westhaven Gold Corp.,1404912600,America/New_York,EDT,-14400000,0.17,none,4489717,0.032,-2376693,331325,6.244,6.282,1.011,-0.04612,-0.05483,-11865578,-1693880,0.0,0.0,0.0,CAD,
2,1056-409 Granville Street,Vancouver,BC,V6C 1T2,Canada,604-681-5528,604-681-5528,https://www.westhavengold.com,Gold,Basic Materials,"Westhaven Gold Corp., a junior exploration company, engages in the acquisition, exploration, and development of resource properties in Canada. The company primarily explores for gold and silver deposits. The company was formerly known as Westhaven Ventures Inc. and changed its name to Westhaven Gold Corp. in June 2020. Westhaven Gold Corp. was incorporated in 1998 and is headquartered in Vancouver, Canada.","{'maxAge': 1, 'name': 'Mr. Ryan  Fetterley', 'title': 'VP of Operations', 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.1702,0.17,0.17,0.174,0.1702,0.17,0.17,0.174,0.0,-1.62041,79000,79000,26484,19025,19025,0.0,0.0,0,0,23923592,0.1553,0.34,0.1838094,0.2290351,0.0,0.0,USD,19741286,0.0,107187247,140586000,0.32628,0.079380006,0.233,0.7296138,1672444800,1703980800,1688083200,-1688290,-0.01,-8.306,PNK,EQUITY,WTHVF,WTHVF,WESTHAVEN GOLD CORP,Westhaven Gold Corp.,1404912600,America/New_York,EDT,-14400000,0.17,none,4489717,0.032,-2376693,331325,6.244,6.282,1.011,-0.04612,-0.05483,-11865578,-1693880,0.0,0.0,0.0,CAD,
3,1056-409 Granville Street,Vancouver,BC,V6C 1T2,Canada,604-681-5528,604-681-5528,https://www.westhavengold.com,Gold,Basic Materials,"Westhaven Gold Corp., a junior exploration company, engages in the acquisition, exploration, and development of resource properties in Canada. The company primarily explores for gold and silver deposits. The company was formerly known as Westhaven Ventures Inc. and changed its name to Westhaven Gold Corp. in June 2020. Westhaven Gold Corp. was incorporated in 1998 and is headquartered in Vancouver, Canada.","{'maxAge': 1, 'name': 'Mr. Sean  Thompson', 'title': 'VP of Corp. Devel. & Investor Relations', 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.1702,0.17,0.17,0.174,0.1702,0.17,0.17,0.174,0.0,-1.62041,79000,79000,26484,19025,19025,0.0,0.0,0,0,23923592,0.1553,0.34,0.1838094,0.2290351,0.0,0.0,USD,19741286,0.0,107187247,140586000,0.32628,0.079380006,0.233,0.7296138,1672444800,1703980800,1688083200,-1688290,-0.01,-8.306,PNK,EQUITY,WTHVF,WTHVF,WESTHAVEN GOLD CORP,Westhaven Gold Corp.,1404912600,America/New_York,EDT,-14400000,0.17,none,4489717,0.032,-2376693,331325,6.244,6.282,1.011,-0.04612,-0.05483,-11865578,-1693880,0.0,0.0,0.0,CAD,
4,1056-409 Granville Street,Vancouver,BC,V6C 1T2,Canada,604-681-5528,604-681-5528,https://www.westhavengold.com,Gold,Basic Materials,"Westhaven Gold Corp., a junior exploration company, engages in the acquisition, exploration, and development of resource properties in Canada. The company primarily explores for gold and silver deposits. The company was formerly known as Westhaven Ventures Inc. and changed its name to Westhaven Gold Corp. in June 2020. Westhaven Gold Corp. was incorporated in 1998 and is headquartered in Vancouver, Canada.","{'maxAge': 1, 'name': 'Mr. Peter  Fischl P.Geo.', 'title': 'Exploration Mang.', 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.1702,0.17,0.17,0.174,0.1702,0.17,0.17,0.174,0.0,-1.62041,79000,79000,26484,19025,19025,0.0,0.0,0,0,23923592,0.1553,0.34,0.1838094,0.2290351,0.0,0.0,USD,19741286,0.0,107187247,140586000,0.32628,0.079380006,0.233,0.7296138,1672444800,1703980800,1688083200,-1688290,-0.01,-8.306,PNK,EQUITY,WTHVF,WTHVF,WESTHAVEN GOLD CORP,Westhaven Gold Corp.,1404912600,America/New_York,EDT,-14400000,0.17,none,4489717,0.032,-2376693,331325,6.244,6.282,1.011,-0.04612,-0.05483,-11865578,-1693880,0.0,0.0,0.0,CAD,
5,1056-409 Granville Street,Vancouver,BC,V6C 1T2,Canada,604-681-5528,604-681-5528,https://www.westhavengold.com,Gold,Basic Materials,"Westhaven Gold Corp., a junior exploration company, engages in the acquisition, exploration, and development of resource properties in Canada. The company primarily explores for gold and silver deposits. The company was formerly known as Westhaven Ventures Inc. and changed its name to Westhaven Gold Corp. in June 2020. Westhaven Gold Corp. was incorporated in 1998 and is headquartered in Vancouver, Canada.","{'maxAge': 1, 'name': 'Ms. Janice  Davies', 'title': 'Corp. Sec.', 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.1702,0.17,0.17,0.174,0.1702,0.17,0.17,0.174,0.0,-1.62041,79000,79000,26484,19025,19025,0.0,0.0,0,0,23923592,0.1553,0.34,0.1838094,0.2290351,0.0,0.0,USD,19741286,0.0,107187247,140586000,0.32628,0.079380006,0.233,0.7296138,1672444800,1703980800,1688083200,-1688290,-0.01,-8.306,PNK,EQUITY,WTHVF,WTHVF,WESTHAVEN GOLD CORP,Westhaven Gold Corp.,1404912600,America/New_York,EDT,-14400000,0.17,none,4489717,0.032,-2376693,331325,6.244,6.282,1.011,-0.04612,-0.05483,-11865578,-1693880,0.0,0.0,0.0,CAD,
