,address1,city,state,zip,country,phone,fax,industry,sector,longBusinessSummary,companyOfficers,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,fiveYearAvgDividendYield,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,profitMargins,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,trailingEps,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,grossMargins,ebitdaMargins,operatingMargins,trailingPegRatio
0,1290 Avenue of the Americas,New York,NY,10104,United States,212 476 9000,212 476 9862,Asset Management,Financial Services,"Neuberger Berman Energy Infrastructure and Income Fund Inc. is a closed ended fund of fund launched and managed by Neuberger Berman Management LLC. It is co-managed by Neuberger Berman LLC. The fund invests in the public equity markets. It primarily invests in master limited partnerships and limited liability companies. It was formerly known as Neuberger Berman MLP Income Fund Inc. Neuberger Berman Energy Infrastructure and Income Fund Inc. was formed on November 16, 2012 and is domiciled in the United States.","{'maxAge': 1, 'name': 'Mr. Yves Charles Siegel C.F.A.', 'title': 'Portfolio Mang.', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,7.05,7.06,7.01,7.09,7.05,7.06,7.01,7.09,0.7,0.0995,1694649600,7.82,151063,151063,164591,173530,173530,7.02,7.18,800,1200,398878656,5.9,7.52,6.9956,6.79735,0.0,0.0,USD,0.0,56658900,29889,36940,1690761600,1693440000,0.0005,0.0,0.59369,0.19,0.0007,-0.79,ASE,EQUITY,NML,NML,1525,Neuberger Berman Energy Infrastructure and Income Fund Inc.,1364304600,America/New_York,EDT,-14400000,7.04,none,0.0,0.0,0.0,
1,1290 Avenue of the Americas,New York,NY,10104,United States,212 476 9000,212 476 9862,Asset Management,Financial Services,"Neuberger Berman Energy Infrastructure and Income Fund Inc. is a closed ended fund of fund launched and managed by Neuberger Berman Management LLC. It is co-managed by Neuberger Berman LLC. The fund invests in the public equity markets. It primarily invests in master limited partnerships and limited liability companies. It was formerly known as Neuberger Berman MLP Income Fund Inc. Neuberger Berman Energy Infrastructure and Income Fund Inc. was formed on November 16, 2012 and is domiciled in the United States.","{'maxAge': 1, 'name': 'Mr. Douglas A. Rachlin', 'title': 'Sr. Portolio Mang.', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,7.05,7.06,7.01,7.09,7.05,7.06,7.01,7.09,0.7,0.0995,1694649600,7.82,151063,151063,164591,173530,173530,7.02,7.18,800,1200,398878656,5.9,7.52,6.9956,6.79735,0.0,0.0,USD,0.0,56658900,29889,36940,1690761600,1693440000,0.0005,0.0,0.59369,0.19,0.0007,-0.79,ASE,EQUITY,NML,NML,1525,Neuberger Berman Energy Infrastructure and Income Fund Inc.,1364304600,America/New_York,EDT,-14400000,7.04,none,0.0,0.0,0.0,
2,1290 Avenue of the Americas,New York,NY,10104,United States,212 476 9000,212 476 9862,Asset Management,Financial Services,"Neuberger Berman Energy Infrastructure and Income Fund Inc. is a closed ended fund of fund launched and managed by Neuberger Berman Management LLC. It is co-managed by Neuberger Berman LLC. The fund invests in the public equity markets. It primarily invests in master limited partnerships and limited liability companies. It was formerly known as Neuberger Berman MLP Income Fund Inc. Neuberger Berman Energy Infrastructure and Income Fund Inc. was formed on November 16, 2012 and is domiciled in the United States.","{'maxAge': 1, 'name': 'Mr. Mark D. Sullivan CPA', 'age': 55, 'title': 'VP and Portfolio Mang.', 'yearBorn': 1967, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,7.05,7.06,7.01,7.09,7.05,7.06,7.01,7.09,0.7,0.0995,1694649600,7.82,151063,151063,164591,173530,173530,7.02,7.18,800,1200,398878656,5.9,7.52,6.9956,6.79735,0.0,0.0,USD,0.0,56658900,29889,36940,1690761600,1693440000,0.0005,0.0,0.59369,0.19,0.0007,-0.79,ASE,EQUITY,NML,NML,1525,Neuberger Berman Energy Infrastructure and Income Fund Inc.,1364304600,America/New_York,EDT,-14400000,7.04,none,0.0,0.0,0.0,
