,address1,address2,city,country,phone,website,industry,sector,longBusinessSummary,companyOfficers,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,beta,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,"75, Gasan Digital 1-ro",Geumcheon-gu,Seoul,South Korea,82 2 850 8200,https://www.jindofand.co.kr,Apparel Manufacturing,Consumer Cyclical,"Jindo.Co., Ltd. manufactures, distributes, and sells fashion products in South Korea. It offers fur products under the Jindo Fur, Elfee, Uba, and Cleve brands. The company was formerly known as Jindo F & Co., Ltd. and changed its name to Jindo.Co., Ltd. in 2010. Jindo.Co., Ltd. was founded in 1973 and is headquartered in Seoul, South Korea.","{'maxAge': 1, 'name': 'Young-Jun  Lim', 'age': 60, 'title': 'Chief Exec. Officer', 'yearBorn': 1962, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,2200.0,2200.0,2195.0,2255.0,2200.0,2200.0,2195.0,2255.0,70.0,0.031,1672185600,0.24209999,0.760638,29371,29371,37993,31133,31133,2235.0,2255.0,0,0,28069564416,2020.0,3320.0,0.46215436,2360.2,2692.6,KRW,22514702336,0.05934,6118440,12447700,0.50847,0.00029999999,1672444800,1703980800,1688083200,3602234112,0.371,5.233,KSC,EQUITY,088790.KS,088790.KS,JINDO,"Jindo.Co., Ltd.",1143504000,Asia/Seoul,KST,32400000,2255.0,none,22772998144,1829.488,4302696448,17218037760,1.135,3.278,60736339968,16.697,4879.417,0.0168,0.03533,6897326080,7968365056,-0.267,0.44707,0.07084,0.05742,KRW,
1,"75, Gasan Digital 1-ro",Geumcheon-gu,Seoul,South Korea,82 2 850 8200,https://www.jindofand.co.kr,Apparel Manufacturing,Consumer Cyclical,"Jindo.Co., Ltd. manufactures, distributes, and sells fashion products in South Korea. It offers fur products under the Jindo Fur, Elfee, Uba, and Cleve brands. The company was formerly known as Jindo F & Co., Ltd. and changed its name to Jindo.Co., Ltd. in 2010. Jindo.Co., Ltd. was founded in 1973 and is headquartered in Seoul, South Korea.","{'maxAge': 1, 'name': 'Yong-Yeon  Kim', 'age': 61, 'title': 'Head of Marketing Division and Director', 'yearBorn': 1961, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,2200.0,2200.0,2195.0,2255.0,2200.0,2200.0,2195.0,2255.0,70.0,0.031,1672185600,0.24209999,0.760638,29371,29371,37993,31133,31133,2235.0,2255.0,0,0,28069564416,2020.0,3320.0,0.46215436,2360.2,2692.6,KRW,22514702336,0.05934,6118440,12447700,0.50847,0.00029999999,1672444800,1703980800,1688083200,3602234112,0.371,5.233,KSC,EQUITY,088790.KS,088790.KS,JINDO,"Jindo.Co., Ltd.",1143504000,Asia/Seoul,KST,32400000,2255.0,none,22772998144,1829.488,4302696448,17218037760,1.135,3.278,60736339968,16.697,4879.417,0.0168,0.03533,6897326080,7968365056,-0.267,0.44707,0.07084,0.05742,KRW,
2,"75, Gasan Digital 1-ro",Geumcheon-gu,Seoul,South Korea,82 2 850 8200,https://www.jindofand.co.kr,Apparel Manufacturing,Consumer Cyclical,"Jindo.Co., Ltd. manufactures, distributes, and sells fashion products in South Korea. It offers fur products under the Jindo Fur, Elfee, Uba, and Cleve brands. The company was formerly known as Jindo F & Co., Ltd. and changed its name to Jindo.Co., Ltd. in 2010. Jindo.Co., Ltd. was founded in 1973 and is headquartered in Seoul, South Korea.","{'maxAge': 1, 'name': 'Jong-Yoo  Hwang', 'age': 62, 'title': 'Head of Supporting Division and Director', 'yearBorn': 1960, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,2200.0,2200.0,2195.0,2255.0,2200.0,2200.0,2195.0,2255.0,70.0,0.031,1672185600,0.24209999,0.760638,29371,29371,37993,31133,31133,2235.0,2255.0,0,0,28069564416,2020.0,3320.0,0.46215436,2360.2,2692.6,KRW,22514702336,0.05934,6118440,12447700,0.50847,0.00029999999,1672444800,1703980800,1688083200,3602234112,0.371,5.233,KSC,EQUITY,088790.KS,088790.KS,JINDO,"Jindo.Co., Ltd.",1143504000,Asia/Seoul,KST,32400000,2255.0,none,22772998144,1829.488,4302696448,17218037760,1.135,3.278,60736339968,16.697,4879.417,0.0168,0.03533,6897326080,7968365056,-0.267,0.44707,0.07084,0.05742,KRW,
