,address1,address2,city,zip,country,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,forwardEps,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,Calle López de Hoyos 35,2PL,Madrid,28002,Spain,https://www.edreamsodigeo.com,Travel Services,Consumer Cyclical,"eDreams ODIGEO S.A., together with its subsidiaries, operates as an online travel company in Europe. The company offers online travel agency services under the eDreams, Opodo, Go Voyages, Liligo, and Travellink brands. It also provides marketing, admin and IT consulting, and metasearch services. Its customers access the deals in regular flights, low-cost airlines, hotels, car rental, dynamic packages, holiday packages, and travel insurance. eDreams ODIGEO S.A. was incorporated in 2011 and is based in Madrid, Spain.",1500,"{'maxAge': 1, 'name': 'Mr. Dana Philip Dunne', 'age': 59, 'title': 'CEO & Exec. Director', 'yearBorn': 1963, 'fiscalYear': 2023, 'totalPay': 0, 'exercisedValue': 0, 'unexercisedValue': 0}",1,4,10,1,7,1693526400,1703980800,86400,2,6.48,6.48,6.48,6.64,6.48,6.48,6.48,6.64,0.0,2.37087,28.304348,50356,50356,72961,89687,89687,6.48,6.51,0,0,798952768,3.315,6.96,1.3379387,6.3312,5.56645,0.0,0.0,EUR,1135243648,-0.04241,74716498,122727000,0.13933,0.59487,1.974,3.2978725,1680220800,1711843200,1688083200,-25327000,-0.21,0.23,1.901,68.537,MCE,EQUITY,EDR.MC,EDR.MC,"EDREAMS ODIGEO, S.A.",eDreams ODIGEO S.A.,1396940400,Europe/Madrid,CEST,7200000,6.51,10.65,3.8,7.42,6.75,2.4,buy,7,37964000,0.309,16564000,388979008,0.199,0.235,597152000,160.547,4.885,0.007900001,-0.10079,32272000,84596000,0.06,0.8599,0.02774,0.02286,EUR,
1,Calle López de Hoyos 35,2PL,Madrid,28002,Spain,https://www.edreamsodigeo.com,Travel Services,Consumer Cyclical,"eDreams ODIGEO S.A., together with its subsidiaries, operates as an online travel company in Europe. The company offers online travel agency services under the eDreams, Opodo, Go Voyages, Liligo, and Travellink brands. It also provides marketing, admin and IT consulting, and metasearch services. Its customers access the deals in regular flights, low-cost airlines, hotels, car rental, dynamic packages, holiday packages, and travel insurance. eDreams ODIGEO S.A. was incorporated in 2011 and is based in Madrid, Spain.",1500,"{'maxAge': 1, 'name': 'Mr. David Elizaga Corrales', 'age': 49, 'title': 'CFO & Exec. Director', 'yearBorn': 1973, 'fiscalYear': 2023, 'totalPay': 0, 'exercisedValue': 0, 'unexercisedValue': 0}",1,4,10,1,7,1693526400,1703980800,86400,2,6.48,6.48,6.48,6.64,6.48,6.48,6.48,6.64,0.0,2.37087,28.304348,50356,50356,72961,89687,89687,6.48,6.51,0,0,798952768,3.315,6.96,1.3379387,6.3312,5.56645,0.0,0.0,EUR,1135243648,-0.04241,74716498,122727000,0.13933,0.59487,1.974,3.2978725,1680220800,1711843200,1688083200,-25327000,-0.21,0.23,1.901,68.537,MCE,EQUITY,EDR.MC,EDR.MC,"EDREAMS ODIGEO, S.A.",eDreams ODIGEO S.A.,1396940400,Europe/Madrid,CEST,7200000,6.51,10.65,3.8,7.42,6.75,2.4,buy,7,37964000,0.309,16564000,388979008,0.199,0.235,597152000,160.547,4.885,0.007900001,-0.10079,32272000,84596000,0.06,0.8599,0.02774,0.02286,EUR,
2,Calle López de Hoyos 35,2PL,Madrid,28002,Spain,https://www.edreamsodigeo.com,Travel Services,Consumer Cyclical,"eDreams ODIGEO S.A., together with its subsidiaries, operates as an online travel company in Europe. The company offers online travel agency services under the eDreams, Opodo, Go Voyages, Liligo, and Travellink brands. It also provides marketing, admin and IT consulting, and metasearch services. Its customers access the deals in regular flights, low-cost airlines, hotels, car rental, dynamic packages, holiday packages, and travel insurance. eDreams ODIGEO S.A. was incorporated in 2011 and is based in Madrid, Spain.",1500,"{'maxAge': 1, 'name': 'Mr. Javier Pérez-Tenessa De Block', 'age': 54, 'title': 'Founder & Honorary Chairman', 'yearBorn': 1968, 'fiscalYear': 2014, 'exercisedValue': 0, 'unexercisedValue': 0}",1,4,10,1,7,1693526400,1703980800,86400,2,6.48,6.48,6.48,6.64,6.48,6.48,6.48,6.64,0.0,2.37087,28.304348,50356,50356,72961,89687,89687,6.48,6.51,0,0,798952768,3.315,6.96,1.3379387,6.3312,5.56645,0.0,0.0,EUR,1135243648,-0.04241,74716498,122727000,0.13933,0.59487,1.974,3.2978725,1680220800,1711843200,1688083200,-25327000,-0.21,0.23,1.901,68.537,MCE,EQUITY,EDR.MC,EDR.MC,"EDREAMS ODIGEO, S.A.",eDreams ODIGEO S.A.,1396940400,Europe/Madrid,CEST,7200000,6.51,10.65,3.8,7.42,6.75,2.4,buy,7,37964000,0.309,16564000,388979008,0.199,0.235,597152000,160.547,4.885,0.007900001,-0.10079,32272000,84596000,0.06,0.8599,0.02774,0.02286,EUR,
3,Calle López de Hoyos 35,2PL,Madrid,28002,Spain,https://www.edreamsodigeo.com,Travel Services,Consumer Cyclical,"eDreams ODIGEO S.A., together with its subsidiaries, operates as an online travel company in Europe. The company offers online travel agency services under the eDreams, Opodo, Go Voyages, Liligo, and Travellink brands. It also provides marketing, admin and IT consulting, and metasearch services. Its customers access the deals in regular flights, low-cost airlines, hotels, car rental, dynamic packages, holiday packages, and travel insurance. eDreams ODIGEO S.A. was incorporated in 2011 and is based in Madrid, Spain.",1500,"{'maxAge': 1, 'name': 'Mr. Gerrit  Goedkoop', 'title': 'COO & Chief Customer Service Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",1,4,10,1,7,1693526400,1703980800,86400,2,6.48,6.48,6.48,6.64,6.48,6.48,6.48,6.64,0.0,2.37087,28.304348,50356,50356,72961,89687,89687,6.48,6.51,0,0,798952768,3.315,6.96,1.3379387,6.3312,5.56645,0.0,0.0,EUR,1135243648,-0.04241,74716498,122727000,0.13933,0.59487,1.974,3.2978725,1680220800,1711843200,1688083200,-25327000,-0.21,0.23,1.901,68.537,MCE,EQUITY,EDR.MC,EDR.MC,"EDREAMS ODIGEO, S.A.",eDreams ODIGEO S.A.,1396940400,Europe/Madrid,CEST,7200000,6.51,10.65,3.8,7.42,6.75,2.4,buy,7,37964000,0.309,16564000,388979008,0.199,0.235,597152000,160.547,4.885,0.007900001,-0.10079,32272000,84596000,0.06,0.8599,0.02774,0.02286,EUR,
4,Calle López de Hoyos 35,2PL,Madrid,28002,Spain,https://www.edreamsodigeo.com,Travel Services,Consumer Cyclical,"eDreams ODIGEO S.A., together with its subsidiaries, operates as an online travel company in Europe. The company offers online travel agency services under the eDreams, Opodo, Go Voyages, Liligo, and Travellink brands. It also provides marketing, admin and IT consulting, and metasearch services. Its customers access the deals in regular flights, low-cost airlines, hotels, car rental, dynamic packages, holiday packages, and travel insurance. eDreams ODIGEO S.A. was incorporated in 2011 and is based in Madrid, Spain.",1500,"{'maxAge': 1, 'name': 'Mr. Carsten  Bernhard', 'title': 'Chief Technology Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",1,4,10,1,7,1693526400,1703980800,86400,2,6.48,6.48,6.48,6.64,6.48,6.48,6.48,6.64,0.0,2.37087,28.304348,50356,50356,72961,89687,89687,6.48,6.51,0,0,798952768,3.315,6.96,1.3379387,6.3312,5.56645,0.0,0.0,EUR,1135243648,-0.04241,74716498,122727000,0.13933,0.59487,1.974,3.2978725,1680220800,1711843200,1688083200,-25327000,-0.21,0.23,1.901,68.537,MCE,EQUITY,EDR.MC,EDR.MC,"EDREAMS ODIGEO, S.A.",eDreams ODIGEO S.A.,1396940400,Europe/Madrid,CEST,7200000,6.51,10.65,3.8,7.42,6.75,2.4,buy,7,37964000,0.309,16564000,388979008,0.199,0.235,597152000,160.547,4.885,0.007900001,-0.10079,32272000,84596000,0.06,0.8599,0.02774,0.02286,EUR,
5,Calle López de Hoyos 35,2PL,Madrid,28002,Spain,https://www.edreamsodigeo.com,Travel Services,Consumer Cyclical,"eDreams ODIGEO S.A., together with its subsidiaries, operates as an online travel company in Europe. The company offers online travel agency services under the eDreams, Opodo, Go Voyages, Liligo, and Travellink brands. It also provides marketing, admin and IT consulting, and metasearch services. Its customers access the deals in regular flights, low-cost airlines, hotels, car rental, dynamic packages, holiday packages, and travel insurance. eDreams ODIGEO S.A. was incorporated in 2011 and is based in Madrid, Spain.",1500,"{'maxAge': 1, 'name': 'Mr. David de la Roz', 'title': 'Director of Investor Relations', 'exercisedValue': 0, 'unexercisedValue': 0}",1,4,10,1,7,1693526400,1703980800,86400,2,6.48,6.48,6.48,6.64,6.48,6.48,6.48,6.64,0.0,2.37087,28.304348,50356,50356,72961,89687,89687,6.48,6.51,0,0,798952768,3.315,6.96,1.3379387,6.3312,5.56645,0.0,0.0,EUR,1135243648,-0.04241,74716498,122727000,0.13933,0.59487,1.974,3.2978725,1680220800,1711843200,1688083200,-25327000,-0.21,0.23,1.901,68.537,MCE,EQUITY,EDR.MC,EDR.MC,"EDREAMS ODIGEO, S.A.",eDreams ODIGEO S.A.,1396940400,Europe/Madrid,CEST,7200000,6.51,10.65,3.8,7.42,6.75,2.4,buy,7,37964000,0.309,16564000,388979008,0.199,0.235,597152000,160.547,4.885,0.007900001,-0.10079,32272000,84596000,0.06,0.8599,0.02774,0.02286,EUR,
6,Calle López de Hoyos 35,2PL,Madrid,28002,Spain,https://www.edreamsodigeo.com,Travel Services,Consumer Cyclical,"eDreams ODIGEO S.A., together with its subsidiaries, operates as an online travel company in Europe. The company offers online travel agency services under the eDreams, Opodo, Go Voyages, Liligo, and Travellink brands. It also provides marketing, admin and IT consulting, and metasearch services. Its customers access the deals in regular flights, low-cost airlines, hotels, car rental, dynamic packages, holiday packages, and travel insurance. eDreams ODIGEO S.A. was incorporated in 2011 and is based in Madrid, Spain.",1500,"{'maxAge': 1, 'name': 'Mr. Guillaume  Teissonnière', 'title': 'Group Legal Counsel & Sec.', 'exercisedValue': 0, 'unexercisedValue': 0}",1,4,10,1,7,1693526400,1703980800,86400,2,6.48,6.48,6.48,6.64,6.48,6.48,6.48,6.64,0.0,2.37087,28.304348,50356,50356,72961,89687,89687,6.48,6.51,0,0,798952768,3.315,6.96,1.3379387,6.3312,5.56645,0.0,0.0,EUR,1135243648,-0.04241,74716498,122727000,0.13933,0.59487,1.974,3.2978725,1680220800,1711843200,1688083200,-25327000,-0.21,0.23,1.901,68.537,MCE,EQUITY,EDR.MC,EDR.MC,"EDREAMS ODIGEO, S.A.",eDreams ODIGEO S.A.,1396940400,Europe/Madrid,CEST,7200000,6.51,10.65,3.8,7.42,6.75,2.4,buy,7,37964000,0.309,16564000,388979008,0.199,0.235,597152000,160.547,4.885,0.007900001,-0.10079,32272000,84596000,0.06,0.8599,0.02774,0.02286,EUR,
7,Calle López de Hoyos 35,2PL,Madrid,28002,Spain,https://www.edreamsodigeo.com,Travel Services,Consumer Cyclical,"eDreams ODIGEO S.A., together with its subsidiaries, operates as an online travel company in Europe. The company offers online travel agency services under the eDreams, Opodo, Go Voyages, Liligo, and Travellink brands. It also provides marketing, admin and IT consulting, and metasearch services. Its customers access the deals in regular flights, low-cost airlines, hotels, car rental, dynamic packages, holiday packages, and travel insurance. eDreams ODIGEO S.A. was incorporated in 2011 and is based in Madrid, Spain.",1500,"{'maxAge': 1, 'name': 'Mr. Frédéric  Esclapez', 'title': 'Chief Marketing Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",1,4,10,1,7,1693526400,1703980800,86400,2,6.48,6.48,6.48,6.64,6.48,6.48,6.48,6.64,0.0,2.37087,28.304348,50356,50356,72961,89687,89687,6.48,6.51,0,0,798952768,3.315,6.96,1.3379387,6.3312,5.56645,0.0,0.0,EUR,1135243648,-0.04241,74716498,122727000,0.13933,0.59487,1.974,3.2978725,1680220800,1711843200,1688083200,-25327000,-0.21,0.23,1.901,68.537,MCE,EQUITY,EDR.MC,EDR.MC,"EDREAMS ODIGEO, S.A.",eDreams ODIGEO S.A.,1396940400,Europe/Madrid,CEST,7200000,6.51,10.65,3.8,7.42,6.75,2.4,buy,7,37964000,0.309,16564000,388979008,0.199,0.235,597152000,160.547,4.885,0.007900001,-0.10079,32272000,84596000,0.06,0.8599,0.02774,0.02286,EUR,
8,Calle López de Hoyos 35,2PL,Madrid,28002,Spain,https://www.edreamsodigeo.com,Travel Services,Consumer Cyclical,"eDreams ODIGEO S.A., together with its subsidiaries, operates as an online travel company in Europe. The company offers online travel agency services under the eDreams, Opodo, Go Voyages, Liligo, and Travellink brands. It also provides marketing, admin and IT consulting, and metasearch services. Its customers access the deals in regular flights, low-cost airlines, hotels, car rental, dynamic packages, holiday packages, and travel insurance. eDreams ODIGEO S.A. was incorporated in 2011 and is based in Madrid, Spain.",1500,"{'maxAge': 1, 'name': 'Ms. Lindsey  Auty', 'title': 'Chief People Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",1,4,10,1,7,1693526400,1703980800,86400,2,6.48,6.48,6.48,6.64,6.48,6.48,6.48,6.64,0.0,2.37087,28.304348,50356,50356,72961,89687,89687,6.48,6.51,0,0,798952768,3.315,6.96,1.3379387,6.3312,5.56645,0.0,0.0,EUR,1135243648,-0.04241,74716498,122727000,0.13933,0.59487,1.974,3.2978725,1680220800,1711843200,1688083200,-25327000,-0.21,0.23,1.901,68.537,MCE,EQUITY,EDR.MC,EDR.MC,"EDREAMS ODIGEO, S.A.",eDreams ODIGEO S.A.,1396940400,Europe/Madrid,CEST,7200000,6.51,10.65,3.8,7.42,6.75,2.4,buy,7,37964000,0.309,16564000,388979008,0.199,0.235,597152000,160.547,4.885,0.007900001,-0.10079,32272000,84596000,0.06,0.8599,0.02774,0.02286,EUR,
9,Calle López de Hoyos 35,2PL,Madrid,28002,Spain,https://www.edreamsodigeo.com,Travel Services,Consumer Cyclical,"eDreams ODIGEO S.A., together with its subsidiaries, operates as an online travel company in Europe. The company offers online travel agency services under the eDreams, Opodo, Go Voyages, Liligo, and Travellink brands. It also provides marketing, admin and IT consulting, and metasearch services. Its customers access the deals in regular flights, low-cost airlines, hotels, car rental, dynamic packages, holiday packages, and travel insurance. eDreams ODIGEO S.A. was incorporated in 2011 and is based in Madrid, Spain.",1500,"{'maxAge': 1, 'name': 'Mario  Gavira', 'title': 'Head of Metasearch Revenue', 'exercisedValue': 0, 'unexercisedValue': 0}",1,4,10,1,7,1693526400,1703980800,86400,2,6.48,6.48,6.48,6.64,6.48,6.48,6.48,6.64,0.0,2.37087,28.304348,50356,50356,72961,89687,89687,6.48,6.51,0,0,798952768,3.315,6.96,1.3379387,6.3312,5.56645,0.0,0.0,EUR,1135243648,-0.04241,74716498,122727000,0.13933,0.59487,1.974,3.2978725,1680220800,1711843200,1688083200,-25327000,-0.21,0.23,1.901,68.537,MCE,EQUITY,EDR.MC,EDR.MC,"EDREAMS ODIGEO, S.A.",eDreams ODIGEO S.A.,1396940400,Europe/Madrid,CEST,7200000,6.51,10.65,3.8,7.42,6.75,2.4,buy,7,37964000,0.309,16564000,388979008,0.199,0.235,597152000,160.547,4.885,0.007900001,-0.10079,32272000,84596000,0.06,0.8599,0.02774,0.02286,EUR,
