,address1,address2,city,state,zip,country,phone,website,industry,sector,longBusinessSummary,companyOfficers,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,beta,volume,regularMarketVolume,fiftyTwoWeekLow,fiftyTwoWeekHigh,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,revenuePerShare,returnOnAssets,returnOnEquity,freeCashflow,operatingCashflow,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,9368 Valley Boulevard,Suite 202,Rosemead,CA,91770,United States,702-776-8066,https://www.sanlotusholding.com,Conglomerates,Conglomerates,"San Lotus Holding Inc. does not have significant operations. Previously, it was engaged in the provision of travel services, including hotel reservation, airline ticketing, and travel package services in the United States. The company was founded in 2011 and is based in Rosemead, California.","{'maxAge': 1, 'name': 'Mr. Kuan-Yu  Chen', 'age': 45, 'title': 'Chairman, Interim Chief Exec. Officer and Sec.', 'yearBorn': 1977, 'fiscalYear': 2012, 'totalPay': 0, 'exercisedValue': 0, 'unexercisedValue': 0}",1356912000,86400,4,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,2.685486,743,743,1e-05,1e-05,0.0,0.0,USD,-359713,0.0,5371690,0.86477995,0.0,0.401,2.4937655e-05,1483142400,1514678400,1506729600,-8629701,1:10,1418342400,-10.97,0.219,PNK,EQUITY,SLOT,SLOT,SAN LOTUS HOLDINGS INC,San Lotus Holding Inc.,America/New_York,EDT,-14400000,1e-05,none,241548,0.006,-1643720,0,0.948,1.438,32790,0.001,-0.040209997,-0.33645,-508512,-2515189,1.0,0.0,-51.281403,USD,
1,9368 Valley Boulevard,Suite 202,Rosemead,CA,91770,United States,702-776-8066,https://www.sanlotusholding.com,Conglomerates,Conglomerates,"San Lotus Holding Inc. does not have significant operations. Previously, it was engaged in the provision of travel services, including hotel reservation, airline ticketing, and travel package services in the United States. The company was founded in 2011 and is based in Rosemead, California.","{'maxAge': 1, 'name': 'Ms. Mu-Chen  Lin', 'age': 43, 'title': 'Chief Financial Officer and Director', 'yearBorn': 1979, 'fiscalYear': 2012, 'totalPay': 0, 'exercisedValue': 0, 'unexercisedValue': 0}",1356912000,86400,4,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,2.685486,743,743,1e-05,1e-05,0.0,0.0,USD,-359713,0.0,5371690,0.86477995,0.0,0.401,2.4937655e-05,1483142400,1514678400,1506729600,-8629701,1:10,1418342400,-10.97,0.219,PNK,EQUITY,SLOT,SLOT,SAN LOTUS HOLDINGS INC,San Lotus Holding Inc.,America/New_York,EDT,-14400000,1e-05,none,241548,0.006,-1643720,0,0.948,1.438,32790,0.001,-0.040209997,-0.33645,-508512,-2515189,1.0,0.0,-51.281403,USD,
2,9368 Valley Boulevard,Suite 202,Rosemead,CA,91770,United States,702-776-8066,https://www.sanlotusholding.com,Conglomerates,Conglomerates,"San Lotus Holding Inc. does not have significant operations. Previously, it was engaged in the provision of travel services, including hotel reservation, airline ticketing, and travel package services in the United States. The company was founded in 2011 and is based in Rosemead, California.","{'maxAge': 1, 'name': 'Mr. Tien Jen  Chiang', 'title': 'Gen. Counsel', 'exercisedValue': 0, 'unexercisedValue': 0}",1356912000,86400,4,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,2.685486,743,743,1e-05,1e-05,0.0,0.0,USD,-359713,0.0,5371690,0.86477995,0.0,0.401,2.4937655e-05,1483142400,1514678400,1506729600,-8629701,1:10,1418342400,-10.97,0.219,PNK,EQUITY,SLOT,SLOT,SAN LOTUS HOLDINGS INC,San Lotus Holding Inc.,America/New_York,EDT,-14400000,1e-05,none,241548,0.006,-1643720,0,0.948,1.438,32790,0.001,-0.040209997,-0.33645,-508512,-2515189,1.0,0.0,-51.281403,USD,
