,address1,address2,city,state,zip,country,phone,website,industry,sector,longBusinessSummary,companyOfficers,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,ebitda,totalDebt,operatingCashflow,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,2711 Centreville Road,Suite 400,Wilmington,DE,19808,United States,866-351-4141,https://www.purthanolbiofuel.com,Shell Companies,Financial Services,"Purthanol Resources Limited does not have significant operations. Previously, it was involved in the production of bio-fuel alternatives. The company was formerly known as Global Biotech Corp. and changed its name to Purthanol Resources Limited in October 2013. Purthanol Resources Limited was incorporated in 1998 and is based in Wilmington, Delaware.","{'maxAge': 1, 'name': 'Mr. Leonard  Stella', 'age': 60, 'title': 'Chairman, Pres. CEO, CFO, Sec. & Treasurer', 'yearBorn': 1962, 'fiscalYear': 2022, 'totalPay': 0, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.007,0.025,0.007,0.007,0.007,0.025,0.007,0.007,0.0,-0.741009,28600,28600,0,0,0,1708273,0.0019,0.025,0.007,0.0059115,0.0,0.0,USD,2610020,0.0,151596958,244039008,0.3788,0.0,-0.004,1669766400,1701302400,1669766400,-65792,-0.0,-165.275,PNK,EQUITY,PURT,PURT,PURTHANOL RESOURCES LIMITED,Purthanol Resources Limited,1250775000,America/New_York,EDT,-14400000,0.007,none,-15792,901748,-63764,0.0,0.0,0.0,USD,
1,2711 Centreville Road,Suite 400,Wilmington,DE,19808,United States,866-351-4141,https://www.purthanolbiofuel.com,Shell Companies,Financial Services,"Purthanol Resources Limited does not have significant operations. Previously, it was involved in the production of bio-fuel alternatives. The company was formerly known as Global Biotech Corp. and changed its name to Purthanol Resources Limited in October 2013. Purthanol Resources Limited was incorporated in 1998 and is based in Wilmington, Delaware.","{'maxAge': 1, 'name': 'Mr. René  Delarue', 'title': 'Chief Operating Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.007,0.025,0.007,0.007,0.007,0.025,0.007,0.007,0.0,-0.741009,28600,28600,0,0,0,1708273,0.0019,0.025,0.007,0.0059115,0.0,0.0,USD,2610020,0.0,151596958,244039008,0.3788,0.0,-0.004,1669766400,1701302400,1669766400,-65792,-0.0,-165.275,PNK,EQUITY,PURT,PURT,PURTHANOL RESOURCES LIMITED,Purthanol Resources Limited,1250775000,America/New_York,EDT,-14400000,0.007,none,-15792,901748,-63764,0.0,0.0,0.0,USD,
2,2711 Centreville Road,Suite 400,Wilmington,DE,19808,United States,866-351-4141,https://www.purthanolbiofuel.com,Shell Companies,Financial Services,"Purthanol Resources Limited does not have significant operations. Previously, it was involved in the production of bio-fuel alternatives. The company was formerly known as Global Biotech Corp. and changed its name to Purthanol Resources Limited in October 2013. Purthanol Resources Limited was incorporated in 1998 and is based in Wilmington, Delaware.","{'maxAge': 1, 'name': 'Julien  Peloquin', 'title': 'Sales Director', 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.007,0.025,0.007,0.007,0.007,0.025,0.007,0.007,0.0,-0.741009,28600,28600,0,0,0,1708273,0.0019,0.025,0.007,0.0059115,0.0,0.0,USD,2610020,0.0,151596958,244039008,0.3788,0.0,-0.004,1669766400,1701302400,1669766400,-65792,-0.0,-165.275,PNK,EQUITY,PURT,PURT,PURTHANOL RESOURCES LIMITED,Purthanol Resources Limited,1250775000,America/New_York,EDT,-14400000,0.007,none,-15792,901748,-63764,0.0,0.0,0.0,USD,
3,2711 Centreville Road,Suite 400,Wilmington,DE,19808,United States,866-351-4141,https://www.purthanolbiofuel.com,Shell Companies,Financial Services,"Purthanol Resources Limited does not have significant operations. Previously, it was involved in the production of bio-fuel alternatives. The company was formerly known as Global Biotech Corp. and changed its name to Purthanol Resources Limited in October 2013. Purthanol Resources Limited was incorporated in 1998 and is based in Wilmington, Delaware.","{'maxAge': 1, 'name': 'Mr. Yehuda  Kops CA', 'age': 68, 'title': 'C.I.A.', 'yearBorn': 1954, 'fiscalYear': 2013, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.007,0.025,0.007,0.007,0.007,0.025,0.007,0.007,0.0,-0.741009,28600,28600,0,0,0,1708273,0.0019,0.025,0.007,0.0059115,0.0,0.0,USD,2610020,0.0,151596958,244039008,0.3788,0.0,-0.004,1669766400,1701302400,1669766400,-65792,-0.0,-165.275,PNK,EQUITY,PURT,PURT,PURTHANOL RESOURCES LIMITED,Purthanol Resources Limited,1250775000,America/New_York,EDT,-14400000,0.007,none,-15792,901748,-63764,0.0,0.0,0.0,USD,
4,2711 Centreville Road,Suite 400,Wilmington,DE,19808,United States,866-351-4141,https://www.purthanolbiofuel.com,Shell Companies,Financial Services,"Purthanol Resources Limited does not have significant operations. Previously, it was involved in the production of bio-fuel alternatives. The company was formerly known as Global Biotech Corp. and changed its name to Purthanol Resources Limited in October 2013. Purthanol Resources Limited was incorporated in 1998 and is based in Wilmington, Delaware.","{'maxAge': 1, 'name': 'Mr. Louis  Pharand', 'age': 68, 'title': 'Pres CCO', 'yearBorn': 1954, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.007,0.025,0.007,0.007,0.007,0.025,0.007,0.007,0.0,-0.741009,28600,28600,0,0,0,1708273,0.0019,0.025,0.007,0.0059115,0.0,0.0,USD,2610020,0.0,151596958,244039008,0.3788,0.0,-0.004,1669766400,1701302400,1669766400,-65792,-0.0,-165.275,PNK,EQUITY,PURT,PURT,PURTHANOL RESOURCES LIMITED,Purthanol Resources Limited,1250775000,America/New_York,EDT,-14400000,0.007,none,-15792,901748,-63764,0.0,0.0,0.0,USD,
5,2711 Centreville Road,Suite 400,Wilmington,DE,19808,United States,866-351-4141,https://www.purthanolbiofuel.com,Shell Companies,Financial Services,"Purthanol Resources Limited does not have significant operations. Previously, it was involved in the production of bio-fuel alternatives. The company was formerly known as Global Biotech Corp. and changed its name to Purthanol Resources Limited in October 2013. Purthanol Resources Limited was incorporated in 1998 and is based in Wilmington, Delaware.","{'maxAge': 1, 'name': 'Kamal  Lachine', 'title': 'Chief International Bus. Devel.', 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.007,0.025,0.007,0.007,0.007,0.025,0.007,0.007,0.0,-0.741009,28600,28600,0,0,0,1708273,0.0019,0.025,0.007,0.0059115,0.0,0.0,USD,2610020,0.0,151596958,244039008,0.3788,0.0,-0.004,1669766400,1701302400,1669766400,-65792,-0.0,-165.275,PNK,EQUITY,PURT,PURT,PURTHANOL RESOURCES LIMITED,Purthanol Resources Limited,1250775000,America/New_York,EDT,-14400000,0.007,none,-15792,901748,-63764,0.0,0.0,0.0,USD,
6,2711 Centreville Road,Suite 400,Wilmington,DE,19808,United States,866-351-4141,https://www.purthanolbiofuel.com,Shell Companies,Financial Services,"Purthanol Resources Limited does not have significant operations. Previously, it was involved in the production of bio-fuel alternatives. The company was formerly known as Global Biotech Corp. and changed its name to Purthanol Resources Limited in October 2013. Purthanol Resources Limited was incorporated in 1998 and is based in Wilmington, Delaware.","{'maxAge': 1, 'name': 'Laura  Haase', 'title': 'Exec. VP of Bus. Devel.', 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.007,0.025,0.007,0.007,0.007,0.025,0.007,0.007,0.0,-0.741009,28600,28600,0,0,0,1708273,0.0019,0.025,0.007,0.0059115,0.0,0.0,USD,2610020,0.0,151596958,244039008,0.3788,0.0,-0.004,1669766400,1701302400,1669766400,-65792,-0.0,-165.275,PNK,EQUITY,PURT,PURT,PURTHANOL RESOURCES LIMITED,Purthanol Resources Limited,1250775000,America/New_York,EDT,-14400000,0.007,none,-15792,901748,-63764,0.0,0.0,0.0,USD,
