,address1,address2,city,zip,country,phone,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,revenuePerShare,returnOnAssets,returnOnEquity,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,"Jiahui Center, Block B","Room 1202 6 Jiqing Li, Chaoyangmenwai Street Chaoyang District",Beijing,100020,China,852 9855 6575,https://www.moxianglobal.com,Advertising Agencies,Communication Services,"Moxian (BVI) Inc provides internet and bitcoin mining services. The company operates an online-to-offline business that provides an online platform for small and medium-sized enterprises with physical stores to conduct business online, interact with existing customers, and obtain new ones. It also operates the Games Channel, an application that develops contacts with the mobile gaming industry in China. Moxian (BVI) Inc was incorporated in 2010 and is headquartered in Beijing, the People's Republic of China.",12,"{'maxAge': 1, 'name': 'Mr. Conglin  Deng', 'age': 38, 'title': 'CEO & Director', 'yearBorn': 1984, 'fiscalYear': 2022, 'totalPay': 120000, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.92,0.9,0.9,0.94,0.92,0.9,0.9,0.94,0.0,3.395919,2994,2994,72200,12220,12220,0.901,0.94,900,1000,33421418,0.428,1.8,203.25868,1.09862,0.982045,0.0,0.0,USD,30210066,0.0,25868161,35554700,282614,296556,1690761600,1693440000,0.007900001,0.21888,0.0050199996,1.73,0.007900001,0.673,1.3967311,1672444800,1703980800,1672444800,-22544692,-0.66,1:5,1555891200,183.728,-2.071,NCM,EQUITY,MOXC,MOXC,Moxian (BVI) Inc,Moxian (BVI) Inc,1397136600,America/New_York,EDT,-14400000,0.94,none,2505286,0.07,-14585670,0,7.972,7.972,164428,0.005,-0.80768996,-1.47907,-40185800,-7198718,51.769,-1.80542,0.0,-126.805466,USD,
1,"Jiahui Center, Block B","Room 1202 6 Jiqing Li, Chaoyangmenwai Street Chaoyang District",Beijing,100020,China,852 9855 6575,https://www.moxianglobal.com,Advertising Agencies,Communication Services,"Moxian (BVI) Inc provides internet and bitcoin mining services. The company operates an online-to-offline business that provides an online platform for small and medium-sized enterprises with physical stores to conduct business online, interact with existing customers, and obtain new ones. It also operates the Games Channel, an application that develops contacts with the mobile gaming industry in China. Moxian (BVI) Inc was incorporated in 2010 and is headquartered in Beijing, the People's Republic of China.",12,"{'maxAge': 1, 'name': 'Mr. Wanhong  Tan', 'age': 68, 'title': 'CFO & Board Sec.', 'yearBorn': 1954, 'fiscalYear': 2022, 'totalPay': 120000, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.92,0.9,0.9,0.94,0.92,0.9,0.9,0.94,0.0,3.395919,2994,2994,72200,12220,12220,0.901,0.94,900,1000,33421418,0.428,1.8,203.25868,1.09862,0.982045,0.0,0.0,USD,30210066,0.0,25868161,35554700,282614,296556,1690761600,1693440000,0.007900001,0.21888,0.0050199996,1.73,0.007900001,0.673,1.3967311,1672444800,1703980800,1672444800,-22544692,-0.66,1:5,1555891200,183.728,-2.071,NCM,EQUITY,MOXC,MOXC,Moxian (BVI) Inc,Moxian (BVI) Inc,1397136600,America/New_York,EDT,-14400000,0.94,none,2505286,0.07,-14585670,0,7.972,7.972,164428,0.005,-0.80768996,-1.47907,-40185800,-7198718,51.769,-1.80542,0.0,-126.805466,USD,
2,"Jiahui Center, Block B","Room 1202 6 Jiqing Li, Chaoyangmenwai Street Chaoyang District",Beijing,100020,China,852 9855 6575,https://www.moxianglobal.com,Advertising Agencies,Communication Services,"Moxian (BVI) Inc provides internet and bitcoin mining services. The company operates an online-to-offline business that provides an online platform for small and medium-sized enterprises with physical stores to conduct business online, interact with existing customers, and obtain new ones. It also operates the Games Channel, an application that develops contacts with the mobile gaming industry in China. Moxian (BVI) Inc was incorporated in 2010 and is headquartered in Beijing, the People's Republic of China.",12,"{'maxAge': 1, 'name': 'Mr. Boon Hock  Ooi', 'title': 'VP of Creative & Marketing', 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.92,0.9,0.9,0.94,0.92,0.9,0.9,0.94,0.0,3.395919,2994,2994,72200,12220,12220,0.901,0.94,900,1000,33421418,0.428,1.8,203.25868,1.09862,0.982045,0.0,0.0,USD,30210066,0.0,25868161,35554700,282614,296556,1690761600,1693440000,0.007900001,0.21888,0.0050199996,1.73,0.007900001,0.673,1.3967311,1672444800,1703980800,1672444800,-22544692,-0.66,1:5,1555891200,183.728,-2.071,NCM,EQUITY,MOXC,MOXC,Moxian (BVI) Inc,Moxian (BVI) Inc,1397136600,America/New_York,EDT,-14400000,0.94,none,2505286,0.07,-14585670,0,7.972,7.972,164428,0.005,-0.80768996,-1.47907,-40185800,-7198718,51.769,-1.80542,0.0,-126.805466,USD,
3,"Jiahui Center, Block B","Room 1202 6 Jiqing Li, Chaoyangmenwai Street Chaoyang District",Beijing,100020,China,852 9855 6575,https://www.moxianglobal.com,Advertising Agencies,Communication Services,"Moxian (BVI) Inc provides internet and bitcoin mining services. The company operates an online-to-offline business that provides an online platform for small and medium-sized enterprises with physical stores to conduct business online, interact with existing customers, and obtain new ones. It also operates the Games Channel, an application that develops contacts with the mobile gaming industry in China. Moxian (BVI) Inc was incorporated in 2010 and is headquartered in Beijing, the People's Republic of China.",12,"{'maxAge': 1, 'name': 'Mr. Zhongwen  Chen', 'age': 46, 'title': 'VP of Corp. Affairs', 'yearBorn': 1976, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.92,0.9,0.9,0.94,0.92,0.9,0.9,0.94,0.0,3.395919,2994,2994,72200,12220,12220,0.901,0.94,900,1000,33421418,0.428,1.8,203.25868,1.09862,0.982045,0.0,0.0,USD,30210066,0.0,25868161,35554700,282614,296556,1690761600,1693440000,0.007900001,0.21888,0.0050199996,1.73,0.007900001,0.673,1.3967311,1672444800,1703980800,1672444800,-22544692,-0.66,1:5,1555891200,183.728,-2.071,NCM,EQUITY,MOXC,MOXC,Moxian (BVI) Inc,Moxian (BVI) Inc,1397136600,America/New_York,EDT,-14400000,0.94,none,2505286,0.07,-14585670,0,7.972,7.972,164428,0.005,-0.80768996,-1.47907,-40185800,-7198718,51.769,-1.80542,0.0,-126.805466,USD,
