,address1,address2,city,country,phone,fax,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,trailingPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,Egemenlik Mah. Eski Kemalpasa Cad. No:5,Isikkent Bornova,Izmir,Turkey,90 232 472 01 72,90 232 472 00 01,https://www.cimbeton.com.tr,Building Materials,Basic Materials,"Cimbeton Hazir Beton ve Prefabrik Yapi Elemanlari Sanayi ve Ticaret Anonim Sirketi engages in the production and sale of cement, ready-mixed concrete, and aggregate products in Turkey. The company was founded in 1950 and is based in Izmir, Turkey. Cimbeton Hazir Beton ve Prefabrik Yapi Elemanlari Sanayi ve Ticaret A.S. is a subsidiary of Cimentas Izmir Cimento Fabrikasi Turk A.S.",111,"{'maxAge': 1, 'name': 'Mr. Paolo  Zugaro', 'title': 'Chief Exec. Officer and Director', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,757.8,758.4,744.0,773.5,757.8,758.4,744.0,773.5,0.0,0.99468,34.47822,38531,38531,74607,64238,64238,759.5,761.7,0,0,1345023104,262.3,897.0,0.8081737,675.136,545.8605,0.0,0.0,TRY,1454077952,0.01989,878860,1770000,0.50285,0.0,48.179,15.772432,1672444800,1703980800,1688083200,-0.185,33100886,22.04,1:1000,1104710400,0.874,17.262,IST,EQUITY,CMBTN.IS,CMBTN.IS,CIMBETON,Cimbeton Hazir Beton ve Prefabrik Yapi Elemanlari Sanayi ve Ticaret Anonim Sirketi,957940200,Europe/Istanbul,TRT,10800000,759.9,none,2340023,1.322,84237608,111392688,0.757,0.804,1664274688,130.626,940.266,0.028499998,0.47259998,84279092,93234768,118152432,-0.185,0.535,0.065170005,0.05061,0.01714,TRY,
1,Egemenlik Mah. Eski Kemalpasa Cad. No:5,Isikkent Bornova,Izmir,Turkey,90 232 472 01 72,90 232 472 00 01,https://www.cimbeton.com.tr,Building Materials,Basic Materials,"Cimbeton Hazir Beton ve Prefabrik Yapi Elemanlari Sanayi ve Ticaret Anonim Sirketi engages in the production and sale of cement, ready-mixed concrete, and aggregate products in Turkey. The company was founded in 1950 and is based in Izmir, Turkey. Cimbeton Hazir Beton ve Prefabrik Yapi Elemanlari Sanayi ve Ticaret A.S. is a subsidiary of Cimentas Izmir Cimento Fabrikasi Turk A.S.",111,"{'maxAge': 1, 'name': 'Mr. Ali Ihsan Özgürman', 'title': 'Group Director of Fin.', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,757.8,758.4,744.0,773.5,757.8,758.4,744.0,773.5,0.0,0.99468,34.47822,38531,38531,74607,64238,64238,759.5,761.7,0,0,1345023104,262.3,897.0,0.8081737,675.136,545.8605,0.0,0.0,TRY,1454077952,0.01989,878860,1770000,0.50285,0.0,48.179,15.772432,1672444800,1703980800,1688083200,-0.185,33100886,22.04,1:1000,1104710400,0.874,17.262,IST,EQUITY,CMBTN.IS,CMBTN.IS,CIMBETON,Cimbeton Hazir Beton ve Prefabrik Yapi Elemanlari Sanayi ve Ticaret Anonim Sirketi,957940200,Europe/Istanbul,TRT,10800000,759.9,none,2340023,1.322,84237608,111392688,0.757,0.804,1664274688,130.626,940.266,0.028499998,0.47259998,84279092,93234768,118152432,-0.185,0.535,0.065170005,0.05061,0.01714,TRY,
2,Egemenlik Mah. Eski Kemalpasa Cad. No:5,Isikkent Bornova,Izmir,Turkey,90 232 472 01 72,90 232 472 00 01,https://www.cimbeton.com.tr,Building Materials,Basic Materials,"Cimbeton Hazir Beton ve Prefabrik Yapi Elemanlari Sanayi ve Ticaret Anonim Sirketi engages in the production and sale of cement, ready-mixed concrete, and aggregate products in Turkey. The company was founded in 1950 and is based in Izmir, Turkey. Cimbeton Hazir Beton ve Prefabrik Yapi Elemanlari Sanayi ve Ticaret A.S. is a subsidiary of Cimentas Izmir Cimento Fabrikasi Turk A.S.",111,"{'maxAge': 1, 'name': 'Mr. Ugur  Aydin', 'title': 'Group Director of Technical Operations', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,757.8,758.4,744.0,773.5,757.8,758.4,744.0,773.5,0.0,0.99468,34.47822,38531,38531,74607,64238,64238,759.5,761.7,0,0,1345023104,262.3,897.0,0.8081737,675.136,545.8605,0.0,0.0,TRY,1454077952,0.01989,878860,1770000,0.50285,0.0,48.179,15.772432,1672444800,1703980800,1688083200,-0.185,33100886,22.04,1:1000,1104710400,0.874,17.262,IST,EQUITY,CMBTN.IS,CMBTN.IS,CIMBETON,Cimbeton Hazir Beton ve Prefabrik Yapi Elemanlari Sanayi ve Ticaret Anonim Sirketi,957940200,Europe/Istanbul,TRT,10800000,759.9,none,2340023,1.322,84237608,111392688,0.757,0.804,1664274688,130.626,940.266,0.028499998,0.47259998,84279092,93234768,118152432,-0.185,0.535,0.065170005,0.05061,0.01714,TRY,
3,Egemenlik Mah. Eski Kemalpasa Cad. No:5,Isikkent Bornova,Izmir,Turkey,90 232 472 01 72,90 232 472 00 01,https://www.cimbeton.com.tr,Building Materials,Basic Materials,"Cimbeton Hazir Beton ve Prefabrik Yapi Elemanlari Sanayi ve Ticaret Anonim Sirketi engages in the production and sale of cement, ready-mixed concrete, and aggregate products in Turkey. The company was founded in 1950 and is based in Izmir, Turkey. Cimbeton Hazir Beton ve Prefabrik Yapi Elemanlari Sanayi ve Ticaret A.S. is a subsidiary of Cimentas Izmir Cimento Fabrikasi Turk A.S.",111,"{'maxAge': 1, 'name': 'Mr. Kayhan  Karabayir', 'title': 'Group Director of Legal Affairs & Investor Relations', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,757.8,758.4,744.0,773.5,757.8,758.4,744.0,773.5,0.0,0.99468,34.47822,38531,38531,74607,64238,64238,759.5,761.7,0,0,1345023104,262.3,897.0,0.8081737,675.136,545.8605,0.0,0.0,TRY,1454077952,0.01989,878860,1770000,0.50285,0.0,48.179,15.772432,1672444800,1703980800,1688083200,-0.185,33100886,22.04,1:1000,1104710400,0.874,17.262,IST,EQUITY,CMBTN.IS,CMBTN.IS,CIMBETON,Cimbeton Hazir Beton ve Prefabrik Yapi Elemanlari Sanayi ve Ticaret Anonim Sirketi,957940200,Europe/Istanbul,TRT,10800000,759.9,none,2340023,1.322,84237608,111392688,0.757,0.804,1664274688,130.626,940.266,0.028499998,0.47259998,84279092,93234768,118152432,-0.185,0.535,0.065170005,0.05061,0.01714,TRY,
