,address1,address2,city,state,zip,country,phone,fax,website,industry,sector,longBusinessSummary,companyOfficers,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,exDividendDate,payoutRatio,beta,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,216 St Georges Terrace,Level 4,Perth,WA,6000,Australia,61 8 6268 2640,61 8 6268 2699,https://www.yowieworld.com,Confectioners,Consumer Defensive,"Yowie Group Limited, a brand licensing company, engages in the development and sale of consumer products worldwide. The company's products are designed to promote learning, understanding, and engagement with the natural world through Yowie characters. Its product portfolio comprises milk chocolate and surprise-inside the egg. The company owns intellectual property rights to supply Yowie branded chocolate confectionery products, as well as develops Yowie digital platform and Yowie branded licensed consumer products. Yowie Group Limited is headquartered in Perth, Australia.","{'maxAge': 1, 'name': 'Mr. Sean  Taylor', 'title': 'Exec. Chairman', 'exercisedValue': 0, 'unexercisedValue': 0}",1703980800,86400,4,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,1593388800,0.0,0.499624,4000,4000,0,0,0,5856899,0.02,0.025,0.44085667,0.02,0.021125,0.0,0.0,USD,-3030324,-0.00775,128887306,218568000,0.32211,0.45311,0.043,0.46511626,1688083200,1719705600,1688083200,-102947,-0.0,-0.228,4.671,PNK,EQUITY,YWGRF,YWGRF,YOWIE GROUP LTD,Yowie Group Limited,1408368600,America/New_York,EDT,-14400000,0.02,none,7401682,0.034,-648742,0,2.206,3.312,13285268,0.061,-0.048660003,-0.01101,6350979,-997867,-1327659,-0.16,0.47805,-0.04883,-0.078150004,USD,
1,216 St Georges Terrace,Level 4,Perth,WA,6000,Australia,61 8 6268 2640,61 8 6268 2699,https://www.yowieworld.com,Confectioners,Consumer Defensive,"Yowie Group Limited, a brand licensing company, engages in the development and sale of consumer products worldwide. The company's products are designed to promote learning, understanding, and engagement with the natural world through Yowie characters. Its product portfolio comprises milk chocolate and surprise-inside the egg. The company owns intellectual property rights to supply Yowie branded chocolate confectionery products, as well as develops Yowie digital platform and Yowie branded licensed consumer products. Yowie Group Limited is headquartered in Perth, Australia.","{'maxAge': 1, 'name': 'Mr. Wayne  Brekke', 'title': 'Global Chief Financial Officer', 'fiscalYear': 2023, 'totalPay': 207600, 'exercisedValue': 0, 'unexercisedValue': 0}",1703980800,86400,4,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,1593388800,0.0,0.499624,4000,4000,0,0,0,5856899,0.02,0.025,0.44085667,0.02,0.021125,0.0,0.0,USD,-3030324,-0.00775,128887306,218568000,0.32211,0.45311,0.043,0.46511626,1688083200,1719705600,1688083200,-102947,-0.0,-0.228,4.671,PNK,EQUITY,YWGRF,YWGRF,YOWIE GROUP LTD,Yowie Group Limited,1408368600,America/New_York,EDT,-14400000,0.02,none,7401682,0.034,-648742,0,2.206,3.312,13285268,0.061,-0.048660003,-0.01101,6350979,-997867,-1327659,-0.16,0.47805,-0.04883,-0.078150004,USD,
2,216 St Georges Terrace,Level 4,Perth,WA,6000,Australia,61 8 6268 2640,61 8 6268 2699,https://www.yowieworld.com,Confectioners,Consumer Defensive,"Yowie Group Limited, a brand licensing company, engages in the development and sale of consumer products worldwide. The company's products are designed to promote learning, understanding, and engagement with the natural world through Yowie characters. Its product portfolio comprises milk chocolate and surprise-inside the egg. The company owns intellectual property rights to supply Yowie branded chocolate confectionery products, as well as develops Yowie digital platform and Yowie branded licensed consumer products. Yowie Group Limited is headquartered in Perth, Australia.","{'maxAge': 1, 'name': 'Ms. Cynthia  Thayer', 'title': 'Global Chief Marketing Officer', 'fiscalYear': 2023, 'totalPay': 222600, 'exercisedValue': 0, 'unexercisedValue': 0}",1703980800,86400,4,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,1593388800,0.0,0.499624,4000,4000,0,0,0,5856899,0.02,0.025,0.44085667,0.02,0.021125,0.0,0.0,USD,-3030324,-0.00775,128887306,218568000,0.32211,0.45311,0.043,0.46511626,1688083200,1719705600,1688083200,-102947,-0.0,-0.228,4.671,PNK,EQUITY,YWGRF,YWGRF,YOWIE GROUP LTD,Yowie Group Limited,1408368600,America/New_York,EDT,-14400000,0.02,none,7401682,0.034,-648742,0,2.206,3.312,13285268,0.061,-0.048660003,-0.01101,6350979,-997867,-1327659,-0.16,0.47805,-0.04883,-0.078150004,USD,
3,216 St Georges Terrace,Level 4,Perth,WA,6000,Australia,61 8 6268 2640,61 8 6268 2699,https://www.yowieworld.com,Confectioners,Consumer Defensive,"Yowie Group Limited, a brand licensing company, engages in the development and sale of consumer products worldwide. The company's products are designed to promote learning, understanding, and engagement with the natural world through Yowie characters. Its product portfolio comprises milk chocolate and surprise-inside the egg. The company owns intellectual property rights to supply Yowie branded chocolate confectionery products, as well as develops Yowie digital platform and Yowie branded licensed consumer products. Yowie Group Limited is headquartered in Perth, Australia.","{'maxAge': 1, 'name': 'Mr. Neville John Bassett A.M., AM, B.Bus., F.C.A., FCA', 'age': 65, 'title': 'Company Sec.', 'yearBorn': 1957, 'fiscalYear': 2021, 'exercisedValue': 0, 'unexercisedValue': 0}",1703980800,86400,4,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,1593388800,0.0,0.499624,4000,4000,0,0,0,5856899,0.02,0.025,0.44085667,0.02,0.021125,0.0,0.0,USD,-3030324,-0.00775,128887306,218568000,0.32211,0.45311,0.043,0.46511626,1688083200,1719705600,1688083200,-102947,-0.0,-0.228,4.671,PNK,EQUITY,YWGRF,YWGRF,YOWIE GROUP LTD,Yowie Group Limited,1408368600,America/New_York,EDT,-14400000,0.02,none,7401682,0.034,-648742,0,2.206,3.312,13285268,0.061,-0.048660003,-0.01101,6350979,-997867,-1327659,-0.16,0.47805,-0.04883,-0.078150004,USD,
