,address1,address2,city,country,phone,fax,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,exDividendDate,payoutRatio,beta,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,Block Two,"5th Floor No. 27 Huailin Road Huaide Village, Humen Town",Dongguan,China,852 3583 1111,852 3583 1118,https://www.speedy-global.com,Apparel Manufacturing,Consumer Cyclical,"Speedy Global Holdings Limited, an investment holding company, engages in the provision of apparel supply chain services in the People's Republic of China, Cambodia, Hong Kong, and Macau. It offers apparel supply chain services, including product design and development, fashion trend ascertaining and sampling, raw material sourcing, production order and merchandise sourcing management, quality control, packaging, inventory management, and logistics management for the design, development, and production of a range of men's and women's woven wear, cut-and-sewn knitwear, and sweater knitwear products to owners or agents of various apparel brands. The company was founded in 2003 and is headquartered in Dongguan, the People's Republic of China. Speedy Global Holdings Limited is a subsidiary of Sky Halo Holdings Limited.",1240,"{'maxAge': 1, 'name': 'Mr. Chih Shen  Huang', 'age': 51, 'title': 'Chairman & CEO', 'yearBorn': 1971, 'fiscalYear': 2022, 'totalPay': 4111000, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,3,0.081,0.088,0.087,0.104,0.081,0.088,0.087,0.104,1590537600,0.0,0.75075,712000,712000,165841,200400,200400,0.083,0.092,0,0,52200000,0.054,0.385,0.09731961,0.11646,0.2254,0.0,0.0,HKD,80618000,-0.0327,209430000,600000000,0.65095,0.0,0.118,0.7372881,1672444800,1703980800,1688083200,-17540000,-0.03,0.15,5.115,HKG,EQUITY,0540.HK,0540.HK,SPEEDY GLOBAL,Speedy Global Holdings Limited,1358991000,Asia/Hong_Kong,HKT,28800000,0.087,none,113058000,0.188,15760000,141476000,0.849,1.219,536376992,199.667,0.894,0.0062599997,-0.20844,-0.124,0.09883001,0.02938,0.0062,HKD,
1,Block Two,"5th Floor No. 27 Huailin Road Huaide Village, Humen Town",Dongguan,China,852 3583 1111,852 3583 1118,https://www.speedy-global.com,Apparel Manufacturing,Consumer Cyclical,"Speedy Global Holdings Limited, an investment holding company, engages in the provision of apparel supply chain services in the People's Republic of China, Cambodia, Hong Kong, and Macau. It offers apparel supply chain services, including product design and development, fashion trend ascertaining and sampling, raw material sourcing, production order and merchandise sourcing management, quality control, packaging, inventory management, and logistics management for the design, development, and production of a range of men's and women's woven wear, cut-and-sewn knitwear, and sweater knitwear products to owners or agents of various apparel brands. The company was founded in 2003 and is headquartered in Dongguan, the People's Republic of China. Speedy Global Holdings Limited is a subsidiary of Sky Halo Holdings Limited.",1240,"{'maxAge': 1, 'name': 'Ms. Li Hun  Huang', 'age': 53, 'title': 'Exec. Director', 'yearBorn': 1969, 'fiscalYear': 2022, 'totalPay': 1448000, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,3,0.081,0.088,0.087,0.104,0.081,0.088,0.087,0.104,1590537600,0.0,0.75075,712000,712000,165841,200400,200400,0.083,0.092,0,0,52200000,0.054,0.385,0.09731961,0.11646,0.2254,0.0,0.0,HKD,80618000,-0.0327,209430000,600000000,0.65095,0.0,0.118,0.7372881,1672444800,1703980800,1688083200,-17540000,-0.03,0.15,5.115,HKG,EQUITY,0540.HK,0540.HK,SPEEDY GLOBAL,Speedy Global Holdings Limited,1358991000,Asia/Hong_Kong,HKT,28800000,0.087,none,113058000,0.188,15760000,141476000,0.849,1.219,536376992,199.667,0.894,0.0062599997,-0.20844,-0.124,0.09883001,0.02938,0.0062,HKD,
2,Block Two,"5th Floor No. 27 Huailin Road Huaide Village, Humen Town",Dongguan,China,852 3583 1111,852 3583 1118,https://www.speedy-global.com,Apparel Manufacturing,Consumer Cyclical,"Speedy Global Holdings Limited, an investment holding company, engages in the provision of apparel supply chain services in the People's Republic of China, Cambodia, Hong Kong, and Macau. It offers apparel supply chain services, including product design and development, fashion trend ascertaining and sampling, raw material sourcing, production order and merchandise sourcing management, quality control, packaging, inventory management, and logistics management for the design, development, and production of a range of men's and women's woven wear, cut-and-sewn knitwear, and sweater knitwear products to owners or agents of various apparel brands. The company was founded in 2003 and is headquartered in Dongguan, the People's Republic of China. Speedy Global Holdings Limited is a subsidiary of Sky Halo Holdings Limited.",1240,"{'maxAge': 1, 'name': 'Mr. Ka Gung  Yu', 'age': 35, 'title': 'Company Sec. & CFO', 'yearBorn': 1987, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,3,0.081,0.088,0.087,0.104,0.081,0.088,0.087,0.104,1590537600,0.0,0.75075,712000,712000,165841,200400,200400,0.083,0.092,0,0,52200000,0.054,0.385,0.09731961,0.11646,0.2254,0.0,0.0,HKD,80618000,-0.0327,209430000,600000000,0.65095,0.0,0.118,0.7372881,1672444800,1703980800,1688083200,-17540000,-0.03,0.15,5.115,HKG,EQUITY,0540.HK,0540.HK,SPEEDY GLOBAL,Speedy Global Holdings Limited,1358991000,Asia/Hong_Kong,HKT,28800000,0.087,none,113058000,0.188,15760000,141476000,0.849,1.219,536376992,199.667,0.894,0.0062599997,-0.20844,-0.124,0.09883001,0.02938,0.0062,HKD,
