,address1,address2,city,state,zip,country,phone,fax,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,fiveYearAvgDividendYield,beta,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,forwardEps,pegRatio,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,1225 Saint-Charles Street West,10th Floor,Longueuil,QC,J4K 0B9,Canada,450 928-2550,450 928 2544,https://www.innergex.com,Utilities—Renewable,Utilities,"Innergex Renewable Energy Inc. operates as an independent renewable power producer in Canada, the United States, France, and Chile. It acquires, owns, develops, and operates hydroelectric facilities, and wind and solar farms, as well as energy storage facilities. The company operates through three segments: Hydroelectric Power Generation, Wind Power Generation, and Solar Power Generation. It owns and operates 84 facilities with a net installed capacity of 4,184 megawatts, which include 40 hydroelectric facilities, 35 wind facilities, and 8 solar farms. Innergex Renewable Energy Inc. is headquartered in Longueuil, Canada.",538,"{'maxAge': 1, 'name': 'Mr. Michel  Letellier MBA', 'age': 57, 'title': 'Pres, CEO & Director', 'yearBorn': 1965, 'fiscalYear': 2022, 'totalPay': 1394144, 'exercisedValue': 0, 'unexercisedValue': 0}",7,2,5,6,4,1693526400,1672444800,86400,2,12.55,12.59,12.59,12.75,12.55,12.59,12.59,12.75,0.72,0.0574,1695859200,4.13,0.309489,79.0625,652451,652451,382345,330700,330700,12.64,12.66,0,0,2583332352,11.85,20.36,2.8323529,12.7628,14.33275,0.72,0.05737052,CAD,8711233536,-0.01714,148969146,204216000,9579241,9222702,1690761600,1693440000,0.0469,0.24046,0.42403,30.42,5.345,2.3666978,1672444800,1703980800,1688083200,-21261000,-0.1,0.16,8.37,9.551,15.562,TOR,EQUITY,INE.TO,INE.TO,INNERGEX RENEWABLE ENERGY INC.,Innergex Renewable Energy Inc.,1197037800,America/Toronto,EDT,-14400000,12.65,21.5,14.0,17.35,16.88,2.3,buy,12,129636000,0.635,559779968,5980421120,0.653,0.986,912080000,437.281,4.481,0.01605,-0.0135,615344000,-59236248,392249984,0.13,0.70047,0.61374,0.24191,CAD,
1,1225 Saint-Charles Street West,10th Floor,Longueuil,QC,J4K 0B9,Canada,450 928-2550,450 928 2544,https://www.innergex.com,Utilities—Renewable,Utilities,"Innergex Renewable Energy Inc. operates as an independent renewable power producer in Canada, the United States, France, and Chile. It acquires, owns, develops, and operates hydroelectric facilities, and wind and solar farms, as well as energy storage facilities. The company operates through three segments: Hydroelectric Power Generation, Wind Power Generation, and Solar Power Generation. It owns and operates 84 facilities with a net installed capacity of 4,184 megawatts, which include 40 hydroelectric facilities, 35 wind facilities, and 8 solar farms. Innergex Renewable Energy Inc. is headquartered in Longueuil, Canada.",538,"{'maxAge': 1, 'name': 'Mr. Jean  Trudel M.B.A., MBA', 'title': 'Chief Financial Officer', 'fiscalYear': 2022, 'totalPay': 771990, 'exercisedValue': 0, 'unexercisedValue': 0}",7,2,5,6,4,1693526400,1672444800,86400,2,12.55,12.59,12.59,12.75,12.55,12.59,12.59,12.75,0.72,0.0574,1695859200,4.13,0.309489,79.0625,652451,652451,382345,330700,330700,12.64,12.66,0,0,2583332352,11.85,20.36,2.8323529,12.7628,14.33275,0.72,0.05737052,CAD,8711233536,-0.01714,148969146,204216000,9579241,9222702,1690761600,1693440000,0.0469,0.24046,0.42403,30.42,5.345,2.3666978,1672444800,1703980800,1688083200,-21261000,-0.1,0.16,8.37,9.551,15.562,TOR,EQUITY,INE.TO,INE.TO,INNERGEX RENEWABLE ENERGY INC.,Innergex Renewable Energy Inc.,1197037800,America/Toronto,EDT,-14400000,12.65,21.5,14.0,17.35,16.88,2.3,buy,12,129636000,0.635,559779968,5980421120,0.653,0.986,912080000,437.281,4.481,0.01605,-0.0135,615344000,-59236248,392249984,0.13,0.70047,0.61374,0.24191,CAD,
2,1225 Saint-Charles Street West,10th Floor,Longueuil,QC,J4K 0B9,Canada,450 928-2550,450 928 2544,https://www.innergex.com,Utilities—Renewable,Utilities,"Innergex Renewable Energy Inc. operates as an independent renewable power producer in Canada, the United States, France, and Chile. It acquires, owns, develops, and operates hydroelectric facilities, and wind and solar farms, as well as energy storage facilities. The company operates through three segments: Hydroelectric Power Generation, Wind Power Generation, and Solar Power Generation. It owns and operates 84 facilities with a net installed capacity of 4,184 megawatts, which include 40 hydroelectric facilities, 35 wind facilities, and 8 solar farms. Innergex Renewable Energy Inc. is headquartered in Longueuil, Canada.",538,"{'maxAge': 1, 'name': 'Mr. Yves  Baribeault Eng., L.L.B., M.B.A., LL.B., MBA', 'title': 'Chief Legal Officer & Sec.', 'fiscalYear': 2022, 'totalPay': 462082, 'exercisedValue': 0, 'unexercisedValue': 0}",7,2,5,6,4,1693526400,1672444800,86400,2,12.55,12.59,12.59,12.75,12.55,12.59,12.59,12.75,0.72,0.0574,1695859200,4.13,0.309489,79.0625,652451,652451,382345,330700,330700,12.64,12.66,0,0,2583332352,11.85,20.36,2.8323529,12.7628,14.33275,0.72,0.05737052,CAD,8711233536,-0.01714,148969146,204216000,9579241,9222702,1690761600,1693440000,0.0469,0.24046,0.42403,30.42,5.345,2.3666978,1672444800,1703980800,1688083200,-21261000,-0.1,0.16,8.37,9.551,15.562,TOR,EQUITY,INE.TO,INE.TO,INNERGEX RENEWABLE ENERGY INC.,Innergex Renewable Energy Inc.,1197037800,America/Toronto,EDT,-14400000,12.65,21.5,14.0,17.35,16.88,2.3,buy,12,129636000,0.635,559779968,5980421120,0.653,0.986,912080000,437.281,4.481,0.01605,-0.0135,615344000,-59236248,392249984,0.13,0.70047,0.61374,0.24191,CAD,
3,1225 Saint-Charles Street West,10th Floor,Longueuil,QC,J4K 0B9,Canada,450 928-2550,450 928 2544,https://www.innergex.com,Utilities—Renewable,Utilities,"Innergex Renewable Energy Inc. operates as an independent renewable power producer in Canada, the United States, France, and Chile. It acquires, owns, develops, and operates hydroelectric facilities, and wind and solar farms, as well as energy storage facilities. The company operates through three segments: Hydroelectric Power Generation, Wind Power Generation, and Solar Power Generation. It owns and operates 84 facilities with a net installed capacity of 4,184 megawatts, which include 40 hydroelectric facilities, 35 wind facilities, and 8 solar farms. Innergex Renewable Energy Inc. is headquartered in Longueuil, Canada.",538,"{'maxAge': 1, 'name': 'Ms. Alexandra Boislard Pepin M.B.A.', 'title': 'Chief HR Officer', 'fiscalYear': 2022, 'totalPay': 404520, 'exercisedValue': 0, 'unexercisedValue': 0}",7,2,5,6,4,1693526400,1672444800,86400,2,12.55,12.59,12.59,12.75,12.55,12.59,12.59,12.75,0.72,0.0574,1695859200,4.13,0.309489,79.0625,652451,652451,382345,330700,330700,12.64,12.66,0,0,2583332352,11.85,20.36,2.8323529,12.7628,14.33275,0.72,0.05737052,CAD,8711233536,-0.01714,148969146,204216000,9579241,9222702,1690761600,1693440000,0.0469,0.24046,0.42403,30.42,5.345,2.3666978,1672444800,1703980800,1688083200,-21261000,-0.1,0.16,8.37,9.551,15.562,TOR,EQUITY,INE.TO,INE.TO,INNERGEX RENEWABLE ENERGY INC.,Innergex Renewable Energy Inc.,1197037800,America/Toronto,EDT,-14400000,12.65,21.5,14.0,17.35,16.88,2.3,buy,12,129636000,0.635,559779968,5980421120,0.653,0.986,912080000,437.281,4.481,0.01605,-0.0135,615344000,-59236248,392249984,0.13,0.70047,0.61374,0.24191,CAD,
4,1225 Saint-Charles Street West,10th Floor,Longueuil,QC,J4K 0B9,Canada,450 928-2550,450 928 2544,https://www.innergex.com,Utilities—Renewable,Utilities,"Innergex Renewable Energy Inc. operates as an independent renewable power producer in Canada, the United States, France, and Chile. It acquires, owns, develops, and operates hydroelectric facilities, and wind and solar farms, as well as energy storage facilities. The company operates through three segments: Hydroelectric Power Generation, Wind Power Generation, and Solar Power Generation. It owns and operates 84 facilities with a net installed capacity of 4,184 megawatts, which include 40 hydroelectric facilities, 35 wind facilities, and 8 solar farms. Innergex Renewable Energy Inc. is headquartered in Longueuil, Canada.",538,"{'maxAge': 1, 'name': 'Ms. Pascale  Tremblay Eng., ING, M.Sc.', 'title': 'Chief Asset Officer', 'fiscalYear': 2022, 'totalPay': 629262, 'exercisedValue': 0, 'unexercisedValue': 0}",7,2,5,6,4,1693526400,1672444800,86400,2,12.55,12.59,12.59,12.75,12.55,12.59,12.59,12.75,0.72,0.0574,1695859200,4.13,0.309489,79.0625,652451,652451,382345,330700,330700,12.64,12.66,0,0,2583332352,11.85,20.36,2.8323529,12.7628,14.33275,0.72,0.05737052,CAD,8711233536,-0.01714,148969146,204216000,9579241,9222702,1690761600,1693440000,0.0469,0.24046,0.42403,30.42,5.345,2.3666978,1672444800,1703980800,1688083200,-21261000,-0.1,0.16,8.37,9.551,15.562,TOR,EQUITY,INE.TO,INE.TO,INNERGEX RENEWABLE ENERGY INC.,Innergex Renewable Energy Inc.,1197037800,America/Toronto,EDT,-14400000,12.65,21.5,14.0,17.35,16.88,2.3,buy,12,129636000,0.635,559779968,5980421120,0.653,0.986,912080000,437.281,4.481,0.01605,-0.0135,615344000,-59236248,392249984,0.13,0.70047,0.61374,0.24191,CAD,
5,1225 Saint-Charles Street West,10th Floor,Longueuil,QC,J4K 0B9,Canada,450 928-2550,450 928 2544,https://www.innergex.com,Utilities—Renewable,Utilities,"Innergex Renewable Energy Inc. operates as an independent renewable power producer in Canada, the United States, France, and Chile. It acquires, owns, develops, and operates hydroelectric facilities, and wind and solar farms, as well as energy storage facilities. The company operates through three segments: Hydroelectric Power Generation, Wind Power Generation, and Solar Power Generation. It owns and operates 84 facilities with a net installed capacity of 4,184 megawatts, which include 40 hydroelectric facilities, 35 wind facilities, and 8 solar farms. Innergex Renewable Energy Inc. is headquartered in Longueuil, Canada.",538,"{'maxAge': 1, 'name': 'Mr. Niko  Nikolaidis M.B.A., M.Sc.', 'title': 'VP of Investments & Financing', 'exercisedValue': 0, 'unexercisedValue': 0}",7,2,5,6,4,1693526400,1672444800,86400,2,12.55,12.59,12.59,12.75,12.55,12.59,12.59,12.75,0.72,0.0574,1695859200,4.13,0.309489,79.0625,652451,652451,382345,330700,330700,12.64,12.66,0,0,2583332352,11.85,20.36,2.8323529,12.7628,14.33275,0.72,0.05737052,CAD,8711233536,-0.01714,148969146,204216000,9579241,9222702,1690761600,1693440000,0.0469,0.24046,0.42403,30.42,5.345,2.3666978,1672444800,1703980800,1688083200,-21261000,-0.1,0.16,8.37,9.551,15.562,TOR,EQUITY,INE.TO,INE.TO,INNERGEX RENEWABLE ENERGY INC.,Innergex Renewable Energy Inc.,1197037800,America/Toronto,EDT,-14400000,12.65,21.5,14.0,17.35,16.88,2.3,buy,12,129636000,0.635,559779968,5980421120,0.653,0.986,912080000,437.281,4.481,0.01605,-0.0135,615344000,-59236248,392249984,0.13,0.70047,0.61374,0.24191,CAD,
6,1225 Saint-Charles Street West,10th Floor,Longueuil,QC,J4K 0B9,Canada,450 928-2550,450 928 2544,https://www.innergex.com,Utilities—Renewable,Utilities,"Innergex Renewable Energy Inc. operates as an independent renewable power producer in Canada, the United States, France, and Chile. It acquires, owns, develops, and operates hydroelectric facilities, and wind and solar farms, as well as energy storage facilities. The company operates through three segments: Hydroelectric Power Generation, Wind Power Generation, and Solar Power Generation. It owns and operates 84 facilities with a net installed capacity of 4,184 megawatts, which include 40 hydroelectric facilities, 35 wind facilities, and 8 solar farms. Innergex Renewable Energy Inc. is headquartered in Longueuil, Canada.",538,"{'maxAge': 1, 'name': 'Ms. Karine  Vachon', 'title': 'Sr. Director \x96 Communications', 'exercisedValue': 0, 'unexercisedValue': 0}",7,2,5,6,4,1693526400,1672444800,86400,2,12.55,12.59,12.59,12.75,12.55,12.59,12.59,12.75,0.72,0.0574,1695859200,4.13,0.309489,79.0625,652451,652451,382345,330700,330700,12.64,12.66,0,0,2583332352,11.85,20.36,2.8323529,12.7628,14.33275,0.72,0.05737052,CAD,8711233536,-0.01714,148969146,204216000,9579241,9222702,1690761600,1693440000,0.0469,0.24046,0.42403,30.42,5.345,2.3666978,1672444800,1703980800,1688083200,-21261000,-0.1,0.16,8.37,9.551,15.562,TOR,EQUITY,INE.TO,INE.TO,INNERGEX RENEWABLE ENERGY INC.,Innergex Renewable Energy Inc.,1197037800,America/Toronto,EDT,-14400000,12.65,21.5,14.0,17.35,16.88,2.3,buy,12,129636000,0.635,559779968,5980421120,0.653,0.986,912080000,437.281,4.481,0.01605,-0.0135,615344000,-59236248,392249984,0.13,0.70047,0.61374,0.24191,CAD,
7,1225 Saint-Charles Street West,10th Floor,Longueuil,QC,J4K 0B9,Canada,450 928-2550,450 928 2544,https://www.innergex.com,Utilities—Renewable,Utilities,"Innergex Renewable Energy Inc. operates as an independent renewable power producer in Canada, the United States, France, and Chile. It acquires, owns, develops, and operates hydroelectric facilities, and wind and solar farms, as well as energy storage facilities. The company operates through three segments: Hydroelectric Power Generation, Wind Power Generation, and Solar Power Generation. It owns and operates 84 facilities with a net installed capacity of 4,184 megawatts, which include 40 hydroelectric facilities, 35 wind facilities, and 8 solar farms. Innergex Renewable Energy Inc. is headquartered in Longueuil, Canada.",538,"{'maxAge': 1, 'name': 'Mr. Guillaume  Jumel', 'title': 'VP & MD of France', 'exercisedValue': 0, 'unexercisedValue': 0}",7,2,5,6,4,1693526400,1672444800,86400,2,12.55,12.59,12.59,12.75,12.55,12.59,12.59,12.75,0.72,0.0574,1695859200,4.13,0.309489,79.0625,652451,652451,382345,330700,330700,12.64,12.66,0,0,2583332352,11.85,20.36,2.8323529,12.7628,14.33275,0.72,0.05737052,CAD,8711233536,-0.01714,148969146,204216000,9579241,9222702,1690761600,1693440000,0.0469,0.24046,0.42403,30.42,5.345,2.3666978,1672444800,1703980800,1688083200,-21261000,-0.1,0.16,8.37,9.551,15.562,TOR,EQUITY,INE.TO,INE.TO,INNERGEX RENEWABLE ENERGY INC.,Innergex Renewable Energy Inc.,1197037800,America/Toronto,EDT,-14400000,12.65,21.5,14.0,17.35,16.88,2.3,buy,12,129636000,0.635,559779968,5980421120,0.653,0.986,912080000,437.281,4.481,0.01605,-0.0135,615344000,-59236248,392249984,0.13,0.70047,0.61374,0.24191,CAD,
8,1225 Saint-Charles Street West,10th Floor,Longueuil,QC,J4K 0B9,Canada,450 928-2550,450 928 2544,https://www.innergex.com,Utilities—Renewable,Utilities,"Innergex Renewable Energy Inc. operates as an independent renewable power producer in Canada, the United States, France, and Chile. It acquires, owns, develops, and operates hydroelectric facilities, and wind and solar farms, as well as energy storage facilities. The company operates through three segments: Hydroelectric Power Generation, Wind Power Generation, and Solar Power Generation. It owns and operates 84 facilities with a net installed capacity of 4,184 megawatts, which include 40 hydroelectric facilities, 35 wind facilities, and 8 solar farms. Innergex Renewable Energy Inc. is headquartered in Longueuil, Canada.",538,"{'maxAge': 1, 'name': 'Mr. David  Little', 'title': 'VP & MD of USA', 'exercisedValue': 0, 'unexercisedValue': 0}",7,2,5,6,4,1693526400,1672444800,86400,2,12.55,12.59,12.59,12.75,12.55,12.59,12.59,12.75,0.72,0.0574,1695859200,4.13,0.309489,79.0625,652451,652451,382345,330700,330700,12.64,12.66,0,0,2583332352,11.85,20.36,2.8323529,12.7628,14.33275,0.72,0.05737052,CAD,8711233536,-0.01714,148969146,204216000,9579241,9222702,1690761600,1693440000,0.0469,0.24046,0.42403,30.42,5.345,2.3666978,1672444800,1703980800,1688083200,-21261000,-0.1,0.16,8.37,9.551,15.562,TOR,EQUITY,INE.TO,INE.TO,INNERGEX RENEWABLE ENERGY INC.,Innergex Renewable Energy Inc.,1197037800,America/Toronto,EDT,-14400000,12.65,21.5,14.0,17.35,16.88,2.3,buy,12,129636000,0.635,559779968,5980421120,0.653,0.986,912080000,437.281,4.481,0.01605,-0.0135,615344000,-59236248,392249984,0.13,0.70047,0.61374,0.24191,CAD,
9,1225 Saint-Charles Street West,10th Floor,Longueuil,QC,J4K 0B9,Canada,450 928-2550,450 928 2544,https://www.innergex.com,Utilities—Renewable,Utilities,"Innergex Renewable Energy Inc. operates as an independent renewable power producer in Canada, the United States, France, and Chile. It acquires, owns, develops, and operates hydroelectric facilities, and wind and solar farms, as well as energy storage facilities. The company operates through three segments: Hydroelectric Power Generation, Wind Power Generation, and Solar Power Generation. It owns and operates 84 facilities with a net installed capacity of 4,184 megawatts, which include 40 hydroelectric facilities, 35 wind facilities, and 8 solar farms. Innergex Renewable Energy Inc. is headquartered in Longueuil, Canada.",538,"{'maxAge': 1, 'name': 'Mr. Jaime  Pino', 'title': 'VP & MD of Chile', 'exercisedValue': 0, 'unexercisedValue': 0}",7,2,5,6,4,1693526400,1672444800,86400,2,12.55,12.59,12.59,12.75,12.55,12.59,12.59,12.75,0.72,0.0574,1695859200,4.13,0.309489,79.0625,652451,652451,382345,330700,330700,12.64,12.66,0,0,2583332352,11.85,20.36,2.8323529,12.7628,14.33275,0.72,0.05737052,CAD,8711233536,-0.01714,148969146,204216000,9579241,9222702,1690761600,1693440000,0.0469,0.24046,0.42403,30.42,5.345,2.3666978,1672444800,1703980800,1688083200,-21261000,-0.1,0.16,8.37,9.551,15.562,TOR,EQUITY,INE.TO,INE.TO,INNERGEX RENEWABLE ENERGY INC.,Innergex Renewable Energy Inc.,1197037800,America/Toronto,EDT,-14400000,12.65,21.5,14.0,17.35,16.88,2.3,buy,12,129636000,0.635,559779968,5980421120,0.653,0.986,912080000,437.281,4.481,0.01605,-0.0135,615344000,-59236248,392249984,0.13,0.70047,0.61374,0.24191,CAD,
