,address1,address2,city,zip,country,phone,fax,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,trailingEps,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,quickRatio,currentRatio,debtToEquity,returnOnAssets,returnOnEquity,grossProfits,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,Fatih Sultan Mehmet Mahallesi,"Balkan Caddesi No:58, Buyaka E Blok TepeUestUe Uemraniye",Istanbul,34771,Turkey,90 216 586 80 00,90 216 850 35 55,https://www.anadoluefes.com,Beverages—Brewers,Consumer Defensive,"Anadolu Efes Biracilik ve Malt Sanayii Anonim Sirketi, together with its subsidiaries, engages in the production, bottling, distribution, and sale of beer, malt, and non-alcoholic beverages in Turkey and internationally. It operates in two segments, Beer Group and Soft Drinks. The company is also involved in the production, bottling, distribution, and sale of carbonated and low alcoholic beverages, water, fruit juice concentrates, purees and fresh fruit, and carbonated soft drinks under the Coca-Cola Company trademark. In addition, it leases intellectual property and related products. The company was incorporated in 1966 and is based in Istanbul, Turkey.",18724,"{'maxAge': 1, 'name': 'Mr. Can  Caka', 'title': 'Chief Exec. Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,4,0.72,0.7995,0.72,0.72,0.72,0.7995,0.72,0.72,0.02,0.0256,1694995200,0.119899996,5.4,0.631648,10.285715,4000,4000,9432,7100,7100,0.0,0.0,0,0,2295540224,0.36,0.9,0.7168,0.6427,0.0,0.0,USD,2131579008,0.04718,975552631,2960529920,0.0,2.0000001e-05,1672444800,1703980800,1688083200,1.014,0.07,PNK,EQUITY,AEBZY,AEBZY,ANADOLU EFES BIRACILIK VE MALT ,Anadolu Efes Biracilik ve Malt Sanayii Anonim Sirketi,1063805400,America/New_York,EDT,-14400000,0.72,none,0.826,1.218,69.109,0.0695,0.15111,32629826000,1.014,0.549,0.37834,0.19388,0.0,TRY,
1,Fatih Sultan Mehmet Mahallesi,"Balkan Caddesi No:58, Buyaka E Blok TepeUestUe Uemraniye",Istanbul,34771,Turkey,90 216 586 80 00,90 216 850 35 55,https://www.anadoluefes.com,Beverages—Brewers,Consumer Defensive,"Anadolu Efes Biracilik ve Malt Sanayii Anonim Sirketi, together with its subsidiaries, engages in the production, bottling, distribution, and sale of beer, malt, and non-alcoholic beverages in Turkey and internationally. It operates in two segments, Beer Group and Soft Drinks. The company is also involved in the production, bottling, distribution, and sale of carbonated and low alcoholic beverages, water, fruit juice concentrates, purees and fresh fruit, and carbonated soft drinks under the Coca-Cola Company trademark. In addition, it leases intellectual property and related products. The company was incorporated in 1966 and is based in Istanbul, Turkey.",18724,"{'maxAge': 1, 'name': 'Mr. Gokce  Yanasmayan', 'title': 'Group Chief Financial Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,4,0.72,0.7995,0.72,0.72,0.72,0.7995,0.72,0.72,0.02,0.0256,1694995200,0.119899996,5.4,0.631648,10.285715,4000,4000,9432,7100,7100,0.0,0.0,0,0,2295540224,0.36,0.9,0.7168,0.6427,0.0,0.0,USD,2131579008,0.04718,975552631,2960529920,0.0,2.0000001e-05,1672444800,1703980800,1688083200,1.014,0.07,PNK,EQUITY,AEBZY,AEBZY,ANADOLU EFES BIRACILIK VE MALT ,Anadolu Efes Biracilik ve Malt Sanayii Anonim Sirketi,1063805400,America/New_York,EDT,-14400000,0.72,none,0.826,1.218,69.109,0.0695,0.15111,32629826000,1.014,0.549,0.37834,0.19388,0.0,TRY,
2,Fatih Sultan Mehmet Mahallesi,"Balkan Caddesi No:58, Buyaka E Blok TepeUestUe Uemraniye",Istanbul,34771,Turkey,90 216 586 80 00,90 216 850 35 55,https://www.anadoluefes.com,Beverages—Brewers,Consumer Defensive,"Anadolu Efes Biracilik ve Malt Sanayii Anonim Sirketi, together with its subsidiaries, engages in the production, bottling, distribution, and sale of beer, malt, and non-alcoholic beverages in Turkey and internationally. It operates in two segments, Beer Group and Soft Drinks. The company is also involved in the production, bottling, distribution, and sale of carbonated and low alcoholic beverages, water, fruit juice concentrates, purees and fresh fruit, and carbonated soft drinks under the Coca-Cola Company trademark. In addition, it leases intellectual property and related products. The company was incorporated in 1966 and is based in Istanbul, Turkey.",18724,"{'maxAge': 1, 'name': 'Mr. Murat  Ozkan', 'title': 'Group Information & Digital Solutions Director', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,4,0.72,0.7995,0.72,0.72,0.72,0.7995,0.72,0.72,0.02,0.0256,1694995200,0.119899996,5.4,0.631648,10.285715,4000,4000,9432,7100,7100,0.0,0.0,0,0,2295540224,0.36,0.9,0.7168,0.6427,0.0,0.0,USD,2131579008,0.04718,975552631,2960529920,0.0,2.0000001e-05,1672444800,1703980800,1688083200,1.014,0.07,PNK,EQUITY,AEBZY,AEBZY,ANADOLU EFES BIRACILIK VE MALT ,Anadolu Efes Biracilik ve Malt Sanayii Anonim Sirketi,1063805400,America/New_York,EDT,-14400000,0.72,none,0.826,1.218,69.109,0.0695,0.15111,32629826000,1.014,0.549,0.37834,0.19388,0.0,TRY,
3,Fatih Sultan Mehmet Mahallesi,"Balkan Caddesi No:58, Buyaka E Blok TepeUestUe Uemraniye",Istanbul,34771,Turkey,90 216 586 80 00,90 216 850 35 55,https://www.anadoluefes.com,Beverages—Brewers,Consumer Defensive,"Anadolu Efes Biracilik ve Malt Sanayii Anonim Sirketi, together with its subsidiaries, engages in the production, bottling, distribution, and sale of beer, malt, and non-alcoholic beverages in Turkey and internationally. It operates in two segments, Beer Group and Soft Drinks. The company is also involved in the production, bottling, distribution, and sale of carbonated and low alcoholic beverages, water, fruit juice concentrates, purees and fresh fruit, and carbonated soft drinks under the Coca-Cola Company trademark. In addition, it leases intellectual property and related products. The company was incorporated in 1966 and is based in Istanbul, Turkey.",18724,"{'maxAge': 1, 'name': 'Ms. Asli Kilic Demirel', 'title': 'Investor Relations Director', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,4,0.72,0.7995,0.72,0.72,0.72,0.7995,0.72,0.72,0.02,0.0256,1694995200,0.119899996,5.4,0.631648,10.285715,4000,4000,9432,7100,7100,0.0,0.0,0,0,2295540224,0.36,0.9,0.7168,0.6427,0.0,0.0,USD,2131579008,0.04718,975552631,2960529920,0.0,2.0000001e-05,1672444800,1703980800,1688083200,1.014,0.07,PNK,EQUITY,AEBZY,AEBZY,ANADOLU EFES BIRACILIK VE MALT ,Anadolu Efes Biracilik ve Malt Sanayii Anonim Sirketi,1063805400,America/New_York,EDT,-14400000,0.72,none,0.826,1.218,69.109,0.0695,0.15111,32629826000,1.014,0.549,0.37834,0.19388,0.0,TRY,
4,Fatih Sultan Mehmet Mahallesi,"Balkan Caddesi No:58, Buyaka E Blok TepeUestUe Uemraniye",Istanbul,34771,Turkey,90 216 586 80 00,90 216 850 35 55,https://www.anadoluefes.com,Beverages—Brewers,Consumer Defensive,"Anadolu Efes Biracilik ve Malt Sanayii Anonim Sirketi, together with its subsidiaries, engages in the production, bottling, distribution, and sale of beer, malt, and non-alcoholic beverages in Turkey and internationally. It operates in two segments, Beer Group and Soft Drinks. The company is also involved in the production, bottling, distribution, and sale of carbonated and low alcoholic beverages, water, fruit juice concentrates, purees and fresh fruit, and carbonated soft drinks under the Coca-Cola Company trademark. In addition, it leases intellectual property and related products. The company was incorporated in 1966 and is based in Istanbul, Turkey.",18724,"{'maxAge': 1, 'name': 'Mr. Yildiray  Efil', 'age': 51, 'title': 'Group Legal Affairs Director', 'yearBorn': 1971, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,4,0.72,0.7995,0.72,0.72,0.72,0.7995,0.72,0.72,0.02,0.0256,1694995200,0.119899996,5.4,0.631648,10.285715,4000,4000,9432,7100,7100,0.0,0.0,0,0,2295540224,0.36,0.9,0.7168,0.6427,0.0,0.0,USD,2131579008,0.04718,975552631,2960529920,0.0,2.0000001e-05,1672444800,1703980800,1688083200,1.014,0.07,PNK,EQUITY,AEBZY,AEBZY,ANADOLU EFES BIRACILIK VE MALT ,Anadolu Efes Biracilik ve Malt Sanayii Anonim Sirketi,1063805400,America/New_York,EDT,-14400000,0.72,none,0.826,1.218,69.109,0.0695,0.15111,32629826000,1.014,0.549,0.37834,0.19388,0.0,TRY,
5,Fatih Sultan Mehmet Mahallesi,"Balkan Caddesi No:58, Buyaka E Blok TepeUestUe Uemraniye",Istanbul,34771,Turkey,90 216 586 80 00,90 216 850 35 55,https://www.anadoluefes.com,Beverages—Brewers,Consumer Defensive,"Anadolu Efes Biracilik ve Malt Sanayii Anonim Sirketi, together with its subsidiaries, engages in the production, bottling, distribution, and sale of beer, malt, and non-alcoholic beverages in Turkey and internationally. It operates in two segments, Beer Group and Soft Drinks. The company is also involved in the production, bottling, distribution, and sale of carbonated and low alcoholic beverages, water, fruit juice concentrates, purees and fresh fruit, and carbonated soft drinks under the Coca-Cola Company trademark. In addition, it leases intellectual property and related products. The company was incorporated in 1966 and is based in Istanbul, Turkey.",18724,"{'maxAge': 1, 'name': 'Ms. Selda Susal Saatci', 'title': 'Chief Corp. Communications & Affairs Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,4,0.72,0.7995,0.72,0.72,0.72,0.7995,0.72,0.72,0.02,0.0256,1694995200,0.119899996,5.4,0.631648,10.285715,4000,4000,9432,7100,7100,0.0,0.0,0,0,2295540224,0.36,0.9,0.7168,0.6427,0.0,0.0,USD,2131579008,0.04718,975552631,2960529920,0.0,2.0000001e-05,1672444800,1703980800,1688083200,1.014,0.07,PNK,EQUITY,AEBZY,AEBZY,ANADOLU EFES BIRACILIK VE MALT ,Anadolu Efes Biracilik ve Malt Sanayii Anonim Sirketi,1063805400,America/New_York,EDT,-14400000,0.72,none,0.826,1.218,69.109,0.0695,0.15111,32629826000,1.014,0.549,0.37834,0.19388,0.0,TRY,
6,Fatih Sultan Mehmet Mahallesi,"Balkan Caddesi No:58, Buyaka E Blok TepeUestUe Uemraniye",Istanbul,34771,Turkey,90 216 586 80 00,90 216 850 35 55,https://www.anadoluefes.com,Beverages—Brewers,Consumer Defensive,"Anadolu Efes Biracilik ve Malt Sanayii Anonim Sirketi, together with its subsidiaries, engages in the production, bottling, distribution, and sale of beer, malt, and non-alcoholic beverages in Turkey and internationally. It operates in two segments, Beer Group and Soft Drinks. The company is also involved in the production, bottling, distribution, and sale of carbonated and low alcoholic beverages, water, fruit juice concentrates, purees and fresh fruit, and carbonated soft drinks under the Coca-Cola Company trademark. In addition, it leases intellectual property and related products. The company was incorporated in 1966 and is based in Istanbul, Turkey.",18724,"{'maxAge': 1, 'name': 'Ms. Banu  Artüz', 'title': 'Group HR Director', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,4,0.72,0.7995,0.72,0.72,0.72,0.7995,0.72,0.72,0.02,0.0256,1694995200,0.119899996,5.4,0.631648,10.285715,4000,4000,9432,7100,7100,0.0,0.0,0,0,2295540224,0.36,0.9,0.7168,0.6427,0.0,0.0,USD,2131579008,0.04718,975552631,2960529920,0.0,2.0000001e-05,1672444800,1703980800,1688083200,1.014,0.07,PNK,EQUITY,AEBZY,AEBZY,ANADOLU EFES BIRACILIK VE MALT ,Anadolu Efes Biracilik ve Malt Sanayii Anonim Sirketi,1063805400,America/New_York,EDT,-14400000,0.72,none,0.826,1.218,69.109,0.0695,0.15111,32629826000,1.014,0.549,0.37834,0.19388,0.0,TRY,
7,Fatih Sultan Mehmet Mahallesi,"Balkan Caddesi No:58, Buyaka E Blok TepeUestUe Uemraniye",Istanbul,34771,Turkey,90 216 586 80 00,90 216 850 35 55,https://www.anadoluefes.com,Beverages—Brewers,Consumer Defensive,"Anadolu Efes Biracilik ve Malt Sanayii Anonim Sirketi, together with its subsidiaries, engages in the production, bottling, distribution, and sale of beer, malt, and non-alcoholic beverages in Turkey and internationally. It operates in two segments, Beer Group and Soft Drinks. The company is also involved in the production, bottling, distribution, and sale of carbonated and low alcoholic beverages, water, fruit juice concentrates, purees and fresh fruit, and carbonated soft drinks under the Coca-Cola Company trademark. In addition, it leases intellectual property and related products. The company was incorporated in 1966 and is based in Istanbul, Turkey.",18724,"{'maxAge': 1, 'name': 'Ms. Serim  Yildirim', 'title': 'Chief Strategy, Insight & Innovation Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,4,0.72,0.7995,0.72,0.72,0.72,0.7995,0.72,0.72,0.02,0.0256,1694995200,0.119899996,5.4,0.631648,10.285715,4000,4000,9432,7100,7100,0.0,0.0,0,0,2295540224,0.36,0.9,0.7168,0.6427,0.0,0.0,USD,2131579008,0.04718,975552631,2960529920,0.0,2.0000001e-05,1672444800,1703980800,1688083200,1.014,0.07,PNK,EQUITY,AEBZY,AEBZY,ANADOLU EFES BIRACILIK VE MALT ,Anadolu Efes Biracilik ve Malt Sanayii Anonim Sirketi,1063805400,America/New_York,EDT,-14400000,0.72,none,0.826,1.218,69.109,0.0695,0.15111,32629826000,1.014,0.549,0.37834,0.19388,0.0,TRY,
8,Fatih Sultan Mehmet Mahallesi,"Balkan Caddesi No:58, Buyaka E Blok TepeUestUe Uemraniye",Istanbul,34771,Turkey,90 216 586 80 00,90 216 850 35 55,https://www.anadoluefes.com,Beverages—Brewers,Consumer Defensive,"Anadolu Efes Biracilik ve Malt Sanayii Anonim Sirketi, together with its subsidiaries, engages in the production, bottling, distribution, and sale of beer, malt, and non-alcoholic beverages in Turkey and internationally. It operates in two segments, Beer Group and Soft Drinks. The company is also involved in the production, bottling, distribution, and sale of carbonated and low alcoholic beverages, water, fruit juice concentrates, purees and fresh fruit, and carbonated soft drinks under the Coca-Cola Company trademark. In addition, it leases intellectual property and related products. The company was incorporated in 1966 and is based in Istanbul, Turkey.",18724,"{'maxAge': 1, 'name': 'Mr. Burak  Basarir', 'title': 'Chief Exec. Officer of Coca-Cola Icecek', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,4,0.72,0.7995,0.72,0.72,0.72,0.7995,0.72,0.72,0.02,0.0256,1694995200,0.119899996,5.4,0.631648,10.285715,4000,4000,9432,7100,7100,0.0,0.0,0,0,2295540224,0.36,0.9,0.7168,0.6427,0.0,0.0,USD,2131579008,0.04718,975552631,2960529920,0.0,2.0000001e-05,1672444800,1703980800,1688083200,1.014,0.07,PNK,EQUITY,AEBZY,AEBZY,ANADOLU EFES BIRACILIK VE MALT ,Anadolu Efes Biracilik ve Malt Sanayii Anonim Sirketi,1063805400,America/New_York,EDT,-14400000,0.72,none,0.826,1.218,69.109,0.0695,0.15111,32629826000,1.014,0.549,0.37834,0.19388,0.0,TRY,
9,Fatih Sultan Mehmet Mahallesi,"Balkan Caddesi No:58, Buyaka E Blok TepeUestUe Uemraniye",Istanbul,34771,Turkey,90 216 586 80 00,90 216 850 35 55,https://www.anadoluefes.com,Beverages—Brewers,Consumer Defensive,"Anadolu Efes Biracilik ve Malt Sanayii Anonim Sirketi, together with its subsidiaries, engages in the production, bottling, distribution, and sale of beer, malt, and non-alcoholic beverages in Turkey and internationally. It operates in two segments, Beer Group and Soft Drinks. The company is also involved in the production, bottling, distribution, and sale of carbonated and low alcoholic beverages, water, fruit juice concentrates, purees and fresh fruit, and carbonated soft drinks under the Coca-Cola Company trademark. In addition, it leases intellectual property and related products. The company was incorporated in 1966 and is based in Istanbul, Turkey.",18724,"{'maxAge': 1, 'name': 'Mr. Dmitry  Shpakov', 'age': 49, 'title': 'Chief Exec. Officer of AB InBev Efes BV', 'yearBorn': 1973, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,4,0.72,0.7995,0.72,0.72,0.72,0.7995,0.72,0.72,0.02,0.0256,1694995200,0.119899996,5.4,0.631648,10.285715,4000,4000,9432,7100,7100,0.0,0.0,0,0,2295540224,0.36,0.9,0.7168,0.6427,0.0,0.0,USD,2131579008,0.04718,975552631,2960529920,0.0,2.0000001e-05,1672444800,1703980800,1688083200,1.014,0.07,PNK,EQUITY,AEBZY,AEBZY,ANADOLU EFES BIRACILIK VE MALT ,Anadolu Efes Biracilik ve Malt Sanayii Anonim Sirketi,1063805400,America/New_York,EDT,-14400000,0.72,none,0.826,1.218,69.109,0.0695,0.15111,32629826000,1.014,0.549,0.37834,0.19388,0.0,TRY,
