,address1,address2,city,zip,country,phone,fax,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,exDividendDate,payoutRatio,beta,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,"Parthenonos, 6",3rd floor,Limassol,3031,Cyprus,357 2 5558090,357 2 5260816,https://www.polymetalinternational.com,Other Precious Metals & Mining,Basic Materials,"Polymetal International plc operates as a precious metals mining company in Russia, Kazakhstan, Asia, and Europe. It operates through five segments: Magadan, Ural, Khabarovsk, Kazakhstan, and Yakutia. The company is involved in the exploration, extraction, processing, and reclamation of gold, silver, copper, zinc, and platinum group metals. Its flagship project is the Kyzyl property located in the East Kazakhstan Region, Kazakhstan. The company was founded in 1998 and is headquartered in Limassol, Cyprus.",15160,"{'maxAge': 1, 'name': 'Mr. Vitaly N. Nesis', 'age': 46, 'title': 'Group CEO & Exec. Director', 'yearBorn': 1976, 'fiscalYear': 2022, 'totalPay': 1151437, 'exercisedValue': 0, 'unexercisedValue': 0}",1,10,5,1,9,1690848000,1672444800,86400,2,165.0,0.0,0.0,0.0,165.0,0.0,0.0,0.0,1651708800,0.0,0.671839,1.462585,0,0,1262013,0,0,0.0,0.0,0,0,1018295808,0.0,362.275,0.36354724,160.686,223.946,0.0,0.0,GBp,3541296384,-0.102819994,376452344,473625984,0.28004998,0.30236998,4.734,45.416138,1672444800,1703980800,1672444800,-0.932,-288000000,-0.48,1.47,1.264,3.556,LSE,EQUITY,POLY.L,POLY.L,POLYMETAL INTERNATIONAL PLC ORD,Polymetal International plc,1319785200,Europe/London,BST,3600000,215.0,16.06,16.06,16.06,16.06,3.0,hold,1,634000000,1.339,996000000,3156999936,0.978,2.453,2800999936,140.812,5.914,-0.00445,-0.12958,-369124992,206000000,-0.931,0.085,0.46805,0.35559,-0.01428,USD,
1,"Parthenonos, 6",3rd floor,Limassol,3031,Cyprus,357 2 5558090,357 2 5260816,https://www.polymetalinternational.com,Other Precious Metals & Mining,Basic Materials,"Polymetal International plc operates as a precious metals mining company in Russia, Kazakhstan, Asia, and Europe. It operates through five segments: Magadan, Ural, Khabarovsk, Kazakhstan, and Yakutia. The company is involved in the exploration, extraction, processing, and reclamation of gold, silver, copper, zinc, and platinum group metals. Its flagship project is the Kyzyl property located in the East Kazakhstan Region, Kazakhstan. The company was founded in 1998 and is headquartered in Limassol, Cyprus.",15160,"{'maxAge': 1, 'name': 'Mr. Maxim  Nazimok', 'age': 40, 'title': 'Chief Financial Officer', 'yearBorn': 1982, 'exercisedValue': 0, 'unexercisedValue': 0}",1,10,5,1,9,1690848000,1672444800,86400,2,165.0,0.0,0.0,0.0,165.0,0.0,0.0,0.0,1651708800,0.0,0.671839,1.462585,0,0,1262013,0,0,0.0,0.0,0,0,1018295808,0.0,362.275,0.36354724,160.686,223.946,0.0,0.0,GBp,3541296384,-0.102819994,376452344,473625984,0.28004998,0.30236998,4.734,45.416138,1672444800,1703980800,1672444800,-0.932,-288000000,-0.48,1.47,1.264,3.556,LSE,EQUITY,POLY.L,POLY.L,POLYMETAL INTERNATIONAL PLC ORD,Polymetal International plc,1319785200,Europe/London,BST,3600000,215.0,16.06,16.06,16.06,16.06,3.0,hold,1,634000000,1.339,996000000,3156999936,0.978,2.453,2800999936,140.812,5.914,-0.00445,-0.12958,-369124992,206000000,-0.931,0.085,0.46805,0.35559,-0.01428,USD,
2,"Parthenonos, 6",3rd floor,Limassol,3031,Cyprus,357 2 5558090,357 2 5260816,https://www.polymetalinternational.com,Other Precious Metals & Mining,Basic Materials,"Polymetal International plc operates as a precious metals mining company in Russia, Kazakhstan, Asia, and Europe. It operates through five segments: Magadan, Ural, Khabarovsk, Kazakhstan, and Yakutia. The company is involved in the exploration, extraction, processing, and reclamation of gold, silver, copper, zinc, and platinum group metals. Its flagship project is the Kyzyl property located in the East Kazakhstan Region, Kazakhstan. The company was founded in 1998 and is headquartered in Limassol, Cyprus.",15160,"{'maxAge': 1, 'name': 'Mr. Vitaly  Savchenko', 'title': 'Chief Operating Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",1,10,5,1,9,1690848000,1672444800,86400,2,165.0,0.0,0.0,0.0,165.0,0.0,0.0,0.0,1651708800,0.0,0.671839,1.462585,0,0,1262013,0,0,0.0,0.0,0,0,1018295808,0.0,362.275,0.36354724,160.686,223.946,0.0,0.0,GBp,3541296384,-0.102819994,376452344,473625984,0.28004998,0.30236998,4.734,45.416138,1672444800,1703980800,1672444800,-0.932,-288000000,-0.48,1.47,1.264,3.556,LSE,EQUITY,POLY.L,POLY.L,POLYMETAL INTERNATIONAL PLC ORD,Polymetal International plc,1319785200,Europe/London,BST,3600000,215.0,16.06,16.06,16.06,16.06,3.0,hold,1,634000000,1.339,996000000,3156999936,0.978,2.453,2800999936,140.812,5.914,-0.00445,-0.12958,-369124992,206000000,-0.931,0.085,0.46805,0.35559,-0.01428,USD,
3,"Parthenonos, 6",3rd floor,Limassol,3031,Cyprus,357 2 5558090,357 2 5260816,https://www.polymetalinternational.com,Other Precious Metals & Mining,Basic Materials,"Polymetal International plc operates as a precious metals mining company in Russia, Kazakhstan, Asia, and Europe. It operates through five segments: Magadan, Ural, Khabarovsk, Kazakhstan, and Yakutia. The company is involved in the exploration, extraction, processing, and reclamation of gold, silver, copper, zinc, and platinum group metals. Its flagship project is the Kyzyl property located in the East Kazakhstan Region, Kazakhstan. The company was founded in 1998 and is headquartered in Limassol, Cyprus.",15160,"{'maxAge': 1, 'name': 'Ms. Eugenia  Onuschenko', 'title': 'Director of Corp. Fin.', 'exercisedValue': 0, 'unexercisedValue': 0}",1,10,5,1,9,1690848000,1672444800,86400,2,165.0,0.0,0.0,0.0,165.0,0.0,0.0,0.0,1651708800,0.0,0.671839,1.462585,0,0,1262013,0,0,0.0,0.0,0,0,1018295808,0.0,362.275,0.36354724,160.686,223.946,0.0,0.0,GBp,3541296384,-0.102819994,376452344,473625984,0.28004998,0.30236998,4.734,45.416138,1672444800,1703980800,1672444800,-0.932,-288000000,-0.48,1.47,1.264,3.556,LSE,EQUITY,POLY.L,POLY.L,POLYMETAL INTERNATIONAL PLC ORD,Polymetal International plc,1319785200,Europe/London,BST,3600000,215.0,16.06,16.06,16.06,16.06,3.0,hold,1,634000000,1.339,996000000,3156999936,0.978,2.453,2800999936,140.812,5.914,-0.00445,-0.12958,-369124992,206000000,-0.931,0.085,0.46805,0.35559,-0.01428,USD,
4,"Parthenonos, 6",3rd floor,Limassol,3031,Cyprus,357 2 5558090,357 2 5260816,https://www.polymetalinternational.com,Other Precious Metals & Mining,Basic Materials,"Polymetal International plc operates as a precious metals mining company in Russia, Kazakhstan, Asia, and Europe. It operates through five segments: Magadan, Ural, Khabarovsk, Kazakhstan, and Yakutia. The company is involved in the exploration, extraction, processing, and reclamation of gold, silver, copper, zinc, and platinum group metals. Its flagship project is the Kyzyl property located in the East Kazakhstan Region, Kazakhstan. The company was founded in 1998 and is headquartered in Limassol, Cyprus.",15160,"{'maxAge': 1, 'name': 'Mr. Igor  Kapshuk', 'title': 'Chief Legal Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",1,10,5,1,9,1690848000,1672444800,86400,2,165.0,0.0,0.0,0.0,165.0,0.0,0.0,0.0,1651708800,0.0,0.671839,1.462585,0,0,1262013,0,0,0.0,0.0,0,0,1018295808,0.0,362.275,0.36354724,160.686,223.946,0.0,0.0,GBp,3541296384,-0.102819994,376452344,473625984,0.28004998,0.30236998,4.734,45.416138,1672444800,1703980800,1672444800,-0.932,-288000000,-0.48,1.47,1.264,3.556,LSE,EQUITY,POLY.L,POLY.L,POLYMETAL INTERNATIONAL PLC ORD,Polymetal International plc,1319785200,Europe/London,BST,3600000,215.0,16.06,16.06,16.06,16.06,3.0,hold,1,634000000,1.339,996000000,3156999936,0.978,2.453,2800999936,140.812,5.914,-0.00445,-0.12958,-369124992,206000000,-0.931,0.085,0.46805,0.35559,-0.01428,USD,
5,"Parthenonos, 6",3rd floor,Limassol,3031,Cyprus,357 2 5558090,357 2 5260816,https://www.polymetalinternational.com,Other Precious Metals & Mining,Basic Materials,"Polymetal International plc operates as a precious metals mining company in Russia, Kazakhstan, Asia, and Europe. It operates through five segments: Magadan, Ural, Khabarovsk, Kazakhstan, and Yakutia. The company is involved in the exploration, extraction, processing, and reclamation of gold, silver, copper, zinc, and platinum group metals. Its flagship project is the Kyzyl property located in the East Kazakhstan Region, Kazakhstan. The company was founded in 1998 and is headquartered in Limassol, Cyprus.",15160,"{'maxAge': 1, 'name': 'Mr. Dmitry  Razumov', 'title': 'Deputy Chief Exec. Officer of HR', 'exercisedValue': 0, 'unexercisedValue': 0}",1,10,5,1,9,1690848000,1672444800,86400,2,165.0,0.0,0.0,0.0,165.0,0.0,0.0,0.0,1651708800,0.0,0.671839,1.462585,0,0,1262013,0,0,0.0,0.0,0,0,1018295808,0.0,362.275,0.36354724,160.686,223.946,0.0,0.0,GBp,3541296384,-0.102819994,376452344,473625984,0.28004998,0.30236998,4.734,45.416138,1672444800,1703980800,1672444800,-0.932,-288000000,-0.48,1.47,1.264,3.556,LSE,EQUITY,POLY.L,POLY.L,POLYMETAL INTERNATIONAL PLC ORD,Polymetal International plc,1319785200,Europe/London,BST,3600000,215.0,16.06,16.06,16.06,16.06,3.0,hold,1,634000000,1.339,996000000,3156999936,0.978,2.453,2800999936,140.812,5.914,-0.00445,-0.12958,-369124992,206000000,-0.931,0.085,0.46805,0.35559,-0.01428,USD,
6,"Parthenonos, 6",3rd floor,Limassol,3031,Cyprus,357 2 5558090,357 2 5260816,https://www.polymetalinternational.com,Other Precious Metals & Mining,Basic Materials,"Polymetal International plc operates as a precious metals mining company in Russia, Kazakhstan, Asia, and Europe. It operates through five segments: Magadan, Ural, Khabarovsk, Kazakhstan, and Yakutia. The company is involved in the exploration, extraction, processing, and reclamation of gold, silver, copper, zinc, and platinum group metals. Its flagship project is the Kyzyl property located in the East Kazakhstan Region, Kazakhstan. The company was founded in 1998 and is headquartered in Limassol, Cyprus.",15160,"{'maxAge': 1, 'name': 'Mr. Valery N. Tsyplakov', 'age': 67, 'title': 'Managing Director of Polymetal Engineering', 'yearBorn': 1955, 'exercisedValue': 0, 'unexercisedValue': 0}",1,10,5,1,9,1690848000,1672444800,86400,2,165.0,0.0,0.0,0.0,165.0,0.0,0.0,0.0,1651708800,0.0,0.671839,1.462585,0,0,1262013,0,0,0.0,0.0,0,0,1018295808,0.0,362.275,0.36354724,160.686,223.946,0.0,0.0,GBp,3541296384,-0.102819994,376452344,473625984,0.28004998,0.30236998,4.734,45.416138,1672444800,1703980800,1672444800,-0.932,-288000000,-0.48,1.47,1.264,3.556,LSE,EQUITY,POLY.L,POLY.L,POLYMETAL INTERNATIONAL PLC ORD,Polymetal International plc,1319785200,Europe/London,BST,3600000,215.0,16.06,16.06,16.06,16.06,3.0,hold,1,634000000,1.339,996000000,3156999936,0.978,2.453,2800999936,140.812,5.914,-0.00445,-0.12958,-369124992,206000000,-0.931,0.085,0.46805,0.35559,-0.01428,USD,
7,"Parthenonos, 6",3rd floor,Limassol,3031,Cyprus,357 2 5558090,357 2 5260816,https://www.polymetalinternational.com,Other Precious Metals & Mining,Basic Materials,"Polymetal International plc operates as a precious metals mining company in Russia, Kazakhstan, Asia, and Europe. It operates through five segments: Magadan, Ural, Khabarovsk, Kazakhstan, and Yakutia. The company is involved in the exploration, extraction, processing, and reclamation of gold, silver, copper, zinc, and platinum group metals. Its flagship project is the Kyzyl property located in the East Kazakhstan Region, Kazakhstan. The company was founded in 1998 and is headquartered in Limassol, Cyprus.",15160,"{'maxAge': 1, 'name': 'Mr. Sergey A. Cherkashin', 'age': 60, 'title': 'Exec. VP of Bus. Performance', 'yearBorn': 1962, 'exercisedValue': 0, 'unexercisedValue': 0}",1,10,5,1,9,1690848000,1672444800,86400,2,165.0,0.0,0.0,0.0,165.0,0.0,0.0,0.0,1651708800,0.0,0.671839,1.462585,0,0,1262013,0,0,0.0,0.0,0,0,1018295808,0.0,362.275,0.36354724,160.686,223.946,0.0,0.0,GBp,3541296384,-0.102819994,376452344,473625984,0.28004998,0.30236998,4.734,45.416138,1672444800,1703980800,1672444800,-0.932,-288000000,-0.48,1.47,1.264,3.556,LSE,EQUITY,POLY.L,POLY.L,POLYMETAL INTERNATIONAL PLC ORD,Polymetal International plc,1319785200,Europe/London,BST,3600000,215.0,16.06,16.06,16.06,16.06,3.0,hold,1,634000000,1.339,996000000,3156999936,0.978,2.453,2800999936,140.812,5.914,-0.00445,-0.12958,-369124992,206000000,-0.931,0.085,0.46805,0.35559,-0.01428,USD,
8,"Parthenonos, 6",3rd floor,Limassol,3031,Cyprus,357 2 5558090,357 2 5260816,https://www.polymetalinternational.com,Other Precious Metals & Mining,Basic Materials,"Polymetal International plc operates as a precious metals mining company in Russia, Kazakhstan, Asia, and Europe. It operates through five segments: Magadan, Ural, Khabarovsk, Kazakhstan, and Yakutia. The company is involved in the exploration, extraction, processing, and reclamation of gold, silver, copper, zinc, and platinum group metals. Its flagship project is the Kyzyl property located in the East Kazakhstan Region, Kazakhstan. The company was founded in 1998 and is headquartered in Limassol, Cyprus.",15160,"{'maxAge': 1, 'name': 'Mr. Pavel  Danilin', 'title': 'Deputy Chief Exec. Officer of Strategic Devel.', 'exercisedValue': 0, 'unexercisedValue': 0}",1,10,5,1,9,1690848000,1672444800,86400,2,165.0,0.0,0.0,0.0,165.0,0.0,0.0,0.0,1651708800,0.0,0.671839,1.462585,0,0,1262013,0,0,0.0,0.0,0,0,1018295808,0.0,362.275,0.36354724,160.686,223.946,0.0,0.0,GBp,3541296384,-0.102819994,376452344,473625984,0.28004998,0.30236998,4.734,45.416138,1672444800,1703980800,1672444800,-0.932,-288000000,-0.48,1.47,1.264,3.556,LSE,EQUITY,POLY.L,POLY.L,POLYMETAL INTERNATIONAL PLC ORD,Polymetal International plc,1319785200,Europe/London,BST,3600000,215.0,16.06,16.06,16.06,16.06,3.0,hold,1,634000000,1.339,996000000,3156999936,0.978,2.453,2800999936,140.812,5.914,-0.00445,-0.12958,-369124992,206000000,-0.931,0.085,0.46805,0.35559,-0.01428,USD,
9,"Parthenonos, 6",3rd floor,Limassol,3031,Cyprus,357 2 5558090,357 2 5260816,https://www.polymetalinternational.com,Other Precious Metals & Mining,Basic Materials,"Polymetal International plc operates as a precious metals mining company in Russia, Kazakhstan, Asia, and Europe. It operates through five segments: Magadan, Ural, Khabarovsk, Kazakhstan, and Yakutia. The company is involved in the exploration, extraction, processing, and reclamation of gold, silver, copper, zinc, and platinum group metals. Its flagship project is the Kyzyl property located in the East Kazakhstan Region, Kazakhstan. The company was founded in 1998 and is headquartered in Limassol, Cyprus.",15160,"{'maxAge': 1, 'name': 'Mr. Roman  Shestakov', 'title': 'Deputy Chief Exec. Officer of Project Devel. & Construction', 'exercisedValue': 0, 'unexercisedValue': 0}",1,10,5,1,9,1690848000,1672444800,86400,2,165.0,0.0,0.0,0.0,165.0,0.0,0.0,0.0,1651708800,0.0,0.671839,1.462585,0,0,1262013,0,0,0.0,0.0,0,0,1018295808,0.0,362.275,0.36354724,160.686,223.946,0.0,0.0,GBp,3541296384,-0.102819994,376452344,473625984,0.28004998,0.30236998,4.734,45.416138,1672444800,1703980800,1672444800,-0.932,-288000000,-0.48,1.47,1.264,3.556,LSE,EQUITY,POLY.L,POLY.L,POLYMETAL INTERNATIONAL PLC ORD,Polymetal International plc,1319785200,Europe/London,BST,3600000,215.0,16.06,16.06,16.06,16.06,3.0,hold,1,634000000,1.339,996000000,3156999936,0.978,2.453,2800999936,140.812,5.914,-0.00445,-0.12958,-369124992,206000000,-0.931,0.085,0.46805,0.35559,-0.01428,USD,
