,address1,city,state,zip,country,phone,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,forwardEps,pegRatio,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,2525 East El Segundo Boulevard,El Segundo,CA,90245,United States,310 536 0611,https://www.big5sportinggoods.com,Specialty Retail,Consumer Cyclical,"Big 5 Sporting Goods Corporation operates as a sporting goods retailer in the western United States. Its products include athletic shoes, apparel, and accessories. The company also offers a selection of outdoor and athletic equipment for team sports, fitness, camping, hunting, fishing, tennis, golf, and winter and summer recreation, as well as home recreation. It also provides private label items, such as shoes, apparel, camping equipment, fishing supplies, and snow sport equipment. The company sells private label merchandise under its trademarks comprising Golden Bear, Harsh, Pacifica, and Rugged Exposure. It also operates an e-commerce platform under the Big 5 Sporting Goods name. The company was founded in 1955 and is headquartered in El Segundo, California.",2500,"{'maxAge': 1, 'name': 'Mr. Steven G. Miller', 'age': 70, 'title': 'Chairman, Pres & CEO', 'yearBorn': 1952, 'fiscalYear': 2022, 'totalPay': 954001, 'exercisedValue': 0, 'unexercisedValue': 109657}",9,6,7,5,6,1693526400,1672444800,86400,2,7.17,7.18,7.18,7.35,7.17,7.18,7.18,7.35,1.0,0.1383,1693440000,2.7329998,8.41,2.839211,19.54054,14.176471,221451,221451,223151,242020,242020,7.2,7.28,800,800,162327968,6.78,13.9,0.17118454,8.5454,8.7565,1.0,0.13947001,USD,440527296,0.00844,20673848,22452000,2727107,2564707,1690761600,1693440000,0.12149999,0.05213,0.42192,13.81,0.1279,11.82,0.61167514,1672531200,1704067200,1688256000,8008000,0.37,0.51,-4.77,0.465,16.346,NMS,EQUITY,BGFV,BGFV,Big 5 Sporting Goods Corporatio,Big 5 Sporting Goods Corporation,1025011800,America/New_York,EDT,-14400000,7.23,9.5,9.5,9.5,9.5,3.0,hold,1,5888000,0.269,26950000,288351008,0.099,1.629,948262976,111.584,43.813,0.008590001,0.03029,341215000,-1448875,7385000,-0.119,0.33056,0.02842,0.010720001,USD,
1,2525 East El Segundo Boulevard,El Segundo,CA,90245,United States,310 536 0611,https://www.big5sportinggoods.com,Specialty Retail,Consumer Cyclical,"Big 5 Sporting Goods Corporation operates as a sporting goods retailer in the western United States. Its products include athletic shoes, apparel, and accessories. The company also offers a selection of outdoor and athletic equipment for team sports, fitness, camping, hunting, fishing, tennis, golf, and winter and summer recreation, as well as home recreation. It also provides private label items, such as shoes, apparel, camping equipment, fishing supplies, and snow sport equipment. The company sells private label merchandise under its trademarks comprising Golden Bear, Harsh, Pacifica, and Rugged Exposure. It also operates an e-commerce platform under the Big 5 Sporting Goods name. The company was founded in 1955 and is headquartered in El Segundo, California.",2500,"{'maxAge': 1, 'name': 'Mr. Barry D. Emerson', 'age': 64, 'title': 'Exec. VP, CFO, Treasurer & Assistant Sec.', 'yearBorn': 1958, 'fiscalYear': 2022, 'totalPay': 676662, 'exercisedValue': 0, 'unexercisedValue': 52785}",9,6,7,5,6,1693526400,1672444800,86400,2,7.17,7.18,7.18,7.35,7.17,7.18,7.18,7.35,1.0,0.1383,1693440000,2.7329998,8.41,2.839211,19.54054,14.176471,221451,221451,223151,242020,242020,7.2,7.28,800,800,162327968,6.78,13.9,0.17118454,8.5454,8.7565,1.0,0.13947001,USD,440527296,0.00844,20673848,22452000,2727107,2564707,1690761600,1693440000,0.12149999,0.05213,0.42192,13.81,0.1279,11.82,0.61167514,1672531200,1704067200,1688256000,8008000,0.37,0.51,-4.77,0.465,16.346,NMS,EQUITY,BGFV,BGFV,Big 5 Sporting Goods Corporatio,Big 5 Sporting Goods Corporation,1025011800,America/New_York,EDT,-14400000,7.23,9.5,9.5,9.5,9.5,3.0,hold,1,5888000,0.269,26950000,288351008,0.099,1.629,948262976,111.584,43.813,0.008590001,0.03029,341215000,-1448875,7385000,-0.119,0.33056,0.02842,0.010720001,USD,
2,2525 East El Segundo Boulevard,El Segundo,CA,90245,United States,310 536 0611,https://www.big5sportinggoods.com,Specialty Retail,Consumer Cyclical,"Big 5 Sporting Goods Corporation operates as a sporting goods retailer in the western United States. Its products include athletic shoes, apparel, and accessories. The company also offers a selection of outdoor and athletic equipment for team sports, fitness, camping, hunting, fishing, tennis, golf, and winter and summer recreation, as well as home recreation. It also provides private label items, such as shoes, apparel, camping equipment, fishing supplies, and snow sport equipment. The company sells private label merchandise under its trademarks comprising Golden Bear, Harsh, Pacifica, and Rugged Exposure. It also operates an e-commerce platform under the Big 5 Sporting Goods name. The company was founded in 1955 and is headquartered in El Segundo, California.",2500,"{'maxAge': 1, 'name': 'Ian R. Landgreen', 'age': 45, 'title': 'Sr. VP of Bus. Affairs, Gen. Counsel & Sec.', 'yearBorn': 1977, 'fiscalYear': 2022, 'totalPay': 463739, 'exercisedValue': 0, 'unexercisedValue': 38558}",9,6,7,5,6,1693526400,1672444800,86400,2,7.17,7.18,7.18,7.35,7.17,7.18,7.18,7.35,1.0,0.1383,1693440000,2.7329998,8.41,2.839211,19.54054,14.176471,221451,221451,223151,242020,242020,7.2,7.28,800,800,162327968,6.78,13.9,0.17118454,8.5454,8.7565,1.0,0.13947001,USD,440527296,0.00844,20673848,22452000,2727107,2564707,1690761600,1693440000,0.12149999,0.05213,0.42192,13.81,0.1279,11.82,0.61167514,1672531200,1704067200,1688256000,8008000,0.37,0.51,-4.77,0.465,16.346,NMS,EQUITY,BGFV,BGFV,Big 5 Sporting Goods Corporatio,Big 5 Sporting Goods Corporation,1025011800,America/New_York,EDT,-14400000,7.23,9.5,9.5,9.5,9.5,3.0,hold,1,5888000,0.269,26950000,288351008,0.099,1.629,948262976,111.584,43.813,0.008590001,0.03029,341215000,-1448875,7385000,-0.119,0.33056,0.02842,0.010720001,USD,
3,2525 East El Segundo Boulevard,El Segundo,CA,90245,United States,310 536 0611,https://www.big5sportinggoods.com,Specialty Retail,Consumer Cyclical,"Big 5 Sporting Goods Corporation operates as a sporting goods retailer in the western United States. Its products include athletic shoes, apparel, and accessories. The company also offers a selection of outdoor and athletic equipment for team sports, fitness, camping, hunting, fishing, tennis, golf, and winter and summer recreation, as well as home recreation. It also provides private label items, such as shoes, apparel, camping equipment, fishing supplies, and snow sport equipment. The company sells private label merchandise under its trademarks comprising Golden Bear, Harsh, Pacifica, and Rugged Exposure. It also operates an e-commerce platform under the Big 5 Sporting Goods name. The company was founded in 1955 and is headquartered in El Segundo, California.",2500,"{'maxAge': 1, 'name': 'Mr. Jeffrey L. Fraley', 'age': 65, 'title': 'Sr. VP of HR', 'yearBorn': 1957, 'fiscalYear': 2022, 'totalPay': 384732, 'exercisedValue': 95293, 'unexercisedValue': 0}",9,6,7,5,6,1693526400,1672444800,86400,2,7.17,7.18,7.18,7.35,7.17,7.18,7.18,7.35,1.0,0.1383,1693440000,2.7329998,8.41,2.839211,19.54054,14.176471,221451,221451,223151,242020,242020,7.2,7.28,800,800,162327968,6.78,13.9,0.17118454,8.5454,8.7565,1.0,0.13947001,USD,440527296,0.00844,20673848,22452000,2727107,2564707,1690761600,1693440000,0.12149999,0.05213,0.42192,13.81,0.1279,11.82,0.61167514,1672531200,1704067200,1688256000,8008000,0.37,0.51,-4.77,0.465,16.346,NMS,EQUITY,BGFV,BGFV,Big 5 Sporting Goods Corporatio,Big 5 Sporting Goods Corporation,1025011800,America/New_York,EDT,-14400000,7.23,9.5,9.5,9.5,9.5,3.0,hold,1,5888000,0.269,26950000,288351008,0.099,1.629,948262976,111.584,43.813,0.008590001,0.03029,341215000,-1448875,7385000,-0.119,0.33056,0.02842,0.010720001,USD,
4,2525 East El Segundo Boulevard,El Segundo,CA,90245,United States,310 536 0611,https://www.big5sportinggoods.com,Specialty Retail,Consumer Cyclical,"Big 5 Sporting Goods Corporation operates as a sporting goods retailer in the western United States. Its products include athletic shoes, apparel, and accessories. The company also offers a selection of outdoor and athletic equipment for team sports, fitness, camping, hunting, fishing, tennis, golf, and winter and summer recreation, as well as home recreation. It also provides private label items, such as shoes, apparel, camping equipment, fishing supplies, and snow sport equipment. The company sells private label merchandise under its trademarks comprising Golden Bear, Harsh, Pacifica, and Rugged Exposure. It also operates an e-commerce platform under the Big 5 Sporting Goods name. The company was founded in 1955 and is headquartered in El Segundo, California.",2500,"{'maxAge': 1, 'name': 'Mr. Boyd O. Clark', 'age': 64, 'title': 'Exec. VP & Chief Merchandising Officer', 'yearBorn': 1958, 'fiscalYear': 2022, 'totalPay': 633431, 'exercisedValue': 0, 'unexercisedValue': 52785}",9,6,7,5,6,1693526400,1672444800,86400,2,7.17,7.18,7.18,7.35,7.17,7.18,7.18,7.35,1.0,0.1383,1693440000,2.7329998,8.41,2.839211,19.54054,14.176471,221451,221451,223151,242020,242020,7.2,7.28,800,800,162327968,6.78,13.9,0.17118454,8.5454,8.7565,1.0,0.13947001,USD,440527296,0.00844,20673848,22452000,2727107,2564707,1690761600,1693440000,0.12149999,0.05213,0.42192,13.81,0.1279,11.82,0.61167514,1672531200,1704067200,1688256000,8008000,0.37,0.51,-4.77,0.465,16.346,NMS,EQUITY,BGFV,BGFV,Big 5 Sporting Goods Corporatio,Big 5 Sporting Goods Corporation,1025011800,America/New_York,EDT,-14400000,7.23,9.5,9.5,9.5,9.5,3.0,hold,1,5888000,0.269,26950000,288351008,0.099,1.629,948262976,111.584,43.813,0.008590001,0.03029,341215000,-1448875,7385000,-0.119,0.33056,0.02842,0.010720001,USD,
5,2525 East El Segundo Boulevard,El Segundo,CA,90245,United States,310 536 0611,https://www.big5sportinggoods.com,Specialty Retail,Consumer Cyclical,"Big 5 Sporting Goods Corporation operates as a sporting goods retailer in the western United States. Its products include athletic shoes, apparel, and accessories. The company also offers a selection of outdoor and athletic equipment for team sports, fitness, camping, hunting, fishing, tennis, golf, and winter and summer recreation, as well as home recreation. It also provides private label items, such as shoes, apparel, camping equipment, fishing supplies, and snow sport equipment. The company sells private label merchandise under its trademarks comprising Golden Bear, Harsh, Pacifica, and Rugged Exposure. It also operates an e-commerce platform under the Big 5 Sporting Goods name. The company was founded in 1955 and is headquartered in El Segundo, California.",2500,"{'maxAge': 1, 'name': 'Mr. Shane O. Starr', 'age': 64, 'title': 'Sr. VP of Operations', 'yearBorn': 1958, 'exercisedValue': 0, 'unexercisedValue': 0}",9,6,7,5,6,1693526400,1672444800,86400,2,7.17,7.18,7.18,7.35,7.17,7.18,7.18,7.35,1.0,0.1383,1693440000,2.7329998,8.41,2.839211,19.54054,14.176471,221451,221451,223151,242020,242020,7.2,7.28,800,800,162327968,6.78,13.9,0.17118454,8.5454,8.7565,1.0,0.13947001,USD,440527296,0.00844,20673848,22452000,2727107,2564707,1690761600,1693440000,0.12149999,0.05213,0.42192,13.81,0.1279,11.82,0.61167514,1672531200,1704067200,1688256000,8008000,0.37,0.51,-4.77,0.465,16.346,NMS,EQUITY,BGFV,BGFV,Big 5 Sporting Goods Corporatio,Big 5 Sporting Goods Corporation,1025011800,America/New_York,EDT,-14400000,7.23,9.5,9.5,9.5,9.5,3.0,hold,1,5888000,0.269,26950000,288351008,0.099,1.629,948262976,111.584,43.813,0.008590001,0.03029,341215000,-1448875,7385000,-0.119,0.33056,0.02842,0.010720001,USD,
6,2525 East El Segundo Boulevard,El Segundo,CA,90245,United States,310 536 0611,https://www.big5sportinggoods.com,Specialty Retail,Consumer Cyclical,"Big 5 Sporting Goods Corporation operates as a sporting goods retailer in the western United States. Its products include athletic shoes, apparel, and accessories. The company also offers a selection of outdoor and athletic equipment for team sports, fitness, camping, hunting, fishing, tennis, golf, and winter and summer recreation, as well as home recreation. It also provides private label items, such as shoes, apparel, camping equipment, fishing supplies, and snow sport equipment. The company sells private label merchandise under its trademarks comprising Golden Bear, Harsh, Pacifica, and Rugged Exposure. It also operates an e-commerce platform under the Big 5 Sporting Goods name. The company was founded in 1955 and is headquartered in El Segundo, California.",2500,"{'maxAge': 1, 'name': 'Mr. Michael J. Shinagawa', 'title': 'Sr. VP of Information Technology & Chief Information Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",9,6,7,5,6,1693526400,1672444800,86400,2,7.17,7.18,7.18,7.35,7.17,7.18,7.18,7.35,1.0,0.1383,1693440000,2.7329998,8.41,2.839211,19.54054,14.176471,221451,221451,223151,242020,242020,7.2,7.28,800,800,162327968,6.78,13.9,0.17118454,8.5454,8.7565,1.0,0.13947001,USD,440527296,0.00844,20673848,22452000,2727107,2564707,1690761600,1693440000,0.12149999,0.05213,0.42192,13.81,0.1279,11.82,0.61167514,1672531200,1704067200,1688256000,8008000,0.37,0.51,-4.77,0.465,16.346,NMS,EQUITY,BGFV,BGFV,Big 5 Sporting Goods Corporatio,Big 5 Sporting Goods Corporation,1025011800,America/New_York,EDT,-14400000,7.23,9.5,9.5,9.5,9.5,3.0,hold,1,5888000,0.269,26950000,288351008,0.099,1.629,948262976,111.584,43.813,0.008590001,0.03029,341215000,-1448875,7385000,-0.119,0.33056,0.02842,0.010720001,USD,
7,2525 East El Segundo Boulevard,El Segundo,CA,90245,United States,310 536 0611,https://www.big5sportinggoods.com,Specialty Retail,Consumer Cyclical,"Big 5 Sporting Goods Corporation operates as a sporting goods retailer in the western United States. Its products include athletic shoes, apparel, and accessories. The company also offers a selection of outdoor and athletic equipment for team sports, fitness, camping, hunting, fishing, tennis, golf, and winter and summer recreation, as well as home recreation. It also provides private label items, such as shoes, apparel, camping equipment, fishing supplies, and snow sport equipment. The company sells private label merchandise under its trademarks comprising Golden Bear, Harsh, Pacifica, and Rugged Exposure. It also operates an e-commerce platform under the Big 5 Sporting Goods name. The company was founded in 1955 and is headquartered in El Segundo, California.",2500,"{'maxAge': 1, 'name': 'Peter C. Mulvaney', 'title': 'Sr. VP of Advter. & Marketing', 'exercisedValue': 0, 'unexercisedValue': 0}",9,6,7,5,6,1693526400,1672444800,86400,2,7.17,7.18,7.18,7.35,7.17,7.18,7.18,7.35,1.0,0.1383,1693440000,2.7329998,8.41,2.839211,19.54054,14.176471,221451,221451,223151,242020,242020,7.2,7.28,800,800,162327968,6.78,13.9,0.17118454,8.5454,8.7565,1.0,0.13947001,USD,440527296,0.00844,20673848,22452000,2727107,2564707,1690761600,1693440000,0.12149999,0.05213,0.42192,13.81,0.1279,11.82,0.61167514,1672531200,1704067200,1688256000,8008000,0.37,0.51,-4.77,0.465,16.346,NMS,EQUITY,BGFV,BGFV,Big 5 Sporting Goods Corporatio,Big 5 Sporting Goods Corporation,1025011800,America/New_York,EDT,-14400000,7.23,9.5,9.5,9.5,9.5,3.0,hold,1,5888000,0.269,26950000,288351008,0.099,1.629,948262976,111.584,43.813,0.008590001,0.03029,341215000,-1448875,7385000,-0.119,0.33056,0.02842,0.010720001,USD,
8,2525 East El Segundo Boulevard,El Segundo,CA,90245,United States,310 536 0611,https://www.big5sportinggoods.com,Specialty Retail,Consumer Cyclical,"Big 5 Sporting Goods Corporation operates as a sporting goods retailer in the western United States. Its products include athletic shoes, apparel, and accessories. The company also offers a selection of outdoor and athletic equipment for team sports, fitness, camping, hunting, fishing, tennis, golf, and winter and summer recreation, as well as home recreation. It also provides private label items, such as shoes, apparel, camping equipment, fishing supplies, and snow sport equipment. The company sells private label merchandise under its trademarks comprising Golden Bear, Harsh, Pacifica, and Rugged Exposure. It also operates an e-commerce platform under the Big 5 Sporting Goods name. The company was founded in 1955 and is headquartered in El Segundo, California.",2500,"{'maxAge': 1, 'name': 'Ms. Elizabeth F. Chambers', 'age': 68, 'title': 'Acting Controller', 'yearBorn': 1954, 'exercisedValue': 0, 'unexercisedValue': 0}",9,6,7,5,6,1693526400,1672444800,86400,2,7.17,7.18,7.18,7.35,7.17,7.18,7.18,7.35,1.0,0.1383,1693440000,2.7329998,8.41,2.839211,19.54054,14.176471,221451,221451,223151,242020,242020,7.2,7.28,800,800,162327968,6.78,13.9,0.17118454,8.5454,8.7565,1.0,0.13947001,USD,440527296,0.00844,20673848,22452000,2727107,2564707,1690761600,1693440000,0.12149999,0.05213,0.42192,13.81,0.1279,11.82,0.61167514,1672531200,1704067200,1688256000,8008000,0.37,0.51,-4.77,0.465,16.346,NMS,EQUITY,BGFV,BGFV,Big 5 Sporting Goods Corporatio,Big 5 Sporting Goods Corporation,1025011800,America/New_York,EDT,-14400000,7.23,9.5,9.5,9.5,9.5,3.0,hold,1,5888000,0.269,26950000,288351008,0.099,1.629,948262976,111.584,43.813,0.008590001,0.03029,341215000,-1448875,7385000,-0.119,0.33056,0.02842,0.010720001,USD,
9,2525 East El Segundo Boulevard,El Segundo,CA,90245,United States,310 536 0611,https://www.big5sportinggoods.com,Specialty Retail,Consumer Cyclical,"Big 5 Sporting Goods Corporation operates as a sporting goods retailer in the western United States. Its products include athletic shoes, apparel, and accessories. The company also offers a selection of outdoor and athletic equipment for team sports, fitness, camping, hunting, fishing, tennis, golf, and winter and summer recreation, as well as home recreation. It also provides private label items, such as shoes, apparel, camping equipment, fishing supplies, and snow sport equipment. The company sells private label merchandise under its trademarks comprising Golden Bear, Harsh, Pacifica, and Rugged Exposure. It also operates an e-commerce platform under the Big 5 Sporting Goods name. The company was founded in 1955 and is headquartered in El Segundo, California.",2500,"{'maxAge': 1, 'name': 'John L. Lucero', 'title': 'Sr. VP, Controller & Assistant Treasurer', 'exercisedValue': 0, 'unexercisedValue': 0}",9,6,7,5,6,1693526400,1672444800,86400,2,7.17,7.18,7.18,7.35,7.17,7.18,7.18,7.35,1.0,0.1383,1693440000,2.7329998,8.41,2.839211,19.54054,14.176471,221451,221451,223151,242020,242020,7.2,7.28,800,800,162327968,6.78,13.9,0.17118454,8.5454,8.7565,1.0,0.13947001,USD,440527296,0.00844,20673848,22452000,2727107,2564707,1690761600,1693440000,0.12149999,0.05213,0.42192,13.81,0.1279,11.82,0.61167514,1672531200,1704067200,1688256000,8008000,0.37,0.51,-4.77,0.465,16.346,NMS,EQUITY,BGFV,BGFV,Big 5 Sporting Goods Corporatio,Big 5 Sporting Goods Corporation,1025011800,America/New_York,EDT,-14400000,7.23,9.5,9.5,9.5,9.5,3.0,hold,1,5888000,0.269,26950000,288351008,0.099,1.629,948262976,111.584,43.813,0.008590001,0.03029,341215000,-1448875,7385000,-0.119,0.33056,0.02842,0.010720001,USD,
