,address1,address2,city,state,zip,country,website,industry,sector,longBusinessSummary,companyOfficers,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,forwardEps,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,800 West Pender Street,Suite 1430,Vancouver,BC,V6C 2V6,Canada,https://silverx-mining.com,Other Industrial Metals & Mining,Basic Materials,"Silver X Mining Corp. engages in the exploration, acquisition, and development of mineral properties in the Americas. The company explores for silver, gold, lead, and zinc. It primarily holds interest in the Nueva Recuperada project located in Huancavelica, Peru. It also holds interest in the Coriorcco gold project located in Peru. The company was formerly known as Oro X Mining Corp. and changed its name to Silver X Mining Corp. in June 2021. Silver X Mining Corp. was incorporated in 2009 and is based in Vancouver, Canada.","{'maxAge': 1, 'name': 'Mr. Jose Maria Garcia Jimenez', 'title': 'Pres, CEO & Director', 'fiscalYear': 2022, 'totalPay': 274994, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.25,0.25,0.245,0.255,0.25,0.25,0.245,0.255,0.0,0.874105,4.9,43141,43141,109558,72270,72270,0.24,0.26,40812344,0.19,0.48,2.1930985,0.2346,0.31905,0.0,0.0,CAD,41688608,-0.47467998,138748461,166580992,1066070,1116828,1690761600,1693440000,0.0064,0.29488,0.09288,12.09,0.229,1.069869,1672444800,1703980800,1688083200,-8833497,-0.08,0.05,2.24,-72.953,VAN,EQUITY,AGX.V,AGX.V,SILVER X MINING CORP,Silver X Mining Corp.,1265034600,America/Toronto,EDT,-14400000,0.245,0.85,0.8,0.82,0.82,2.0,buy,2,1349456,0.008,-571447,2225772,0.219,0.359,18609444,5.89,0.122,2292292,0.461,0.14915,-0.03071,-0.17395,USD,
1,800 West Pender Street,Suite 1430,Vancouver,BC,V6C 2V6,Canada,https://silverx-mining.com,Other Industrial Metals & Mining,Basic Materials,"Silver X Mining Corp. engages in the exploration, acquisition, and development of mineral properties in the Americas. The company explores for silver, gold, lead, and zinc. It primarily holds interest in the Nueva Recuperada project located in Huancavelica, Peru. It also holds interest in the Coriorcco gold project located in Peru. The company was formerly known as Oro X Mining Corp. and changed its name to Silver X Mining Corp. in June 2021. Silver X Mining Corp. was incorporated in 2009 and is based in Vancouver, Canada.","{'maxAge': 1, 'name': 'Mr. Ronald  Marino', 'title': 'CFO & Corp. Sec.', 'fiscalYear': 2022, 'totalPay': 182291, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.25,0.25,0.245,0.255,0.25,0.25,0.245,0.255,0.0,0.874105,4.9,43141,43141,109558,72270,72270,0.24,0.26,40812344,0.19,0.48,2.1930985,0.2346,0.31905,0.0,0.0,CAD,41688608,-0.47467998,138748461,166580992,1066070,1116828,1690761600,1693440000,0.0064,0.29488,0.09288,12.09,0.229,1.069869,1672444800,1703980800,1688083200,-8833497,-0.08,0.05,2.24,-72.953,VAN,EQUITY,AGX.V,AGX.V,SILVER X MINING CORP,Silver X Mining Corp.,1265034600,America/Toronto,EDT,-14400000,0.245,0.85,0.8,0.82,0.82,2.0,buy,2,1349456,0.008,-571447,2225772,0.219,0.359,18609444,5.89,0.122,2292292,0.461,0.14915,-0.03071,-0.17395,USD,
2,800 West Pender Street,Suite 1430,Vancouver,BC,V6C 2V6,Canada,https://silverx-mining.com,Other Industrial Metals & Mining,Basic Materials,"Silver X Mining Corp. engages in the exploration, acquisition, and development of mineral properties in the Americas. The company explores for silver, gold, lead, and zinc. It primarily holds interest in the Nueva Recuperada project located in Huancavelica, Peru. It also holds interest in the Coriorcco gold project located in Peru. The company was formerly known as Oro X Mining Corp. and changed its name to Silver X Mining Corp. in June 2021. Silver X Mining Corp. was incorporated in 2009 and is based in Vancouver, Canada.","{'maxAge': 1, 'name': 'Mr. Sebastian  Wahl', 'title': 'VP of Corp. Devel. & Director', 'fiscalYear': 2022, 'totalPay': 251914, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.25,0.25,0.245,0.255,0.25,0.25,0.245,0.255,0.0,0.874105,4.9,43141,43141,109558,72270,72270,0.24,0.26,40812344,0.19,0.48,2.1930985,0.2346,0.31905,0.0,0.0,CAD,41688608,-0.47467998,138748461,166580992,1066070,1116828,1690761600,1693440000,0.0064,0.29488,0.09288,12.09,0.229,1.069869,1672444800,1703980800,1688083200,-8833497,-0.08,0.05,2.24,-72.953,VAN,EQUITY,AGX.V,AGX.V,SILVER X MINING CORP,Silver X Mining Corp.,1265034600,America/Toronto,EDT,-14400000,0.245,0.85,0.8,0.82,0.82,2.0,buy,2,1349456,0.008,-571447,2225772,0.219,0.359,18609444,5.89,0.122,2292292,0.461,0.14915,-0.03071,-0.17395,USD,
3,800 West Pender Street,Suite 1430,Vancouver,BC,V6C 2V6,Canada,https://silverx-mining.com,Other Industrial Metals & Mining,Basic Materials,"Silver X Mining Corp. engages in the exploration, acquisition, and development of mineral properties in the Americas. The company explores for silver, gold, lead, and zinc. It primarily holds interest in the Nueva Recuperada project located in Huancavelica, Peru. It also holds interest in the Coriorcco gold project located in Peru. The company was formerly known as Oro X Mining Corp. and changed its name to Silver X Mining Corp. in June 2021. Silver X Mining Corp. was incorporated in 2009 and is based in Vancouver, Canada.","{'maxAge': 1, 'name': 'Mr. Enrique  Garay Manyari M. Sc, P. Geo.', 'title': 'Chief Operating Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.25,0.25,0.245,0.255,0.25,0.25,0.245,0.255,0.0,0.874105,4.9,43141,43141,109558,72270,72270,0.24,0.26,40812344,0.19,0.48,2.1930985,0.2346,0.31905,0.0,0.0,CAD,41688608,-0.47467998,138748461,166580992,1066070,1116828,1690761600,1693440000,0.0064,0.29488,0.09288,12.09,0.229,1.069869,1672444800,1703980800,1688083200,-8833497,-0.08,0.05,2.24,-72.953,VAN,EQUITY,AGX.V,AGX.V,SILVER X MINING CORP,Silver X Mining Corp.,1265034600,America/Toronto,EDT,-14400000,0.245,0.85,0.8,0.82,0.82,2.0,buy,2,1349456,0.008,-571447,2225772,0.219,0.359,18609444,5.89,0.122,2292292,0.461,0.14915,-0.03071,-0.17395,USD,
4,800 West Pender Street,Suite 1430,Vancouver,BC,V6C 2V6,Canada,https://silverx-mining.com,Other Industrial Metals & Mining,Basic Materials,"Silver X Mining Corp. engages in the exploration, acquisition, and development of mineral properties in the Americas. The company explores for silver, gold, lead, and zinc. It primarily holds interest in the Nueva Recuperada project located in Huancavelica, Peru. It also holds interest in the Coriorcco gold project located in Peru. The company was formerly known as Oro X Mining Corp. and changed its name to Silver X Mining Corp. in June 2021. Silver X Mining Corp. was incorporated in 2009 and is based in Vancouver, Canada.","{'maxAge': 1, 'name': 'Braulio  Zorilla', 'title': 'Head of Exploration', 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.25,0.25,0.245,0.255,0.25,0.25,0.245,0.255,0.0,0.874105,4.9,43141,43141,109558,72270,72270,0.24,0.26,40812344,0.19,0.48,2.1930985,0.2346,0.31905,0.0,0.0,CAD,41688608,-0.47467998,138748461,166580992,1066070,1116828,1690761600,1693440000,0.0064,0.29488,0.09288,12.09,0.229,1.069869,1672444800,1703980800,1688083200,-8833497,-0.08,0.05,2.24,-72.953,VAN,EQUITY,AGX.V,AGX.V,SILVER X MINING CORP,Silver X Mining Corp.,1265034600,America/Toronto,EDT,-14400000,0.245,0.85,0.8,0.82,0.82,2.0,buy,2,1349456,0.008,-571447,2225772,0.219,0.359,18609444,5.89,0.122,2292292,0.461,0.14915,-0.03071,-0.17395,USD,
