,address1,city,state,zip,country,phone,fax,website,industry,industryDisp,sector,sectorDisp,longBusinessSummary,companyOfficers,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,uuid,messageBoardId,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,15 McCabe Street,North Fremantle,WA,6159,Australia,61 8 6558 0814,61 8 6389 2588,https://www.baumart.com.au,Building Materials,Building Materials,Basic Materials,Basic Materials,"Baumart Holdings Limited, together with its subsidiaries, procures, supplies, and installs building products and materials for the residential and commercial construction markets in Australia. The company operates through Materials Handling Supply, Building Materials Supply, and Source & Procurement Supply segments. It also offers plastic materials handling unit load products, such as pallets and crates, as well as provides end-to-end supply chain and managed services. The company was incorporated in 2014 and is based in North Fremantle, Australia.","{'maxAge': 1, 'name': 'Mr. Hadi  Widayat', 'title': 'Exec. Director', 'fiscalYear': 2023, 'totalPay': 96062, 'exercisedValue': 0, 'unexercisedValue': 0}",1703980800,86400,4,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.359234,24900,24900,0,0,0,0.0,0.1,0,0,14474499,0.1,0.12,9.893556,0.1,0.11195,0.0,0.0,AUD,16038353,0.22158001,16534194,144744992,0.89733005,0.0,144744992,0.036,2.777778,1688083200,1719705600,1688083200,-300720,-0.0,10.962,-56.939,-0.16666669,0.14113986,ASX,EQUITY,BMH.AX,BMH.AX,BAUMART FPO,Baumart Holdings Limited,1434672000,Australia/Sydney,AEST,13cce072-a3b3-37be-88d8-2bd56a3b6b6e,finmb_301218835,36000000,0.1,none,80693,0.001,-281677,197123,3.08,4.24,1463023,3.811,0.01,-0.025829999,-0.05672,283582,183842,-415855,0.19383,-0.19253,-0.19316,AUD,
1,15 McCabe Street,North Fremantle,WA,6159,Australia,61 8 6558 0814,61 8 6389 2588,https://www.baumart.com.au,Building Materials,Building Materials,Basic Materials,Basic Materials,"Baumart Holdings Limited, together with its subsidiaries, procures, supplies, and installs building products and materials for the residential and commercial construction markets in Australia. The company operates through Materials Handling Supply, Building Materials Supply, and Source & Procurement Supply segments. It also offers plastic materials handling unit load products, such as pallets and crates, as well as provides end-to-end supply chain and managed services. The company was incorporated in 2014 and is based in North Fremantle, Australia.","{'maxAge': 1, 'name': 'Ms. Shu Qing Teo B. Com., MAcc', 'title': 'Company Sec.', 'exercisedValue': 0, 'unexercisedValue': 0}",1703980800,86400,4,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.359234,24900,24900,0,0,0,0.0,0.1,0,0,14474499,0.1,0.12,9.893556,0.1,0.11195,0.0,0.0,AUD,16038353,0.22158001,16534194,144744992,0.89733005,0.0,144744992,0.036,2.777778,1688083200,1719705600,1688083200,-300720,-0.0,10.962,-56.939,-0.16666669,0.14113986,ASX,EQUITY,BMH.AX,BMH.AX,BAUMART FPO,Baumart Holdings Limited,1434672000,Australia/Sydney,AEST,13cce072-a3b3-37be-88d8-2bd56a3b6b6e,finmb_301218835,36000000,0.1,none,80693,0.001,-281677,197123,3.08,4.24,1463023,3.811,0.01,-0.025829999,-0.05672,283582,183842,-415855,0.19383,-0.19253,-0.19316,AUD,
