,address1,address2,city,state,zip,country,phone,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,bookValue,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,pegRatio,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,revenuePerShare,returnOnAssets,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,7930 Jones Branch Drive,Suite 1100,McLean,VA,22102,United States,703 883 1000,https://www.hilton.com,Lodging,Consumer Cyclical,"Hilton Worldwide Holdings Inc., a hospitality company, engages in managing, franchising, owning, and leasing hotels and resorts. It operates through two segments, Management and Franchise, and Ownership. The company engages in the hotel management and licensing of its brands. It operates luxury hotels under the Waldorf Astoria Hotels & Resorts, LXR Hotels & Resorts, and Conrad Hotels & Resorts brand; lifestyle hotels under the Canopy by Hilton, Curio Collection by Hilton, Tapestry Collection by Hilton, Tempo by Hilton, and Motto by Hilton brand; full service hotels under the Signia by Hilton, Hilton Hotels & Resorts, and DoubleTree by Hilton brand; service hotels under the Hilton Garden Inn, Hampton by Hilton, and Tru by Hilton brand; all-suite hotels under the Embassy Suites by Hilton, Homewood Suites by Hilton, and Home2 Suites by Hilton brand; and premium economy hotel under the Spark by Hilton brand, as well as Hilton Grand Vacations. The company operates in North America, South America, and Central America, including various Caribbean nations; Europe, the Middle East, and Africa; and the Asia Pacific. The company was founded in 1919 and is headquartered in McLean, Virginia.",159000,"{'maxAge': 1, 'name': 'Mr. Christopher J. Nassetta', 'age': 59, 'title': 'Pres, CEO & Director', 'yearBorn': 1963, 'fiscalYear': 2022, 'totalPay': 5258222, 'exercisedValue': 0, 'unexercisedValue': 50592160}",1,8,6,8,6,1693526400,1672444800,86400,2,156.15,155.95,153.89,156.69,156.15,155.95,153.89,156.69,0.6,0.0039,1692835200,0.1258,1.247925,32.37107,22.378262,2732105,2732105,1781645,1890000,1890000,153.85,155.37,1000,1100,40380379136,116.39,157.14,9.639623,151.55,143.20406,0.6,0.0038424595,USD,49152311296,0.30843002,257250895,261514000,4854630,3968097,1690761600,1693440000,0.0186,0.0187,0.97226995,3.4,0.0189,-5.455,1672444800,1703980800,1688083200,0.117,1292000000,4.77,6.9,1.61,1:3,1483488000,11.734,19.924,NYQ,EQUITY,HLT,HLT,Hilton Worldwide Holdings Inc.,Hilton Worldwide Holdings Inc.,1386858600,America/New_York,EDT,-14400000,154.41,180.0,145.0,163.71,165.0,2.4,buy,17,806000000,3.082,2467000064,9569999872,0.643,0.751,4188999936,15.601,0.09432,2737000000,1490749952,1947000064,0.174,0.192,0.73621005,0.58892,0.55264,USD,1.1019
1,7930 Jones Branch Drive,Suite 1100,McLean,VA,22102,United States,703 883 1000,https://www.hilton.com,Lodging,Consumer Cyclical,"Hilton Worldwide Holdings Inc., a hospitality company, engages in managing, franchising, owning, and leasing hotels and resorts. It operates through two segments, Management and Franchise, and Ownership. The company engages in the hotel management and licensing of its brands. It operates luxury hotels under the Waldorf Astoria Hotels & Resorts, LXR Hotels & Resorts, and Conrad Hotels & Resorts brand; lifestyle hotels under the Canopy by Hilton, Curio Collection by Hilton, Tapestry Collection by Hilton, Tempo by Hilton, and Motto by Hilton brand; full service hotels under the Signia by Hilton, Hilton Hotels & Resorts, and DoubleTree by Hilton brand; service hotels under the Hilton Garden Inn, Hampton by Hilton, and Tru by Hilton brand; all-suite hotels under the Embassy Suites by Hilton, Homewood Suites by Hilton, and Home2 Suites by Hilton brand; and premium economy hotel under the Spark by Hilton brand, as well as Hilton Grand Vacations. The company operates in North America, South America, and Central America, including various Caribbean nations; Europe, the Middle East, and Africa; and the Asia Pacific. The company was founded in 1919 and is headquartered in McLean, Virginia.",159000,"{'maxAge': 1, 'name': 'Mr. Kevin J. Jacobs', 'age': 50, 'title': 'CFO & Pres of Global Devel.', 'yearBorn': 1972, 'fiscalYear': 2022, 'totalPay': 2496575, 'exercisedValue': 0, 'unexercisedValue': 1067280}",1,8,6,8,6,1693526400,1672444800,86400,2,156.15,155.95,153.89,156.69,156.15,155.95,153.89,156.69,0.6,0.0039,1692835200,0.1258,1.247925,32.37107,22.378262,2732105,2732105,1781645,1890000,1890000,153.85,155.37,1000,1100,40380379136,116.39,157.14,9.639623,151.55,143.20406,0.6,0.0038424595,USD,49152311296,0.30843002,257250895,261514000,4854630,3968097,1690761600,1693440000,0.0186,0.0187,0.97226995,3.4,0.0189,-5.455,1672444800,1703980800,1688083200,0.117,1292000000,4.77,6.9,1.61,1:3,1483488000,11.734,19.924,NYQ,EQUITY,HLT,HLT,Hilton Worldwide Holdings Inc.,Hilton Worldwide Holdings Inc.,1386858600,America/New_York,EDT,-14400000,154.41,180.0,145.0,163.71,165.0,2.4,buy,17,806000000,3.082,2467000064,9569999872,0.643,0.751,4188999936,15.601,0.09432,2737000000,1490749952,1947000064,0.174,0.192,0.73621005,0.58892,0.55264,USD,1.1019
2,7930 Jones Branch Drive,Suite 1100,McLean,VA,22102,United States,703 883 1000,https://www.hilton.com,Lodging,Consumer Cyclical,"Hilton Worldwide Holdings Inc., a hospitality company, engages in managing, franchising, owning, and leasing hotels and resorts. It operates through two segments, Management and Franchise, and Ownership. The company engages in the hotel management and licensing of its brands. It operates luxury hotels under the Waldorf Astoria Hotels & Resorts, LXR Hotels & Resorts, and Conrad Hotels & Resorts brand; lifestyle hotels under the Canopy by Hilton, Curio Collection by Hilton, Tapestry Collection by Hilton, Tempo by Hilton, and Motto by Hilton brand; full service hotels under the Signia by Hilton, Hilton Hotels & Resorts, and DoubleTree by Hilton brand; service hotels under the Hilton Garden Inn, Hampton by Hilton, and Tru by Hilton brand; all-suite hotels under the Embassy Suites by Hilton, Homewood Suites by Hilton, and Home2 Suites by Hilton brand; and premium economy hotel under the Spark by Hilton brand, as well as Hilton Grand Vacations. The company operates in North America, South America, and Central America, including various Caribbean nations; Europe, the Middle East, and Africa; and the Asia Pacific. The company was founded in 1919 and is headquartered in McLean, Virginia.",159000,"{'maxAge': 1, 'name': 'Ms. Kristin A. Campbell', 'age': 61, 'title': 'Exec. VP, Gen. Counsel & Sec.', 'yearBorn': 1961, 'fiscalYear': 2022, 'totalPay': 2033390, 'exercisedValue': 0, 'unexercisedValue': 1351278}",1,8,6,8,6,1693526400,1672444800,86400,2,156.15,155.95,153.89,156.69,156.15,155.95,153.89,156.69,0.6,0.0039,1692835200,0.1258,1.247925,32.37107,22.378262,2732105,2732105,1781645,1890000,1890000,153.85,155.37,1000,1100,40380379136,116.39,157.14,9.639623,151.55,143.20406,0.6,0.0038424595,USD,49152311296,0.30843002,257250895,261514000,4854630,3968097,1690761600,1693440000,0.0186,0.0187,0.97226995,3.4,0.0189,-5.455,1672444800,1703980800,1688083200,0.117,1292000000,4.77,6.9,1.61,1:3,1483488000,11.734,19.924,NYQ,EQUITY,HLT,HLT,Hilton Worldwide Holdings Inc.,Hilton Worldwide Holdings Inc.,1386858600,America/New_York,EDT,-14400000,154.41,180.0,145.0,163.71,165.0,2.4,buy,17,806000000,3.082,2467000064,9569999872,0.643,0.751,4188999936,15.601,0.09432,2737000000,1490749952,1947000064,0.174,0.192,0.73621005,0.58892,0.55264,USD,1.1019
3,7930 Jones Branch Drive,Suite 1100,McLean,VA,22102,United States,703 883 1000,https://www.hilton.com,Lodging,Consumer Cyclical,"Hilton Worldwide Holdings Inc., a hospitality company, engages in managing, franchising, owning, and leasing hotels and resorts. It operates through two segments, Management and Franchise, and Ownership. The company engages in the hotel management and licensing of its brands. It operates luxury hotels under the Waldorf Astoria Hotels & Resorts, LXR Hotels & Resorts, and Conrad Hotels & Resorts brand; lifestyle hotels under the Canopy by Hilton, Curio Collection by Hilton, Tapestry Collection by Hilton, Tempo by Hilton, and Motto by Hilton brand; full service hotels under the Signia by Hilton, Hilton Hotels & Resorts, and DoubleTree by Hilton brand; service hotels under the Hilton Garden Inn, Hampton by Hilton, and Tru by Hilton brand; all-suite hotels under the Embassy Suites by Hilton, Homewood Suites by Hilton, and Home2 Suites by Hilton brand; and premium economy hotel under the Spark by Hilton brand, as well as Hilton Grand Vacations. The company operates in North America, South America, and Central America, including various Caribbean nations; Europe, the Middle East, and Africa; and the Asia Pacific. The company was founded in 1919 and is headquartered in McLean, Virginia.",159000,"{'maxAge': 1, 'name': 'Mr. Matthew W. Schuyler', 'age': 57, 'title': 'Chief Brand Officer', 'yearBorn': 1965, 'fiscalYear': 2022, 'totalPay': 2000031, 'exercisedValue': 0, 'unexercisedValue': 9885361}",1,8,6,8,6,1693526400,1672444800,86400,2,156.15,155.95,153.89,156.69,156.15,155.95,153.89,156.69,0.6,0.0039,1692835200,0.1258,1.247925,32.37107,22.378262,2732105,2732105,1781645,1890000,1890000,153.85,155.37,1000,1100,40380379136,116.39,157.14,9.639623,151.55,143.20406,0.6,0.0038424595,USD,49152311296,0.30843002,257250895,261514000,4854630,3968097,1690761600,1693440000,0.0186,0.0187,0.97226995,3.4,0.0189,-5.455,1672444800,1703980800,1688083200,0.117,1292000000,4.77,6.9,1.61,1:3,1483488000,11.734,19.924,NYQ,EQUITY,HLT,HLT,Hilton Worldwide Holdings Inc.,Hilton Worldwide Holdings Inc.,1386858600,America/New_York,EDT,-14400000,154.41,180.0,145.0,163.71,165.0,2.4,buy,17,806000000,3.082,2467000064,9569999872,0.643,0.751,4188999936,15.601,0.09432,2737000000,1490749952,1947000064,0.174,0.192,0.73621005,0.58892,0.55264,USD,1.1019
4,7930 Jones Branch Drive,Suite 1100,McLean,VA,22102,United States,703 883 1000,https://www.hilton.com,Lodging,Consumer Cyclical,"Hilton Worldwide Holdings Inc., a hospitality company, engages in managing, franchising, owning, and leasing hotels and resorts. It operates through two segments, Management and Franchise, and Ownership. The company engages in the hotel management and licensing of its brands. It operates luxury hotels under the Waldorf Astoria Hotels & Resorts, LXR Hotels & Resorts, and Conrad Hotels & Resorts brand; lifestyle hotels under the Canopy by Hilton, Curio Collection by Hilton, Tapestry Collection by Hilton, Tempo by Hilton, and Motto by Hilton brand; full service hotels under the Signia by Hilton, Hilton Hotels & Resorts, and DoubleTree by Hilton brand; service hotels under the Hilton Garden Inn, Hampton by Hilton, and Tru by Hilton brand; all-suite hotels under the Embassy Suites by Hilton, Homewood Suites by Hilton, and Home2 Suites by Hilton brand; and premium economy hotel under the Spark by Hilton brand, as well as Hilton Grand Vacations. The company operates in North America, South America, and Central America, including various Caribbean nations; Europe, the Middle East, and Africa; and the Asia Pacific. The company was founded in 1919 and is headquartered in McLean, Virginia.",159000,"{'maxAge': 1, 'name': 'Mr. Christopher W. Silcock', 'age': 50, 'title': 'Exec. VP & Chief Commercial Officer', 'yearBorn': 1972, 'fiscalYear': 2022, 'totalPay': 1826740, 'exercisedValue': 0, 'unexercisedValue': 4258741}",1,8,6,8,6,1693526400,1672444800,86400,2,156.15,155.95,153.89,156.69,156.15,155.95,153.89,156.69,0.6,0.0039,1692835200,0.1258,1.247925,32.37107,22.378262,2732105,2732105,1781645,1890000,1890000,153.85,155.37,1000,1100,40380379136,116.39,157.14,9.639623,151.55,143.20406,0.6,0.0038424595,USD,49152311296,0.30843002,257250895,261514000,4854630,3968097,1690761600,1693440000,0.0186,0.0187,0.97226995,3.4,0.0189,-5.455,1672444800,1703980800,1688083200,0.117,1292000000,4.77,6.9,1.61,1:3,1483488000,11.734,19.924,NYQ,EQUITY,HLT,HLT,Hilton Worldwide Holdings Inc.,Hilton Worldwide Holdings Inc.,1386858600,America/New_York,EDT,-14400000,154.41,180.0,145.0,163.71,165.0,2.4,buy,17,806000000,3.082,2467000064,9569999872,0.643,0.751,4188999936,15.601,0.09432,2737000000,1490749952,1947000064,0.174,0.192,0.73621005,0.58892,0.55264,USD,1.1019
5,7930 Jones Branch Drive,Suite 1100,McLean,VA,22102,United States,703 883 1000,https://www.hilton.com,Lodging,Consumer Cyclical,"Hilton Worldwide Holdings Inc., a hospitality company, engages in managing, franchising, owning, and leasing hotels and resorts. It operates through two segments, Management and Franchise, and Ownership. The company engages in the hotel management and licensing of its brands. It operates luxury hotels under the Waldorf Astoria Hotels & Resorts, LXR Hotels & Resorts, and Conrad Hotels & Resorts brand; lifestyle hotels under the Canopy by Hilton, Curio Collection by Hilton, Tapestry Collection by Hilton, Tempo by Hilton, and Motto by Hilton brand; full service hotels under the Signia by Hilton, Hilton Hotels & Resorts, and DoubleTree by Hilton brand; service hotels under the Hilton Garden Inn, Hampton by Hilton, and Tru by Hilton brand; all-suite hotels under the Embassy Suites by Hilton, Homewood Suites by Hilton, and Home2 Suites by Hilton brand; and premium economy hotel under the Spark by Hilton brand, as well as Hilton Grand Vacations. The company operates in North America, South America, and Central America, including various Caribbean nations; Europe, the Middle East, and Africa; and the Asia Pacific. The company was founded in 1919 and is headquartered in McLean, Virginia.",159000,"{'maxAge': 1, 'name': 'Mr. Michael W. Duffy', 'age': 42, 'title': 'Sr. VP & Chief Accounting Officer', 'yearBorn': 1980, 'exercisedValue': 0, 'unexercisedValue': 0}",1,8,6,8,6,1693526400,1672444800,86400,2,156.15,155.95,153.89,156.69,156.15,155.95,153.89,156.69,0.6,0.0039,1692835200,0.1258,1.247925,32.37107,22.378262,2732105,2732105,1781645,1890000,1890000,153.85,155.37,1000,1100,40380379136,116.39,157.14,9.639623,151.55,143.20406,0.6,0.0038424595,USD,49152311296,0.30843002,257250895,261514000,4854630,3968097,1690761600,1693440000,0.0186,0.0187,0.97226995,3.4,0.0189,-5.455,1672444800,1703980800,1688083200,0.117,1292000000,4.77,6.9,1.61,1:3,1483488000,11.734,19.924,NYQ,EQUITY,HLT,HLT,Hilton Worldwide Holdings Inc.,Hilton Worldwide Holdings Inc.,1386858600,America/New_York,EDT,-14400000,154.41,180.0,145.0,163.71,165.0,2.4,buy,17,806000000,3.082,2467000064,9569999872,0.643,0.751,4188999936,15.601,0.09432,2737000000,1490749952,1947000064,0.174,0.192,0.73621005,0.58892,0.55264,USD,1.1019
6,7930 Jones Branch Drive,Suite 1100,McLean,VA,22102,United States,703 883 1000,https://www.hilton.com,Lodging,Consumer Cyclical,"Hilton Worldwide Holdings Inc., a hospitality company, engages in managing, franchising, owning, and leasing hotels and resorts. It operates through two segments, Management and Franchise, and Ownership. The company engages in the hotel management and licensing of its brands. It operates luxury hotels under the Waldorf Astoria Hotels & Resorts, LXR Hotels & Resorts, and Conrad Hotels & Resorts brand; lifestyle hotels under the Canopy by Hilton, Curio Collection by Hilton, Tapestry Collection by Hilton, Tempo by Hilton, and Motto by Hilton brand; full service hotels under the Signia by Hilton, Hilton Hotels & Resorts, and DoubleTree by Hilton brand; service hotels under the Hilton Garden Inn, Hampton by Hilton, and Tru by Hilton brand; all-suite hotels under the Embassy Suites by Hilton, Homewood Suites by Hilton, and Home2 Suites by Hilton brand; and premium economy hotel under the Spark by Hilton brand, as well as Hilton Grand Vacations. The company operates in North America, South America, and Central America, including various Caribbean nations; Europe, the Middle East, and Africa; and the Asia Pacific. The company was founded in 1919 and is headquartered in McLean, Virginia.",159000,"{'maxAge': 1, 'name': 'Jill  Chapman', 'title': 'Sr. VP of Investor Relations & Corp. Devel.', 'exercisedValue': 0, 'unexercisedValue': 0}",1,8,6,8,6,1693526400,1672444800,86400,2,156.15,155.95,153.89,156.69,156.15,155.95,153.89,156.69,0.6,0.0039,1692835200,0.1258,1.247925,32.37107,22.378262,2732105,2732105,1781645,1890000,1890000,153.85,155.37,1000,1100,40380379136,116.39,157.14,9.639623,151.55,143.20406,0.6,0.0038424595,USD,49152311296,0.30843002,257250895,261514000,4854630,3968097,1690761600,1693440000,0.0186,0.0187,0.97226995,3.4,0.0189,-5.455,1672444800,1703980800,1688083200,0.117,1292000000,4.77,6.9,1.61,1:3,1483488000,11.734,19.924,NYQ,EQUITY,HLT,HLT,Hilton Worldwide Holdings Inc.,Hilton Worldwide Holdings Inc.,1386858600,America/New_York,EDT,-14400000,154.41,180.0,145.0,163.71,165.0,2.4,buy,17,806000000,3.082,2467000064,9569999872,0.643,0.751,4188999936,15.601,0.09432,2737000000,1490749952,1947000064,0.174,0.192,0.73621005,0.58892,0.55264,USD,1.1019
7,7930 Jones Branch Drive,Suite 1100,McLean,VA,22102,United States,703 883 1000,https://www.hilton.com,Lodging,Consumer Cyclical,"Hilton Worldwide Holdings Inc., a hospitality company, engages in managing, franchising, owning, and leasing hotels and resorts. It operates through two segments, Management and Franchise, and Ownership. The company engages in the hotel management and licensing of its brands. It operates luxury hotels under the Waldorf Astoria Hotels & Resorts, LXR Hotels & Resorts, and Conrad Hotels & Resorts brand; lifestyle hotels under the Canopy by Hilton, Curio Collection by Hilton, Tapestry Collection by Hilton, Tempo by Hilton, and Motto by Hilton brand; full service hotels under the Signia by Hilton, Hilton Hotels & Resorts, and DoubleTree by Hilton brand; service hotels under the Hilton Garden Inn, Hampton by Hilton, and Tru by Hilton brand; all-suite hotels under the Embassy Suites by Hilton, Homewood Suites by Hilton, and Home2 Suites by Hilton brand; and premium economy hotel under the Spark by Hilton brand, as well as Hilton Grand Vacations. The company operates in North America, South America, and Central America, including various Caribbean nations; Europe, the Middle East, and Africa; and the Asia Pacific. The company was founded in 1919 and is headquartered in McLean, Virginia.",159000,"{'maxAge': 1, 'name': 'Ms. Julia  Austin', 'title': 'Director of Sales & Marketing', 'exercisedValue': 0, 'unexercisedValue': 0}",1,8,6,8,6,1693526400,1672444800,86400,2,156.15,155.95,153.89,156.69,156.15,155.95,153.89,156.69,0.6,0.0039,1692835200,0.1258,1.247925,32.37107,22.378262,2732105,2732105,1781645,1890000,1890000,153.85,155.37,1000,1100,40380379136,116.39,157.14,9.639623,151.55,143.20406,0.6,0.0038424595,USD,49152311296,0.30843002,257250895,261514000,4854630,3968097,1690761600,1693440000,0.0186,0.0187,0.97226995,3.4,0.0189,-5.455,1672444800,1703980800,1688083200,0.117,1292000000,4.77,6.9,1.61,1:3,1483488000,11.734,19.924,NYQ,EQUITY,HLT,HLT,Hilton Worldwide Holdings Inc.,Hilton Worldwide Holdings Inc.,1386858600,America/New_York,EDT,-14400000,154.41,180.0,145.0,163.71,165.0,2.4,buy,17,806000000,3.082,2467000064,9569999872,0.643,0.751,4188999936,15.601,0.09432,2737000000,1490749952,1947000064,0.174,0.192,0.73621005,0.58892,0.55264,USD,1.1019
8,7930 Jones Branch Drive,Suite 1100,McLean,VA,22102,United States,703 883 1000,https://www.hilton.com,Lodging,Consumer Cyclical,"Hilton Worldwide Holdings Inc., a hospitality company, engages in managing, franchising, owning, and leasing hotels and resorts. It operates through two segments, Management and Franchise, and Ownership. The company engages in the hotel management and licensing of its brands. It operates luxury hotels under the Waldorf Astoria Hotels & Resorts, LXR Hotels & Resorts, and Conrad Hotels & Resorts brand; lifestyle hotels under the Canopy by Hilton, Curio Collection by Hilton, Tapestry Collection by Hilton, Tempo by Hilton, and Motto by Hilton brand; full service hotels under the Signia by Hilton, Hilton Hotels & Resorts, and DoubleTree by Hilton brand; service hotels under the Hilton Garden Inn, Hampton by Hilton, and Tru by Hilton brand; all-suite hotels under the Embassy Suites by Hilton, Homewood Suites by Hilton, and Home2 Suites by Hilton brand; and premium economy hotel under the Spark by Hilton brand, as well as Hilton Grand Vacations. The company operates in North America, South America, and Central America, including various Caribbean nations; Europe, the Middle East, and Africa; and the Asia Pacific. The company was founded in 1919 and is headquartered in McLean, Virginia.",159000,"{'maxAge': 1, 'name': 'Ms. Laura  Fuentes', 'age': 46, 'title': 'Exec. VP & Chief HR Officer', 'yearBorn': 1976, 'exercisedValue': 0, 'unexercisedValue': 0}",1,8,6,8,6,1693526400,1672444800,86400,2,156.15,155.95,153.89,156.69,156.15,155.95,153.89,156.69,0.6,0.0039,1692835200,0.1258,1.247925,32.37107,22.378262,2732105,2732105,1781645,1890000,1890000,153.85,155.37,1000,1100,40380379136,116.39,157.14,9.639623,151.55,143.20406,0.6,0.0038424595,USD,49152311296,0.30843002,257250895,261514000,4854630,3968097,1690761600,1693440000,0.0186,0.0187,0.97226995,3.4,0.0189,-5.455,1672444800,1703980800,1688083200,0.117,1292000000,4.77,6.9,1.61,1:3,1483488000,11.734,19.924,NYQ,EQUITY,HLT,HLT,Hilton Worldwide Holdings Inc.,Hilton Worldwide Holdings Inc.,1386858600,America/New_York,EDT,-14400000,154.41,180.0,145.0,163.71,165.0,2.4,buy,17,806000000,3.082,2467000064,9569999872,0.643,0.751,4188999936,15.601,0.09432,2737000000,1490749952,1947000064,0.174,0.192,0.73621005,0.58892,0.55264,USD,1.1019
9,7930 Jones Branch Drive,Suite 1100,McLean,VA,22102,United States,703 883 1000,https://www.hilton.com,Lodging,Consumer Cyclical,"Hilton Worldwide Holdings Inc., a hospitality company, engages in managing, franchising, owning, and leasing hotels and resorts. It operates through two segments, Management and Franchise, and Ownership. The company engages in the hotel management and licensing of its brands. It operates luxury hotels under the Waldorf Astoria Hotels & Resorts, LXR Hotels & Resorts, and Conrad Hotels & Resorts brand; lifestyle hotels under the Canopy by Hilton, Curio Collection by Hilton, Tapestry Collection by Hilton, Tempo by Hilton, and Motto by Hilton brand; full service hotels under the Signia by Hilton, Hilton Hotels & Resorts, and DoubleTree by Hilton brand; service hotels under the Hilton Garden Inn, Hampton by Hilton, and Tru by Hilton brand; all-suite hotels under the Embassy Suites by Hilton, Homewood Suites by Hilton, and Home2 Suites by Hilton brand; and premium economy hotel under the Spark by Hilton brand, as well as Hilton Grand Vacations. The company operates in North America, South America, and Central America, including various Caribbean nations; Europe, the Middle East, and Africa; and the Asia Pacific. The company was founded in 1919 and is headquartered in McLean, Virginia.",159000,"{'maxAge': 1, 'name': 'Mr. Frank R. Passanante', 'title': 'Sr. VP of Group Sales', 'exercisedValue': 0, 'unexercisedValue': 0}",1,8,6,8,6,1693526400,1672444800,86400,2,156.15,155.95,153.89,156.69,156.15,155.95,153.89,156.69,0.6,0.0039,1692835200,0.1258,1.247925,32.37107,22.378262,2732105,2732105,1781645,1890000,1890000,153.85,155.37,1000,1100,40380379136,116.39,157.14,9.639623,151.55,143.20406,0.6,0.0038424595,USD,49152311296,0.30843002,257250895,261514000,4854630,3968097,1690761600,1693440000,0.0186,0.0187,0.97226995,3.4,0.0189,-5.455,1672444800,1703980800,1688083200,0.117,1292000000,4.77,6.9,1.61,1:3,1483488000,11.734,19.924,NYQ,EQUITY,HLT,HLT,Hilton Worldwide Holdings Inc.,Hilton Worldwide Holdings Inc.,1386858600,America/New_York,EDT,-14400000,154.41,180.0,145.0,163.71,165.0,2.4,buy,17,806000000,3.082,2467000064,9569999872,0.643,0.751,4188999936,15.601,0.09432,2737000000,1490749952,1947000064,0.174,0.192,0.73621005,0.58892,0.55264,USD,1.1019
