,address1,address2,city,state,zip,country,phone,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,forwardEps,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,totalDebt,quickRatio,currentRatio,returnOnAssets,returnOnEquity,freeCashflow,operatingCashflow,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,200 Granville Street,Suite 2710,Vancouver,BC,V6C 1S4,Canada,604 683 6332,https://www.ithmines.com,Gold,Basic Materials,"International Tower Hill Mines Ltd., a mineral exploration company, engages in the acquisition, exploration, and development of mineral properties. It holds or has rights to acquire interests in the Livengood gold project covering an area of approximately 19,546 hectares located to the northwest of Fairbanks, Alaska. The company was formerly known as Tower Hill Mines Ltd. and changed its name to International Tower Hill Mines Ltd. in March 1991. International Tower Hill Mines Ltd. was incorporated in 1978 and is headquartered in Vancouver, Canada.",3,"{'maxAge': 1, 'name': 'Mr. Karl M. L. Hanneman', 'age': 64, 'title': 'CEO & Director', 'yearBorn': 1958, 'fiscalYear': 2022, 'totalPay': 222941, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.48,0.52,0.51,0.52,0.48,0.52,0.51,0.52,0.0,0.693848,-26.0,14259,14259,10646,8970,8970,0.51,0.54,0,0,101860720,0.44,1.11,0.5396,0.6578,0.0,0.0,CAD,91035040,0.0,105212078,195886000,115842,106099,1690761600,1693440000,0.00059999997,0.0057599996,0.71591,8.33,0.0015,0.299,1.7391304,1672444800,1703980800,1688083200,-3098875,-0.03,-0.02,TOR,EQUITY,ITH.TO,ITH.TO,INTERNATIONAL TOWER HILL MINES ,International Tower Hill Mines Ltd.,839511000,America/Toronto,EDT,-14400000,0.52,none,2990012,0.015,0,17.924,19.71,-0.03345,-0.05167,-1682910,-2771171,0.0,0.0,0.0,USD,
1,200 Granville Street,Suite 2710,Vancouver,BC,V6C 1S4,Canada,604 683 6332,https://www.ithmines.com,Gold,Basic Materials,"International Tower Hill Mines Ltd., a mineral exploration company, engages in the acquisition, exploration, and development of mineral properties. It holds or has rights to acquire interests in the Livengood gold project covering an area of approximately 19,546 hectares located to the northwest of Fairbanks, Alaska. The company was formerly known as Tower Hill Mines Ltd. and changed its name to International Tower Hill Mines Ltd. in March 1991. International Tower Hill Mines Ltd. was incorporated in 1978 and is headquartered in Vancouver, Canada.",3,"{'maxAge': 1, 'name': 'Mr. David Allen Cross CPA, CGA, CPA', 'age': 46, 'title': 'Chief Financial Officer', 'yearBorn': 1976, 'fiscalYear': 2022, 'totalPay': 55358, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.48,0.52,0.51,0.52,0.48,0.52,0.51,0.52,0.0,0.693848,-26.0,14259,14259,10646,8970,8970,0.51,0.54,0,0,101860720,0.44,1.11,0.5396,0.6578,0.0,0.0,CAD,91035040,0.0,105212078,195886000,115842,106099,1690761600,1693440000,0.00059999997,0.0057599996,0.71591,8.33,0.0015,0.299,1.7391304,1672444800,1703980800,1688083200,-3098875,-0.03,-0.02,TOR,EQUITY,ITH.TO,ITH.TO,INTERNATIONAL TOWER HILL MINES ,International Tower Hill Mines Ltd.,839511000,America/Toronto,EDT,-14400000,0.52,none,2990012,0.015,0,17.924,19.71,-0.03345,-0.05167,-1682910,-2771171,0.0,0.0,0.0,USD,
2,200 Granville Street,Suite 2710,Vancouver,BC,V6C 1S4,Canada,604 683 6332,https://www.ithmines.com,Gold,Basic Materials,"International Tower Hill Mines Ltd., a mineral exploration company, engages in the acquisition, exploration, and development of mineral properties. It holds or has rights to acquire interests in the Livengood gold project covering an area of approximately 19,546 hectares located to the northwest of Fairbanks, Alaska. The company was formerly known as Tower Hill Mines Ltd. and changed its name to International Tower Hill Mines Ltd. in March 1991. International Tower Hill Mines Ltd. was incorporated in 1978 and is headquartered in Vancouver, Canada.",3,"{'maxAge': 1, 'name': 'Mr. Richard J. Solie Jr.', 'title': 'Investor & Community Relations Mang.', 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.48,0.52,0.51,0.52,0.48,0.52,0.51,0.52,0.0,0.693848,-26.0,14259,14259,10646,8970,8970,0.51,0.54,0,0,101860720,0.44,1.11,0.5396,0.6578,0.0,0.0,CAD,91035040,0.0,105212078,195886000,115842,106099,1690761600,1693440000,0.00059999997,0.0057599996,0.71591,8.33,0.0015,0.299,1.7391304,1672444800,1703980800,1688083200,-3098875,-0.03,-0.02,TOR,EQUITY,ITH.TO,ITH.TO,INTERNATIONAL TOWER HILL MINES ,International Tower Hill Mines Ltd.,839511000,America/Toronto,EDT,-14400000,0.52,none,2990012,0.015,0,17.924,19.71,-0.03345,-0.05167,-1682910,-2771171,0.0,0.0,0.0,USD,
3,200 Granville Street,Suite 2710,Vancouver,BC,V6C 1S4,Canada,604 683 6332,https://www.ithmines.com,Gold,Basic Materials,"International Tower Hill Mines Ltd., a mineral exploration company, engages in the acquisition, exploration, and development of mineral properties. It holds or has rights to acquire interests in the Livengood gold project covering an area of approximately 19,546 hectares located to the northwest of Fairbanks, Alaska. The company was formerly known as Tower Hill Mines Ltd. and changed its name to International Tower Hill Mines Ltd. in March 1991. International Tower Hill Mines Ltd. was incorporated in 1978 and is headquartered in Vancouver, Canada.",3,"{'maxAge': 1, 'name': 'Ms. Debbie L. Evans', 'title': 'Corp. Controller & Corp. Sec.', 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.48,0.52,0.51,0.52,0.48,0.52,0.51,0.52,0.0,0.693848,-26.0,14259,14259,10646,8970,8970,0.51,0.54,0,0,101860720,0.44,1.11,0.5396,0.6578,0.0,0.0,CAD,91035040,0.0,105212078,195886000,115842,106099,1690761600,1693440000,0.00059999997,0.0057599996,0.71591,8.33,0.0015,0.299,1.7391304,1672444800,1703980800,1688083200,-3098875,-0.03,-0.02,TOR,EQUITY,ITH.TO,ITH.TO,INTERNATIONAL TOWER HILL MINES ,International Tower Hill Mines Ltd.,839511000,America/Toronto,EDT,-14400000,0.52,none,2990012,0.015,0,17.924,19.71,-0.03345,-0.05167,-1682910,-2771171,0.0,0.0,0.0,USD,
