,address1,city,state,zip,country,phone,fax,website,industry,sector,longBusinessSummary,companyOfficers,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,fiveYearAvgDividendYield,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,profitMargins,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,trailingEps,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,grossMargins,ebitdaMargins,operatingMargins,trailingPegRatio
0,280 Park Avenue,New York,NY,10017,United States,800 822 5544,877 859 4112,https://www.leggmason.com/en-us/products/closed-end-funds/legg-mason-bw-global-income-opportunities-fund-inc.html,Asset Management,Financial Services,"Legg Mason BW Global Income Opportunities Fund Inc. is a closed ended fixed income mutual fund launched and managed by Legg Mason Partners Fund Advisor, LLC. The fund is co-managed by Brandywine Global Investment Management, LLC. It invests in fixed income markets. The fund employs fundamental analysis to create its portfolio. Legg Mason BW Global Income Opportunities Fund Inc. was formed on March 28, 2012 and is domiciled in the United States.","{'maxAge': 1, 'name': 'Mr. Kenneth Donald Fuller', 'age': 64, 'title': 'Chairman, Chief Exec. Officer and Pres', 'yearBorn': 1958, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,8.01,7.99,7.96,8.05,8.01,7.99,7.96,8.05,0.96,0.12060001,1695254400,8.9,20191,20191,58588,34570,34570,7.64,8.31,1000,800,133662728,7.43,8.87,8.1366,8.09185,0.0,0.0,USD,0.0,16791800,6295,3296,1690761600,1693440000,0.0004,0.0,0.55907,0.09,-0.35,NYQ,EQUITY,BWG,BWG,BrandywineGLOBAL Global Income ,Legg Mason BW Global Income Opportunities Fund Inc.,1332941400,America/New_York,EDT,-14400000,7.96,none,0.0,0.0,0.0,
1,280 Park Avenue,New York,NY,10017,United States,800 822 5544,877 859 4112,https://www.leggmason.com/en-us/products/closed-end-funds/legg-mason-bw-global-income-opportunities-fund-inc.html,Asset Management,Financial Services,"Legg Mason BW Global Income Opportunities Fund Inc. is a closed ended fixed income mutual fund launched and managed by Legg Mason Partners Fund Advisor, LLC. The fund is co-managed by Brandywine Global Investment Management, LLC. It invests in fixed income markets. The fund employs fundamental analysis to create its portfolio. Legg Mason BW Global Income Opportunities Fund Inc. was formed on March 28, 2012 and is domiciled in the United States.","{'maxAge': 1, 'name': 'Mr. Brian L. Kloss CPA, CPA, J.D.', 'title': 'Portfolio Mang.', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,8.01,7.99,7.96,8.05,8.01,7.99,7.96,8.05,0.96,0.12060001,1695254400,8.9,20191,20191,58588,34570,34570,7.64,8.31,1000,800,133662728,7.43,8.87,8.1366,8.09185,0.0,0.0,USD,0.0,16791800,6295,3296,1690761600,1693440000,0.0004,0.0,0.55907,0.09,-0.35,NYQ,EQUITY,BWG,BWG,BrandywineGLOBAL Global Income ,Legg Mason BW Global Income Opportunities Fund Inc.,1332941400,America/New_York,EDT,-14400000,7.96,none,0.0,0.0,0.0,
2,280 Park Avenue,New York,NY,10017,United States,800 822 5544,877 859 4112,https://www.leggmason.com/en-us/products/closed-end-funds/legg-mason-bw-global-income-opportunities-fund-inc.html,Asset Management,Financial Services,"Legg Mason BW Global Income Opportunities Fund Inc. is a closed ended fixed income mutual fund launched and managed by Legg Mason Partners Fund Advisor, LLC. The fund is co-managed by Brandywine Global Investment Management, LLC. It invests in fixed income markets. The fund employs fundamental analysis to create its portfolio. Legg Mason BW Global Income Opportunities Fund Inc. was formed on March 28, 2012 and is domiciled in the United States.","{'maxAge': 1, 'name': 'Mr. David Fenno Hoffman C.F.A., CFA', 'age': 70, 'title': 'Portfolio Mang.', 'yearBorn': 1952, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,8.01,7.99,7.96,8.05,8.01,7.99,7.96,8.05,0.96,0.12060001,1695254400,8.9,20191,20191,58588,34570,34570,7.64,8.31,1000,800,133662728,7.43,8.87,8.1366,8.09185,0.0,0.0,USD,0.0,16791800,6295,3296,1690761600,1693440000,0.0004,0.0,0.55907,0.09,-0.35,NYQ,EQUITY,BWG,BWG,BrandywineGLOBAL Global Income ,Legg Mason BW Global Income Opportunities Fund Inc.,1332941400,America/New_York,EDT,-14400000,7.96,none,0.0,0.0,0.0,
3,280 Park Avenue,New York,NY,10017,United States,800 822 5544,877 859 4112,https://www.leggmason.com/en-us/products/closed-end-funds/legg-mason-bw-global-income-opportunities-fund-inc.html,Asset Management,Financial Services,"Legg Mason BW Global Income Opportunities Fund Inc. is a closed ended fixed income mutual fund launched and managed by Legg Mason Partners Fund Advisor, LLC. The fund is co-managed by Brandywine Global Investment Management, LLC. It invests in fixed income markets. The fund employs fundamental analysis to create its portfolio. Legg Mason BW Global Income Opportunities Fund Inc. was formed on March 28, 2012 and is domiciled in the United States.","{'maxAge': 1, 'name': 'Mr. Stephen Scott Smith', 'age': 76, 'title': 'Portfolio Mang.', 'yearBorn': 1946, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,8.01,7.99,7.96,8.05,8.01,7.99,7.96,8.05,0.96,0.12060001,1695254400,8.9,20191,20191,58588,34570,34570,7.64,8.31,1000,800,133662728,7.43,8.87,8.1366,8.09185,0.0,0.0,USD,0.0,16791800,6295,3296,1690761600,1693440000,0.0004,0.0,0.55907,0.09,-0.35,NYQ,EQUITY,BWG,BWG,BrandywineGLOBAL Global Income ,Legg Mason BW Global Income Opportunities Fund Inc.,1332941400,America/New_York,EDT,-14400000,7.96,none,0.0,0.0,0.0,
4,280 Park Avenue,New York,NY,10017,United States,800 822 5544,877 859 4112,https://www.leggmason.com/en-us/products/closed-end-funds/legg-mason-bw-global-income-opportunities-fund-inc.html,Asset Management,Financial Services,"Legg Mason BW Global Income Opportunities Fund Inc. is a closed ended fixed income mutual fund launched and managed by Legg Mason Partners Fund Advisor, LLC. The fund is co-managed by Brandywine Global Investment Management, LLC. It invests in fixed income markets. The fund employs fundamental analysis to create its portfolio. Legg Mason BW Global Income Opportunities Fund Inc. was formed on March 28, 2012 and is domiciled in the United States.","{'maxAge': 1, 'name': 'Mr. John Phillip McIntyre C.F.A., CFA', 'age': 58, 'title': 'Portfolio Mang.', 'yearBorn': 1964, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,8.01,7.99,7.96,8.05,8.01,7.99,7.96,8.05,0.96,0.12060001,1695254400,8.9,20191,20191,58588,34570,34570,7.64,8.31,1000,800,133662728,7.43,8.87,8.1366,8.09185,0.0,0.0,USD,0.0,16791800,6295,3296,1690761600,1693440000,0.0004,0.0,0.55907,0.09,-0.35,NYQ,EQUITY,BWG,BWG,BrandywineGLOBAL Global Income ,Legg Mason BW Global Income Opportunities Fund Inc.,1332941400,America/New_York,EDT,-14400000,7.96,none,0.0,0.0,0.0,
