,address1,city,zip,country,phone,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,pegRatio,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,Nedre Skøyen vei 2,Oslo,0276,Norway,47 21 58 50 00,https://www.multiconsultgroup.com,Engineering & Construction,Industrials,"Multiconsult ASA provides engineering design, consultancy, and architecture services in Norway and internationally. The company offers multidisciplinary consultancy, design, planning, project supervision and management, geotechnical site survey, verification and control, analysis and due diligence, construction management, geological investigations, environmental services and HSE, river basin management, hydrometry, and hydrological field work services. It serves buildings and properties, cities and society, industry, oil and gas, renewable energy, rail and transportation, and water and environment sectors. Multiconsult ASA was founded in 1908 and is headquartered in Oslo, Norway.",3360,"{'maxAge': 1, 'name': 'Ms. Grethe  Bergly', 'age': 60, 'title': 'Chief Exec. Officer', 'yearBorn': 1962, 'fiscalYear': 2022, 'totalPay': 5787339, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,143.0,143.0,142.0,143.0,143.0,143.0,142.0,143.0,9.0,0.0634,1681430400,0.7772,1.102477,12.273121,12.251941,3889,3889,4223,4690,4690,142.0,142.5,144600,300000,3916274688,114.8,169.0,0.8767838,148.02,145.339,9.0,0.062937066,NOK,5178928128,0.07112,17242395,27579400,0.39116,0.27628002,33.654,4.2194095,1672444800,1703980800,1688083200,-0.378,317684000,11.57,11.59,30.02,1.159,10.627,OSL,EQUITY,MULTI.OL,MULTI.OL,MULTICONSULT,Multiconsult ASA,1432278000,Europe/Oslo,CEST,7200000,142.0,200.0,175.0,190.0,195.0,2.0,buy,3,42284000,1.53,487342016,1249862016,0.793,0.905,4466636800,127.979,162.946,0.07909,0.34436,1499441000,438017760,599240000,-0.383,0.1,0.3506,0.109110005,0.09656999,NOK,
1,Nedre Skøyen vei 2,Oslo,0276,Norway,47 21 58 50 00,https://www.multiconsultgroup.com,Engineering & Construction,Industrials,"Multiconsult ASA provides engineering design, consultancy, and architecture services in Norway and internationally. The company offers multidisciplinary consultancy, design, planning, project supervision and management, geotechnical site survey, verification and control, analysis and due diligence, construction management, geological investigations, environmental services and HSE, river basin management, hydrometry, and hydrological field work services. It serves buildings and properties, cities and society, industry, oil and gas, renewable energy, rail and transportation, and water and environment sectors. Multiconsult ASA was founded in 1908 and is headquartered in Oslo, Norway.",3360,"{'maxAge': 1, 'name': 'Mr. Ove Brudløs Haupberg', 'title': 'Chief Financial Officer', 'fiscalYear': 2022, 'totalPay': 1017914, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,143.0,143.0,142.0,143.0,143.0,143.0,142.0,143.0,9.0,0.0634,1681430400,0.7772,1.102477,12.273121,12.251941,3889,3889,4223,4690,4690,142.0,142.5,144600,300000,3916274688,114.8,169.0,0.8767838,148.02,145.339,9.0,0.062937066,NOK,5178928128,0.07112,17242395,27579400,0.39116,0.27628002,33.654,4.2194095,1672444800,1703980800,1688083200,-0.378,317684000,11.57,11.59,30.02,1.159,10.627,OSL,EQUITY,MULTI.OL,MULTI.OL,MULTICONSULT,Multiconsult ASA,1432278000,Europe/Oslo,CEST,7200000,142.0,200.0,175.0,190.0,195.0,2.0,buy,3,42284000,1.53,487342016,1249862016,0.793,0.905,4466636800,127.979,162.946,0.07909,0.34436,1499441000,438017760,599240000,-0.383,0.1,0.3506,0.109110005,0.09656999,NOK,
2,Nedre Skøyen vei 2,Oslo,0276,Norway,47 21 58 50 00,https://www.multiconsultgroup.com,Engineering & Construction,Industrials,"Multiconsult ASA provides engineering design, consultancy, and architecture services in Norway and internationally. The company offers multidisciplinary consultancy, design, planning, project supervision and management, geotechnical site survey, verification and control, analysis and due diligence, construction management, geological investigations, environmental services and HSE, river basin management, hydrometry, and hydrological field work services. It serves buildings and properties, cities and society, industry, oil and gas, renewable energy, rail and transportation, and water and environment sectors. Multiconsult ASA was founded in 1908 and is headquartered in Oslo, Norway.",3360,"{'maxAge': 1, 'name': 'Mr. Arne  Jorde', 'age': 57, 'title': 'Acting Chief Operating Officer', 'yearBorn': 1965, 'fiscalYear': 2022, 'totalPay': 604982, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,143.0,143.0,142.0,143.0,143.0,143.0,142.0,143.0,9.0,0.0634,1681430400,0.7772,1.102477,12.273121,12.251941,3889,3889,4223,4690,4690,142.0,142.5,144600,300000,3916274688,114.8,169.0,0.8767838,148.02,145.339,9.0,0.062937066,NOK,5178928128,0.07112,17242395,27579400,0.39116,0.27628002,33.654,4.2194095,1672444800,1703980800,1688083200,-0.378,317684000,11.57,11.59,30.02,1.159,10.627,OSL,EQUITY,MULTI.OL,MULTI.OL,MULTICONSULT,Multiconsult ASA,1432278000,Europe/Oslo,CEST,7200000,142.0,200.0,175.0,190.0,195.0,2.0,buy,3,42284000,1.53,487342016,1249862016,0.793,0.905,4466636800,127.979,162.946,0.07909,0.34436,1499441000,438017760,599240000,-0.383,0.1,0.3506,0.109110005,0.09656999,NOK,
3,Nedre Skøyen vei 2,Oslo,0276,Norway,47 21 58 50 00,https://www.multiconsultgroup.com,Engineering & Construction,Industrials,"Multiconsult ASA provides engineering design, consultancy, and architecture services in Norway and internationally. The company offers multidisciplinary consultancy, design, planning, project supervision and management, geotechnical site survey, verification and control, analysis and due diligence, construction management, geological investigations, environmental services and HSE, river basin management, hydrometry, and hydrological field work services. It serves buildings and properties, cities and society, industry, oil and gas, renewable energy, rail and transportation, and water and environment sectors. Multiconsult ASA was founded in 1908 and is headquartered in Oslo, Norway.",3360,"{'maxAge': 1, 'name': 'Ms. Unni Iren Kristiansen', 'age': 49, 'title': 'Group Chief Accountant', 'yearBorn': 1973, 'fiscalYear': 2022, 'totalPay': 589098, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,143.0,143.0,142.0,143.0,143.0,143.0,142.0,143.0,9.0,0.0634,1681430400,0.7772,1.102477,12.273121,12.251941,3889,3889,4223,4690,4690,142.0,142.5,144600,300000,3916274688,114.8,169.0,0.8767838,148.02,145.339,9.0,0.062937066,NOK,5178928128,0.07112,17242395,27579400,0.39116,0.27628002,33.654,4.2194095,1672444800,1703980800,1688083200,-0.378,317684000,11.57,11.59,30.02,1.159,10.627,OSL,EQUITY,MULTI.OL,MULTI.OL,MULTICONSULT,Multiconsult ASA,1432278000,Europe/Oslo,CEST,7200000,142.0,200.0,175.0,190.0,195.0,2.0,buy,3,42284000,1.53,487342016,1249862016,0.793,0.905,4466636800,127.979,162.946,0.07909,0.34436,1499441000,438017760,599240000,-0.383,0.1,0.3506,0.109110005,0.09656999,NOK,
4,Nedre Skøyen vei 2,Oslo,0276,Norway,47 21 58 50 00,https://www.multiconsultgroup.com,Engineering & Construction,Industrials,"Multiconsult ASA provides engineering design, consultancy, and architecture services in Norway and internationally. The company offers multidisciplinary consultancy, design, planning, project supervision and management, geotechnical site survey, verification and control, analysis and due diligence, construction management, geological investigations, environmental services and HSE, river basin management, hydrometry, and hydrological field work services. It serves buildings and properties, cities and society, industry, oil and gas, renewable energy, rail and transportation, and water and environment sectors. Multiconsult ASA was founded in 1908 and is headquartered in Oslo, Norway.",3360,"{'maxAge': 1, 'name': 'Ms. Kari  Nicolaisen', 'title': 'Exec. VP of HR & Corp. Communications', 'fiscalYear': 2022, 'totalPay': 2850211, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,143.0,143.0,142.0,143.0,143.0,143.0,142.0,143.0,9.0,0.0634,1681430400,0.7772,1.102477,12.273121,12.251941,3889,3889,4223,4690,4690,142.0,142.5,144600,300000,3916274688,114.8,169.0,0.8767838,148.02,145.339,9.0,0.062937066,NOK,5178928128,0.07112,17242395,27579400,0.39116,0.27628002,33.654,4.2194095,1672444800,1703980800,1688083200,-0.378,317684000,11.57,11.59,30.02,1.159,10.627,OSL,EQUITY,MULTI.OL,MULTI.OL,MULTICONSULT,Multiconsult ASA,1432278000,Europe/Oslo,CEST,7200000,142.0,200.0,175.0,190.0,195.0,2.0,buy,3,42284000,1.53,487342016,1249862016,0.793,0.905,4466636800,127.979,162.946,0.07909,0.34436,1499441000,438017760,599240000,-0.383,0.1,0.3506,0.109110005,0.09656999,NOK,
5,Nedre Skøyen vei 2,Oslo,0276,Norway,47 21 58 50 00,https://www.multiconsultgroup.com,Engineering & Construction,Industrials,"Multiconsult ASA provides engineering design, consultancy, and architecture services in Norway and internationally. The company offers multidisciplinary consultancy, design, planning, project supervision and management, geotechnical site survey, verification and control, analysis and due diligence, construction management, geological investigations, environmental services and HSE, river basin management, hydrometry, and hydrological field work services. It serves buildings and properties, cities and society, industry, oil and gas, renewable energy, rail and transportation, and water and environment sectors. Multiconsult ASA was founded in 1908 and is headquartered in Oslo, Norway.",3360,"{'maxAge': 1, 'name': 'Mr. Thor Orjan Holt', 'title': 'Exec. VP of Sales', 'fiscalYear': 2022, 'totalPay': 1969774, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,143.0,143.0,142.0,143.0,143.0,143.0,142.0,143.0,9.0,0.0634,1681430400,0.7772,1.102477,12.273121,12.251941,3889,3889,4223,4690,4690,142.0,142.5,144600,300000,3916274688,114.8,169.0,0.8767838,148.02,145.339,9.0,0.062937066,NOK,5178928128,0.07112,17242395,27579400,0.39116,0.27628002,33.654,4.2194095,1672444800,1703980800,1688083200,-0.378,317684000,11.57,11.59,30.02,1.159,10.627,OSL,EQUITY,MULTI.OL,MULTI.OL,MULTICONSULT,Multiconsult ASA,1432278000,Europe/Oslo,CEST,7200000,142.0,200.0,175.0,190.0,195.0,2.0,buy,3,42284000,1.53,487342016,1249862016,0.793,0.905,4466636800,127.979,162.946,0.07909,0.34436,1499441000,438017760,599240000,-0.383,0.1,0.3506,0.109110005,0.09656999,NOK,
6,Nedre Skøyen vei 2,Oslo,0276,Norway,47 21 58 50 00,https://www.multiconsultgroup.com,Engineering & Construction,Industrials,"Multiconsult ASA provides engineering design, consultancy, and architecture services in Norway and internationally. The company offers multidisciplinary consultancy, design, planning, project supervision and management, geotechnical site survey, verification and control, analysis and due diligence, construction management, geological investigations, environmental services and HSE, river basin management, hydrometry, and hydrological field work services. It serves buildings and properties, cities and society, industry, oil and gas, renewable energy, rail and transportation, and water and environment sectors. Multiconsult ASA was founded in 1908 and is headquartered in Oslo, Norway.",3360,"{'maxAge': 1, 'name': 'Ms. Kristin Olsson Augestad', 'age': 49, 'title': 'Exec. VP of Region Oslo', 'yearBorn': 1973, 'fiscalYear': 2022, 'totalPay': 2876731, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,143.0,143.0,142.0,143.0,143.0,143.0,142.0,143.0,9.0,0.0634,1681430400,0.7772,1.102477,12.273121,12.251941,3889,3889,4223,4690,4690,142.0,142.5,144600,300000,3916274688,114.8,169.0,0.8767838,148.02,145.339,9.0,0.062937066,NOK,5178928128,0.07112,17242395,27579400,0.39116,0.27628002,33.654,4.2194095,1672444800,1703980800,1688083200,-0.378,317684000,11.57,11.59,30.02,1.159,10.627,OSL,EQUITY,MULTI.OL,MULTI.OL,MULTICONSULT,Multiconsult ASA,1432278000,Europe/Oslo,CEST,7200000,142.0,200.0,175.0,190.0,195.0,2.0,buy,3,42284000,1.53,487342016,1249862016,0.793,0.905,4466636800,127.979,162.946,0.07909,0.34436,1499441000,438017760,599240000,-0.383,0.1,0.3506,0.109110005,0.09656999,NOK,
7,Nedre Skøyen vei 2,Oslo,0276,Norway,47 21 58 50 00,https://www.multiconsultgroup.com,Engineering & Construction,Industrials,"Multiconsult ASA provides engineering design, consultancy, and architecture services in Norway and internationally. The company offers multidisciplinary consultancy, design, planning, project supervision and management, geotechnical site survey, verification and control, analysis and due diligence, construction management, geological investigations, environmental services and HSE, river basin management, hydrometry, and hydrological field work services. It serves buildings and properties, cities and society, industry, oil and gas, renewable energy, rail and transportation, and water and environment sectors. Multiconsult ASA was founded in 1908 and is headquartered in Oslo, Norway.",3360,"{'maxAge': 1, 'name': 'Mr. Leif Olav Bogen', 'age': 55, 'title': 'Exec. VP of Regions Norway', 'yearBorn': 1967, 'fiscalYear': 2022, 'totalPay': 2847878, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,143.0,143.0,142.0,143.0,143.0,143.0,142.0,143.0,9.0,0.0634,1681430400,0.7772,1.102477,12.273121,12.251941,3889,3889,4223,4690,4690,142.0,142.5,144600,300000,3916274688,114.8,169.0,0.8767838,148.02,145.339,9.0,0.062937066,NOK,5178928128,0.07112,17242395,27579400,0.39116,0.27628002,33.654,4.2194095,1672444800,1703980800,1688083200,-0.378,317684000,11.57,11.59,30.02,1.159,10.627,OSL,EQUITY,MULTI.OL,MULTI.OL,MULTICONSULT,Multiconsult ASA,1432278000,Europe/Oslo,CEST,7200000,142.0,200.0,175.0,190.0,195.0,2.0,buy,3,42284000,1.53,487342016,1249862016,0.793,0.905,4466636800,127.979,162.946,0.07909,0.34436,1499441000,438017760,599240000,-0.383,0.1,0.3506,0.109110005,0.09656999,NOK,
8,Nedre Skøyen vei 2,Oslo,0276,Norway,47 21 58 50 00,https://www.multiconsultgroup.com,Engineering & Construction,Industrials,"Multiconsult ASA provides engineering design, consultancy, and architecture services in Norway and internationally. The company offers multidisciplinary consultancy, design, planning, project supervision and management, geotechnical site survey, verification and control, analysis and due diligence, construction management, geological investigations, environmental services and HSE, river basin management, hydrometry, and hydrological field work services. It serves buildings and properties, cities and society, industry, oil and gas, renewable energy, rail and transportation, and water and environment sectors. Multiconsult ASA was founded in 1908 and is headquartered in Oslo, Norway.",3360,"{'maxAge': 1, 'name': 'Ms. Kirsten Anker Sørensen', 'title': 'Exec. VP of Architecture', 'fiscalYear': 2022, 'totalPay': 3049866, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,143.0,143.0,142.0,143.0,143.0,143.0,142.0,143.0,9.0,0.0634,1681430400,0.7772,1.102477,12.273121,12.251941,3889,3889,4223,4690,4690,142.0,142.5,144600,300000,3916274688,114.8,169.0,0.8767838,148.02,145.339,9.0,0.062937066,NOK,5178928128,0.07112,17242395,27579400,0.39116,0.27628002,33.654,4.2194095,1672444800,1703980800,1688083200,-0.378,317684000,11.57,11.59,30.02,1.159,10.627,OSL,EQUITY,MULTI.OL,MULTI.OL,MULTICONSULT,Multiconsult ASA,1432278000,Europe/Oslo,CEST,7200000,142.0,200.0,175.0,190.0,195.0,2.0,buy,3,42284000,1.53,487342016,1249862016,0.793,0.905,4466636800,127.979,162.946,0.07909,0.34436,1499441000,438017760,599240000,-0.383,0.1,0.3506,0.109110005,0.09656999,NOK,
9,Nedre Skøyen vei 2,Oslo,0276,Norway,47 21 58 50 00,https://www.multiconsultgroup.com,Engineering & Construction,Industrials,"Multiconsult ASA provides engineering design, consultancy, and architecture services in Norway and internationally. The company offers multidisciplinary consultancy, design, planning, project supervision and management, geotechnical site survey, verification and control, analysis and due diligence, construction management, geological investigations, environmental services and HSE, river basin management, hydrometry, and hydrological field work services. It serves buildings and properties, cities and society, industry, oil and gas, renewable energy, rail and transportation, and water and environment sectors. Multiconsult ASA was founded in 1908 and is headquartered in Oslo, Norway.",3360,"{'maxAge': 1, 'name': 'Mr. Geir  Juterud', 'age': 51, 'title': 'Exec. VP of Projects', 'yearBorn': 1971, 'fiscalYear': 2022, 'totalPay': 2803003, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,143.0,143.0,142.0,143.0,143.0,143.0,142.0,143.0,9.0,0.0634,1681430400,0.7772,1.102477,12.273121,12.251941,3889,3889,4223,4690,4690,142.0,142.5,144600,300000,3916274688,114.8,169.0,0.8767838,148.02,145.339,9.0,0.062937066,NOK,5178928128,0.07112,17242395,27579400,0.39116,0.27628002,33.654,4.2194095,1672444800,1703980800,1688083200,-0.378,317684000,11.57,11.59,30.02,1.159,10.627,OSL,EQUITY,MULTI.OL,MULTI.OL,MULTICONSULT,Multiconsult ASA,1432278000,Europe/Oslo,CEST,7200000,142.0,200.0,175.0,190.0,195.0,2.0,buy,3,42284000,1.53,487342016,1249862016,0.793,0.905,4466636800,127.979,162.946,0.07909,0.34436,1499441000,438017760,599240000,-0.383,0.1,0.3506,0.109110005,0.09656999,NOK,
