,address1,city,state,zip,country,phone,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,forwardPE,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,forwardEps,pegRatio,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,201 East Front Street,Mount Horeb,WI,53572,United States,608 424 1544,https://www.duluthtrading.com,Apparel Retail,Consumer Cyclical,"Duluth Holdings Inc. sells casual wear, workwear, and accessories for men and women under the Duluth Trading brand in the United States. It provides shirts, pants, underwear, outerwear, footwear, accessories, and hard goods. The company offers its products under various trademarks, trade names, and service marks, including Alaskan Hardgear, Armachillo, Ballroom, Cab Commander, Crouch Gusset, Dry on the Fly, Duluth Trading Co, Duluthflex, Fire Hose, Longtail T, No Polo Shirt, No Yank, Wild Boar Mocs, and Buck Naked. It markets its products through its website, catalogs, and stores. The company was formerly known as GEMPLER'S, Inc. Duluth Holdings Inc. was founded in 1989 and is headquartered in Mount Horeb, Wisconsin.",964,"{'maxAge': 1, 'name': 'Mr. Samuel M. Sato', 'age': 58, 'title': 'Pres, CEO & Director', 'yearBorn': 1964, 'fiscalYear': 2022, 'totalPay': 832000, 'exercisedValue': 0, 'unexercisedValue': 0}",7,9,10,10,10,1693526400,1672444800,86400,2,6.04,6.03,5.88,6.08,6.04,6.03,5.88,6.08,0.0,1.235131,194456,194456,69135,104470,104470,5.67,6.0,3100,900,205383216,5.11,9.23,0.31512576,6.8715,6.371125,0.0,0.0,USD,383216384,Infinity,-0.00712,13245845,31212100,889779,907948,1690761600,1693440000,0.0257,0.28541002,0.28472,16.56,0.0428,6.555,0.90617853,1674950400,1706486400,1690675200,-4643000,-0.14,0.0,-2.01,0.588,14.559,NMS,EQUITY,DLTH,DLTH,Duluth Holdings Inc.,Duluth Holdings Inc.,1448029800,America/New_York,EDT,-14400000,5.94,8.0,5.0,6.5,6.5,2.5,buy,2,11148000,0.322,26321000,192207008,0.176,1.789,651750016,86.014,19.833,-0.00339,-0.02082,343435000,5292125,34261000,-0.017,0.51845,0.04038,-0.00414,USD,
1,201 East Front Street,Mount Horeb,WI,53572,United States,608 424 1544,https://www.duluthtrading.com,Apparel Retail,Consumer Cyclical,"Duluth Holdings Inc. sells casual wear, workwear, and accessories for men and women under the Duluth Trading brand in the United States. It provides shirts, pants, underwear, outerwear, footwear, accessories, and hard goods. The company offers its products under various trademarks, trade names, and service marks, including Alaskan Hardgear, Armachillo, Ballroom, Cab Commander, Crouch Gusset, Dry on the Fly, Duluth Trading Co, Duluthflex, Fire Hose, Longtail T, No Polo Shirt, No Yank, Wild Boar Mocs, and Buck Naked. It markets its products through its website, catalogs, and stores. The company was formerly known as GEMPLER'S, Inc. Duluth Holdings Inc. was founded in 1989 and is headquartered in Mount Horeb, Wisconsin.",964,"{'maxAge': 1, 'name': 'Mr. David S. Homolka', 'age': 55, 'title': 'Sr. VP of Talent, DE&I and Retail Operations', 'yearBorn': 1967, 'fiscalYear': 2022, 'totalPay': 355439, 'exercisedValue': 0, 'unexercisedValue': 0}",7,9,10,10,10,1693526400,1672444800,86400,2,6.04,6.03,5.88,6.08,6.04,6.03,5.88,6.08,0.0,1.235131,194456,194456,69135,104470,104470,5.67,6.0,3100,900,205383216,5.11,9.23,0.31512576,6.8715,6.371125,0.0,0.0,USD,383216384,Infinity,-0.00712,13245845,31212100,889779,907948,1690761600,1693440000,0.0257,0.28541002,0.28472,16.56,0.0428,6.555,0.90617853,1674950400,1706486400,1690675200,-4643000,-0.14,0.0,-2.01,0.588,14.559,NMS,EQUITY,DLTH,DLTH,Duluth Holdings Inc.,Duluth Holdings Inc.,1448029800,America/New_York,EDT,-14400000,5.94,8.0,5.0,6.5,6.5,2.5,buy,2,11148000,0.322,26321000,192207008,0.176,1.789,651750016,86.014,19.833,-0.00339,-0.02082,343435000,5292125,34261000,-0.017,0.51845,0.04038,-0.00414,USD,
2,201 East Front Street,Mount Horeb,WI,53572,United States,608 424 1544,https://www.duluthtrading.com,Apparel Retail,Consumer Cyclical,"Duluth Holdings Inc. sells casual wear, workwear, and accessories for men and women under the Duluth Trading brand in the United States. It provides shirts, pants, underwear, outerwear, footwear, accessories, and hard goods. The company offers its products under various trademarks, trade names, and service marks, including Alaskan Hardgear, Armachillo, Ballroom, Cab Commander, Crouch Gusset, Dry on the Fly, Duluth Trading Co, Duluthflex, Fire Hose, Longtail T, No Polo Shirt, No Yank, Wild Boar Mocs, and Buck Naked. It markets its products through its website, catalogs, and stores. The company was formerly known as GEMPLER'S, Inc. Duluth Holdings Inc. was founded in 1989 and is headquartered in Mount Horeb, Wisconsin.",964,"{'maxAge': 1, 'name': 'Mr. Stephen L. Schlecht', 'age': 75, 'title': 'Founder, Non-Exec. Chairman & Sr. Advisor', 'yearBorn': 1947, 'fiscalYear': 2021, 'exercisedValue': 0, 'unexercisedValue': 0}",7,9,10,10,10,1693526400,1672444800,86400,2,6.04,6.03,5.88,6.08,6.04,6.03,5.88,6.08,0.0,1.235131,194456,194456,69135,104470,104470,5.67,6.0,3100,900,205383216,5.11,9.23,0.31512576,6.8715,6.371125,0.0,0.0,USD,383216384,Infinity,-0.00712,13245845,31212100,889779,907948,1690761600,1693440000,0.0257,0.28541002,0.28472,16.56,0.0428,6.555,0.90617853,1674950400,1706486400,1690675200,-4643000,-0.14,0.0,-2.01,0.588,14.559,NMS,EQUITY,DLTH,DLTH,Duluth Holdings Inc.,Duluth Holdings Inc.,1448029800,America/New_York,EDT,-14400000,5.94,8.0,5.0,6.5,6.5,2.5,buy,2,11148000,0.322,26321000,192207008,0.176,1.789,651750016,86.014,19.833,-0.00339,-0.02082,343435000,5292125,34261000,-0.017,0.51845,0.04038,-0.00414,USD,
3,201 East Front Street,Mount Horeb,WI,53572,United States,608 424 1544,https://www.duluthtrading.com,Apparel Retail,Consumer Cyclical,"Duluth Holdings Inc. sells casual wear, workwear, and accessories for men and women under the Duluth Trading brand in the United States. It provides shirts, pants, underwear, outerwear, footwear, accessories, and hard goods. The company offers its products under various trademarks, trade names, and service marks, including Alaskan Hardgear, Armachillo, Ballroom, Cab Commander, Crouch Gusset, Dry on the Fly, Duluth Trading Co, Duluthflex, Fire Hose, Longtail T, No Polo Shirt, No Yank, Wild Boar Mocs, and Buck Naked. It markets its products through its website, catalogs, and stores. The company was formerly known as GEMPLER'S, Inc. Duluth Holdings Inc. was founded in 1989 and is headquartered in Mount Horeb, Wisconsin.",964,"{'maxAge': 1, 'name': 'Mr. Michael J. Murphy CPA', 'age': 43, 'title': 'VP, Chief Accounting Officer & Interim CFO', 'yearBorn': 1979, 'exercisedValue': 0, 'unexercisedValue': 0}",7,9,10,10,10,1693526400,1672444800,86400,2,6.04,6.03,5.88,6.08,6.04,6.03,5.88,6.08,0.0,1.235131,194456,194456,69135,104470,104470,5.67,6.0,3100,900,205383216,5.11,9.23,0.31512576,6.8715,6.371125,0.0,0.0,USD,383216384,Infinity,-0.00712,13245845,31212100,889779,907948,1690761600,1693440000,0.0257,0.28541002,0.28472,16.56,0.0428,6.555,0.90617853,1674950400,1706486400,1690675200,-4643000,-0.14,0.0,-2.01,0.588,14.559,NMS,EQUITY,DLTH,DLTH,Duluth Holdings Inc.,Duluth Holdings Inc.,1448029800,America/New_York,EDT,-14400000,5.94,8.0,5.0,6.5,6.5,2.5,buy,2,11148000,0.322,26321000,192207008,0.176,1.789,651750016,86.014,19.833,-0.00339,-0.02082,343435000,5292125,34261000,-0.017,0.51845,0.04038,-0.00414,USD,
4,201 East Front Street,Mount Horeb,WI,53572,United States,608 424 1544,https://www.duluthtrading.com,Apparel Retail,Consumer Cyclical,"Duluth Holdings Inc. sells casual wear, workwear, and accessories for men and women under the Duluth Trading brand in the United States. It provides shirts, pants, underwear, outerwear, footwear, accessories, and hard goods. The company offers its products under various trademarks, trade names, and service marks, including Alaskan Hardgear, Armachillo, Ballroom, Cab Commander, Crouch Gusset, Dry on the Fly, Duluth Trading Co, Duluthflex, Fire Hose, Longtail T, No Polo Shirt, No Yank, Wild Boar Mocs, and Buck Naked. It markets its products through its website, catalogs, and stores. The company was formerly known as GEMPLER'S, Inc. Duluth Holdings Inc. was founded in 1989 and is headquartered in Mount Horeb, Wisconsin.",964,"{'maxAge': 1, 'name': 'Mr. Albert J. Sutera', 'age': 56, 'title': 'Sr. VP and Chief Technology & Logistics Officer', 'yearBorn': 1966, 'exercisedValue': 0, 'unexercisedValue': 0}",7,9,10,10,10,1693526400,1672444800,86400,2,6.04,6.03,5.88,6.08,6.04,6.03,5.88,6.08,0.0,1.235131,194456,194456,69135,104470,104470,5.67,6.0,3100,900,205383216,5.11,9.23,0.31512576,6.8715,6.371125,0.0,0.0,USD,383216384,Infinity,-0.00712,13245845,31212100,889779,907948,1690761600,1693440000,0.0257,0.28541002,0.28472,16.56,0.0428,6.555,0.90617853,1674950400,1706486400,1690675200,-4643000,-0.14,0.0,-2.01,0.588,14.559,NMS,EQUITY,DLTH,DLTH,Duluth Holdings Inc.,Duluth Holdings Inc.,1448029800,America/New_York,EDT,-14400000,5.94,8.0,5.0,6.5,6.5,2.5,buy,2,11148000,0.322,26321000,192207008,0.176,1.789,651750016,86.014,19.833,-0.00339,-0.02082,343435000,5292125,34261000,-0.017,0.51845,0.04038,-0.00414,USD,
5,201 East Front Street,Mount Horeb,WI,53572,United States,608 424 1544,https://www.duluthtrading.com,Apparel Retail,Consumer Cyclical,"Duluth Holdings Inc. sells casual wear, workwear, and accessories for men and women under the Duluth Trading brand in the United States. It provides shirts, pants, underwear, outerwear, footwear, accessories, and hard goods. The company offers its products under various trademarks, trade names, and service marks, including Alaskan Hardgear, Armachillo, Ballroom, Cab Commander, Crouch Gusset, Dry on the Fly, Duluth Trading Co, Duluthflex, Fire Hose, Longtail T, No Polo Shirt, No Yank, Wild Boar Mocs, and Buck Naked. It markets its products through its website, catalogs, and stores. The company was formerly known as GEMPLER'S, Inc. Duluth Holdings Inc. was founded in 1989 and is headquartered in Mount Horeb, Wisconsin.",964,"{'maxAge': 1, 'name': 'Mr. Richard W. Schlecht', 'age': 40, 'title': 'Sr. VP of Product, Merchandising & Inventory', 'yearBorn': 1982, 'fiscalYear': 2020, 'exercisedValue': 0, 'unexercisedValue': 0}",7,9,10,10,10,1693526400,1672444800,86400,2,6.04,6.03,5.88,6.08,6.04,6.03,5.88,6.08,0.0,1.235131,194456,194456,69135,104470,104470,5.67,6.0,3100,900,205383216,5.11,9.23,0.31512576,6.8715,6.371125,0.0,0.0,USD,383216384,Infinity,-0.00712,13245845,31212100,889779,907948,1690761600,1693440000,0.0257,0.28541002,0.28472,16.56,0.0428,6.555,0.90617853,1674950400,1706486400,1690675200,-4643000,-0.14,0.0,-2.01,0.588,14.559,NMS,EQUITY,DLTH,DLTH,Duluth Holdings Inc.,Duluth Holdings Inc.,1448029800,America/New_York,EDT,-14400000,5.94,8.0,5.0,6.5,6.5,2.5,buy,2,11148000,0.322,26321000,192207008,0.176,1.789,651750016,86.014,19.833,-0.00339,-0.02082,343435000,5292125,34261000,-0.017,0.51845,0.04038,-0.00414,USD,
6,201 East Front Street,Mount Horeb,WI,53572,United States,608 424 1544,https://www.duluthtrading.com,Apparel Retail,Consumer Cyclical,"Duluth Holdings Inc. sells casual wear, workwear, and accessories for men and women under the Duluth Trading brand in the United States. It provides shirts, pants, underwear, outerwear, footwear, accessories, and hard goods. The company offers its products under various trademarks, trade names, and service marks, including Alaskan Hardgear, Armachillo, Ballroom, Cab Commander, Crouch Gusset, Dry on the Fly, Duluth Trading Co, Duluthflex, Fire Hose, Longtail T, No Polo Shirt, No Yank, Wild Boar Mocs, and Buck Naked. It markets its products through its website, catalogs, and stores. The company was formerly known as GEMPLER'S, Inc. Duluth Holdings Inc. was founded in 1989 and is headquartered in Mount Horeb, Wisconsin.",964,"{'maxAge': 1, 'name': 'Ms. Neala  Shepherd', 'age': 45, 'title': 'Sr. VP of Customer Experience', 'yearBorn': 1977, 'exercisedValue': 0, 'unexercisedValue': 0}",7,9,10,10,10,1693526400,1672444800,86400,2,6.04,6.03,5.88,6.08,6.04,6.03,5.88,6.08,0.0,1.235131,194456,194456,69135,104470,104470,5.67,6.0,3100,900,205383216,5.11,9.23,0.31512576,6.8715,6.371125,0.0,0.0,USD,383216384,Infinity,-0.00712,13245845,31212100,889779,907948,1690761600,1693440000,0.0257,0.28541002,0.28472,16.56,0.0428,6.555,0.90617853,1674950400,1706486400,1690675200,-4643000,-0.14,0.0,-2.01,0.588,14.559,NMS,EQUITY,DLTH,DLTH,Duluth Holdings Inc.,Duluth Holdings Inc.,1448029800,America/New_York,EDT,-14400000,5.94,8.0,5.0,6.5,6.5,2.5,buy,2,11148000,0.322,26321000,192207008,0.176,1.789,651750016,86.014,19.833,-0.00339,-0.02082,343435000,5292125,34261000,-0.017,0.51845,0.04038,-0.00414,USD,
