,address1,city,state,zip,country,phone,website,industry,industryDisp,sector,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,pegRatio,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,uuid,messageBoardId,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,1 Water Street,Camden,NJ,08102-1658,United States,856 955 4001,https://www.amwater.com,Utilities—Regulated Water,Utilities—Regulated Water,Utilities,Utilities,"American Water Works Company, Inc., through its subsidiaries, provides water and wastewater services in the United States. It offers water and wastewater services to approximately 1,600 communities in 14 states serving approximately 3.4 million active customers. The company serves residential customers; commercial customers, including food and beverage providers, commercial property developers and proprietors, and energy suppliers; fire service and private fire customers; industrial customers, such as large-scale manufacturers, mining, and production operations; public authorities comprising government buildings and other public sector facilities, such as schools and universities; and other utilities and community water and wastewater systems. It also provides water and wastewater services on various military installations; and undertakes contracts with municipal customers, primarily to operate and manage water and wastewater facilities, as well as offers other related services. In addition, the company operates approximately 80 surface water treatment plants; 490 groundwater treatment plants; 175 wastewater treatment plants; 53,500 miles of transmission, distribution, and collection mains and pipes; 1,100 groundwater wells; 1,700 water and wastewater pumping stations; 1,100 treated water storage facilities; and 73 dams. It serves approximately 14 million people with drinking water, wastewater, and other related services in 24 states. The company was founded in 1886 and is headquartered in Camden, New Jersey.",6500,"{'maxAge': 1, 'name': 'Ms. M. Susan Hardwick', 'age': 59, 'title': 'Pres, CEO & Director', 'yearBorn': 1963, 'fiscalYear': 2022, 'totalPay': 2653676, 'exercisedValue': 0, 'unexercisedValue': 0}",7,1,3,4,2,1693526400,1672444800,86400,2,140.98,140.34,138.36,140.98,140.98,140.34,138.36,140.98,2.83,0.0201,1691366400,0.5556,1.61,0.57123,28.877338,27.023346,2144233,2144233,944527,964240,964240,138.3,139.43,900,1400,27039522816,122.77,162.59,6.679724,141.7166,146.71085,2.672,0.018953044,USD,38844383232,0.22084999,194242317,194668992,2918306,2736330,1690761600,1693440000,0.015,0.0019699999,0.89478,3.42,0.017,194668992,49.833,2.7873094,1672444800,1703980800,1688083200,0.284,894000000,4.81,5.14,3.64,9.596,18.017,-0.064961314,0.14113986,0.708,1691366400,NYQ,EQUITY,AWK,AWK,"American Water Works Company, I","American Water Works Company, Inc.",1208957400,America/New_York,EDT,00dbc48a-a9a9-3544-b52e-fb89b6ae601a,finmb_250885,-14400000,138.9,185.0,139.0,158.88,157.0,2.5,buy,8,863000000,4.433,2156000000,12263000064,0.919,1.128,4048000000,126.41,21.763,0.03304,0.10353,2203000000,-1258249984,1626000000,0.199,0.171,0.58967,0.53261,0.36611,USD,3.2955
1,1 Water Street,Camden,NJ,08102-1658,United States,856 955 4001,https://www.amwater.com,Utilities—Regulated Water,Utilities—Regulated Water,Utilities,Utilities,"American Water Works Company, Inc., through its subsidiaries, provides water and wastewater services in the United States. It offers water and wastewater services to approximately 1,600 communities in 14 states serving approximately 3.4 million active customers. The company serves residential customers; commercial customers, including food and beverage providers, commercial property developers and proprietors, and energy suppliers; fire service and private fire customers; industrial customers, such as large-scale manufacturers, mining, and production operations; public authorities comprising government buildings and other public sector facilities, such as schools and universities; and other utilities and community water and wastewater systems. It also provides water and wastewater services on various military installations; and undertakes contracts with municipal customers, primarily to operate and manage water and wastewater facilities, as well as offers other related services. In addition, the company operates approximately 80 surface water treatment plants; 490 groundwater treatment plants; 175 wastewater treatment plants; 53,500 miles of transmission, distribution, and collection mains and pipes; 1,100 groundwater wells; 1,700 water and wastewater pumping stations; 1,100 treated water storage facilities; and 73 dams. It serves approximately 14 million people with drinking water, wastewater, and other related services in 24 states. The company was founded in 1886 and is headquartered in Camden, New Jersey.",6500,"{'maxAge': 1, 'name': 'Mr. John C. Griffith', 'age': 55, 'title': 'Exec. VP & CFO', 'yearBorn': 1967, 'fiscalYear': 2022, 'totalPay': 2199319, 'exercisedValue': 0, 'unexercisedValue': 0}",7,1,3,4,2,1693526400,1672444800,86400,2,140.98,140.34,138.36,140.98,140.98,140.34,138.36,140.98,2.83,0.0201,1691366400,0.5556,1.61,0.57123,28.877338,27.023346,2144233,2144233,944527,964240,964240,138.3,139.43,900,1400,27039522816,122.77,162.59,6.679724,141.7166,146.71085,2.672,0.018953044,USD,38844383232,0.22084999,194242317,194668992,2918306,2736330,1690761600,1693440000,0.015,0.0019699999,0.89478,3.42,0.017,194668992,49.833,2.7873094,1672444800,1703980800,1688083200,0.284,894000000,4.81,5.14,3.64,9.596,18.017,-0.064961314,0.14113986,0.708,1691366400,NYQ,EQUITY,AWK,AWK,"American Water Works Company, I","American Water Works Company, Inc.",1208957400,America/New_York,EDT,00dbc48a-a9a9-3544-b52e-fb89b6ae601a,finmb_250885,-14400000,138.9,185.0,139.0,158.88,157.0,2.5,buy,8,863000000,4.433,2156000000,12263000064,0.919,1.128,4048000000,126.41,21.763,0.03304,0.10353,2203000000,-1258249984,1626000000,0.199,0.171,0.58967,0.53261,0.36611,USD,3.2955
2,1 Water Street,Camden,NJ,08102-1658,United States,856 955 4001,https://www.amwater.com,Utilities—Regulated Water,Utilities—Regulated Water,Utilities,Utilities,"American Water Works Company, Inc., through its subsidiaries, provides water and wastewater services in the United States. It offers water and wastewater services to approximately 1,600 communities in 14 states serving approximately 3.4 million active customers. The company serves residential customers; commercial customers, including food and beverage providers, commercial property developers and proprietors, and energy suppliers; fire service and private fire customers; industrial customers, such as large-scale manufacturers, mining, and production operations; public authorities comprising government buildings and other public sector facilities, such as schools and universities; and other utilities and community water and wastewater systems. It also provides water and wastewater services on various military installations; and undertakes contracts with municipal customers, primarily to operate and manage water and wastewater facilities, as well as offers other related services. In addition, the company operates approximately 80 surface water treatment plants; 490 groundwater treatment plants; 175 wastewater treatment plants; 53,500 miles of transmission, distribution, and collection mains and pipes; 1,100 groundwater wells; 1,700 water and wastewater pumping stations; 1,100 treated water storage facilities; and 73 dams. It serves approximately 14 million people with drinking water, wastewater, and other related services in 24 states. The company was founded in 1886 and is headquartered in Camden, New Jersey.",6500,"{'maxAge': 1, 'name': 'Ms. Cheryl D. Norton', 'age': 57, 'title': 'Exec. VP & COO', 'yearBorn': 1965, 'fiscalYear': 2022, 'totalPay': 1209611, 'exercisedValue': 0, 'unexercisedValue': 0}",7,1,3,4,2,1693526400,1672444800,86400,2,140.98,140.34,138.36,140.98,140.98,140.34,138.36,140.98,2.83,0.0201,1691366400,0.5556,1.61,0.57123,28.877338,27.023346,2144233,2144233,944527,964240,964240,138.3,139.43,900,1400,27039522816,122.77,162.59,6.679724,141.7166,146.71085,2.672,0.018953044,USD,38844383232,0.22084999,194242317,194668992,2918306,2736330,1690761600,1693440000,0.015,0.0019699999,0.89478,3.42,0.017,194668992,49.833,2.7873094,1672444800,1703980800,1688083200,0.284,894000000,4.81,5.14,3.64,9.596,18.017,-0.064961314,0.14113986,0.708,1691366400,NYQ,EQUITY,AWK,AWK,"American Water Works Company, I","American Water Works Company, Inc.",1208957400,America/New_York,EDT,00dbc48a-a9a9-3544-b52e-fb89b6ae601a,finmb_250885,-14400000,138.9,185.0,139.0,158.88,157.0,2.5,buy,8,863000000,4.433,2156000000,12263000064,0.919,1.128,4048000000,126.41,21.763,0.03304,0.10353,2203000000,-1258249984,1626000000,0.199,0.171,0.58967,0.53261,0.36611,USD,3.2955
3,1 Water Street,Camden,NJ,08102-1658,United States,856 955 4001,https://www.amwater.com,Utilities—Regulated Water,Utilities—Regulated Water,Utilities,Utilities,"American Water Works Company, Inc., through its subsidiaries, provides water and wastewater services in the United States. It offers water and wastewater services to approximately 1,600 communities in 14 states serving approximately 3.4 million active customers. The company serves residential customers; commercial customers, including food and beverage providers, commercial property developers and proprietors, and energy suppliers; fire service and private fire customers; industrial customers, such as large-scale manufacturers, mining, and production operations; public authorities comprising government buildings and other public sector facilities, such as schools and universities; and other utilities and community water and wastewater systems. It also provides water and wastewater services on various military installations; and undertakes contracts with municipal customers, primarily to operate and manage water and wastewater facilities, as well as offers other related services. In addition, the company operates approximately 80 surface water treatment plants; 490 groundwater treatment plants; 175 wastewater treatment plants; 53,500 miles of transmission, distribution, and collection mains and pipes; 1,100 groundwater wells; 1,700 water and wastewater pumping stations; 1,100 treated water storage facilities; and 73 dams. It serves approximately 14 million people with drinking water, wastewater, and other related services in 24 states. The company was founded in 1886 and is headquartered in Camden, New Jersey.",6500,"{'maxAge': 1, 'name': 'Mr. James H. Gallegos', 'age': 61, 'title': 'Exec. VP & Gen. Counsel', 'yearBorn': 1961, 'fiscalYear': 2022, 'totalPay': 1606994, 'exercisedValue': 0, 'unexercisedValue': 0}",7,1,3,4,2,1693526400,1672444800,86400,2,140.98,140.34,138.36,140.98,140.98,140.34,138.36,140.98,2.83,0.0201,1691366400,0.5556,1.61,0.57123,28.877338,27.023346,2144233,2144233,944527,964240,964240,138.3,139.43,900,1400,27039522816,122.77,162.59,6.679724,141.7166,146.71085,2.672,0.018953044,USD,38844383232,0.22084999,194242317,194668992,2918306,2736330,1690761600,1693440000,0.015,0.0019699999,0.89478,3.42,0.017,194668992,49.833,2.7873094,1672444800,1703980800,1688083200,0.284,894000000,4.81,5.14,3.64,9.596,18.017,-0.064961314,0.14113986,0.708,1691366400,NYQ,EQUITY,AWK,AWK,"American Water Works Company, I","American Water Works Company, Inc.",1208957400,America/New_York,EDT,00dbc48a-a9a9-3544-b52e-fb89b6ae601a,finmb_250885,-14400000,138.9,185.0,139.0,158.88,157.0,2.5,buy,8,863000000,4.433,2156000000,12263000064,0.919,1.128,4048000000,126.41,21.763,0.03304,0.10353,2203000000,-1258249984,1626000000,0.199,0.171,0.58967,0.53261,0.36611,USD,3.2955
4,1 Water Street,Camden,NJ,08102-1658,United States,856 955 4001,https://www.amwater.com,Utilities—Regulated Water,Utilities—Regulated Water,Utilities,Utilities,"American Water Works Company, Inc., through its subsidiaries, provides water and wastewater services in the United States. It offers water and wastewater services to approximately 1,600 communities in 14 states serving approximately 3.4 million active customers. The company serves residential customers; commercial customers, including food and beverage providers, commercial property developers and proprietors, and energy suppliers; fire service and private fire customers; industrial customers, such as large-scale manufacturers, mining, and production operations; public authorities comprising government buildings and other public sector facilities, such as schools and universities; and other utilities and community water and wastewater systems. It also provides water and wastewater services on various military installations; and undertakes contracts with municipal customers, primarily to operate and manage water and wastewater facilities, as well as offers other related services. In addition, the company operates approximately 80 surface water treatment plants; 490 groundwater treatment plants; 175 wastewater treatment plants; 53,500 miles of transmission, distribution, and collection mains and pipes; 1,100 groundwater wells; 1,700 water and wastewater pumping stations; 1,100 treated water storage facilities; and 73 dams. It serves approximately 14 million people with drinking water, wastewater, and other related services in 24 states. The company was founded in 1886 and is headquartered in Camden, New Jersey.",6500,"{'maxAge': 1, 'name': 'Ms. Melanie M. Kennedy', 'age': 48, 'title': 'Exec. VP & Chief HR Officer', 'yearBorn': 1974, 'fiscalYear': 2022, 'totalPay': 880590, 'exercisedValue': 0, 'unexercisedValue': 0}",7,1,3,4,2,1693526400,1672444800,86400,2,140.98,140.34,138.36,140.98,140.98,140.34,138.36,140.98,2.83,0.0201,1691366400,0.5556,1.61,0.57123,28.877338,27.023346,2144233,2144233,944527,964240,964240,138.3,139.43,900,1400,27039522816,122.77,162.59,6.679724,141.7166,146.71085,2.672,0.018953044,USD,38844383232,0.22084999,194242317,194668992,2918306,2736330,1690761600,1693440000,0.015,0.0019699999,0.89478,3.42,0.017,194668992,49.833,2.7873094,1672444800,1703980800,1688083200,0.284,894000000,4.81,5.14,3.64,9.596,18.017,-0.064961314,0.14113986,0.708,1691366400,NYQ,EQUITY,AWK,AWK,"American Water Works Company, I","American Water Works Company, Inc.",1208957400,America/New_York,EDT,00dbc48a-a9a9-3544-b52e-fb89b6ae601a,finmb_250885,-14400000,138.9,185.0,139.0,158.88,157.0,2.5,buy,8,863000000,4.433,2156000000,12263000064,0.919,1.128,4048000000,126.41,21.763,0.03304,0.10353,2203000000,-1258249984,1626000000,0.199,0.171,0.58967,0.53261,0.36611,USD,3.2955
5,1 Water Street,Camden,NJ,08102-1658,United States,856 955 4001,https://www.amwater.com,Utilities—Regulated Water,Utilities—Regulated Water,Utilities,Utilities,"American Water Works Company, Inc., through its subsidiaries, provides water and wastewater services in the United States. It offers water and wastewater services to approximately 1,600 communities in 14 states serving approximately 3.4 million active customers. The company serves residential customers; commercial customers, including food and beverage providers, commercial property developers and proprietors, and energy suppliers; fire service and private fire customers; industrial customers, such as large-scale manufacturers, mining, and production operations; public authorities comprising government buildings and other public sector facilities, such as schools and universities; and other utilities and community water and wastewater systems. It also provides water and wastewater services on various military installations; and undertakes contracts with municipal customers, primarily to operate and manage water and wastewater facilities, as well as offers other related services. In addition, the company operates approximately 80 surface water treatment plants; 490 groundwater treatment plants; 175 wastewater treatment plants; 53,500 miles of transmission, distribution, and collection mains and pipes; 1,100 groundwater wells; 1,700 water and wastewater pumping stations; 1,100 treated water storage facilities; and 73 dams. It serves approximately 14 million people with drinking water, wastewater, and other related services in 24 states. The company was founded in 1886 and is headquartered in Camden, New Jersey.",6500,"{'maxAge': 1, 'name': 'Ms. Melissa K. Wikle', 'age': 56, 'title': 'Sr. VP & Chief Accounting Officer', 'yearBorn': 1966, 'exercisedValue': 0, 'unexercisedValue': 0}",7,1,3,4,2,1693526400,1672444800,86400,2,140.98,140.34,138.36,140.98,140.98,140.34,138.36,140.98,2.83,0.0201,1691366400,0.5556,1.61,0.57123,28.877338,27.023346,2144233,2144233,944527,964240,964240,138.3,139.43,900,1400,27039522816,122.77,162.59,6.679724,141.7166,146.71085,2.672,0.018953044,USD,38844383232,0.22084999,194242317,194668992,2918306,2736330,1690761600,1693440000,0.015,0.0019699999,0.89478,3.42,0.017,194668992,49.833,2.7873094,1672444800,1703980800,1688083200,0.284,894000000,4.81,5.14,3.64,9.596,18.017,-0.064961314,0.14113986,0.708,1691366400,NYQ,EQUITY,AWK,AWK,"American Water Works Company, I","American Water Works Company, Inc.",1208957400,America/New_York,EDT,00dbc48a-a9a9-3544-b52e-fb89b6ae601a,finmb_250885,-14400000,138.9,185.0,139.0,158.88,157.0,2.5,buy,8,863000000,4.433,2156000000,12263000064,0.919,1.128,4048000000,126.41,21.763,0.03304,0.10353,2203000000,-1258249984,1626000000,0.199,0.171,0.58967,0.53261,0.36611,USD,3.2955
6,1 Water Street,Camden,NJ,08102-1658,United States,856 955 4001,https://www.amwater.com,Utilities—Regulated Water,Utilities—Regulated Water,Utilities,Utilities,"American Water Works Company, Inc., through its subsidiaries, provides water and wastewater services in the United States. It offers water and wastewater services to approximately 1,600 communities in 14 states serving approximately 3.4 million active customers. The company serves residential customers; commercial customers, including food and beverage providers, commercial property developers and proprietors, and energy suppliers; fire service and private fire customers; industrial customers, such as large-scale manufacturers, mining, and production operations; public authorities comprising government buildings and other public sector facilities, such as schools and universities; and other utilities and community water and wastewater systems. It also provides water and wastewater services on various military installations; and undertakes contracts with municipal customers, primarily to operate and manage water and wastewater facilities, as well as offers other related services. In addition, the company operates approximately 80 surface water treatment plants; 490 groundwater treatment plants; 175 wastewater treatment plants; 53,500 miles of transmission, distribution, and collection mains and pipes; 1,100 groundwater wells; 1,700 water and wastewater pumping stations; 1,100 treated water storage facilities; and 73 dams. It serves approximately 14 million people with drinking water, wastewater, and other related services in 24 states. The company was founded in 1886 and is headquartered in Camden, New Jersey.",6500,"{'maxAge': 1, 'name': 'Mr. Nicholas  Santillo Jr., C.P.P.', 'title': 'VP of Digital Infrastructure & Security and Interim Head of Innovation & Technology', 'exercisedValue': 0, 'unexercisedValue': 0}",7,1,3,4,2,1693526400,1672444800,86400,2,140.98,140.34,138.36,140.98,140.98,140.34,138.36,140.98,2.83,0.0201,1691366400,0.5556,1.61,0.57123,28.877338,27.023346,2144233,2144233,944527,964240,964240,138.3,139.43,900,1400,27039522816,122.77,162.59,6.679724,141.7166,146.71085,2.672,0.018953044,USD,38844383232,0.22084999,194242317,194668992,2918306,2736330,1690761600,1693440000,0.015,0.0019699999,0.89478,3.42,0.017,194668992,49.833,2.7873094,1672444800,1703980800,1688083200,0.284,894000000,4.81,5.14,3.64,9.596,18.017,-0.064961314,0.14113986,0.708,1691366400,NYQ,EQUITY,AWK,AWK,"American Water Works Company, I","American Water Works Company, Inc.",1208957400,America/New_York,EDT,00dbc48a-a9a9-3544-b52e-fb89b6ae601a,finmb_250885,-14400000,138.9,185.0,139.0,158.88,157.0,2.5,buy,8,863000000,4.433,2156000000,12263000064,0.919,1.128,4048000000,126.41,21.763,0.03304,0.10353,2203000000,-1258249984,1626000000,0.199,0.171,0.58967,0.53261,0.36611,USD,3.2955
7,1 Water Street,Camden,NJ,08102-1658,United States,856 955 4001,https://www.amwater.com,Utilities—Regulated Water,Utilities—Regulated Water,Utilities,Utilities,"American Water Works Company, Inc., through its subsidiaries, provides water and wastewater services in the United States. It offers water and wastewater services to approximately 1,600 communities in 14 states serving approximately 3.4 million active customers. The company serves residential customers; commercial customers, including food and beverage providers, commercial property developers and proprietors, and energy suppliers; fire service and private fire customers; industrial customers, such as large-scale manufacturers, mining, and production operations; public authorities comprising government buildings and other public sector facilities, such as schools and universities; and other utilities and community water and wastewater systems. It also provides water and wastewater services on various military installations; and undertakes contracts with municipal customers, primarily to operate and manage water and wastewater facilities, as well as offers other related services. In addition, the company operates approximately 80 surface water treatment plants; 490 groundwater treatment plants; 175 wastewater treatment plants; 53,500 miles of transmission, distribution, and collection mains and pipes; 1,100 groundwater wells; 1,700 water and wastewater pumping stations; 1,100 treated water storage facilities; and 73 dams. It serves approximately 14 million people with drinking water, wastewater, and other related services in 24 states. The company was founded in 1886 and is headquartered in Camden, New Jersey.",6500,"{'maxAge': 1, 'name': 'Mr. Aaron  Musgrave CPA', 'title': 'VP of Investor Relations', 'exercisedValue': 0, 'unexercisedValue': 0}",7,1,3,4,2,1693526400,1672444800,86400,2,140.98,140.34,138.36,140.98,140.98,140.34,138.36,140.98,2.83,0.0201,1691366400,0.5556,1.61,0.57123,28.877338,27.023346,2144233,2144233,944527,964240,964240,138.3,139.43,900,1400,27039522816,122.77,162.59,6.679724,141.7166,146.71085,2.672,0.018953044,USD,38844383232,0.22084999,194242317,194668992,2918306,2736330,1690761600,1693440000,0.015,0.0019699999,0.89478,3.42,0.017,194668992,49.833,2.7873094,1672444800,1703980800,1688083200,0.284,894000000,4.81,5.14,3.64,9.596,18.017,-0.064961314,0.14113986,0.708,1691366400,NYQ,EQUITY,AWK,AWK,"American Water Works Company, I","American Water Works Company, Inc.",1208957400,America/New_York,EDT,00dbc48a-a9a9-3544-b52e-fb89b6ae601a,finmb_250885,-14400000,138.9,185.0,139.0,158.88,157.0,2.5,buy,8,863000000,4.433,2156000000,12263000064,0.919,1.128,4048000000,126.41,21.763,0.03304,0.10353,2203000000,-1258249984,1626000000,0.199,0.171,0.58967,0.53261,0.36611,USD,3.2955
8,1 Water Street,Camden,NJ,08102-1658,United States,856 955 4001,https://www.amwater.com,Utilities—Regulated Water,Utilities—Regulated Water,Utilities,Utilities,"American Water Works Company, Inc., through its subsidiaries, provides water and wastewater services in the United States. It offers water and wastewater services to approximately 1,600 communities in 14 states serving approximately 3.4 million active customers. The company serves residential customers; commercial customers, including food and beverage providers, commercial property developers and proprietors, and energy suppliers; fire service and private fire customers; industrial customers, such as large-scale manufacturers, mining, and production operations; public authorities comprising government buildings and other public sector facilities, such as schools and universities; and other utilities and community water and wastewater systems. It also provides water and wastewater services on various military installations; and undertakes contracts with municipal customers, primarily to operate and manage water and wastewater facilities, as well as offers other related services. In addition, the company operates approximately 80 surface water treatment plants; 490 groundwater treatment plants; 175 wastewater treatment plants; 53,500 miles of transmission, distribution, and collection mains and pipes; 1,100 groundwater wells; 1,700 water and wastewater pumping stations; 1,100 treated water storage facilities; and 73 dams. It serves approximately 14 million people with drinking water, wastewater, and other related services in 24 states. The company was founded in 1886 and is headquartered in Camden, New Jersey.",6500,"{'maxAge': 1, 'name': 'Ms. Maureen  Duffy', 'age': 52, 'title': 'Sr. VP of Communications & External Affairs', 'yearBorn': 1970, 'exercisedValue': 0, 'unexercisedValue': 0}",7,1,3,4,2,1693526400,1672444800,86400,2,140.98,140.34,138.36,140.98,140.98,140.34,138.36,140.98,2.83,0.0201,1691366400,0.5556,1.61,0.57123,28.877338,27.023346,2144233,2144233,944527,964240,964240,138.3,139.43,900,1400,27039522816,122.77,162.59,6.679724,141.7166,146.71085,2.672,0.018953044,USD,38844383232,0.22084999,194242317,194668992,2918306,2736330,1690761600,1693440000,0.015,0.0019699999,0.89478,3.42,0.017,194668992,49.833,2.7873094,1672444800,1703980800,1688083200,0.284,894000000,4.81,5.14,3.64,9.596,18.017,-0.064961314,0.14113986,0.708,1691366400,NYQ,EQUITY,AWK,AWK,"American Water Works Company, I","American Water Works Company, Inc.",1208957400,America/New_York,EDT,00dbc48a-a9a9-3544-b52e-fb89b6ae601a,finmb_250885,-14400000,138.9,185.0,139.0,158.88,157.0,2.5,buy,8,863000000,4.433,2156000000,12263000064,0.919,1.128,4048000000,126.41,21.763,0.03304,0.10353,2203000000,-1258249984,1626000000,0.199,0.171,0.58967,0.53261,0.36611,USD,3.2955
9,1 Water Street,Camden,NJ,08102-1658,United States,856 955 4001,https://www.amwater.com,Utilities—Regulated Water,Utilities—Regulated Water,Utilities,Utilities,"American Water Works Company, Inc., through its subsidiaries, provides water and wastewater services in the United States. It offers water and wastewater services to approximately 1,600 communities in 14 states serving approximately 3.4 million active customers. The company serves residential customers; commercial customers, including food and beverage providers, commercial property developers and proprietors, and energy suppliers; fire service and private fire customers; industrial customers, such as large-scale manufacturers, mining, and production operations; public authorities comprising government buildings and other public sector facilities, such as schools and universities; and other utilities and community water and wastewater systems. It also provides water and wastewater services on various military installations; and undertakes contracts with municipal customers, primarily to operate and manage water and wastewater facilities, as well as offers other related services. In addition, the company operates approximately 80 surface water treatment plants; 490 groundwater treatment plants; 175 wastewater treatment plants; 53,500 miles of transmission, distribution, and collection mains and pipes; 1,100 groundwater wells; 1,700 water and wastewater pumping stations; 1,100 treated water storage facilities; and 73 dams. It serves approximately 14 million people with drinking water, wastewater, and other related services in 24 states. The company was founded in 1886 and is headquartered in Camden, New Jersey.",6500,"{'maxAge': 1, 'name': 'Ms. Deborah A. Degillio', 'age': 50, 'title': 'Chief Customer Officer', 'yearBorn': 1972, 'exercisedValue': 0, 'unexercisedValue': 0}",7,1,3,4,2,1693526400,1672444800,86400,2,140.98,140.34,138.36,140.98,140.98,140.34,138.36,140.98,2.83,0.0201,1691366400,0.5556,1.61,0.57123,28.877338,27.023346,2144233,2144233,944527,964240,964240,138.3,139.43,900,1400,27039522816,122.77,162.59,6.679724,141.7166,146.71085,2.672,0.018953044,USD,38844383232,0.22084999,194242317,194668992,2918306,2736330,1690761600,1693440000,0.015,0.0019699999,0.89478,3.42,0.017,194668992,49.833,2.7873094,1672444800,1703980800,1688083200,0.284,894000000,4.81,5.14,3.64,9.596,18.017,-0.064961314,0.14113986,0.708,1691366400,NYQ,EQUITY,AWK,AWK,"American Water Works Company, I","American Water Works Company, Inc.",1208957400,America/New_York,EDT,00dbc48a-a9a9-3544-b52e-fb89b6ae601a,finmb_250885,-14400000,138.9,185.0,139.0,158.88,157.0,2.5,buy,8,863000000,4.433,2156000000,12263000064,0.919,1.128,4048000000,126.41,21.763,0.03304,0.10353,2203000000,-1258249984,1626000000,0.199,0.171,0.58967,0.53261,0.36611,USD,3.2955
