,address1,address2,city,state,zip,country,phone,fax,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,7 St. Thomas Street,Suite 801,Toronto,ON,M5S 2B7,Canada,416 925 7228,416 925 7964,https://www.triconresidential.com,Real Estate Services,Real Estate,"Tricon Residential Inc. (NYSE: TCN, TSX: TCN) is an owner and operator of a growing portfolio of approximately 37,000 single-family rental homes in the U.S. Sun Belt and multi-family apartments in Canada. Our commitment to enriching the lives of our employees, residents and local communities underpins Tricon's culture and business philosophy. We provide high-quality rental housing options for families across the United States and Canada through our technology-enabled operating platform and dedicated on-the-ground operating teams. Our development programs are also delivering thousands of new rental homes and apartments as part of our commitment to help solve the housing supply shortage. At Tricon, we imagine a world where housing unlocks life's potential.",1010,"{'maxAge': 1, 'name': 'Mr. David  Berman B.Sc., BSc, M.B.A., MBA', 'age': 74, 'title': 'Co-Founder & Exec. Chairman', 'yearBorn': 1948, 'fiscalYear': 2022, 'totalPay': 4180000, 'exercisedValue': 0, 'unexercisedValue': 0}",8,8,10,9,10,1693526400,1672444800,86400,2,11.54,11.48,11.36,11.59,11.54,11.48,11.36,11.59,0.31,0.027,1695859200,1.0545,2.46,1.308536,38.3,28.02439,803584,803584,403130,328790,328790,11.48,11.49,0,0,3127244800,9.83,13.78,3.3551574,11.7078,11.18935,0.232,0.020103985,CAD,9127666688,0.32514,264046714,272171008,2326167,1785525,1690761600,1693440000,0.0085,0.02963,0.68343,5.12,14.086,0.8157035,1672444800,1703980800,1688083200,-0.891,292536000,0.3,0.41,9.793,17.635,TOR,EQUITY,TCN.TO,TCN.TO,TRICON RESIDENTIAL INC,Tricon Residential Inc.,1282051800,America/Toronto,EDT,-14400000,11.49,15.26,11.47,13.35,13.22,1.9,buy,6,120387000,0.442,517582016,6116096000,0.139,0.17,932070976,159.335,3.399,0.025899999,0.08046,628441000,180275008,184632000,-0.812,0.225,0.74257004,0.5553,0.54298997,USD,
1,7 St. Thomas Street,Suite 801,Toronto,ON,M5S 2B7,Canada,416 925 7228,416 925 7964,https://www.triconresidential.com,Real Estate Services,Real Estate,"Tricon Residential Inc. (NYSE: TCN, TSX: TCN) is an owner and operator of a growing portfolio of approximately 37,000 single-family rental homes in the U.S. Sun Belt and multi-family apartments in Canada. Our commitment to enriching the lives of our employees, residents and local communities underpins Tricon's culture and business philosophy. We provide high-quality rental housing options for families across the United States and Canada through our technology-enabled operating platform and dedicated on-the-ground operating teams. Our development programs are also delivering thousands of new rental homes and apartments as part of our commitment to help solve the housing supply shortage. At Tricon, we imagine a world where housing unlocks life's potential.",1010,"{'maxAge': 1, 'name': 'Mr. Gary  Berman', 'age': 48, 'title': 'Pres, CEO & Director', 'yearBorn': 1974, 'fiscalYear': 2022, 'totalPay': 17012000, 'exercisedValue': 0, 'unexercisedValue': 0}",8,8,10,9,10,1693526400,1672444800,86400,2,11.54,11.48,11.36,11.59,11.54,11.48,11.36,11.59,0.31,0.027,1695859200,1.0545,2.46,1.308536,38.3,28.02439,803584,803584,403130,328790,328790,11.48,11.49,0,0,3127244800,9.83,13.78,3.3551574,11.7078,11.18935,0.232,0.020103985,CAD,9127666688,0.32514,264046714,272171008,2326167,1785525,1690761600,1693440000,0.0085,0.02963,0.68343,5.12,14.086,0.8157035,1672444800,1703980800,1688083200,-0.891,292536000,0.3,0.41,9.793,17.635,TOR,EQUITY,TCN.TO,TCN.TO,TRICON RESIDENTIAL INC,Tricon Residential Inc.,1282051800,America/Toronto,EDT,-14400000,11.49,15.26,11.47,13.35,13.22,1.9,buy,6,120387000,0.442,517582016,6116096000,0.139,0.17,932070976,159.335,3.399,0.025899999,0.08046,628441000,180275008,184632000,-0.812,0.225,0.74257004,0.5553,0.54298997,USD,
2,7 St. Thomas Street,Suite 801,Toronto,ON,M5S 2B7,Canada,416 925 7228,416 925 7964,https://www.triconresidential.com,Real Estate Services,Real Estate,"Tricon Residential Inc. (NYSE: TCN, TSX: TCN) is an owner and operator of a growing portfolio of approximately 37,000 single-family rental homes in the U.S. Sun Belt and multi-family apartments in Canada. Our commitment to enriching the lives of our employees, residents and local communities underpins Tricon's culture and business philosophy. We provide high-quality rental housing options for families across the United States and Canada through our technology-enabled operating platform and dedicated on-the-ground operating teams. Our development programs are also delivering thousands of new rental homes and apartments as part of our commitment to help solve the housing supply shortage. At Tricon, we imagine a world where housing unlocks life's potential.",1010,"{'maxAge': 1, 'name': 'Mr. Geoffrey  Matus B.Comm., J.D., LLB, LLM', 'age': 73, 'title': 'Co-Founder & Non Independent Director', 'yearBorn': 1949, 'fiscalYear': 2022, 'totalPay': 1901000, 'exercisedValue': 0, 'unexercisedValue': 0}",8,8,10,9,10,1693526400,1672444800,86400,2,11.54,11.48,11.36,11.59,11.54,11.48,11.36,11.59,0.31,0.027,1695859200,1.0545,2.46,1.308536,38.3,28.02439,803584,803584,403130,328790,328790,11.48,11.49,0,0,3127244800,9.83,13.78,3.3551574,11.7078,11.18935,0.232,0.020103985,CAD,9127666688,0.32514,264046714,272171008,2326167,1785525,1690761600,1693440000,0.0085,0.02963,0.68343,5.12,14.086,0.8157035,1672444800,1703980800,1688083200,-0.891,292536000,0.3,0.41,9.793,17.635,TOR,EQUITY,TCN.TO,TCN.TO,TRICON RESIDENTIAL INC,Tricon Residential Inc.,1282051800,America/Toronto,EDT,-14400000,11.49,15.26,11.47,13.35,13.22,1.9,buy,6,120387000,0.442,517582016,6116096000,0.139,0.17,932070976,159.335,3.399,0.025899999,0.08046,628441000,180275008,184632000,-0.812,0.225,0.74257004,0.5553,0.54298997,USD,
3,7 St. Thomas Street,Suite 801,Toronto,ON,M5S 2B7,Canada,416 925 7228,416 925 7964,https://www.triconresidential.com,Real Estate Services,Real Estate,"Tricon Residential Inc. (NYSE: TCN, TSX: TCN) is an owner and operator of a growing portfolio of approximately 37,000 single-family rental homes in the U.S. Sun Belt and multi-family apartments in Canada. Our commitment to enriching the lives of our employees, residents and local communities underpins Tricon's culture and business philosophy. We provide high-quality rental housing options for families across the United States and Canada through our technology-enabled operating platform and dedicated on-the-ground operating teams. Our development programs are also delivering thousands of new rental homes and apartments as part of our commitment to help solve the housing supply shortage. At Tricon, we imagine a world where housing unlocks life's potential.",1010,"{'maxAge': 1, 'name': 'Mr. Wissam  Francis CPA', 'title': 'Exec. VP & CFO', 'fiscalYear': 2022, 'totalPay': 4960000, 'exercisedValue': 0, 'unexercisedValue': 0}",8,8,10,9,10,1693526400,1672444800,86400,2,11.54,11.48,11.36,11.59,11.54,11.48,11.36,11.59,0.31,0.027,1695859200,1.0545,2.46,1.308536,38.3,28.02439,803584,803584,403130,328790,328790,11.48,11.49,0,0,3127244800,9.83,13.78,3.3551574,11.7078,11.18935,0.232,0.020103985,CAD,9127666688,0.32514,264046714,272171008,2326167,1785525,1690761600,1693440000,0.0085,0.02963,0.68343,5.12,14.086,0.8157035,1672444800,1703980800,1688083200,-0.891,292536000,0.3,0.41,9.793,17.635,TOR,EQUITY,TCN.TO,TCN.TO,TRICON RESIDENTIAL INC,Tricon Residential Inc.,1282051800,America/Toronto,EDT,-14400000,11.49,15.26,11.47,13.35,13.22,1.9,buy,6,120387000,0.442,517582016,6116096000,0.139,0.17,932070976,159.335,3.399,0.025899999,0.08046,628441000,180275008,184632000,-0.812,0.225,0.74257004,0.5553,0.54298997,USD,
4,7 St. Thomas Street,Suite 801,Toronto,ON,M5S 2B7,Canada,416 925 7228,416 925 7964,https://www.triconresidential.com,Real Estate Services,Real Estate,"Tricon Residential Inc. (NYSE: TCN, TSX: TCN) is an owner and operator of a growing portfolio of approximately 37,000 single-family rental homes in the U.S. Sun Belt and multi-family apartments in Canada. Our commitment to enriching the lives of our employees, residents and local communities underpins Tricon's culture and business philosophy. We provide high-quality rental housing options for families across the United States and Canada through our technology-enabled operating platform and dedicated on-the-ground operating teams. Our development programs are also delivering thousands of new rental homes and apartments as part of our commitment to help solve the housing supply shortage. At Tricon, we imagine a world where housing unlocks life's potential.",1010,"{'maxAge': 1, 'name': 'Mr. Kevin  Baldridge', 'title': 'Exec. VP & COO', 'fiscalYear': 2022, 'totalPay': 4543000, 'exercisedValue': 0, 'unexercisedValue': 0}",8,8,10,9,10,1693526400,1672444800,86400,2,11.54,11.48,11.36,11.59,11.54,11.48,11.36,11.59,0.31,0.027,1695859200,1.0545,2.46,1.308536,38.3,28.02439,803584,803584,403130,328790,328790,11.48,11.49,0,0,3127244800,9.83,13.78,3.3551574,11.7078,11.18935,0.232,0.020103985,CAD,9127666688,0.32514,264046714,272171008,2326167,1785525,1690761600,1693440000,0.0085,0.02963,0.68343,5.12,14.086,0.8157035,1672444800,1703980800,1688083200,-0.891,292536000,0.3,0.41,9.793,17.635,TOR,EQUITY,TCN.TO,TCN.TO,TRICON RESIDENTIAL INC,Tricon Residential Inc.,1282051800,America/Toronto,EDT,-14400000,11.49,15.26,11.47,13.35,13.22,1.9,buy,6,120387000,0.442,517582016,6116096000,0.139,0.17,932070976,159.335,3.399,0.025899999,0.08046,628441000,180275008,184632000,-0.812,0.225,0.74257004,0.5553,0.54298997,USD,
5,7 St. Thomas Street,Suite 801,Toronto,ON,M5S 2B7,Canada,416 925 7228,416 925 7964,https://www.triconresidential.com,Real Estate Services,Real Estate,"Tricon Residential Inc. (NYSE: TCN, TSX: TCN) is an owner and operator of a growing portfolio of approximately 37,000 single-family rental homes in the U.S. Sun Belt and multi-family apartments in Canada. Our commitment to enriching the lives of our employees, residents and local communities underpins Tricon's culture and business philosophy. We provide high-quality rental housing options for families across the United States and Canada through our technology-enabled operating platform and dedicated on-the-ground operating teams. Our development programs are also delivering thousands of new rental homes and apartments as part of our commitment to help solve the housing supply shortage. At Tricon, we imagine a world where housing unlocks life's potential.",1010,"{'maxAge': 1, 'name': 'Mr. Jonathan  Ellenzweig', 'title': 'Exec. VP & Chief Investment Officer', 'fiscalYear': 2022, 'totalPay': 8086000, 'exercisedValue': 0, 'unexercisedValue': 0}",8,8,10,9,10,1693526400,1672444800,86400,2,11.54,11.48,11.36,11.59,11.54,11.48,11.36,11.59,0.31,0.027,1695859200,1.0545,2.46,1.308536,38.3,28.02439,803584,803584,403130,328790,328790,11.48,11.49,0,0,3127244800,9.83,13.78,3.3551574,11.7078,11.18935,0.232,0.020103985,CAD,9127666688,0.32514,264046714,272171008,2326167,1785525,1690761600,1693440000,0.0085,0.02963,0.68343,5.12,14.086,0.8157035,1672444800,1703980800,1688083200,-0.891,292536000,0.3,0.41,9.793,17.635,TOR,EQUITY,TCN.TO,TCN.TO,TRICON RESIDENTIAL INC,Tricon Residential Inc.,1282051800,America/Toronto,EDT,-14400000,11.49,15.26,11.47,13.35,13.22,1.9,buy,6,120387000,0.442,517582016,6116096000,0.139,0.17,932070976,159.335,3.399,0.025899999,0.08046,628441000,180275008,184632000,-0.812,0.225,0.74257004,0.5553,0.54298997,USD,
6,7 St. Thomas Street,Suite 801,Toronto,ON,M5S 2B7,Canada,416 925 7228,416 925 7964,https://www.triconresidential.com,Real Estate Services,Real Estate,"Tricon Residential Inc. (NYSE: TCN, TSX: TCN) is an owner and operator of a growing portfolio of approximately 37,000 single-family rental homes in the U.S. Sun Belt and multi-family apartments in Canada. Our commitment to enriching the lives of our employees, residents and local communities underpins Tricon's culture and business philosophy. We provide high-quality rental housing options for families across the United States and Canada through our technology-enabled operating platform and dedicated on-the-ground operating teams. Our development programs are also delivering thousands of new rental homes and apartments as part of our commitment to help solve the housing supply shortage. At Tricon, we imagine a world where housing unlocks life's potential.",1010,"{'maxAge': 1, 'name': 'Ms. Gina  McMullan C.A., CPA', 'title': 'Chief Accounting Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",8,8,10,9,10,1693526400,1672444800,86400,2,11.54,11.48,11.36,11.59,11.54,11.48,11.36,11.59,0.31,0.027,1695859200,1.0545,2.46,1.308536,38.3,28.02439,803584,803584,403130,328790,328790,11.48,11.49,0,0,3127244800,9.83,13.78,3.3551574,11.7078,11.18935,0.232,0.020103985,CAD,9127666688,0.32514,264046714,272171008,2326167,1785525,1690761600,1693440000,0.0085,0.02963,0.68343,5.12,14.086,0.8157035,1672444800,1703980800,1688083200,-0.891,292536000,0.3,0.41,9.793,17.635,TOR,EQUITY,TCN.TO,TCN.TO,TRICON RESIDENTIAL INC,Tricon Residential Inc.,1282051800,America/Toronto,EDT,-14400000,11.49,15.26,11.47,13.35,13.22,1.9,buy,6,120387000,0.442,517582016,6116096000,0.139,0.17,932070976,159.335,3.399,0.025899999,0.08046,628441000,180275008,184632000,-0.812,0.225,0.74257004,0.5553,0.54298997,USD,
7,7 St. Thomas Street,Suite 801,Toronto,ON,M5S 2B7,Canada,416 925 7228,416 925 7964,https://www.triconresidential.com,Real Estate Services,Real Estate,"Tricon Residential Inc. (NYSE: TCN, TSX: TCN) is an owner and operator of a growing portfolio of approximately 37,000 single-family rental homes in the U.S. Sun Belt and multi-family apartments in Canada. Our commitment to enriching the lives of our employees, residents and local communities underpins Tricon's culture and business philosophy. We provide high-quality rental housing options for families across the United States and Canada through our technology-enabled operating platform and dedicated on-the-ground operating teams. Our development programs are also delivering thousands of new rental homes and apartments as part of our commitment to help solve the housing supply shortage. At Tricon, we imagine a world where housing unlocks life's potential.",1010,"{'maxAge': 1, 'name': 'Ms. Reshma  Block', 'age': 47, 'title': 'Head of Technology & Innovation', 'yearBorn': 1975, 'exercisedValue': 0, 'unexercisedValue': 0}",8,8,10,9,10,1693526400,1672444800,86400,2,11.54,11.48,11.36,11.59,11.54,11.48,11.36,11.59,0.31,0.027,1695859200,1.0545,2.46,1.308536,38.3,28.02439,803584,803584,403130,328790,328790,11.48,11.49,0,0,3127244800,9.83,13.78,3.3551574,11.7078,11.18935,0.232,0.020103985,CAD,9127666688,0.32514,264046714,272171008,2326167,1785525,1690761600,1693440000,0.0085,0.02963,0.68343,5.12,14.086,0.8157035,1672444800,1703980800,1688083200,-0.891,292536000,0.3,0.41,9.793,17.635,TOR,EQUITY,TCN.TO,TCN.TO,TRICON RESIDENTIAL INC,Tricon Residential Inc.,1282051800,America/Toronto,EDT,-14400000,11.49,15.26,11.47,13.35,13.22,1.9,buy,6,120387000,0.442,517582016,6116096000,0.139,0.17,932070976,159.335,3.399,0.025899999,0.08046,628441000,180275008,184632000,-0.812,0.225,0.74257004,0.5553,0.54298997,USD,
8,7 St. Thomas Street,Suite 801,Toronto,ON,M5S 2B7,Canada,416 925 7228,416 925 7964,https://www.triconresidential.com,Real Estate Services,Real Estate,"Tricon Residential Inc. (NYSE: TCN, TSX: TCN) is an owner and operator of a growing portfolio of approximately 37,000 single-family rental homes in the U.S. Sun Belt and multi-family apartments in Canada. Our commitment to enriching the lives of our employees, residents and local communities underpins Tricon's culture and business philosophy. We provide high-quality rental housing options for families across the United States and Canada through our technology-enabled operating platform and dedicated on-the-ground operating teams. Our development programs are also delivering thousands of new rental homes and apartments as part of our commitment to help solve the housing supply shortage. At Tricon, we imagine a world where housing unlocks life's potential.",1010,"{'maxAge': 1, 'name': 'Charlotte Thuot Kucyi', 'title': 'Sr. Mang. of Investor Relations', 'exercisedValue': 0, 'unexercisedValue': 0}",8,8,10,9,10,1693526400,1672444800,86400,2,11.54,11.48,11.36,11.59,11.54,11.48,11.36,11.59,0.31,0.027,1695859200,1.0545,2.46,1.308536,38.3,28.02439,803584,803584,403130,328790,328790,11.48,11.49,0,0,3127244800,9.83,13.78,3.3551574,11.7078,11.18935,0.232,0.020103985,CAD,9127666688,0.32514,264046714,272171008,2326167,1785525,1690761600,1693440000,0.0085,0.02963,0.68343,5.12,14.086,0.8157035,1672444800,1703980800,1688083200,-0.891,292536000,0.3,0.41,9.793,17.635,TOR,EQUITY,TCN.TO,TCN.TO,TRICON RESIDENTIAL INC,Tricon Residential Inc.,1282051800,America/Toronto,EDT,-14400000,11.49,15.26,11.47,13.35,13.22,1.9,buy,6,120387000,0.442,517582016,6116096000,0.139,0.17,932070976,159.335,3.399,0.025899999,0.08046,628441000,180275008,184632000,-0.812,0.225,0.74257004,0.5553,0.54298997,USD,
9,7 St. Thomas Street,Suite 801,Toronto,ON,M5S 2B7,Canada,416 925 7228,416 925 7964,https://www.triconresidential.com,Real Estate Services,Real Estate,"Tricon Residential Inc. (NYSE: TCN, TSX: TCN) is an owner and operator of a growing portfolio of approximately 37,000 single-family rental homes in the U.S. Sun Belt and multi-family apartments in Canada. Our commitment to enriching the lives of our employees, residents and local communities underpins Tricon's culture and business philosophy. We provide high-quality rental housing options for families across the United States and Canada through our technology-enabled operating platform and dedicated on-the-ground operating teams. Our development programs are also delivering thousands of new rental homes and apartments as part of our commitment to help solve the housing supply shortage. At Tricon, we imagine a world where housing unlocks life's potential.",1010,"{'maxAge': 1, 'name': 'Mr. David  Veneziano', 'title': 'Exec. VP, Chief Legal Officer, Corp. Sec. & Chief Compliance Officer', 'fiscalYear': 2017, 'exercisedValue': 0, 'unexercisedValue': 0}",8,8,10,9,10,1693526400,1672444800,86400,2,11.54,11.48,11.36,11.59,11.54,11.48,11.36,11.59,0.31,0.027,1695859200,1.0545,2.46,1.308536,38.3,28.02439,803584,803584,403130,328790,328790,11.48,11.49,0,0,3127244800,9.83,13.78,3.3551574,11.7078,11.18935,0.232,0.020103985,CAD,9127666688,0.32514,264046714,272171008,2326167,1785525,1690761600,1693440000,0.0085,0.02963,0.68343,5.12,14.086,0.8157035,1672444800,1703980800,1688083200,-0.891,292536000,0.3,0.41,9.793,17.635,TOR,EQUITY,TCN.TO,TCN.TO,TRICON RESIDENTIAL INC,Tricon Residential Inc.,1282051800,America/Toronto,EDT,-14400000,11.49,15.26,11.47,13.35,13.22,1.9,buy,6,120387000,0.442,517582016,6116096000,0.139,0.17,932070976,159.335,3.399,0.025899999,0.08046,628441000,180275008,184632000,-0.812,0.225,0.74257004,0.5553,0.54298997,USD,
