,address1,address2,city,state,zip,country,phone,fax,website,industry,sector,longBusinessSummary,companyOfficers,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,beta,trailingPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,400 North Main Street,PO Box 1239,Mount Gilead,NC,27306,United States,910 439 6147,910 439 4190,https://www.mcraeindustries.com,Footwear & Accessories,Consumer Cyclical,"McRae Industries, Inc. manufactures and sells military combat boots for the United States Army. It also imports and sells western and work boots. The company provides its products for men, women, and children under the Dan Post, Laredo Western Boots, Dingo, McRae Industrial, and McRae Footwear brand names. McRae Industries, Inc. was founded in 1959 and is headquartered in Mount Gilead, North Carolina.","{'maxAge': 1, 'name': 'Mr. D. Gary McRae', 'age': 71, 'title': 'Chairman, CEO, Pres & Treasurer', 'yearBorn': 1951, 'fiscalYear': 2005, 'totalPay': 261988, 'exercisedValue': 0, 'unexercisedValue': 0}",1135987200,86400,2,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,0.56,0.012999999,1695168000,0.369294,11.82293,184,184,14,0,0,0.0,0.0,0,0,40618272,39.05,43.0,0.31460938,42.6438,41.1231,0.62,0.014418605,USD,67660880,0.07407,0,0,9935,1128988800,1134345600,0.0,0.0,0.06098,0.0,0.0,37.98,1.1321748,1659139200,1690675200,1682726400,-0.182,9563000,3.637,0.524,5.083,PNK,EQUITY,MCRAB,MCRAB,MCRAE INDUSTRIES INC,"McRae Industries, Inc.",1201703400,America/New_York,EDT,-14400000,43.0,none,29526000,13.064,13311750,0,8.334,12.769,129107000,57.123,0.086840004,0.11626001,36457000,-486375,2098000,-0.184,-0.039,0.28402,0.10311,0.09543,USD,
1,400 North Main Street,PO Box 1239,Mount Gilead,NC,27306,United States,910 439 6147,910 439 4190,https://www.mcraeindustries.com,Footwear & Accessories,Consumer Cyclical,"McRae Industries, Inc. manufactures and sells military combat boots for the United States Army. It also imports and sells western and work boots. The company provides its products for men, women, and children under the Dan Post, Laredo Western Boots, Dingo, McRae Industrial, and McRae Footwear brand names. McRae Industries, Inc. was founded in 1959 and is headquartered in Mount Gilead, North Carolina.","{'maxAge': 1, 'name': 'Mr. James W. McRae', 'age': 70, 'title': 'VP, Sec. & Director', 'yearBorn': 1952, 'fiscalYear': 2005, 'totalPay': 163314, 'exercisedValue': 0, 'unexercisedValue': 0}",1135987200,86400,2,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,0.56,0.012999999,1695168000,0.369294,11.82293,184,184,14,0,0,0.0,0.0,0,0,40618272,39.05,43.0,0.31460938,42.6438,41.1231,0.62,0.014418605,USD,67660880,0.07407,0,0,9935,1128988800,1134345600,0.0,0.0,0.06098,0.0,0.0,37.98,1.1321748,1659139200,1690675200,1682726400,-0.182,9563000,3.637,0.524,5.083,PNK,EQUITY,MCRAB,MCRAB,MCRAE INDUSTRIES INC,"McRae Industries, Inc.",1201703400,America/New_York,EDT,-14400000,43.0,none,29526000,13.064,13311750,0,8.334,12.769,129107000,57.123,0.086840004,0.11626001,36457000,-486375,2098000,-0.184,-0.039,0.28402,0.10311,0.09543,USD,
2,400 North Main Street,PO Box 1239,Mount Gilead,NC,27306,United States,910 439 6147,910 439 4190,https://www.mcraeindustries.com,Footwear & Accessories,Consumer Cyclical,"McRae Industries, Inc. manufactures and sells military combat boots for the United States Army. It also imports and sells western and work boots. The company provides its products for men, women, and children under the Dan Post, Laredo Western Boots, Dingo, McRae Industrial, and McRae Footwear brand names. McRae Industries, Inc. was founded in 1959 and is headquartered in Mount Gilead, North Carolina.","{'maxAge': 1, 'name': 'Charles E. Covatch', 'title': 'Pres of McRae Footwear', 'exercisedValue': 0, 'unexercisedValue': 0}",1135987200,86400,2,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,0.56,0.012999999,1695168000,0.369294,11.82293,184,184,14,0,0,0.0,0.0,0,0,40618272,39.05,43.0,0.31460938,42.6438,41.1231,0.62,0.014418605,USD,67660880,0.07407,0,0,9935,1128988800,1134345600,0.0,0.0,0.06098,0.0,0.0,37.98,1.1321748,1659139200,1690675200,1682726400,-0.182,9563000,3.637,0.524,5.083,PNK,EQUITY,MCRAB,MCRAB,MCRAE INDUSTRIES INC,"McRae Industries, Inc.",1201703400,America/New_York,EDT,-14400000,43.0,none,29526000,13.064,13311750,0,8.334,12.769,129107000,57.123,0.086840004,0.11626001,36457000,-486375,2098000,-0.184,-0.039,0.28402,0.10311,0.09543,USD,
