,address1,address2,city,zip,country,phone,fax,website,industry,sector,longBusinessSummary,companyOfficers,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,exDividendDate,payoutRatio,beta,trailingPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,"B-3-12, Gateway Corporate Suites",Gateway Kiaramas Jalan Desa Kiara Mont Kiara,Kuala Lumpur,50480,Malaysia,60 3 6419 1385,60 3 6419 1386,https://magholdings.com.my,Farm Products,Consumer Defensive,"MAG Holdings Berhad, an investment holding company, engages in the prawn aquaculture business in Malaysia. The company is also involved in seafood processing, as well as marine shrimp aquaculture business. MAG Holdings Berhad was formerly known as XingHe Holdings Berhad. MAG Holdings Berhad was incorporated in 2004 and is based in Kuala Lumpur, Malaysia.","{'maxAge': 1, 'name': 'Mr. Min Lin Ng', 'age': 43, 'title': 'Exec. Chairman', 'yearBorn': 1979, 'fiscalYear': 2022, 'totalPay': 0, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.205,0.205,0.205,0.21,0.205,0.205,0.205,0.21,1440028800,0.0,0.480718,20.5,3168600,3168600,6811659,5096810,5096810,0.205,0.21,0,0,327737600,0.165,0.235,1.6253843,0.1986,0.192,0.001,0.0048780493,MYR,304102176,0.17106001,590896086,1598720000,0.64007,0.0,0.48,0.42708334,1688083200,1719705600,1688083200,34493000,0.01,1:8,1565049600,1.508,4.959,KLS,EQUITY,0095.KL,0095.KL,MAG,MAG Holdings Berhad,1124758800,Asia/Kuala_Lumpur,MYT,28800000,0.205,0.27,0.27,0.27,0.27,none,1,216370000,0.135,61325000,191044000,3.218,3.359,201636992,24.85,0.133,0.02953,0.0467,66800000,-55335376,13677000,0.402,0.33129,0.30413,0.24482,MYR,
1,"B-3-12, Gateway Corporate Suites",Gateway Kiaramas Jalan Desa Kiara Mont Kiara,Kuala Lumpur,50480,Malaysia,60 3 6419 1385,60 3 6419 1386,https://magholdings.com.my,Farm Products,Consumer Defensive,"MAG Holdings Berhad, an investment holding company, engages in the prawn aquaculture business in Malaysia. The company is also involved in seafood processing, as well as marine shrimp aquaculture business. MAG Holdings Berhad was formerly known as XingHe Holdings Berhad. MAG Holdings Berhad was incorporated in 2004 and is based in Kuala Lumpur, Malaysia.","{'maxAge': 1, 'name': 'Ms. Yuet Chyn Wong', 'title': 'Company Sec.', 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.205,0.205,0.205,0.21,0.205,0.205,0.205,0.21,1440028800,0.0,0.480718,20.5,3168600,3168600,6811659,5096810,5096810,0.205,0.21,0,0,327737600,0.165,0.235,1.6253843,0.1986,0.192,0.001,0.0048780493,MYR,304102176,0.17106001,590896086,1598720000,0.64007,0.0,0.48,0.42708334,1688083200,1719705600,1688083200,34493000,0.01,1:8,1565049600,1.508,4.959,KLS,EQUITY,0095.KL,0095.KL,MAG,MAG Holdings Berhad,1124758800,Asia/Kuala_Lumpur,MYT,28800000,0.205,0.27,0.27,0.27,0.27,none,1,216370000,0.135,61325000,191044000,3.218,3.359,201636992,24.85,0.133,0.02953,0.0467,66800000,-55335376,13677000,0.402,0.33129,0.30413,0.24482,MYR,
2,"B-3-12, Gateway Corporate Suites",Gateway Kiaramas Jalan Desa Kiara Mont Kiara,Kuala Lumpur,50480,Malaysia,60 3 6419 1385,60 3 6419 1386,https://magholdings.com.my,Farm Products,Consumer Defensive,"MAG Holdings Berhad, an investment holding company, engages in the prawn aquaculture business in Malaysia. The company is also involved in seafood processing, as well as marine shrimp aquaculture business. MAG Holdings Berhad was formerly known as XingHe Holdings Berhad. MAG Holdings Berhad was incorporated in 2004 and is based in Kuala Lumpur, Malaysia.","{'maxAge': 1, 'name': 'ZhiXiang  Wang', 'title': 'Exec. Director of Henan XingHe Oil & Fat Company Limited', 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.205,0.205,0.205,0.21,0.205,0.205,0.205,0.21,1440028800,0.0,0.480718,20.5,3168600,3168600,6811659,5096810,5096810,0.205,0.21,0,0,327737600,0.165,0.235,1.6253843,0.1986,0.192,0.001,0.0048780493,MYR,304102176,0.17106001,590896086,1598720000,0.64007,0.0,0.48,0.42708334,1688083200,1719705600,1688083200,34493000,0.01,1:8,1565049600,1.508,4.959,KLS,EQUITY,0095.KL,0095.KL,MAG,MAG Holdings Berhad,1124758800,Asia/Kuala_Lumpur,MYT,28800000,0.205,0.27,0.27,0.27,0.27,none,1,216370000,0.135,61325000,191044000,3.218,3.359,201636992,24.85,0.133,0.02953,0.0467,66800000,-55335376,13677000,0.402,0.33129,0.30413,0.24482,MYR,
