,address1,address2,city,zip,country,phone,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,trailingPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,9 Raffles Place,No. 54-01 Republic Plaza,Singapore,048619,Singapore,65 6223 2835,https://www.yzjfin.com,Asset Management,Financial Services,"Yangzijiang Financial Holding Ltd., an investment holding company, engages in the investment-related activities in the People's Republic of China and Singapore. The company operates through Investment Management, Fund Management, and Wealth Management segments. Its investments include debt investments, venture capital investments, microfinancing, fund and wealth management, and investment advisory services. The company was incorporated in 2021 and is based in Singapore.",80,"{'maxAge': 1, 'name': 'Mr. Yuanlin  Ren', 'age': 68, 'title': 'Exec. Chairman', 'yearBorn': 1954, 'fiscalYear': 2022, 'totalPay': 35619, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.01,0.053400002,1683676800,0.3488,6.25,1000,1000,533,590,590,984567488,0.17,0.27,2.9756207,0.238734,0.24770464,0.018,0.072,USD,-1662619520,0.5686,2057054669,3630739968,0.37265998,0.10831001,1.052,0.23764257,1672444800,1703980800,1688083200,0.192,188138000,0.04,1:10,1349913600,-5.025,-5.552,PNK,EQUITY,YNGFF,YNGFF,YANGZIJIANG FINANCIAL HOLDING L,Yangzijiang Financial Holding Ltd.,1671114600,America/New_York,EDT,-14400000,0.25,none,2576078080,0.706,299481984,964000,42.299,42.299,330878016,0.025,0.089,0.04306,0.04662,303872000,786786880,521272992,0.271,0.142,0.98713,0.90511,0.90031,SGD,
1,9 Raffles Place,No. 54-01 Republic Plaza,Singapore,048619,Singapore,65 6223 2835,https://www.yzjfin.com,Asset Management,Financial Services,"Yangzijiang Financial Holding Ltd., an investment holding company, engages in the investment-related activities in the People's Republic of China and Singapore. The company operates through Investment Management, Fund Management, and Wealth Management segments. Its investments include debt investments, venture capital investments, microfinancing, fund and wealth management, and investment advisory services. The company was incorporated in 2021 and is based in Singapore.",80,"{'maxAge': 1, 'name': 'Mr. Teow Heng  Toe', 'age': 54, 'title': 'CEO, Group CIO & Exec. Director', 'yearBorn': 1968, 'fiscalYear': 2022, 'totalPay': 303628, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.01,0.053400002,1683676800,0.3488,6.25,1000,1000,533,590,590,984567488,0.17,0.27,2.9756207,0.238734,0.24770464,0.018,0.072,USD,-1662619520,0.5686,2057054669,3630739968,0.37265998,0.10831001,1.052,0.23764257,1672444800,1703980800,1688083200,0.192,188138000,0.04,1:10,1349913600,-5.025,-5.552,PNK,EQUITY,YNGFF,YNGFF,YANGZIJIANG FINANCIAL HOLDING L,Yangzijiang Financial Holding Ltd.,1671114600,America/New_York,EDT,-14400000,0.25,none,2576078080,0.706,299481984,964000,42.299,42.299,330878016,0.025,0.089,0.04306,0.04662,303872000,786786880,521272992,0.271,0.142,0.98713,0.90511,0.90031,SGD,
2,9 Raffles Place,No. 54-01 Republic Plaza,Singapore,048619,Singapore,65 6223 2835,https://www.yzjfin.com,Asset Management,Financial Services,"Yangzijiang Financial Holding Ltd., an investment holding company, engages in the investment-related activities in the People's Republic of China and Singapore. The company operates through Investment Management, Fund Management, and Wealth Management segments. Its investments include debt investments, venture capital investments, microfinancing, fund and wealth management, and investment advisory services. The company was incorporated in 2021 and is based in Singapore.",80,"{'maxAge': 1, 'name': 'Ms. Hua  Liu', 'age': 46, 'title': 'CFO & COO', 'yearBorn': 1976, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.01,0.053400002,1683676800,0.3488,6.25,1000,1000,533,590,590,984567488,0.17,0.27,2.9756207,0.238734,0.24770464,0.018,0.072,USD,-1662619520,0.5686,2057054669,3630739968,0.37265998,0.10831001,1.052,0.23764257,1672444800,1703980800,1688083200,0.192,188138000,0.04,1:10,1349913600,-5.025,-5.552,PNK,EQUITY,YNGFF,YNGFF,YANGZIJIANG FINANCIAL HOLDING L,Yangzijiang Financial Holding Ltd.,1671114600,America/New_York,EDT,-14400000,0.25,none,2576078080,0.706,299481984,964000,42.299,42.299,330878016,0.025,0.089,0.04306,0.04662,303872000,786786880,521272992,0.271,0.142,0.98713,0.90511,0.90031,SGD,
3,9 Raffles Place,No. 54-01 Republic Plaza,Singapore,048619,Singapore,65 6223 2835,https://www.yzjfin.com,Asset Management,Financial Services,"Yangzijiang Financial Holding Ltd., an investment holding company, engages in the investment-related activities in the People's Republic of China and Singapore. The company operates through Investment Management, Fund Management, and Wealth Management segments. Its investments include debt investments, venture capital investments, microfinancing, fund and wealth management, and investment advisory services. The company was incorporated in 2021 and is based in Singapore.",80,"{'maxAge': 1, 'name': 'Mr. Boon Chiao  Koh', 'age': 42, 'title': 'Gen. Counsel', 'yearBorn': 1980, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.01,0.053400002,1683676800,0.3488,6.25,1000,1000,533,590,590,984567488,0.17,0.27,2.9756207,0.238734,0.24770464,0.018,0.072,USD,-1662619520,0.5686,2057054669,3630739968,0.37265998,0.10831001,1.052,0.23764257,1672444800,1703980800,1688083200,0.192,188138000,0.04,1:10,1349913600,-5.025,-5.552,PNK,EQUITY,YNGFF,YNGFF,YANGZIJIANG FINANCIAL HOLDING L,Yangzijiang Financial Holding Ltd.,1671114600,America/New_York,EDT,-14400000,0.25,none,2576078080,0.706,299481984,964000,42.299,42.299,330878016,0.025,0.089,0.04306,0.04662,303872000,786786880,521272992,0.271,0.142,0.98713,0.90511,0.90031,SGD,
4,9 Raffles Place,No. 54-01 Republic Plaza,Singapore,048619,Singapore,65 6223 2835,https://www.yzjfin.com,Asset Management,Financial Services,"Yangzijiang Financial Holding Ltd., an investment holding company, engages in the investment-related activities in the People's Republic of China and Singapore. The company operates through Investment Management, Fund Management, and Wealth Management segments. Its investments include debt investments, venture capital investments, microfinancing, fund and wealth management, and investment advisory services. The company was incorporated in 2021 and is based in Singapore.",80,"{'maxAge': 1, 'name': 'Mr. Qing  Su', 'age': 37, 'title': 'Chief Compliance Officer \x96 PRC', 'yearBorn': 1985, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.01,0.053400002,1683676800,0.3488,6.25,1000,1000,533,590,590,984567488,0.17,0.27,2.9756207,0.238734,0.24770464,0.018,0.072,USD,-1662619520,0.5686,2057054669,3630739968,0.37265998,0.10831001,1.052,0.23764257,1672444800,1703980800,1688083200,0.192,188138000,0.04,1:10,1349913600,-5.025,-5.552,PNK,EQUITY,YNGFF,YNGFF,YANGZIJIANG FINANCIAL HOLDING L,Yangzijiang Financial Holding Ltd.,1671114600,America/New_York,EDT,-14400000,0.25,none,2576078080,0.706,299481984,964000,42.299,42.299,330878016,0.025,0.089,0.04306,0.04662,303872000,786786880,521272992,0.271,0.142,0.98713,0.90511,0.90031,SGD,
5,9 Raffles Place,No. 54-01 Republic Plaza,Singapore,048619,Singapore,65 6223 2835,https://www.yzjfin.com,Asset Management,Financial Services,"Yangzijiang Financial Holding Ltd., an investment holding company, engages in the investment-related activities in the People's Republic of China and Singapore. The company operates through Investment Management, Fund Management, and Wealth Management segments. Its investments include debt investments, venture capital investments, microfinancing, fund and wealth management, and investment advisory services. The company was incorporated in 2021 and is based in Singapore.",80,"{'maxAge': 1, 'name': 'Mr. Xingkui  Peng', 'age': 39, 'title': 'Chief Investment Officer \x96 PRC', 'yearBorn': 1983, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.01,0.053400002,1683676800,0.3488,6.25,1000,1000,533,590,590,984567488,0.17,0.27,2.9756207,0.238734,0.24770464,0.018,0.072,USD,-1662619520,0.5686,2057054669,3630739968,0.37265998,0.10831001,1.052,0.23764257,1672444800,1703980800,1688083200,0.192,188138000,0.04,1:10,1349913600,-5.025,-5.552,PNK,EQUITY,YNGFF,YNGFF,YANGZIJIANG FINANCIAL HOLDING L,Yangzijiang Financial Holding Ltd.,1671114600,America/New_York,EDT,-14400000,0.25,none,2576078080,0.706,299481984,964000,42.299,42.299,330878016,0.025,0.089,0.04306,0.04662,303872000,786786880,521272992,0.271,0.142,0.98713,0.90511,0.90031,SGD,
6,9 Raffles Place,No. 54-01 Republic Plaza,Singapore,048619,Singapore,65 6223 2835,https://www.yzjfin.com,Asset Management,Financial Services,"Yangzijiang Financial Holding Ltd., an investment holding company, engages in the investment-related activities in the People's Republic of China and Singapore. The company operates through Investment Management, Fund Management, and Wealth Management segments. Its investments include debt investments, venture capital investments, microfinancing, fund and wealth management, and investment advisory services. The company was incorporated in 2021 and is based in Singapore.",80,"{'maxAge': 1, 'name': 'Mr. Kheng Hong  Chiang', 'title': 'Chief Risk Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.01,0.053400002,1683676800,0.3488,6.25,1000,1000,533,590,590,984567488,0.17,0.27,2.9756207,0.238734,0.24770464,0.018,0.072,USD,-1662619520,0.5686,2057054669,3630739968,0.37265998,0.10831001,1.052,0.23764257,1672444800,1703980800,1688083200,0.192,188138000,0.04,1:10,1349913600,-5.025,-5.552,PNK,EQUITY,YNGFF,YNGFF,YANGZIJIANG FINANCIAL HOLDING L,Yangzijiang Financial Holding Ltd.,1671114600,America/New_York,EDT,-14400000,0.25,none,2576078080,0.706,299481984,964000,42.299,42.299,330878016,0.025,0.089,0.04306,0.04662,303872000,786786880,521272992,0.271,0.142,0.98713,0.90511,0.90031,SGD,
7,9 Raffles Place,No. 54-01 Republic Plaza,Singapore,048619,Singapore,65 6223 2835,https://www.yzjfin.com,Asset Management,Financial Services,"Yangzijiang Financial Holding Ltd., an investment holding company, engages in the investment-related activities in the People's Republic of China and Singapore. The company operates through Investment Management, Fund Management, and Wealth Management segments. Its investments include debt investments, venture capital investments, microfinancing, fund and wealth management, and investment advisory services. The company was incorporated in 2021 and is based in Singapore.",80,"{'maxAge': 1, 'name': 'Ms. Menglin  Wu', 'title': 'Head of Fund Investments', 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.01,0.053400002,1683676800,0.3488,6.25,1000,1000,533,590,590,984567488,0.17,0.27,2.9756207,0.238734,0.24770464,0.018,0.072,USD,-1662619520,0.5686,2057054669,3630739968,0.37265998,0.10831001,1.052,0.23764257,1672444800,1703980800,1688083200,0.192,188138000,0.04,1:10,1349913600,-5.025,-5.552,PNK,EQUITY,YNGFF,YNGFF,YANGZIJIANG FINANCIAL HOLDING L,Yangzijiang Financial Holding Ltd.,1671114600,America/New_York,EDT,-14400000,0.25,none,2576078080,0.706,299481984,964000,42.299,42.299,330878016,0.025,0.089,0.04306,0.04662,303872000,786786880,521272992,0.271,0.142,0.98713,0.90511,0.90031,SGD,
8,9 Raffles Place,No. 54-01 Republic Plaza,Singapore,048619,Singapore,65 6223 2835,https://www.yzjfin.com,Asset Management,Financial Services,"Yangzijiang Financial Holding Ltd., an investment holding company, engages in the investment-related activities in the People's Republic of China and Singapore. The company operates through Investment Management, Fund Management, and Wealth Management segments. Its investments include debt investments, venture capital investments, microfinancing, fund and wealth management, and investment advisory services. The company was incorporated in 2021 and is based in Singapore.",80,"{'maxAge': 1, 'name': 'Mr. Lee Guan  Chew', 'title': 'Head of Direct Investments', 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.01,0.053400002,1683676800,0.3488,6.25,1000,1000,533,590,590,984567488,0.17,0.27,2.9756207,0.238734,0.24770464,0.018,0.072,USD,-1662619520,0.5686,2057054669,3630739968,0.37265998,0.10831001,1.052,0.23764257,1672444800,1703980800,1688083200,0.192,188138000,0.04,1:10,1349913600,-5.025,-5.552,PNK,EQUITY,YNGFF,YNGFF,YANGZIJIANG FINANCIAL HOLDING L,Yangzijiang Financial Holding Ltd.,1671114600,America/New_York,EDT,-14400000,0.25,none,2576078080,0.706,299481984,964000,42.299,42.299,330878016,0.025,0.089,0.04306,0.04662,303872000,786786880,521272992,0.271,0.142,0.98713,0.90511,0.90031,SGD,
9,9 Raffles Place,No. 54-01 Republic Plaza,Singapore,048619,Singapore,65 6223 2835,https://www.yzjfin.com,Asset Management,Financial Services,"Yangzijiang Financial Holding Ltd., an investment holding company, engages in the investment-related activities in the People's Republic of China and Singapore. The company operates through Investment Management, Fund Management, and Wealth Management segments. Its investments include debt investments, venture capital investments, microfinancing, fund and wealth management, and investment advisory services. The company was incorporated in 2021 and is based in Singapore.",80,"{'maxAge': 1, 'name': 'Mr. Zhong Bing  Yan', 'title': 'Head of Shipping & Maritime Technology Fund', 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.01,0.053400002,1683676800,0.3488,6.25,1000,1000,533,590,590,984567488,0.17,0.27,2.9756207,0.238734,0.24770464,0.018,0.072,USD,-1662619520,0.5686,2057054669,3630739968,0.37265998,0.10831001,1.052,0.23764257,1672444800,1703980800,1688083200,0.192,188138000,0.04,1:10,1349913600,-5.025,-5.552,PNK,EQUITY,YNGFF,YNGFF,YANGZIJIANG FINANCIAL HOLDING L,Yangzijiang Financial Holding Ltd.,1671114600,America/New_York,EDT,-14400000,0.25,none,2576078080,0.706,299481984,964000,42.299,42.299,330878016,0.025,0.089,0.04306,0.04662,303872000,786786880,521272992,0.271,0.142,0.98713,0.90511,0.90031,SGD,
