,address1,address2,city,state,zip,country,phone,fax,website,industry,sector,longBusinessSummary,companyOfficers,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,trailingPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,profitMargins,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,shortRatio,trailingEps,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,grossMargins,ebitdaMargins,operatingMargins,trailingPegRatio
0,150 York Street,Suite 1710,Toronto,ON,M5H 3S5,Canada,416 861 9941,416 861 9943,https://www.bromptongroup.com/funds/fund/ciq/overview,Asset Management,Financial Services,"Canadian High Income Equity Fund is a closed-ended equity mutual fund launched by Brompton Funds Limited. The fund is managed by Bloom Investment Counsel, Inc. It invests in the public equity markets of Canada. The fund seeks to invest in stocks of companies operating across diversified sectors. It primarily invests in dividend paying value stocks of companies. The fund focuses on such factors as strong cash flows and investor demand to create its portfolio. It benchmarks the performance of its portfolio against the S&P/TSX Composite Index. Canadian High Income Equity Fund as formed on February 18, 2010 and is domiciled in Canada.","{'maxAge': 1, 'name': 'Mr. Mark A. Caranci B.Com., C.A., C.P.A., BComm, CPA, CA', 'title': 'Pres, CEO & Director of Brompton Funds.', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,6.67,6.67,6.67,6.67,6.67,6.67,6.67,6.67,0.48,0.072,1687996800,3.4285998,7.29,47.642857,2,2,300,0,0,6.67,7.0,0,0,8065230,6.25,7.57,6.7708,6.9454,0.0,0.0,CAD,0.0,1209180,2,31,1690761600,1693440000,0.0,0.0,0.14,TOR,EQUITY,CIQ-UN.TO,CIQ-UN.TO,CANADIAN HIGH INCOME EQUITY FUN,Canadian High Income Equity Fund,1271943000,America/Toronto,EDT,-14400000,6.67,none,0.0,0.0,0.0,
1,150 York Street,Suite 1710,Toronto,ON,M5H 3S5,Canada,416 861 9941,416 861 9943,https://www.bromptongroup.com/funds/fund/ciq/overview,Asset Management,Financial Services,"Canadian High Income Equity Fund is a closed-ended equity mutual fund launched by Brompton Funds Limited. The fund is managed by Bloom Investment Counsel, Inc. It invests in the public equity markets of Canada. The fund seeks to invest in stocks of companies operating across diversified sectors. It primarily invests in dividend paying value stocks of companies. The fund focuses on such factors as strong cash flows and investor demand to create its portfolio. It benchmarks the performance of its portfolio against the S&P/TSX Composite Index. Canadian High Income Equity Fund as formed on February 18, 2010 and is domiciled in Canada.","{'maxAge': 1, 'name': 'Mr. Jason P. Goletz', 'title': 'VP of Sales and Marketing of Sales & Marketing-Brompton Funds Limited', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,6.67,6.67,6.67,6.67,6.67,6.67,6.67,6.67,0.48,0.072,1687996800,3.4285998,7.29,47.642857,2,2,300,0,0,6.67,7.0,0,0,8065230,6.25,7.57,6.7708,6.9454,0.0,0.0,CAD,0.0,1209180,2,31,1690761600,1693440000,0.0,0.0,0.14,TOR,EQUITY,CIQ-UN.TO,CIQ-UN.TO,CANADIAN HIGH INCOME EQUITY FUN,Canadian High Income Equity Fund,1271943000,America/Toronto,EDT,-14400000,6.67,none,0.0,0.0,0.0,
2,150 York Street,Suite 1710,Toronto,ON,M5H 3S5,Canada,416 861 9941,416 861 9943,https://www.bromptongroup.com/funds/fund/ciq/overview,Asset Management,Financial Services,"Canadian High Income Equity Fund is a closed-ended equity mutual fund launched by Brompton Funds Limited. The fund is managed by Bloom Investment Counsel, Inc. It invests in the public equity markets of Canada. The fund seeks to invest in stocks of companies operating across diversified sectors. It primarily invests in dividend paying value stocks of companies. The fund focuses on such factors as strong cash flows and investor demand to create its portfolio. It benchmarks the performance of its portfolio against the S&P/TSX Composite Index. Canadian High Income Equity Fund as formed on February 18, 2010 and is domiciled in Canada.","{'maxAge': 1, 'name': 'Ms. Laura Wing-Sze W. Lau BASc (Hons), CFA, DMS', 'title': 'Sr. VP & Sr. Portfolio Mang. of Brompton Funds Ltd', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,6.67,6.67,6.67,6.67,6.67,6.67,6.67,6.67,0.48,0.072,1687996800,3.4285998,7.29,47.642857,2,2,300,0,0,6.67,7.0,0,0,8065230,6.25,7.57,6.7708,6.9454,0.0,0.0,CAD,0.0,1209180,2,31,1690761600,1693440000,0.0,0.0,0.14,TOR,EQUITY,CIQ-UN.TO,CIQ-UN.TO,CANADIAN HIGH INCOME EQUITY FUN,Canadian High Income Equity Fund,1271943000,America/Toronto,EDT,-14400000,6.67,none,0.0,0.0,0.0,
3,150 York Street,Suite 1710,Toronto,ON,M5H 3S5,Canada,416 861 9941,416 861 9943,https://www.bromptongroup.com/funds/fund/ciq/overview,Asset Management,Financial Services,"Canadian High Income Equity Fund is a closed-ended equity mutual fund launched by Brompton Funds Limited. The fund is managed by Bloom Investment Counsel, Inc. It invests in the public equity markets of Canada. The fund seeks to invest in stocks of companies operating across diversified sectors. It primarily invests in dividend paying value stocks of companies. The fund focuses on such factors as strong cash flows and investor demand to create its portfolio. It benchmarks the performance of its portfolio against the S&P/TSX Composite Index. Canadian High Income Equity Fund as formed on February 18, 2010 and is domiciled in Canada.","{'maxAge': 1, 'name': 'Mr. Christopher Z. Cullen BASc, C.F.A., M.B.A., MBA', 'title': 'Sr. VP of Brompton Funds Limited', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,6.67,6.67,6.67,6.67,6.67,6.67,6.67,6.67,0.48,0.072,1687996800,3.4285998,7.29,47.642857,2,2,300,0,0,6.67,7.0,0,0,8065230,6.25,7.57,6.7708,6.9454,0.0,0.0,CAD,0.0,1209180,2,31,1690761600,1693440000,0.0,0.0,0.14,TOR,EQUITY,CIQ-UN.TO,CIQ-UN.TO,CANADIAN HIGH INCOME EQUITY FUN,Canadian High Income Equity Fund,1271943000,America/Toronto,EDT,-14400000,6.67,none,0.0,0.0,0.0,
4,150 York Street,Suite 1710,Toronto,ON,M5H 3S5,Canada,416 861 9941,416 861 9943,https://www.bromptongroup.com/funds/fund/ciq/overview,Asset Management,Financial Services,"Canadian High Income Equity Fund is a closed-ended equity mutual fund launched by Brompton Funds Limited. The fund is managed by Bloom Investment Counsel, Inc. It invests in the public equity markets of Canada. The fund seeks to invest in stocks of companies operating across diversified sectors. It primarily invests in dividend paying value stocks of companies. The fund focuses on such factors as strong cash flows and investor demand to create its portfolio. It benchmarks the performance of its portfolio against the S&P/TSX Composite Index. Canadian High Income Equity Fund as formed on February 18, 2010 and is domiciled in Canada.","{'maxAge': 1, 'name': 'Ms. Ann P. Wong (Delaware)CFA, B.A., BA, C.A., C.F.A., C.P.A., CA', 'title': 'VP & Controller of Brompton Funds Limited', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,6.67,6.67,6.67,6.67,6.67,6.67,6.67,6.67,0.48,0.072,1687996800,3.4285998,7.29,47.642857,2,2,300,0,0,6.67,7.0,0,0,8065230,6.25,7.57,6.7708,6.9454,0.0,0.0,CAD,0.0,1209180,2,31,1690761600,1693440000,0.0,0.0,0.14,TOR,EQUITY,CIQ-UN.TO,CIQ-UN.TO,CANADIAN HIGH INCOME EQUITY FUN,Canadian High Income Equity Fund,1271943000,America/Toronto,EDT,-14400000,6.67,none,0.0,0.0,0.0,
