,address1,address2,city,state,zip,country,phone,fax,website,industry,industryDisp,sector,sectorDisp,longBusinessSummary,companyOfficers,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,enterpriseToRevenue,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,uuid,messageBoardId,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,totalDebt,quickRatio,currentRatio,totalRevenue,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,7337 East Doubletree Ranch Road,Suite 100,Scottsdale,AZ,85258-2034,United States,480-477-3000,480-477-2744,https://investments.voya.com/Investor/Products/Closed-End-Funds/Profile/index.htm?psc=365&p=129&tab=Overview,Asset Management,Asset Management,Financial Services,Financial Services,"Voya Global Advantage and Premium Opportunity Fund is a closed-ended equity mutual fund launched by Voya Investment Management LLC. The fund is co-managed by Voya Investments, LLC, Voya Investment Management Co. LLC, and NNIP Advisors B.V. It invests in public equity markets across the globe. The fund seeks to invest in stocks of companies operating across diversified sectors. It primarily invests in value stocks of companies across all market capitalizations. The fund also invests through index call options on selected indices, equities, and/or exchange-traded funds. It employs fundamental analysis with a bottom-up stock picking approach and a proprietary discounted cash flow valuation model, focusing on such factors as sales, margins, and capital use to create its portfolio. The fund benchmarks the performance of its portfolio against the MSCI World Index. It was formerly known as ING Global Advantage and Premium Opportunity Fund. Voya Global Advantage and Premium Opportunity Fund was formed on July 7, 2005 and is domiciled in the United States.","{'maxAge': 1, 'name': 'Mr. Stanley David Vyner', 'age': 71, 'title': 'Chief Investment Risk Officer and Exec. VP', 'yearBorn': 1951, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,8.29,8.29,8.28,8.32,8.29,8.29,8.28,8.32,0.79,0.0951,1688342400,2.4625,8.77,0.740663,25.968752,50310,50310,47841,58100,58100,8.19,8.43,900,800,130463680,8.05,9.3,23.375975,8.4038,8.57355,0.79,0.09529554,USD,131195824,0.79722,15699600,66746,765,1690761600,1693440000,0.0043,0.0,0.34357,1.4,0.0043,15699600,10.035,0.8281017,1677542400,1709078400,1677542400,4449391,0.32,23.507,-0.07461023,0.14113986,0.197,1688342400,NYQ,EQUITY,IGA,IGA,Voya Global Advantage and Premi,Voya Global Advantage and Premium Opportunity Fund,1130419800,America/New_York,EDT,95efa167-2162-3b18-83c4-0227c1f1e096,finmb_23076757,-14400000,8.31,none,345024,0.022,0,1.085,2.122,5581101,0.352,0.01474,0.02686,5581101,0.118,1.0,0.0,0.70726997,USD,
1,7337 East Doubletree Ranch Road,Suite 100,Scottsdale,AZ,85258-2034,United States,480-477-3000,480-477-2744,https://investments.voya.com/Investor/Products/Closed-End-Funds/Profile/index.htm?psc=365&p=129&tab=Overview,Asset Management,Asset Management,Financial Services,Financial Services,"Voya Global Advantage and Premium Opportunity Fund is a closed-ended equity mutual fund launched by Voya Investment Management LLC. The fund is co-managed by Voya Investments, LLC, Voya Investment Management Co. LLC, and NNIP Advisors B.V. It invests in public equity markets across the globe. The fund seeks to invest in stocks of companies operating across diversified sectors. It primarily invests in value stocks of companies across all market capitalizations. The fund also invests through index call options on selected indices, equities, and/or exchange-traded funds. It employs fundamental analysis with a bottom-up stock picking approach and a proprietary discounted cash flow valuation model, focusing on such factors as sales, margins, and capital use to create its portfolio. The fund benchmarks the performance of its portfolio against the MSCI World Index. It was formerly known as ING Global Advantage and Premium Opportunity Fund. Voya Global Advantage and Premium Opportunity Fund was formed on July 7, 2005 and is domiciled in the United States.","{'maxAge': 1, 'name': 'Mr. Pieter  Schop', 'title': 'Portfolio Mang.', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,8.29,8.29,8.28,8.32,8.29,8.29,8.28,8.32,0.79,0.0951,1688342400,2.4625,8.77,0.740663,25.968752,50310,50310,47841,58100,58100,8.19,8.43,900,800,130463680,8.05,9.3,23.375975,8.4038,8.57355,0.79,0.09529554,USD,131195824,0.79722,15699600,66746,765,1690761600,1693440000,0.0043,0.0,0.34357,1.4,0.0043,15699600,10.035,0.8281017,1677542400,1709078400,1677542400,4449391,0.32,23.507,-0.07461023,0.14113986,0.197,1688342400,NYQ,EQUITY,IGA,IGA,Voya Global Advantage and Premi,Voya Global Advantage and Premium Opportunity Fund,1130419800,America/New_York,EDT,95efa167-2162-3b18-83c4-0227c1f1e096,finmb_23076757,-14400000,8.31,none,345024,0.022,0,1.085,2.122,5581101,0.352,0.01474,0.02686,5581101,0.118,1.0,0.0,0.70726997,USD,
2,7337 East Doubletree Ranch Road,Suite 100,Scottsdale,AZ,85258-2034,United States,480-477-3000,480-477-2744,https://investments.voya.com/Investor/Products/Closed-End-Funds/Profile/index.htm?psc=365&p=129&tab=Overview,Asset Management,Asset Management,Financial Services,Financial Services,"Voya Global Advantage and Premium Opportunity Fund is a closed-ended equity mutual fund launched by Voya Investment Management LLC. The fund is co-managed by Voya Investments, LLC, Voya Investment Management Co. LLC, and NNIP Advisors B.V. It invests in public equity markets across the globe. The fund seeks to invest in stocks of companies operating across diversified sectors. It primarily invests in value stocks of companies across all market capitalizations. The fund also invests through index call options on selected indices, equities, and/or exchange-traded funds. It employs fundamental analysis with a bottom-up stock picking approach and a proprietary discounted cash flow valuation model, focusing on such factors as sales, margins, and capital use to create its portfolio. The fund benchmarks the performance of its portfolio against the MSCI World Index. It was formerly known as ING Global Advantage and Premium Opportunity Fund. Voya Global Advantage and Premium Opportunity Fund was formed on July 7, 2005 and is domiciled in the United States.","{'maxAge': 1, 'name': 'Mr. Bert  Veldman CFA', 'title': 'Portfolio Mang.', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,8.29,8.29,8.28,8.32,8.29,8.29,8.28,8.32,0.79,0.0951,1688342400,2.4625,8.77,0.740663,25.968752,50310,50310,47841,58100,58100,8.19,8.43,900,800,130463680,8.05,9.3,23.375975,8.4038,8.57355,0.79,0.09529554,USD,131195824,0.79722,15699600,66746,765,1690761600,1693440000,0.0043,0.0,0.34357,1.4,0.0043,15699600,10.035,0.8281017,1677542400,1709078400,1677542400,4449391,0.32,23.507,-0.07461023,0.14113986,0.197,1688342400,NYQ,EQUITY,IGA,IGA,Voya Global Advantage and Premi,Voya Global Advantage and Premium Opportunity Fund,1130419800,America/New_York,EDT,95efa167-2162-3b18-83c4-0227c1f1e096,finmb_23076757,-14400000,8.31,none,345024,0.022,0,1.085,2.122,5581101,0.352,0.01474,0.02686,5581101,0.118,1.0,0.0,0.70726997,USD,
3,7337 East Doubletree Ranch Road,Suite 100,Scottsdale,AZ,85258-2034,United States,480-477-3000,480-477-2744,https://investments.voya.com/Investor/Products/Closed-End-Funds/Profile/index.htm?psc=365&p=129&tab=Overview,Asset Management,Asset Management,Financial Services,Financial Services,"Voya Global Advantage and Premium Opportunity Fund is a closed-ended equity mutual fund launched by Voya Investment Management LLC. The fund is co-managed by Voya Investments, LLC, Voya Investment Management Co. LLC, and NNIP Advisors B.V. It invests in public equity markets across the globe. The fund seeks to invest in stocks of companies operating across diversified sectors. It primarily invests in value stocks of companies across all market capitalizations. The fund also invests through index call options on selected indices, equities, and/or exchange-traded funds. It employs fundamental analysis with a bottom-up stock picking approach and a proprietary discounted cash flow valuation model, focusing on such factors as sales, margins, and capital use to create its portfolio. The fund benchmarks the performance of its portfolio against the MSCI World Index. It was formerly known as ING Global Advantage and Premium Opportunity Fund. Voya Global Advantage and Premium Opportunity Fund was formed on July 7, 2005 and is domiciled in the United States.","{'maxAge': 1, 'name': 'Mr. Willem  van Dommelen', 'title': 'Portfolio Mang.', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,8.29,8.29,8.28,8.32,8.29,8.29,8.28,8.32,0.79,0.0951,1688342400,2.4625,8.77,0.740663,25.968752,50310,50310,47841,58100,58100,8.19,8.43,900,800,130463680,8.05,9.3,23.375975,8.4038,8.57355,0.79,0.09529554,USD,131195824,0.79722,15699600,66746,765,1690761600,1693440000,0.0043,0.0,0.34357,1.4,0.0043,15699600,10.035,0.8281017,1677542400,1709078400,1677542400,4449391,0.32,23.507,-0.07461023,0.14113986,0.197,1688342400,NYQ,EQUITY,IGA,IGA,Voya Global Advantage and Premi,Voya Global Advantage and Premium Opportunity Fund,1130419800,America/New_York,EDT,95efa167-2162-3b18-83c4-0227c1f1e096,finmb_23076757,-14400000,8.31,none,345024,0.022,0,1.085,2.122,5581101,0.352,0.01474,0.02686,5581101,0.118,1.0,0.0,0.70726997,USD,
4,7337 East Doubletree Ranch Road,Suite 100,Scottsdale,AZ,85258-2034,United States,480-477-3000,480-477-2744,https://investments.voya.com/Investor/Products/Closed-End-Funds/Profile/index.htm?psc=365&p=129&tab=Overview,Asset Management,Asset Management,Financial Services,Financial Services,"Voya Global Advantage and Premium Opportunity Fund is a closed-ended equity mutual fund launched by Voya Investment Management LLC. The fund is co-managed by Voya Investments, LLC, Voya Investment Management Co. LLC, and NNIP Advisors B.V. It invests in public equity markets across the globe. The fund seeks to invest in stocks of companies operating across diversified sectors. It primarily invests in value stocks of companies across all market capitalizations. The fund also invests through index call options on selected indices, equities, and/or exchange-traded funds. It employs fundamental analysis with a bottom-up stock picking approach and a proprietary discounted cash flow valuation model, focusing on such factors as sales, margins, and capital use to create its portfolio. The fund benchmarks the performance of its portfolio against the MSCI World Index. It was formerly known as ING Global Advantage and Premium Opportunity Fund. Voya Global Advantage and Premium Opportunity Fund was formed on July 7, 2005 and is domiciled in the United States.","{'maxAge': 1, 'name': 'Mr. Edwin  Cuppen', 'title': 'Portfolio Mang.', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,8.29,8.29,8.28,8.32,8.29,8.29,8.28,8.32,0.79,0.0951,1688342400,2.4625,8.77,0.740663,25.968752,50310,50310,47841,58100,58100,8.19,8.43,900,800,130463680,8.05,9.3,23.375975,8.4038,8.57355,0.79,0.09529554,USD,131195824,0.79722,15699600,66746,765,1690761600,1693440000,0.0043,0.0,0.34357,1.4,0.0043,15699600,10.035,0.8281017,1677542400,1709078400,1677542400,4449391,0.32,23.507,-0.07461023,0.14113986,0.197,1688342400,NYQ,EQUITY,IGA,IGA,Voya Global Advantage and Premi,Voya Global Advantage and Premium Opportunity Fund,1130419800,America/New_York,EDT,95efa167-2162-3b18-83c4-0227c1f1e096,finmb_23076757,-14400000,8.31,none,345024,0.022,0,1.085,2.122,5581101,0.352,0.01474,0.02686,5581101,0.118,1.0,0.0,0.70726997,USD,
