,address1,city,zip,country,phone,fax,website,industry,sector,longBusinessSummary,companyOfficers,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,beta,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,enterpriseToRevenue,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,201 Bishopsgate,London,EC2M 3AE,United Kingdom,44-2078-181-818,44-2078-187-284,https://www.henderson.com/ukpi/fund/201/henderson-far-east-income-limited,Asset Management,Financial,"Henderson Far East Income Limited is a closed ended balanced mutual fund launched and managed by Henderson Investment Funds Limited. The fund is managed by Henderson Global Investors Limited. It invests in the public equity and fixed income markets of Pacific, Australasia, Japan, and India. The fund invests in stocks of companies operating across diversified sectors. Henderson Far East Income Ltd was formed on May 1, 1930 and is domiciled in Jersey, Channel Islands.","{'maxAge': 1, 'name': 'Mr. Michael Lee Kerley', 'age': 56, 'title': 'Fund Mang.', 'yearBorn': 1966, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,4,4.62,4.62,4.62,4.62,4.62,4.62,4.62,4.62,0.577214,748,748,2163,3303,3303,4.65,4.62,60000,250000,657421376,4.5,5.7,85.65484,5.026,5.196194,0.403,0.08722944,NZD,775684736,-2.0806,134434000,0.0014599999,0.09122,4.332,1.0664821,1661904000,1693440000,1677542400,-15969070,-0.021,101.063,NZE,EQUITY,HFL.NZ,HFL.NZ,Henderson Far East Income Limit,Henderson Far East Income Limited,1166562000,Pacific/Auckland,NZST,43200000,4.62,none,19685662,0.124,62665996,0.431,0.431,7675239,9.082,0.05,0.00045000002,-0.022449998,20979000,18238780,36977644,1.0,0.0,0.07403,GBP,
1,201 Bishopsgate,London,EC2M 3AE,United Kingdom,44-2078-181-818,44-2078-187-284,https://www.henderson.com/ukpi/fund/201/henderson-far-east-income-limited,Asset Management,Financial,"Henderson Far East Income Limited is a closed ended balanced mutual fund launched and managed by Henderson Investment Funds Limited. The fund is managed by Henderson Global Investors Limited. It invests in the public equity and fixed income markets of Pacific, Australasia, Japan, and India. The fund invests in stocks of companies operating across diversified sectors. Henderson Far East Income Ltd was formed on May 1, 1930 and is domiciled in Jersey, Channel Islands.","{'maxAge': 1, 'name': 'Mr. James  de Sausmarez', 'title': 'Portfolio Mang.', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,4,4.62,4.62,4.62,4.62,4.62,4.62,4.62,4.62,0.577214,748,748,2163,3303,3303,4.65,4.62,60000,250000,657421376,4.5,5.7,85.65484,5.026,5.196194,0.403,0.08722944,NZD,775684736,-2.0806,134434000,0.0014599999,0.09122,4.332,1.0664821,1661904000,1693440000,1677542400,-15969070,-0.021,101.063,NZE,EQUITY,HFL.NZ,HFL.NZ,Henderson Far East Income Limit,Henderson Far East Income Limited,1166562000,Pacific/Auckland,NZST,43200000,4.62,none,19685662,0.124,62665996,0.431,0.431,7675239,9.082,0.05,0.00045000002,-0.022449998,20979000,18238780,36977644,1.0,0.0,0.07403,GBP,
