,address1,address2,city,state,zip,country,phone,fax,website,industry,sector,longBusinessSummary,companyOfficers,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,totalDebt,quickRatio,currentRatio,returnOnAssets,returnOnEquity,freeCashflow,operatingCashflow,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,325 Howe Street,Suite 410,Vancouver,BC,V6C 1Z7,Canada,604 687 3520,888 889 4874,https://mtb-metals.com,Other Precious Metals & Mining,Basic Materials,"MTB Metals Corp. engages in the acquisition, exploration, and evaluation of mineral properties in Canada. The company explores for gold, silver, copper, and other metals. It holds interest in the Barbara and Surprise Creek, Red Cliff, American Creek project, Southmore, Telegraph, and Theia projects. The company was formerly known as Mountain Boy Minerals Ltd. and changed its name to MTB Metals Corp. in March 2023. MTB Metals Corp. was incorporated in 1999 and is headquartered in Vancouver, Canada.","{'maxAge': 1, 'name': 'Mr. Lawrence McKeen Roulston', 'age': 70, 'title': 'Pres, CEO & Director', 'yearBorn': 1952, 'fiscalYear': 2022, 'totalPay': 132786, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.0908,0.097,0.097,0.1049,0.0908,0.097,0.097,0.1049,0.0,0.516452,11500,11500,23493,12477,12477,13213519,0.06675,0.136,0.0897974,0.0914193,0.0,0.0,USD,7024673,0.0,71252871,119262000,0.27955,0.0,0.214,0.49018693,1669766400,1701302400,1685491200,-993914,-0.01,PNK,EQUITY,MBYMF,MBYMF,MTB METALS CORP,MTB Metals Corp.,1252675800,America/New_York,EDT,-14400000,0.1049,none,2694936,0.025,0,9.645,10.529,-0.0139999995,-0.04888,-2354700,-729014,0.0,0.0,0.0,CAD,
1,325 Howe Street,Suite 410,Vancouver,BC,V6C 1Z7,Canada,604 687 3520,888 889 4874,https://mtb-metals.com,Other Precious Metals & Mining,Basic Materials,"MTB Metals Corp. engages in the acquisition, exploration, and evaluation of mineral properties in Canada. The company explores for gold, silver, copper, and other metals. It holds interest in the Barbara and Surprise Creek, Red Cliff, American Creek project, Southmore, Telegraph, and Theia projects. The company was formerly known as Mountain Boy Minerals Ltd. and changed its name to MTB Metals Corp. in March 2023. MTB Metals Corp. was incorporated in 1999 and is headquartered in Vancouver, Canada.","{'maxAge': 1, 'name': 'Ms. Sze Wan Wong C.A., CPA, CA, CPA', 'age': 48, 'title': 'CFO & Corp. Sec.', 'yearBorn': 1974, 'fiscalYear': 2022, 'totalPay': 91904, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.0908,0.097,0.097,0.1049,0.0908,0.097,0.097,0.1049,0.0,0.516452,11500,11500,23493,12477,12477,13213519,0.06675,0.136,0.0897974,0.0914193,0.0,0.0,USD,7024673,0.0,71252871,119262000,0.27955,0.0,0.214,0.49018693,1669766400,1701302400,1685491200,-993914,-0.01,PNK,EQUITY,MBYMF,MBYMF,MTB METALS CORP,MTB Metals Corp.,1252675800,America/New_York,EDT,-14400000,0.1049,none,2694936,0.025,0,9.645,10.529,-0.0139999995,-0.04888,-2354700,-729014,0.0,0.0,0.0,CAD,
2,325 Howe Street,Suite 410,Vancouver,BC,V6C 1Z7,Canada,604 687 3520,888 889 4874,https://mtb-metals.com,Other Precious Metals & Mining,Basic Materials,"MTB Metals Corp. engages in the acquisition, exploration, and evaluation of mineral properties in Canada. The company explores for gold, silver, copper, and other metals. It holds interest in the Barbara and Surprise Creek, Red Cliff, American Creek project, Southmore, Telegraph, and Theia projects. The company was formerly known as Mountain Boy Minerals Ltd. and changed its name to MTB Metals Corp. in March 2023. MTB Metals Corp. was incorporated in 1999 and is headquartered in Vancouver, Canada.","{'maxAge': 1, 'name': 'Ms. Lucia  Theny M.Sc., P.Geo.', 'title': 'VP of Exploration', 'fiscalYear': 2022, 'totalPay': 471994, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.0908,0.097,0.097,0.1049,0.0908,0.097,0.097,0.1049,0.0,0.516452,11500,11500,23493,12477,12477,13213519,0.06675,0.136,0.0897974,0.0914193,0.0,0.0,USD,7024673,0.0,71252871,119262000,0.27955,0.0,0.214,0.49018693,1669766400,1701302400,1685491200,-993914,-0.01,PNK,EQUITY,MBYMF,MBYMF,MTB METALS CORP,MTB Metals Corp.,1252675800,America/New_York,EDT,-14400000,0.1049,none,2694936,0.025,0,9.645,10.529,-0.0139999995,-0.04888,-2354700,-729014,0.0,0.0,0.0,CAD,
3,325 Howe Street,Suite 410,Vancouver,BC,V6C 1Z7,Canada,604 687 3520,888 889 4874,https://mtb-metals.com,Other Precious Metals & Mining,Basic Materials,"MTB Metals Corp. engages in the acquisition, exploration, and evaluation of mineral properties in Canada. The company explores for gold, silver, copper, and other metals. It holds interest in the Barbara and Surprise Creek, Red Cliff, American Creek project, Southmore, Telegraph, and Theia projects. The company was formerly known as Mountain Boy Minerals Ltd. and changed its name to MTB Metals Corp. in March 2023. MTB Metals Corp. was incorporated in 1999 and is headquartered in Vancouver, Canada.","{'maxAge': 1, 'name': 'Fraser  Ruth', 'title': 'Mang. of Investor Relations', 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.0908,0.097,0.097,0.1049,0.0908,0.097,0.097,0.1049,0.0,0.516452,11500,11500,23493,12477,12477,13213519,0.06675,0.136,0.0897974,0.0914193,0.0,0.0,USD,7024673,0.0,71252871,119262000,0.27955,0.0,0.214,0.49018693,1669766400,1701302400,1685491200,-993914,-0.01,PNK,EQUITY,MBYMF,MBYMF,MTB METALS CORP,MTB Metals Corp.,1252675800,America/New_York,EDT,-14400000,0.1049,none,2694936,0.025,0,9.645,10.529,-0.0139999995,-0.04888,-2354700,-729014,0.0,0.0,0.0,CAD,
4,325 Howe Street,Suite 410,Vancouver,BC,V6C 1Z7,Canada,604 687 3520,888 889 4874,https://mtb-metals.com,Other Precious Metals & Mining,Basic Materials,"MTB Metals Corp. engages in the acquisition, exploration, and evaluation of mineral properties in Canada. The company explores for gold, silver, copper, and other metals. It holds interest in the Barbara and Surprise Creek, Red Cliff, American Creek project, Southmore, Telegraph, and Theia projects. The company was formerly known as Mountain Boy Minerals Ltd. and changed its name to MTB Metals Corp. in March 2023. MTB Metals Corp. was incorporated in 1999 and is headquartered in Vancouver, Canada.","{'maxAge': 1, 'name': 'Ms. Nancy L. Curry B.A', 'title': 'VP of Corp. Devel.', 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.0908,0.097,0.097,0.1049,0.0908,0.097,0.097,0.1049,0.0,0.516452,11500,11500,23493,12477,12477,13213519,0.06675,0.136,0.0897974,0.0914193,0.0,0.0,USD,7024673,0.0,71252871,119262000,0.27955,0.0,0.214,0.49018693,1669766400,1701302400,1685491200,-993914,-0.01,PNK,EQUITY,MBYMF,MBYMF,MTB METALS CORP,MTB Metals Corp.,1252675800,America/New_York,EDT,-14400000,0.1049,none,2694936,0.025,0,9.645,10.529,-0.0139999995,-0.04888,-2354700,-729014,0.0,0.0,0.0,CAD,
