,address1,address2,city,state,zip,country,phone,website,industry,sector,longBusinessSummary,companyOfficers,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,lastSplitFactor,lastSplitDate,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,returnOnAssets,freeCashflow,operatingCashflow,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,2021 Guadalupe Street,Suite 260,Austin,TX,78705,United States,512 337 1199,https://www.laredo-oil.com,Oil & Gas E&P,Energy,"Laredo Oil, Inc., an oil exploration and production company, engages in the acquisition and exploration of mineral properties. It acquires an interest in the mineral property comprising of 45,246 gross acres area located in the State of Montana. It also engages in the drilling of an exploratory well. The company was formerly known as Laredo Mining, Inc. and changed its name to Laredo Oil, Inc. in October 2009. Laredo Oil, Inc. was incorporated in 2008 and is based in Austin, Texas.","{'maxAge': 1, 'name': 'Mr. Mark S. See', 'age': 61, 'title': 'CEO & Chairman', 'yearBorn': 1961, 'fiscalYear': 2022, 'totalPay': 422936, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.0802,0.0803,0.0803,0.08515,0.0802,0.0803,0.0803,0.08515,0.0,2846,2846,22580,32820,32820,0.0,0.0,0,0,5638659,0.03,0.21,0.0844,0.10515,0.0,0.0,USD,8966544,0.0,30661988,66220300,0.60046,0.0,-0.077,1685491200,1717113600,1685491200,-3112051,-0.06,6:1,1257379200,-3.291,PNK,EQUITY,LRDC,LRDC,LAREDO OIL INC,"Laredo Oil, Inc.",1257517800,America/New_York,EDT,-14400000,0.08515,none,13754,0.0,-2724387,3669429,0.002,0.005,-0.39224997,-473194,-1640372,0.0,0.0,0.0,USD,
1,2021 Guadalupe Street,Suite 260,Austin,TX,78705,United States,512 337 1199,https://www.laredo-oil.com,Oil & Gas E&P,Energy,"Laredo Oil, Inc., an oil exploration and production company, engages in the acquisition and exploration of mineral properties. It acquires an interest in the mineral property comprising of 45,246 gross acres area located in the State of Montana. It also engages in the drilling of an exploratory well. The company was formerly known as Laredo Mining, Inc. and changed its name to Laredo Oil, Inc. in October 2009. Laredo Oil, Inc. was incorporated in 2008 and is based in Austin, Texas.","{'maxAge': 1, 'name': 'Mr. Bradley E. Sparks', 'age': 75, 'title': 'CFO, Treasurer & Director', 'yearBorn': 1947, 'fiscalYear': 2022, 'totalPay': 415000, 'exercisedValue': 0, 'unexercisedValue': 45000}",1672444800,86400,4,0.0802,0.0803,0.0803,0.08515,0.0802,0.0803,0.0803,0.08515,0.0,2846,2846,22580,32820,32820,0.0,0.0,0,0,5638659,0.03,0.21,0.0844,0.10515,0.0,0.0,USD,8966544,0.0,30661988,66220300,0.60046,0.0,-0.077,1685491200,1717113600,1685491200,-3112051,-0.06,6:1,1257379200,-3.291,PNK,EQUITY,LRDC,LRDC,LAREDO OIL INC,"Laredo Oil, Inc.",1257517800,America/New_York,EDT,-14400000,0.08515,none,13754,0.0,-2724387,3669429,0.002,0.005,-0.39224997,-473194,-1640372,0.0,0.0,0.0,USD,
