,address1,city,state,zip,country,phone,website,industry,sector,longBusinessSummary,companyOfficers,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,fiveYearAvgDividendYield,beta,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,enterpriseToRevenue,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,200 Berkeley Street,Boston,MA,02116,United States,617 572 7149,https://www.jhinvestments.com/Fund/Overview.aspx?ProductType=ClosedEnd&FundID=99003&ClassCode=CE&BackToFundTableType=Price,Asset Management,Financial Services,"John Hancock Investors Trust is a closed-ended fixed income mutual fund launched and managed by John Hancock Investment Management LLC. It is co-managed by John Hancock Asset Management. It invests in the fixed income markets across the globe. The fund primarily invests in a diversified portfolio of corporate and government bonds, debt securities. It benchmarks the performance of its portfolio against the Barclays Capital U.S. Aggregate Bond Index. John Hancock Investors Trust was formed on January 29, 1971 and is domiciled in the United States.","{'maxAge': 1, 'name': 'Mr. Jeffrey N. Given C.F.A., CFA', 'title': 'Portfolio Mang.', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,12.585,12.57,12.51,12.58,12.585,12.57,12.51,12.58,0.83,0.066199996,1694131200,8.17,0.893845,22679,22679,25501,25530,25530,11.88,13.0,900,1100,109394320,11.8,13.94,8.27339,12.753,12.76685,1.034,0.08216131,USD,196287216,-0.45556,8744550,9797,9675,1690761600,1693440000,0.0011,0.00123,0.18798,0.33,0.0011,13.931,0.8979973,1667174400,1698710400,1682812800,-6023561,-0.68,14.845,NYQ,EQUITY,JHI,JHI,John Hancock Investors Trust,John Hancock Investors Trust,322151400,America/New_York,EDT,-14400000,12.51,none,7069,0.001,86900000,0.035,0.035,13222431,71.334,1.512,0.03297,-0.04657,13602616,10937650,9016593,-0.054,1.0,0.0,0.8745,USD,
1,200 Berkeley Street,Boston,MA,02116,United States,617 572 7149,https://www.jhinvestments.com/Fund/Overview.aspx?ProductType=ClosedEnd&FundID=99003&ClassCode=CE&BackToFundTableType=Price,Asset Management,Financial Services,"John Hancock Investors Trust is a closed-ended fixed income mutual fund launched and managed by John Hancock Investment Management LLC. It is co-managed by John Hancock Asset Management. It invests in the fixed income markets across the globe. The fund primarily invests in a diversified portfolio of corporate and government bonds, debt securities. It benchmarks the performance of its portfolio against the Barclays Capital U.S. Aggregate Bond Index. John Hancock Investors Trust was formed on January 29, 1971 and is domiciled in the United States.","{'maxAge': 1, 'name': 'Mr. John F. Addeo CFA', 'title': 'MD & Portfolio Mang.', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,12.585,12.57,12.51,12.58,12.585,12.57,12.51,12.58,0.83,0.066199996,1694131200,8.17,0.893845,22679,22679,25501,25530,25530,11.88,13.0,900,1100,109394320,11.8,13.94,8.27339,12.753,12.76685,1.034,0.08216131,USD,196287216,-0.45556,8744550,9797,9675,1690761600,1693440000,0.0011,0.00123,0.18798,0.33,0.0011,13.931,0.8979973,1667174400,1698710400,1682812800,-6023561,-0.68,14.845,NYQ,EQUITY,JHI,JHI,John Hancock Investors Trust,John Hancock Investors Trust,322151400,America/New_York,EDT,-14400000,12.51,none,7069,0.001,86900000,0.035,0.035,13222431,71.334,1.512,0.03297,-0.04657,13602616,10937650,9016593,-0.054,1.0,0.0,0.8745,USD,
2,200 Berkeley Street,Boston,MA,02116,United States,617 572 7149,https://www.jhinvestments.com/Fund/Overview.aspx?ProductType=ClosedEnd&FundID=99003&ClassCode=CE&BackToFundTableType=Price,Asset Management,Financial Services,"John Hancock Investors Trust is a closed-ended fixed income mutual fund launched and managed by John Hancock Investment Management LLC. It is co-managed by John Hancock Asset Management. It invests in the fixed income markets across the globe. The fund primarily invests in a diversified portfolio of corporate and government bonds, debt securities. It benchmarks the performance of its portfolio against the Barclays Capital U.S. Aggregate Bond Index. John Hancock Investors Trust was formed on January 29, 1971 and is domiciled in the United States.","{'maxAge': 1, 'name': 'Mr. Dennis F. McCafferty C.F.A., CFA', 'age': 49, 'title': 'Portfolio Mang.', 'yearBorn': 1973, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,12.585,12.57,12.51,12.58,12.585,12.57,12.51,12.58,0.83,0.066199996,1694131200,8.17,0.893845,22679,22679,25501,25530,25530,11.88,13.0,900,1100,109394320,11.8,13.94,8.27339,12.753,12.76685,1.034,0.08216131,USD,196287216,-0.45556,8744550,9797,9675,1690761600,1693440000,0.0011,0.00123,0.18798,0.33,0.0011,13.931,0.8979973,1667174400,1698710400,1682812800,-6023561,-0.68,14.845,NYQ,EQUITY,JHI,JHI,John Hancock Investors Trust,John Hancock Investors Trust,322151400,America/New_York,EDT,-14400000,12.51,none,7069,0.001,86900000,0.035,0.035,13222431,71.334,1.512,0.03297,-0.04657,13602616,10937650,9016593,-0.054,1.0,0.0,0.8745,USD,
