,address1,city,zip,country,website,industry,sector,longBusinessSummary,companyOfficers,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,beta,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,revenuePerShare,returnOnAssets,returnOnEquity,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,"St. Small Krasnoselskaya, 7, p. 24.",Moscow,107140,Russia,https://www.redoct.msk.ru,Confectioners,Consumer Defensive,"Public Joint-Stock Company Krasnyj Octyabr produces and sells confectionery products in Russia. The company was founded in 1867 and is based in Moscow, Russia.","{'maxAge': 1, 'name': 'Mr. Anatoliy Nikolaevich Daurskiy', 'age': 88, 'title': 'Pres', 'yearBorn': 1934, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,223.5,224.0,224.0,224.0,223.5,224.0,224.0,224.0,0.13,0.0005,1688947200,0.377327,10,10,0,0,0,218.0,224.0,1000,3000,2638496000,224.0,255.5,0.13312998,255.5,255.5,0.1,0.0004474273,RUB,2724755968,0.04024,358564,1805230,975.252,0.22968422,1672444800,1703980800,1688083200,0.533,797580992,-22.66,0.137,1.489,MCX,EQUITY,KROTP.ME,KROTP.ME,KRASNYJ OCTYABR,Public Joint-Stock Company Krasnyj Octyabr,1321853400,Europe/Moscow,MSK,10800000,224.0,none,127814000,13.866,1829756032,0,0.934,1.417,19818946560,2150.124,0.06849,0.0828,2796225536,1456120960,0.533,0.199,0.14134,0.09232,0.086540006,RUB,
1,"St. Small Krasnoselskaya, 7, p. 24.",Moscow,107140,Russia,https://www.redoct.msk.ru,Confectioners,Consumer Defensive,"Public Joint-Stock Company Krasnyj Octyabr produces and sells confectionery products in Russia. The company was founded in 1867 and is based in Moscow, Russia.","{'maxAge': 1, 'name': 'Mr. Yuri Ivanovich Egorov', 'title': 'Director of Economy and Fin.', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,223.5,224.0,224.0,224.0,223.5,224.0,224.0,224.0,0.13,0.0005,1688947200,0.377327,10,10,0,0,0,218.0,224.0,1000,3000,2638496000,224.0,255.5,0.13312998,255.5,255.5,0.1,0.0004474273,RUB,2724755968,0.04024,358564,1805230,975.252,0.22968422,1672444800,1703980800,1688083200,0.533,797580992,-22.66,0.137,1.489,MCX,EQUITY,KROTP.ME,KROTP.ME,KRASNYJ OCTYABR,Public Joint-Stock Company Krasnyj Octyabr,1321853400,Europe/Moscow,MSK,10800000,224.0,none,127814000,13.866,1829756032,0,0.934,1.417,19818946560,2150.124,0.06849,0.0828,2796225536,1456120960,0.533,0.199,0.14134,0.09232,0.086540006,RUB,
2,"St. Small Krasnoselskaya, 7, p. 24.",Moscow,107140,Russia,https://www.redoct.msk.ru,Confectioners,Consumer Defensive,"Public Joint-Stock Company Krasnyj Octyabr produces and sells confectionery products in Russia. The company was founded in 1867 and is based in Moscow, Russia.","{'maxAge': 1, 'name': 'Mr. Mikhail Ivanovich Zaychenko', 'title': 'Acting Managing Director & Director', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,223.5,224.0,224.0,224.0,223.5,224.0,224.0,224.0,0.13,0.0005,1688947200,0.377327,10,10,0,0,0,218.0,224.0,1000,3000,2638496000,224.0,255.5,0.13312998,255.5,255.5,0.1,0.0004474273,RUB,2724755968,0.04024,358564,1805230,975.252,0.22968422,1672444800,1703980800,1688083200,0.533,797580992,-22.66,0.137,1.489,MCX,EQUITY,KROTP.ME,KROTP.ME,KRASNYJ OCTYABR,Public Joint-Stock Company Krasnyj Octyabr,1321853400,Europe/Moscow,MSK,10800000,224.0,none,127814000,13.866,1829756032,0,0.934,1.417,19818946560,2150.124,0.06849,0.0828,2796225536,1456120960,0.533,0.199,0.14134,0.09232,0.086540006,RUB,
