,address1,city,zip,country,phone,fax,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,Rue de la Régence 58,Brussels,1000,Belgium,32 2 422 53 11,32 2 422 53 01,https://www.immobelgroup.com,Real Estate—Development,Real Estate,"Immobel SA engages in the real estate development business in Belgium, Luxemburg, France, Germany, Poland, and Spain. The company undertakes office, residential, and retail projects, as well as develops real estate projects for living, working, and recreational activities. It also provides project management and leasing services. The company was formerly known as Allfin NV and changed its name to Immobel SA in June 2016. The company was incorporated in 1863 and is headquartered in Brussels, Belgium.",200,"{'maxAge': 1, 'name': 'Mr. Marnix  Galle', 'age': 58, 'title': 'CEO & Exec. Chairman', 'yearBorn': 1964, 'fiscalYear': 2021, 'totalPay': 2004459, 'exercisedValue': 0, 'unexercisedValue': 0}",1640908800,86400,2,30.5,31.0,30.1,33.05,30.5,31.0,30.1,33.05,3.05,0.1,1682294400,2.8372,4.65,0.549549,29.859812,7.195946,11567,11567,3959,3135,3135,0.0,0.0,0,0,333749696,29.95,55.0,1.4123623,33.597,42.51275,3.05,0.1,EUR,941624256,0.04538,4073231,9971920,0.58998,0.066420004,55.812,0.57245755,1672444800,1703980800,1672444800,-0.975,10723000,1.07,4.44,3.985,-377.405,BRU,EQUITY,IMMO.BR,IMMO.BR,IMMOBEL,Immobel SA,946972800,Europe/Brussels,CEST,7200000,31.95,76.0,42.0,60.3,63.0,2.3,buy,3,279612992,28.04,-2495000,902499968,0.87,3.22,236306000,157.466,23.699,-0.00215,0.01794,27440000,-162967120,-80048000,-0.975,-0.476,0.11612,-0.01056,-0.025009999,EUR,
1,Rue de la Régence 58,Brussels,1000,Belgium,32 2 422 53 11,32 2 422 53 01,https://www.immobelgroup.com,Real Estate—Development,Real Estate,"Immobel SA engages in the real estate development business in Belgium, Luxemburg, France, Germany, Poland, and Spain. The company undertakes office, residential, and retail projects, as well as develops real estate projects for living, working, and recreational activities. It also provides project management and leasing services. The company was formerly known as Allfin NV and changed its name to Immobel SA in June 2016. The company was incorporated in 1863 and is headquartered in Brussels, Belgium.",200,"{'maxAge': 1, 'name': 'Mr. Karel Didier P. Hugo Breda', 'age': 46, 'title': 'Chief Financial Officer', 'yearBorn': 1976, 'exercisedValue': 0, 'unexercisedValue': 0}",1640908800,86400,2,30.5,31.0,30.1,33.05,30.5,31.0,30.1,33.05,3.05,0.1,1682294400,2.8372,4.65,0.549549,29.859812,7.195946,11567,11567,3959,3135,3135,0.0,0.0,0,0,333749696,29.95,55.0,1.4123623,33.597,42.51275,3.05,0.1,EUR,941624256,0.04538,4073231,9971920,0.58998,0.066420004,55.812,0.57245755,1672444800,1703980800,1672444800,-0.975,10723000,1.07,4.44,3.985,-377.405,BRU,EQUITY,IMMO.BR,IMMO.BR,IMMOBEL,Immobel SA,946972800,Europe/Brussels,CEST,7200000,31.95,76.0,42.0,60.3,63.0,2.3,buy,3,279612992,28.04,-2495000,902499968,0.87,3.22,236306000,157.466,23.699,-0.00215,0.01794,27440000,-162967120,-80048000,-0.975,-0.476,0.11612,-0.01056,-0.025009999,EUR,
2,Rue de la Régence 58,Brussels,1000,Belgium,32 2 422 53 11,32 2 422 53 01,https://www.immobelgroup.com,Real Estate—Development,Real Estate,"Immobel SA engages in the real estate development business in Belgium, Luxemburg, France, Germany, Poland, and Spain. The company undertakes office, residential, and retail projects, as well as develops real estate projects for living, working, and recreational activities. It also provides project management and leasing services. The company was formerly known as Allfin NV and changed its name to Immobel SA in June 2016. The company was incorporated in 1863 and is headquartered in Brussels, Belgium.",200,"{'maxAge': 1, 'name': 'Wim  Smekens', 'title': 'Head of Technical Department', 'exercisedValue': 0, 'unexercisedValue': 0}",1640908800,86400,2,30.5,31.0,30.1,33.05,30.5,31.0,30.1,33.05,3.05,0.1,1682294400,2.8372,4.65,0.549549,29.859812,7.195946,11567,11567,3959,3135,3135,0.0,0.0,0,0,333749696,29.95,55.0,1.4123623,33.597,42.51275,3.05,0.1,EUR,941624256,0.04538,4073231,9971920,0.58998,0.066420004,55.812,0.57245755,1672444800,1703980800,1672444800,-0.975,10723000,1.07,4.44,3.985,-377.405,BRU,EQUITY,IMMO.BR,IMMO.BR,IMMOBEL,Immobel SA,946972800,Europe/Brussels,CEST,7200000,31.95,76.0,42.0,60.3,63.0,2.3,buy,3,279612992,28.04,-2495000,902499968,0.87,3.22,236306000,157.466,23.699,-0.00215,0.01794,27440000,-162967120,-80048000,-0.975,-0.476,0.11612,-0.01056,-0.025009999,EUR,
3,Rue de la Régence 58,Brussels,1000,Belgium,32 2 422 53 11,32 2 422 53 01,https://www.immobelgroup.com,Real Estate—Development,Real Estate,"Immobel SA engages in the real estate development business in Belgium, Luxemburg, France, Germany, Poland, and Spain. The company undertakes office, residential, and retail projects, as well as develops real estate projects for living, working, and recreational activities. It also provides project management and leasing services. The company was formerly known as Allfin NV and changed its name to Immobel SA in June 2016. The company was incorporated in 1863 and is headquartered in Brussels, Belgium.",200,"{'maxAge': 1, 'name': 'Ms. Stephanie  De Wilde', 'age': 39, 'title': 'Compliance Officer & Chief Legal Officer', 'yearBorn': 1983, 'exercisedValue': 0, 'unexercisedValue': 0}",1640908800,86400,2,30.5,31.0,30.1,33.05,30.5,31.0,30.1,33.05,3.05,0.1,1682294400,2.8372,4.65,0.549549,29.859812,7.195946,11567,11567,3959,3135,3135,0.0,0.0,0,0,333749696,29.95,55.0,1.4123623,33.597,42.51275,3.05,0.1,EUR,941624256,0.04538,4073231,9971920,0.58998,0.066420004,55.812,0.57245755,1672444800,1703980800,1672444800,-0.975,10723000,1.07,4.44,3.985,-377.405,BRU,EQUITY,IMMO.BR,IMMO.BR,IMMOBEL,Immobel SA,946972800,Europe/Brussels,CEST,7200000,31.95,76.0,42.0,60.3,63.0,2.3,buy,3,279612992,28.04,-2495000,902499968,0.87,3.22,236306000,157.466,23.699,-0.00215,0.01794,27440000,-162967120,-80048000,-0.975,-0.476,0.11612,-0.01056,-0.025009999,EUR,
4,Rue de la Régence 58,Brussels,1000,Belgium,32 2 422 53 11,32 2 422 53 01,https://www.immobelgroup.com,Real Estate—Development,Real Estate,"Immobel SA engages in the real estate development business in Belgium, Luxemburg, France, Germany, Poland, and Spain. The company undertakes office, residential, and retail projects, as well as develops real estate projects for living, working, and recreational activities. It also provides project management and leasing services. The company was formerly known as Allfin NV and changed its name to Immobel SA in June 2016. The company was incorporated in 1863 and is headquartered in Brussels, Belgium.",200,"{'maxAge': 1, 'name': 'Mr. Marnix  Mellaerts', 'title': 'Head of Sales', 'exercisedValue': 0, 'unexercisedValue': 0}",1640908800,86400,2,30.5,31.0,30.1,33.05,30.5,31.0,30.1,33.05,3.05,0.1,1682294400,2.8372,4.65,0.549549,29.859812,7.195946,11567,11567,3959,3135,3135,0.0,0.0,0,0,333749696,29.95,55.0,1.4123623,33.597,42.51275,3.05,0.1,EUR,941624256,0.04538,4073231,9971920,0.58998,0.066420004,55.812,0.57245755,1672444800,1703980800,1672444800,-0.975,10723000,1.07,4.44,3.985,-377.405,BRU,EQUITY,IMMO.BR,IMMO.BR,IMMOBEL,Immobel SA,946972800,Europe/Brussels,CEST,7200000,31.95,76.0,42.0,60.3,63.0,2.3,buy,3,279612992,28.04,-2495000,902499968,0.87,3.22,236306000,157.466,23.699,-0.00215,0.01794,27440000,-162967120,-80048000,-0.975,-0.476,0.11612,-0.01056,-0.025009999,EUR,
5,Rue de la Régence 58,Brussels,1000,Belgium,32 2 422 53 11,32 2 422 53 01,https://www.immobelgroup.com,Real Estate—Development,Real Estate,"Immobel SA engages in the real estate development business in Belgium, Luxemburg, France, Germany, Poland, and Spain. The company undertakes office, residential, and retail projects, as well as develops real estate projects for living, working, and recreational activities. It also provides project management and leasing services. The company was formerly known as Allfin NV and changed its name to Immobel SA in June 2016. The company was incorporated in 1863 and is headquartered in Brussels, Belgium.",200,"{'maxAge': 1, 'name': 'Katrien  Huygens', 'title': 'Head of Marketing & Chief Editor', 'exercisedValue': 0, 'unexercisedValue': 0}",1640908800,86400,2,30.5,31.0,30.1,33.05,30.5,31.0,30.1,33.05,3.05,0.1,1682294400,2.8372,4.65,0.549549,29.859812,7.195946,11567,11567,3959,3135,3135,0.0,0.0,0,0,333749696,29.95,55.0,1.4123623,33.597,42.51275,3.05,0.1,EUR,941624256,0.04538,4073231,9971920,0.58998,0.066420004,55.812,0.57245755,1672444800,1703980800,1672444800,-0.975,10723000,1.07,4.44,3.985,-377.405,BRU,EQUITY,IMMO.BR,IMMO.BR,IMMOBEL,Immobel SA,946972800,Europe/Brussels,CEST,7200000,31.95,76.0,42.0,60.3,63.0,2.3,buy,3,279612992,28.04,-2495000,902499968,0.87,3.22,236306000,157.466,23.699,-0.00215,0.01794,27440000,-162967120,-80048000,-0.975,-0.476,0.11612,-0.01056,-0.025009999,EUR,
6,Rue de la Régence 58,Brussels,1000,Belgium,32 2 422 53 11,32 2 422 53 01,https://www.immobelgroup.com,Real Estate—Development,Real Estate,"Immobel SA engages in the real estate development business in Belgium, Luxemburg, France, Germany, Poland, and Spain. The company undertakes office, residential, and retail projects, as well as develops real estate projects for living, working, and recreational activities. It also provides project management and leasing services. The company was formerly known as Allfin NV and changed its name to Immobel SA in June 2016. The company was incorporated in 1863 and is headquartered in Brussels, Belgium.",200,"{'maxAge': 1, 'name': 'Mr. Adel  Yahia', 'age': 42, 'title': 'Sr. Managing Director of Immobel Belgium & Luxembourg', 'yearBorn': 1980, 'exercisedValue': 0, 'unexercisedValue': 0}",1640908800,86400,2,30.5,31.0,30.1,33.05,30.5,31.0,30.1,33.05,3.05,0.1,1682294400,2.8372,4.65,0.549549,29.859812,7.195946,11567,11567,3959,3135,3135,0.0,0.0,0,0,333749696,29.95,55.0,1.4123623,33.597,42.51275,3.05,0.1,EUR,941624256,0.04538,4073231,9971920,0.58998,0.066420004,55.812,0.57245755,1672444800,1703980800,1672444800,-0.975,10723000,1.07,4.44,3.985,-377.405,BRU,EQUITY,IMMO.BR,IMMO.BR,IMMOBEL,Immobel SA,946972800,Europe/Brussels,CEST,7200000,31.95,76.0,42.0,60.3,63.0,2.3,buy,3,279612992,28.04,-2495000,902499968,0.87,3.22,236306000,157.466,23.699,-0.00215,0.01794,27440000,-162967120,-80048000,-0.975,-0.476,0.11612,-0.01056,-0.025009999,EUR,
7,Rue de la Régence 58,Brussels,1000,Belgium,32 2 422 53 11,32 2 422 53 01,https://www.immobelgroup.com,Real Estate—Development,Real Estate,"Immobel SA engages in the real estate development business in Belgium, Luxemburg, France, Germany, Poland, and Spain. The company undertakes office, residential, and retail projects, as well as develops real estate projects for living, working, and recreational activities. It also provides project management and leasing services. The company was formerly known as Allfin NV and changed its name to Immobel SA in June 2016. The company was incorporated in 1863 and is headquartered in Brussels, Belgium.",200,"{'maxAge': 1, 'name': 'Mr. Alain  Delvaulx', 'title': 'Head of Financial Planning & Analysis', 'exercisedValue': 0, 'unexercisedValue': 0}",1640908800,86400,2,30.5,31.0,30.1,33.05,30.5,31.0,30.1,33.05,3.05,0.1,1682294400,2.8372,4.65,0.549549,29.859812,7.195946,11567,11567,3959,3135,3135,0.0,0.0,0,0,333749696,29.95,55.0,1.4123623,33.597,42.51275,3.05,0.1,EUR,941624256,0.04538,4073231,9971920,0.58998,0.066420004,55.812,0.57245755,1672444800,1703980800,1672444800,-0.975,10723000,1.07,4.44,3.985,-377.405,BRU,EQUITY,IMMO.BR,IMMO.BR,IMMOBEL,Immobel SA,946972800,Europe/Brussels,CEST,7200000,31.95,76.0,42.0,60.3,63.0,2.3,buy,3,279612992,28.04,-2495000,902499968,0.87,3.22,236306000,157.466,23.699,-0.00215,0.01794,27440000,-162967120,-80048000,-0.975,-0.476,0.11612,-0.01056,-0.025009999,EUR,
8,Rue de la Régence 58,Brussels,1000,Belgium,32 2 422 53 11,32 2 422 53 01,https://www.immobelgroup.com,Real Estate—Development,Real Estate,"Immobel SA engages in the real estate development business in Belgium, Luxemburg, France, Germany, Poland, and Spain. The company undertakes office, residential, and retail projects, as well as develops real estate projects for living, working, and recreational activities. It also provides project management and leasing services. The company was formerly known as Allfin NV and changed its name to Immobel SA in June 2016. The company was incorporated in 1863 and is headquartered in Brussels, Belgium.",200,"{'maxAge': 1, 'name': 'Mr. Hans  Van Audenaerde', 'title': 'Head of Acquisitions, Investments & Financial Advisory', 'exercisedValue': 0, 'unexercisedValue': 0}",1640908800,86400,2,30.5,31.0,30.1,33.05,30.5,31.0,30.1,33.05,3.05,0.1,1682294400,2.8372,4.65,0.549549,29.859812,7.195946,11567,11567,3959,3135,3135,0.0,0.0,0,0,333749696,29.95,55.0,1.4123623,33.597,42.51275,3.05,0.1,EUR,941624256,0.04538,4073231,9971920,0.58998,0.066420004,55.812,0.57245755,1672444800,1703980800,1672444800,-0.975,10723000,1.07,4.44,3.985,-377.405,BRU,EQUITY,IMMO.BR,IMMO.BR,IMMOBEL,Immobel SA,946972800,Europe/Brussels,CEST,7200000,31.95,76.0,42.0,60.3,63.0,2.3,buy,3,279612992,28.04,-2495000,902499968,0.87,3.22,236306000,157.466,23.699,-0.00215,0.01794,27440000,-162967120,-80048000,-0.975,-0.476,0.11612,-0.01056,-0.025009999,EUR,
9,Rue de la Régence 58,Brussels,1000,Belgium,32 2 422 53 11,32 2 422 53 01,https://www.immobelgroup.com,Real Estate—Development,Real Estate,"Immobel SA engages in the real estate development business in Belgium, Luxemburg, France, Germany, Poland, and Spain. The company undertakes office, residential, and retail projects, as well as develops real estate projects for living, working, and recreational activities. It also provides project management and leasing services. The company was formerly known as Allfin NV and changed its name to Immobel SA in June 2016. The company was incorporated in 1863 and is headquartered in Brussels, Belgium.",200,"{'maxAge': 1, 'name': 'Mr. Eric  Schartz', 'title': 'Head of Immobel Home', 'exercisedValue': 0, 'unexercisedValue': 0}",1640908800,86400,2,30.5,31.0,30.1,33.05,30.5,31.0,30.1,33.05,3.05,0.1,1682294400,2.8372,4.65,0.549549,29.859812,7.195946,11567,11567,3959,3135,3135,0.0,0.0,0,0,333749696,29.95,55.0,1.4123623,33.597,42.51275,3.05,0.1,EUR,941624256,0.04538,4073231,9971920,0.58998,0.066420004,55.812,0.57245755,1672444800,1703980800,1672444800,-0.975,10723000,1.07,4.44,3.985,-377.405,BRU,EQUITY,IMMO.BR,IMMO.BR,IMMOBEL,Immobel SA,946972800,Europe/Brussels,CEST,7200000,31.95,76.0,42.0,60.3,63.0,2.3,buy,3,279612992,28.04,-2495000,902499968,0.87,3.22,236306000,157.466,23.699,-0.00215,0.01794,27440000,-162967120,-80048000,-0.975,-0.476,0.11612,-0.01056,-0.025009999,EUR,
