,address1,city,zip,country,phone,fax,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,pegRatio,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,14 Akti Kondyli,Piraeus,185 45,Greece,30 210 41 96 480,30 210 41 96 489,https://www.danaos.com,Marine Shipping,Industrials,"Danaos Corporation, together with its subsidiaries, owns and operates containerships in Australia, Asia, Europe, and the United States. The company offers seaborne transportation services, such as chartering its vessels to liner companies. As of March 7, 2023, it had a fleet of 68 containerships aggregating 421,293 twenty-foot equivalent units in capacity. The company was formerly known as Danaos Holdings Limited and changed its name to Danaos Corporation in October 2005. Danaos Corporation was founded in 1963 and is based in Piraeus, Greece.",4,"{'maxAge': 1, 'name': 'Dr. John  Coustas', 'age': 66, 'title': 'Chairman, Pres & CEO', 'yearBorn': 1956, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,64.5,64.45,63.79,64.78,64.5,64.45,63.79,64.78,3.0,0.0465,1692662400,0.1182,1.597164,2.5137365,2.2048194,85654,85654,106079,96770,96770,62.59,64.49,1000,800,1265115648,51.1,71.65,1.2681936,67.5238,60.3927,3.0,0.046511628,USD,1323138560,0.51399,10455932,19752000,636578,573380,1690761600,1693440000,0.0322,0.46675998,0.22356,6.54,0.061,141.225,0.4535316,1672444800,1703980800,1688083200,16.877,512743008,25.48,29.05,0.74,1:14,1556755200,1.326,1.875,NYQ,EQUITY,DAC,DAC,Danaos Corporation,Danaos Corporation,1161005400,America/New_York,EDT,-14400000,64.05,80.0,77.0,78.5,78.5,2.0,buy,2,367931008,18.628,705854016,417064000,2.31,2.636,997572992,14.951,49.281,0.105909996,0.19809,787057000,262839008,594868992,17.415,-0.038,0.78837997,0.70757,0.61347,USD,
1,14 Akti Kondyli,Piraeus,185 45,Greece,30 210 41 96 480,30 210 41 96 489,https://www.danaos.com,Marine Shipping,Industrials,"Danaos Corporation, together with its subsidiaries, owns and operates containerships in Australia, Asia, Europe, and the United States. The company offers seaborne transportation services, such as chartering its vessels to liner companies. As of March 7, 2023, it had a fleet of 68 containerships aggregating 421,293 twenty-foot equivalent units in capacity. The company was formerly known as Danaos Holdings Limited and changed its name to Danaos Corporation in October 2005. Danaos Corporation was founded in 1963 and is based in Piraeus, Greece.",4,"{'maxAge': 1, 'name': 'Mr. Evangelos  Chatzis', 'age': 49, 'title': 'CFO & Sec.', 'yearBorn': 1973, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,64.5,64.45,63.79,64.78,64.5,64.45,63.79,64.78,3.0,0.0465,1692662400,0.1182,1.597164,2.5137365,2.2048194,85654,85654,106079,96770,96770,62.59,64.49,1000,800,1265115648,51.1,71.65,1.2681936,67.5238,60.3927,3.0,0.046511628,USD,1323138560,0.51399,10455932,19752000,636578,573380,1690761600,1693440000,0.0322,0.46675998,0.22356,6.54,0.061,141.225,0.4535316,1672444800,1703980800,1688083200,16.877,512743008,25.48,29.05,0.74,1:14,1556755200,1.326,1.875,NYQ,EQUITY,DAC,DAC,Danaos Corporation,Danaos Corporation,1161005400,America/New_York,EDT,-14400000,64.05,80.0,77.0,78.5,78.5,2.0,buy,2,367931008,18.628,705854016,417064000,2.31,2.636,997572992,14.951,49.281,0.105909996,0.19809,787057000,262839008,594868992,17.415,-0.038,0.78837997,0.70757,0.61347,USD,
2,14 Akti Kondyli,Piraeus,185 45,Greece,30 210 41 96 480,30 210 41 96 489,https://www.danaos.com,Marine Shipping,Industrials,"Danaos Corporation, together with its subsidiaries, owns and operates containerships in Australia, Asia, Europe, and the United States. The company offers seaborne transportation services, such as chartering its vessels to liner companies. As of March 7, 2023, it had a fleet of 68 containerships aggregating 421,293 twenty-foot equivalent units in capacity. The company was formerly known as Danaos Holdings Limited and changed its name to Danaos Corporation in October 2005. Danaos Corporation was founded in 1963 and is based in Piraeus, Greece.",4,"{'maxAge': 1, 'name': 'Mr. Iraklis  Prokopakis', 'age': 71, 'title': 'Sr. VP, COO, Treasurer & Director', 'yearBorn': 1951, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,64.5,64.45,63.79,64.78,64.5,64.45,63.79,64.78,3.0,0.0465,1692662400,0.1182,1.597164,2.5137365,2.2048194,85654,85654,106079,96770,96770,62.59,64.49,1000,800,1265115648,51.1,71.65,1.2681936,67.5238,60.3927,3.0,0.046511628,USD,1323138560,0.51399,10455932,19752000,636578,573380,1690761600,1693440000,0.0322,0.46675998,0.22356,6.54,0.061,141.225,0.4535316,1672444800,1703980800,1688083200,16.877,512743008,25.48,29.05,0.74,1:14,1556755200,1.326,1.875,NYQ,EQUITY,DAC,DAC,Danaos Corporation,Danaos Corporation,1161005400,America/New_York,EDT,-14400000,64.05,80.0,77.0,78.5,78.5,2.0,buy,2,367931008,18.628,705854016,417064000,2.31,2.636,997572992,14.951,49.281,0.105909996,0.19809,787057000,262839008,594868992,17.415,-0.038,0.78837997,0.70757,0.61347,USD,
3,14 Akti Kondyli,Piraeus,185 45,Greece,30 210 41 96 480,30 210 41 96 489,https://www.danaos.com,Marine Shipping,Industrials,"Danaos Corporation, together with its subsidiaries, owns and operates containerships in Australia, Asia, Europe, and the United States. The company offers seaborne transportation services, such as chartering its vessels to liner companies. As of March 7, 2023, it had a fleet of 68 containerships aggregating 421,293 twenty-foot equivalent units in capacity. The company was formerly known as Danaos Holdings Limited and changed its name to Danaos Corporation in October 2005. Danaos Corporation was founded in 1963 and is based in Piraeus, Greece.",4,"{'maxAge': 1, 'name': 'Mr. Dimitris  Vastarouchas', 'age': 54, 'title': 'Deputy Chief Operating Officer', 'yearBorn': 1968, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,64.5,64.45,63.79,64.78,64.5,64.45,63.79,64.78,3.0,0.0465,1692662400,0.1182,1.597164,2.5137365,2.2048194,85654,85654,106079,96770,96770,62.59,64.49,1000,800,1265115648,51.1,71.65,1.2681936,67.5238,60.3927,3.0,0.046511628,USD,1323138560,0.51399,10455932,19752000,636578,573380,1690761600,1693440000,0.0322,0.46675998,0.22356,6.54,0.061,141.225,0.4535316,1672444800,1703980800,1688083200,16.877,512743008,25.48,29.05,0.74,1:14,1556755200,1.326,1.875,NYQ,EQUITY,DAC,DAC,Danaos Corporation,Danaos Corporation,1161005400,America/New_York,EDT,-14400000,64.05,80.0,77.0,78.5,78.5,2.0,buy,2,367931008,18.628,705854016,417064000,2.31,2.636,997572992,14.951,49.281,0.105909996,0.19809,787057000,262839008,594868992,17.415,-0.038,0.78837997,0.70757,0.61347,USD,
